match_id,year,date,home,away,actual_home_goal,actual_away_goal,lambda_home,lambda_away,split
J1_2024_227,2024,2024-07-14,川崎フロンターレ,セレッソ大阪,1,1,1.239268002332545,0.9665769655590576,second_half
J1_2024_228,2024,2024-07-14,東京ヴェルディ,ＦＣ町田ゼルビア,0,1,0.7281810278180084,1.7159356744239052,second_half
J1_2024_229,2024,2024-07-14,横浜Ｆ・マリノス,鹿島アントラーズ,4,1,1.5796757932706864,1.347830806982176,second_half
J1_2024_230,2024,2024-07-14,湘南ベルマーレ,ジュビロ磐田,5,0,1.2972750288869392,1.738987344782426,second_half
J1_2024_231,2024,2024-07-20,アビスパ福岡,東京ヴェルディ,0,1,1.069153007249934,1.166064521973289,second_half
J1_2024_232,2024,2024-07-20,ガンバ大阪,湘南ベルマーレ,0,1,1.9137150999534267,0.914122556249933,second_half
J1_2024_233,2024,2024-07-20,ジュビロ磐田,京都サンガF.C.,1,2,1.1480942183933254,0.7714670627894051,second_half
J1_2024_234,2024,2024-07-20,セレッソ大阪,アルビレックス新潟,1,2,1.4152405475281262,1.2631693396078596,second_half
J1_2024_235,2024,2024-07-20,ヴィッセル神戸,名古屋グランパス,3,3,0.9894177895508474,0.9012327639099965,second_half
J1_2024_236,2024,2024-07-20,柏レイソル,川崎フロンターレ,2,3,1.1088052547738172,1.139106733106976,second_half
J1_2024_237,2024,2024-07-20,浦和レッズ,北海道コンサドーレ札幌,3,4,2.670644149829986,0.7676346022624864,second_half
J1_2024_238,2024,2024-07-20,鹿島アントラーズ,ＦＣ東京,2,1,1.6519400400451136,1.1240503863168683,second_half
J1_2024_239,2024,2024-07-20,ＦＣ町田ゼルビア,横浜Ｆ・マリノス,1,2,2.005385948453286,1.3632969338390437,second_half
J1_2024_240,2024,2024-07-21,サガン鳥栖,サンフレッチェ広島,1,4,0.9455748150039467,1.4069962351049208,second_half
J1_2024_241,2024,2024-08-07,アルビレックス新潟,ジュビロ磐田,2,2,1.4464744879275202,1.6661989912595994,second_half
J1_2024_242,2024,2024-08-07,ガンバ大阪,ＦＣ東京,0,0,1.4274981060341618,1.0495248360443805,second_half
J1_2024_243,2024,2024-08-07,セレッソ大阪,ＦＣ町田ゼルビア,0,0,0.7084721615149673,1.6277992953013487,second_half
J1_2024_244,2024,2024-08-07,京都サンガF.C.,名古屋グランパス,3,2,0.7532033376338262,1.974132505422087,second_half
J1_2024_245,2024,2024-08-07,川崎フロンターレ,ヴィッセル神戸,3,0,0.9889721418519017,1.2918744330100491,second_half
J1_2024_246,2024,2024-08-07,東京ヴェルディ,サンフレッチェ広島,0,1,0.9632653353336373,1.3709546824750123,second_half
J1_2024_247,2024,2024-08-07,横浜Ｆ・マリノス,北海道コンサドーレ札幌,3,2,2.7174507050028787,0.8185446270897565,second_half
