model_version,event_id,season,team,old_manager,new_manager,last_old_manager_match_date,effective_change_date,next_change_date,stop_at_next_manager_change,games_after_change,date,home,away,opponent,is_home,actual_home_goal,actual_away_goal,actual_goals_for,actual_goals_against,lambda_home,lambda_away,lambda_for,lambda_against,expected_goals_for_score_grid,expected_goals_against_score_grid,home_win_prob,draw_prob,away_win_prob,team_win_prob,team_draw_prob,team_loss_prob,expected_points,actual_points,points_residual,goal_for_residual,goal_against_residual,goals_against_improvement,goal_diff_residual,team_elo_at_cutoff,opponent_elo_at_cutoff,matchup_effect_at_cutoff,n_train_matches_at_cutoff,team_games_in_train_at_cutoff,team_prev_games,team_effective_prev_weight
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,1,2005-09-24,名古屋,C大阪,C大阪,True,1,3,1,3,1.9112496196939575,1.18373537837924,1.9112496196939575,1.18373537837924,1.8716024342326039,1.1857666517274108,0.5122911195921227,0.26696073901062756,0.22074814139724963,0.5122911195921227,0.26696073901062756,0.22074814139724963,1.8038340977869955,0,-1.8038340977869955,-0.9112496196939575,1.81626462162076,-1.81626462162076,-2.7275142413147178,1504.3974025672358,1479.413474842935,0.005546969326620545,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,2,2005-10-01,広島,名古屋,広島,False,1,2,2,1,1.3875217799044437,0.6561387967306357,0.6561387967306357,1.3875217799044437,0.6557527685092198,1.3337259366430687,0.5064810336358039,0.33000000000000024,0.16351896636419616,0.16351896636419616,0.33000000000000024,0.5064810336358039,0.8205568990925887,3,2.1794431009074113,1.3438612032693644,-0.3875217799044437,0.3875217799044437,1.7313829831738081,1504.3974025672358,1528.164581893885,0.017443788442488055,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,3,2005-10-15,名古屋,川崎F,川崎F,True,1,4,1,4,1.5899415730732793,1.185514110063416,1.5899415730732793,1.185514110063416,1.5564996280282626,1.1787855636295264,0.4364903114444054,0.2978540688222321,0.2656556197333627,0.4364903114444054,0.2978540688222321,0.2656556197333627,1.6073250031554482,0,-1.6073250031554482,-0.5899415730732793,2.8144858899365843,-2.8144858899365843,-3.4044274630098634,1504.3974025672358,1510.7265222219953,0.011437928081843268,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,4,2005-10-22,鹿島,名古屋,鹿島,False,1,0,0,1,1.9286248130242514,0.9528846134077676,0.9528846134077676,1.9286248130242514,0.9591485268591232,1.880676452083513,0.568335081040031,0.2606909975379223,0.1709739214220467,0.1709739214220467,0.2606909975379223,0.568335081040031,0.7736127618040625,0,-0.7736127618040625,-0.9528846134077676,-0.9286248130242514,0.9286248130242514,-0.024259800383516272,1504.3974025672358,1585.985241186381,0.024012317570727703,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,5,2005-10-29,名古屋,清水,清水,True,1,2,1,2,1.308569314507636,0.9998584463544791,1.308569314507636,0.9998584463544791,1.2757196628616307,0.9889422996507069,0.4054201250708517,0.33,0.26457987492914836,0.4054201250708517,0.33,0.26457987492914836,1.546260375212555,0,-1.546260375212555,-0.30856931450763603,1.000141553645521,-1.000141553645521,-1.308710868153157,1504.3974025672358,1439.548592693267,0.010947615646488773,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,6,2005-11-12,大宮,名古屋,大宮,False,3,2,2,3,1.1009720372464893,1.3354139735692123,1.3354139735692123,1.1009720372464893,1.304201860781846,1.0872657034672542,0.2847452142762086,0.3262055826847797,0.38904920303901186,0.38904920303901186,0.3262055826847797,0.2847452142762086,1.4933531918018152,0,-1.4933531918018152,0.6645860264307877,1.8990279627535107,-1.8990279627535107,-1.234441936322723,1504.3974025672358,1448.8682389005996,-0.0023555773900123997,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,7,2005-11-20,名古屋,G大阪,G大阪,True,2,1,2,1,1.7598270042898507,1.5966251783528782,1.7598270042898507,1.5966251783528782,1.738416840273901,1.58483089515437,0.39568854364188116,0.2727805682186241,0.3315308881394948,0.39568854364188116,0.2727805682186241,0.3315308881394948,1.4598461991442677,3,1.5401538008557323,0.24017299571014927,-0.5966251783528782,0.5966251783528782,0.8367981740630275,1504.3974025672358,1614.3486803657327,-0.058954846478161786,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,8,2005-11-23,東京V,名古屋,東京V,False,0,0,0,0,1.2195931117576917,1.4245784978932832,1.4245784978932832,1.2195931117576917,1.3966679925441734,1.2060682917799241,0.29992026035924935,0.311662558947425,0.38841718069332554,0.38841718069332554,0.311662558947425,0.29992026035924935,1.4769141010274014,1,-0.4769141010274014,-1.4245784978932832,-1.2195931117576917,1.2195931117576917,-0.20498538613559147,1504.3974025672358,1431.089189547012,-0.01382086669340223,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,9,2005-11-27,名古屋,新潟,新潟,True,0,1,0,1,2.31820967015347,1.244747531691101,2.31820967015347,1.244747531691101,2.275231741118508,1.2530438856637107,0.5847078082479227,0.2303655685878658,0.18492662316421174,0.5847078082479227,0.2303655685878658,0.18492662316421174,1.9844889933316339,0,-1.9844889933316339,-2.31820967015347,-0.24474753169110097,0.24474753169110097,-2.073462138462369,1504.3974025672358,1483.0652858485562,-0.028661630863623222,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0001,2005,名古屋,ネルシーニョ,中田 仁司,2005-09-17,2005-09-24,,True,10,2005-12-03,千葉,名古屋,千葉,False,2,1,1,2,1.965810993889455,1.2271503844542648,1.2271503844542648,1.965810993889455,1.2295339210389524,1.9268359788399876,0.5150321767691122,0.2621655069793647,0.22280231625152286,0.22280231625152286,0.2621655069793647,0.5150321767691122,0.9305724557339332,0,-0.9305724557339332,-0.22715038445426483,0.034189006110544984,-0.034189006110544984,-0.2613393905648098,1504.3974025672358,1556.5808177094038,0.04134953159177005,214,24,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,1,2005-09-03,大分,磐田,磐田,True,1,2,1,2,0.6218896340695944,1.2328375120890296,0.6218896340695944,1.2328375120890296,0.6198251160434661,1.2058718042711056,0.17971518568080685,0.33000000000000007,0.49028481431919296,0.17971518568080685,0.33000000000000007,0.49028481431919296,0.8691455570424207,0,-0.8691455570424207,0.3781103659304056,0.7671624879109704,-0.7671624879109704,-0.3890521219805648,1379.539046028938,1545.4024605378172,-0.010603943803271556,187,21,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,2,2005-09-10,浦和,大分,浦和,False,1,2,2,1,1.8104143326425857,0.681074693399593,0.681074693399593,1.8104143326425857,0.6884806539064756,1.7537161154433467,0.6079887719579677,0.26519031613808447,0.1268209119039478,0.1268209119039478,0.26519031613808447,0.6079887719579677,0.6456530518499278,3,2.3543469481500723,1.318925306600407,-0.8104143326425857,0.8104143326425857,2.1293396392429926,1379.539046028938,1621.3591689774473,-0.01874087410073695,187,21,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,3,2005-09-17,大分,名古屋,名古屋,True,2,0,2,0,0.9722163009592154,1.365438771685335,0.9722163009592154,1.365438771685335,0.9633517826608015,1.326877475348483,0.2469919538738774,0.3289093059534189,0.42409874017270377,0.2469919538738774,0.3289093059534189,0.42409874017270377,1.0698851675750511,3,1.9301148324249489,1.0277836990407847,-1.365438771685335,1.365438771685335,2.3932224707261196,1379.539046028938,1506.1893056329477,-0.018463975750605904,187,21,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,4,2005-09-25,FC東京,大分,FC東京,False,0,0,0,0,1.6843538229939767,0.8001562922761669,0.8001562922761669,1.6843538229939767,0.804176742163316,1.6325906981681213,0.5474874335692435,0.28770475914842936,0.16480780728232716,0.16480780728232716,0.28770475914842936,0.5474874335692435,0.7821281809954108,1,0.21787181900458918,-0.8001562922761669,-1.6843538229939767,1.6843538229939767,0.8841975307178098,1379.539046028938,1486.0802483361397,0.03500134062989025,187,21,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,5,2005-10-01,横浜FM,大分,横浜FM,False,0,3,3,0,1.5008169734594,0.7575682638806956,0.7575682638806956,1.5008169734594,0.7581666569705046,1.4487148794028855,0.5105616589246208,0.3140606756589812,0.17537766541639777,0.17537766541639777,0.3140606756589812,0.5105616589246208,0.8401936719081745,3,2.1598063280918254,2.2424317361193045,-1.5008169734594,1.5008169734594,3.743248709578704,1379.539046028938,1521.4648720037087,-0.008927406559823742,187,21,30,0.2
v1.5_counterfactual,J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-08-27,2005-09-03,,True,6,2005-10-15,大分,清水,清水,True,5,0,5,0,0.7535166307503249,1.2911920875326908,0.7535166307503249,1.2911920875326908,0.7495409279592952,1.2565523858972238,0.2052546487118218,0.3299999999999999,0.46474535128817823,0.2052546487118218,0.3299999999999999,0.46474535128817823,0.9457639461354652,3,2.0542360538645346,4.246483369249675,-1.2911920875326908,1.2911920875326908,5.537675456782366,1379.539046028938,1444.8044086806285,0.05055656069704097,187,21,30,0.2
