rank,prev_setting_name,prev_weight,prev_decay,elo_lambda_weight,n_sim,mae,max_error,kawasaki_actual_position,kawasaki_avg_pred_position,kawasaki_error,kashiwa_actual_position,kashiwa_avg_pred_position,kashiwa_error,kyoto_actual_position,kyoto_avg_pred_position,kyoto_error,shimizu_actual_position,shimizu_avg_pred_position,shimizu_error,machida_actual_position,machida_avg_pred_position,machida_error,nagoya_actual_position,nagoya_avg_pred_position,nagoya_error,yokohamafm_actual_position,yokohamafm_avg_pred_position,yokohamafm_error,fctokyo_actual_position,fctokyo_avg_pred_position,fctokyo_error,delta_vs_prev060_decay0985_elo010,rank_within_prev_setting
1,prev060_decay0985,0.6,0.985,0.1,2000,2.1727000000000003,4.7225,8,5.031000000000001,2.9689999999999994,2,6.7225,4.7225,3,6.060499999999998,3.0604999999999984,14,10.372000000000003,3.6279999999999966,6,8.686999999999998,2.6869999999999976,16,12.753999999999998,3.246000000000002,15,17.438000000000002,2.4380000000000024,11,15.596000000000002,4.596000000000002,0.0,1
