date,home,away,home_goals,away_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url,source_file
2025-10-18,町田,福岡,0,0,5,4,2,1,12,7,0,0,0,0,町田,福岡,6,6,1,0,0.35,0.55,True,https://www.jleague.jp/match/j1/2025/101802/live/,j1_2025_match_stats2.csv
2025-10-18,川崎F,清水,5,3,15,13,4,4,10,18,4,1,1,2,川崎F,清水,18,17,9,5,1.71,2.98,True,https://www.jleague.jp/match/j1/2025/101803/live/,j1_2025_match_stats2.csv
2025-10-18,横浜FM,浦和,4,0,16,5,9,5,16,11,4,0,0,0,横浜FM,浦和,18,5,7,1,2.81,0.3,True,https://www.jleague.jp/match/j1/2025/101804/live/,j1_2025_match_stats2.csv
2025-10-18,横浜FC,名古屋,2,2,7,12,5,9,8,22,1,0,1,2,横浜FC,名古屋,9,17,5,4,0.74,2.26,True,https://www.jleague.jp/match/j1/2025/101805/live/,j1_2025_match_stats2.csv
2025-10-18,G大阪,柏,0,5,8,14,1,4,13,11,0,3,0,2,G大阪,柏,9,14,1,9,0.54,2.07,True,https://www.jleague.jp/match/j1/2025/101807/live/,j1_2025_match_stats2.csv
2025-10-18,岡山,C大阪,1,2,12,14,6,5,6,15,1,1,0,1,岡山,C大阪,13,14,3,7,0.91,1.52,True,https://www.jleague.jp/match/j1/2025/101809/live/,j1_2025_match_stats2.csv
2025-10-19,湘南,京都,1,1,8,10,3,9,16,11,1,0,0,1,湘南,京都,9,15,4,6,0.86,2.14,True,https://www.jleague.jp/match/j1/2025/101914/live/,j1_2025_match_stats2.csv
2025-10-25,浦和,町田,0,0,10,6,3,7,15,12,0,0,0,0,浦和,町田,11,8,4,0,0.79,0.84,True,https://www.jleague.jp/match/j1/2025/102501/live/,j1_2025_match_stats2.csv
2025-10-25,柏,横浜FC,2,0,14,6,7,4,8,6,0,0,2,0,柏,横浜FC,15,6,5,0,1.26,0.47,True,https://www.jleague.jp/match/j1/2025/102502/live/,j1_2025_match_stats2.csv
2025-10-25,FC東京,岡山,3,1,6,7,5,5,14,12,0,0,3,1,FC東京,岡山,11,10,4,4,1.11,1.23,True,https://www.jleague.jp/match/j1/2025/102503/live/,j1_2025_match_stats2.csv
2025-10-25,横浜FM,広島,3,0,5,6,1,6,18,22,1,0,2,0,横浜FM,広島,5,6,3,1,1.27,0.42,True,https://www.jleague.jp/match/j1/2025/102504/live/,j1_2025_match_stats2.csv
2025-10-25,清水,東京V,1,0,4,8,5,11,16,8,1,0,0,0,清水,東京V,5,11,1,4,0.27,1.09,True,https://www.jleague.jp/match/j1/2025/102506/live/,j1_2025_match_stats2.csv
2025-10-25,名古屋,G大阪,0,2,7,15,4,8,17,12,0,0,0,2,名古屋,G大阪,9,18,3,7,0.88,1.68,True,https://www.jleague.jp/match/j1/2025/102507/live/,j1_2025_match_stats2.csv
2025-10-25,京都,鹿島,1,1,9,8,2,7,15,18,1,0,0,1,京都,鹿島,9,10,3,4,0.69,1.1,True,https://www.jleague.jp/match/j1/2025/102508/live/,j1_2025_match_stats2.csv
2025-10-25,C大阪,川崎F,2,0,12,8,9,3,7,13,2,0,0,0,C大阪,川崎F,15,11,7,3,1.33,0.97,True,https://www.jleague.jp/match/j1/2025/102509/live/,j1_2025_match_stats2.csv
2025-10-26,新潟,神戸,2,2,6,15,6,2,7,12,0,1,2,1,新潟,神戸,6,17,4,7,0.81,2.8,True,https://www.jleague.jp/match/j1/2025/102612/live/,j1_2025_match_stats2.csv
2025-10-26,福岡,湘南,1,0,14,5,8,5,16,14,0,0,1,0,福岡,湘南,23,7,4,2,3.06,0.51,True,https://www.jleague.jp/match/j1/2025/102613/live/,j1_2025_match_stats2.csv
2025-11-08,鹿島,横浜FC,2,1,9,6,6,0,18,15,0,0,2,1,鹿島,横浜FC,15,6,3,2,1.6,0.7,True,https://www.jleague.jp/match/j1/2025/110801/live/,j1_2025_match_stats2.csv
2025-11-08,柏,名古屋,1,0,10,5,8,3,10,10,0,0,1,0,柏,名古屋,10,6,3,3,0.43,0.5,True,https://www.jleague.jp/match/j1/2025/110802/live/,j1_2025_match_stats2.csv
2025-11-08,東京V,福岡,0,0,12,8,4,2,15,18,0,0,0,0,東京V,福岡,17,9,7,7,1.39,1.02,True,https://www.jleague.jp/match/j1/2025/110803/live/,j1_2025_match_stats2.csv
2025-11-08,川崎F,岡山,1,1,14,6,6,6,10,6,0,0,1,1,川崎F,岡山,18,7,9,3,1.76,0.75,True,https://www.jleague.jp/match/j1/2025/110804/live/,j1_2025_match_stats2.csv
2025-11-08,湘南,新潟,5,2,18,8,4,1,9,13,2,0,3,2,湘南,新潟,19,12,8,5,1.93,1.41,True,https://www.jleague.jp/match/j1/2025/110805/live/,j1_2025_match_stats2.csv
2025-11-09,町田,FC東京,0,1,10,5,11,2,12,9,0,0,0,1,町田,FC東京,13,9,2,1,0.98,0.96,True,https://www.jleague.jp/match/j1/2025/110901/live/,j1_2025_match_stats2.csv
2025-11-09,京都,横浜FM,0,3,12,12,11,3,13,24,0,1,0,2,京都,横浜FM,14,13,8,7,0.99,2.64,True,https://www.jleague.jp/match/j1/2025/110916/live/,j1_2025_match_stats2.csv
2025-11-09,清水,C大阪,1,4,15,11,9,2,8,15,0,3,1,1,清水,C大阪,22,15,7,6,2.1,2.08,True,https://www.jleague.jp/match/j1/2025/110917/live/,j1_2025_match_stats2.csv
2025-11-09,G大阪,神戸,1,1,5,10,5,3,16,16,0,0,1,1,G大阪,神戸,7,12,2,6,0.5,0.87,True,https://www.jleague.jp/match/j1/2025/110918/live/,j1_2025_match_stats2.csv
2025-11-09,広島,浦和,3,0,23,5,8,0,7,12,1,0,2,0,広島,浦和,24,5,7,0,3.64,0.39,True,https://www.jleague.jp/match/j1/2025/110922/live/,j1_2025_match_stats2.csv
2025-11-30,東京V,鹿島,0,1,9,9,6,4,14,16,0,0,0,1,東京V,鹿島,12,12,4,5,1.26,1.46,True,https://www.jleague.jp/match/j1/2025/113001/live/,j1_2025_match_stats2.csv
2025-11-30,町田,名古屋,3,1,8,10,3,4,5,19,1,0,2,1,町田,名古屋,10,18,5,5,2.06,2.29,True,https://www.jleague.jp/match/j1/2025/113002/live/,j1_2025_match_stats2.csv
2025-11-30,川崎F,広島,1,2,5,16,3,6,11,13,1,1,0,1,川崎F,広島,7,22,2,6,0.77,2.14,True,https://www.jleague.jp/match/j1/2025/113003/live/,j1_2025_match_stats2.csv
2025-11-30,横浜FM,C大阪,3,1,14,13,4,6,16,18,1,1,2,0,横浜FM,C大阪,14,14,7,4,1.49,2.03,True,https://www.jleague.jp/match/j1/2025/113004/live/,j1_2025_match_stats2.csv
2025-11-30,横浜FC,京都,0,1,13,6,2,4,14,18,0,1,0,0,横浜FC,京都,17,6,3,1,1.35,0.37,True,https://www.jleague.jp/match/j1/2025/113005/live/,j1_2025_match_stats2.csv
2025-11-30,湘南,清水,1,0,6,9,3,5,6,25,1,0,0,0,湘南,清水,8,14,2,3,0.81,1.24,True,https://www.jleague.jp/match/j1/2025/113006/live/,j1_2025_match_stats2.csv
2025-11-30,新潟,柏,1,3,4,13,3,2,7,9,0,2,1,1,新潟,柏,4,14,1,8,0.17,2.4,True,https://www.jleague.jp/match/j1/2025/113007/live/,j1_2025_match_stats2.csv
2025-11-30,神戸,FC東京,0,0,19,5,8,1,18,14,0,0,0,0,神戸,FC東京,20,6,6,2,1.87,0.22,True,https://www.jleague.jp/match/j1/2025/113008/live/,j1_2025_match_stats2.csv
2025-11-30,岡山,浦和,0,1,8,10,0,5,7,13,0,0,0,1,岡山,浦和,12,11,2,5,1.32,0.86,True,https://www.jleague.jp/match/j1/2025/113009/live/,j1_2025_match_stats2.csv
2025-11-30,福岡,G大阪,1,0,14,8,4,4,12,18,0,0,1,0,福岡,G大阪,15,8,6,1,1.07,0.69,True,https://www.jleague.jp/match/j1/2025/113010/live/,j1_2025_match_stats2.csv
2025-12-06,鹿島,横浜FM,2,1,9,2,3,0,18,12,1,0,1,1,鹿島,横浜FM,10,2,3,2,0.97,0.11,True,https://www.jleague.jp/match/j1/2025/120601/live/,j1_2025_match_stats2.csv
2025-12-06,浦和,川崎F,4,0,14,4,4,2,9,9,1,0,3,0,浦和,川崎F,18,5,7,1,2.2,0.45,True,https://www.jleague.jp/match/j1/2025/120602/live/,j1_2025_match_stats2.csv
2025-12-06,柏,町田,1,0,10,7,5,7,11,5,0,0,1,0,柏,町田,10,7,3,2,0.68,0.36,True,https://www.jleague.jp/match/j1/2025/120603/live/,j1_2025_match_stats2.csv
2025-12-06,FC東京,新潟,1,1,11,9,7,4,20,8,1,1,0,0,FC東京,新潟,15,12,2,3,1.4,0.78,True,https://www.jleague.jp/match/j1/2025/120604/live/,j1_2025_match_stats2.csv
2025-12-06,清水,岡山,1,2,13,19,3,6,19,10,0,0,1,2,清水,岡山,17,23,6,11,1.38,2.88,True,https://www.jleague.jp/match/j1/2025/120605/live/,j1_2025_match_stats2.csv
2025-12-06,名古屋,福岡,1,0,10,7,4,5,14,9,0,0,1,0,名古屋,福岡,11,12,7,4,1.46,1.11,True,https://www.jleague.jp/match/j1/2025/120606/live/,j1_2025_match_stats2.csv
2025-12-06,京都,神戸,2,0,10,4,5,4,15,24,1,0,1,0,京都,神戸,13,8,8,2,0.99,0.85,True,https://www.jleague.jp/match/j1/2025/120607/live/,j1_2025_match_stats2.csv
2025-12-06,G大阪,東京V,4,1,13,9,7,3,13,10,2,0,2,1,G大阪,東京V,16,11,9,4,2.4,1.04,True,https://www.jleague.jp/match/j1/2025/120608/live/,j1_2025_match_stats2.csv
2025-12-06,C大阪,横浜FC,1,3,16,7,5,5,15,20,1,2,0,1,C大阪,横浜FC,19,11,8,3,1.79,1.02,True,https://www.jleague.jp/match/j1/2025/120609/live/,j1_2025_match_stats2.csv
2025-12-06,広島,湘南,2,1,14,7,8,7,8,11,0,0,2,1,広島,湘南,15,9,6,6,2.22,0.99,True,https://www.jleague.jp/match/j1/2025/120610/live/,j1_2025_match_stats2.csv
