date,home,away,home_goals,away_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url,source_file
2025-06-21,横浜FM,岡山,0,1,17,12,10,6,17,9,0,1,0,0,横浜FM,岡山,20,12,6,5,2.18,0.89,True,https://www.jleague.jp/match/j1/2025/062106/live/,j1_2025_match_stats.csv
2025-06-21,名古屋,清水,1,1,8,8,3,6,11,19,0,0,1,1,名古屋,清水,9,10,2,1,0.69,0.82,True,https://www.jleague.jp/match/j1/2025/062107/live/,j1_2025_match_stats.csv
2025-06-22,横浜FC,広島,0,4,7,8,6,7,16,11,0,3,0,1,横浜FC,広島,12,11,0,7,1.6,1.26,True,https://www.jleague.jp/match/j1/2025/062201/live/,j1_2025_match_stats.csv
2025-06-22,G大阪,FC東京,2,0,12,10,5,1,13,12,1,0,1,0,G大阪,FC東京,17,10,6,3,1.13,1.54,True,https://www.jleague.jp/match/j1/2025/062202/live/,j1_2025_match_stats.csv
2025-06-25,川崎F,新潟,3,1,8,13,2,5,11,9,2,0,1,1,川崎F,新潟,9,13,4,6,1.23,0.68,True,https://www.jleague.jp/match/j1/2025/062501/live/,j1_2025_match_stats.csv
2025-06-25,横浜FM,FC東京,0,3,7,14,6,9,16,14,0,0,0,3,横浜FM,FC東京,8,17,2,7,0.57,2.53,True,https://www.jleague.jp/match/j1/2025/062503/live/,j1_2025_match_stats.csv
2025-06-28,鹿島,岡山,1,2,12,7,13,3,12,12,1,0,0,2,鹿島,岡山,18,9,4,3,1.99,0.53,True,https://www.jleague.jp/match/j1/2025/062801/live/,j1_2025_match_stats.csv
2025-06-28,清水,柏,0,2,8,10,6,5,12,13,0,2,0,0,清水,柏,10,14,3,5,1.79,1.24,True,https://www.jleague.jp/match/j1/2025/062802/live/,j1_2025_match_stats.csv
2025-06-28,FC東京,横浜FC,2,1,14,6,4,3,8,13,0,1,2,0,FC東京,横浜FC,22,7,5,2,3.41,0.73,True,https://www.jleague.jp/match/j1/2025/062803/live/,j1_2025_match_stats.csv
2025-06-28,湘南,横浜FM,1,1,11,13,5,4,15,13,1,0,0,1,湘南,横浜FM,11,14,4,4,0.75,1.06,True,https://www.jleague.jp/match/j1/2025/062804/live/,j1_2025_match_stats.csv
2025-06-28,京都,G大阪,3,1,12,5,4,2,12,12,2,0,1,1,京都,G大阪,13,5,6,3,1.36,0.42,True,https://www.jleague.jp/match/j1/2025/062805/live/,j1_2025_match_stats.csv
2025-06-28,広島,名古屋,1,2,13,7,8,2,12,21,0,2,1,0,広島,名古屋,15,11,5,3,0.93,1.44,True,https://www.jleague.jp/match/j1/2025/062806/live/,j1_2025_match_stats.csv
2025-06-28,福岡,神戸,0,0,3,10,8,5,13,15,0,0,0,0,福岡,神戸,3,11,1,2,0.25,0.6,True,https://www.jleague.jp/match/j1/2025/062807/live/,j1_2025_match_stats.csv
2025-06-29,東京V,川崎F,1,0,5,10,7,3,15,21,1,0,0,0,東京V,川崎F,8,11,2,5,1.28,0.71,True,https://www.jleague.jp/match/j1/2025/062901/live/,j1_2025_match_stats.csv
2025-06-29,新潟,町田,0,4,16,19,6,9,8,5,0,1,0,3,新潟,町田,20,21,1,8,1.31,2.31,True,https://www.jleague.jp/match/j1/2025/062902/live/,j1_2025_match_stats.csv
2025-07-02,神戸,広島,1,0,9,10,3,3,14,9,0,0,1,0,神戸,広島,9,14,6,3,1.36,1.17,True,https://www.jleague.jp/match/j1/2025/070201/live/,j1_2025_match_stats2.csv
2025-07-05,町田,清水,3,0,12,6,2,1,7,17,1,0,2,0,町田,清水,16,10,6,2,2.54,0.98,True,https://www.jleague.jp/match/j1/2025/070501/live/,j1_2025_match_stats2.csv
2025-07-05,岡山,広島,0,1,8,11,5,13,8,13,0,0,0,1,岡山,広島,9,16,5,5,0.49,1.72,True,https://www.jleague.jp/match/j1/2025/070502/live/,j1_2025_match_stats2.csv
2025-07-05,柏,FC東京,1,0,11,12,4,7,7,10,0,0,1,0,柏,FC東京,15,14,2,4,1.02,1.01,True,https://www.jleague.jp/match/j1/2025/070503/live/,j1_2025_match_stats2.csv
2025-07-05,川崎F,鹿島,2,1,13,7,7,2,12,12,1,1,1,0,川崎F,鹿島,16,10,6,2,1.82,0.88,True,https://www.jleague.jp/match/j1/2025/070504/live/,j1_2025_match_stats2.csv
2025-07-05,横浜FC,横浜FM,0,1,11,5,7,2,11,14,0,0,0,1,横浜FC,横浜FM,12,7,1,1,0.52,1.23,True,https://www.jleague.jp/match/j1/2025/070505/live/,j1_2025_match_stats2.csv
2025-07-05,名古屋,東京V,0,0,4,8,4,4,17,8,0,0,0,0,名古屋,東京V,6,8,1,3,0.56,0.64,True,https://www.jleague.jp/match/j1/2025/070506/live/,j1_2025_match_stats2.csv
2025-07-05,京都,新潟,2,1,11,9,5,7,9,6,2,1,0,0,京都,新潟,14,9,5,3,1.43,0.93,True,https://www.jleague.jp/match/j1/2025/070507/live/,j1_2025_match_stats2.csv
2025-07-05,C大阪,G大阪,0,1,15,10,5,7,16,10,0,0,0,1,C大阪,G大阪,19,13,5,3,1.9,1.65,True,https://www.jleague.jp/match/j1/2025/070508/live/,j1_2025_match_stats2.csv
2025-07-05,神戸,湘南,4,0,14,5,6,3,13,13,1,0,3,0,神戸,湘南,15,6,8,2,1.04,0.59,True,https://www.jleague.jp/match/j1/2025/070509/live/,j1_2025_match_stats2.csv
2025-07-19,FC東京,浦和,3,2,15,8,6,4,17,15,1,2,2,0,FC東京,浦和,19,11,4,4,2.29,1.13,True,https://www.jleague.jp/match/j1/2025/071901/live/,j1_2025_match_stats2.csv
2025-07-19,湘南,C大阪,3,3,9,14,4,7,10,17,2,1,1,2,湘南,C大阪,11,22,5,6,1.78,2.1,True,https://www.jleague.jp/match/j1/2025/071902/live/,j1_2025_match_stats2.csv
2025-07-20,鹿島,柏,3,2,6,15,0,2,13,10,2,1,1,1,鹿島,柏,6,17,3,4,0.68,2.61,True,https://www.jleague.jp/match/j1/2025/072001/live/,j1_2025_match_stats2.csv
2025-07-20,東京V,町田,0,1,12,4,4,1,14,8,0,0,0,1,東京V,町田,15,6,4,2,1.62,0.53,True,https://www.jleague.jp/match/j1/2025/072002/live/,j1_2025_match_stats2.csv
2025-07-20,清水,横浜FC,2,0,8,7,8,2,12,8,0,0,2,0,清水,横浜FC,14,7,2,4,1.57,0.5,True,https://www.jleague.jp/match/j1/2025/072003/live/,j1_2025_match_stats2.csv
2025-07-20,横浜FM,名古屋,3,0,12,16,7,6,7,15,2,0,1,0,横浜FM,名古屋,14,17,5,4,1.47,1.13,True,https://www.jleague.jp/match/j1/2025/072004/live/,j1_2025_match_stats2.csv
2025-07-20,新潟,広島,0,2,9,18,5,2,16,11,0,1,0,1,新潟,広島,10,18,1,8,1.22,2.41,True,https://www.jleague.jp/match/j1/2025/072005/live/,j1_2025_match_stats2.csv
2025-07-20,G大阪,川崎F,2,1,11,12,9,8,9,10,1,1,1,0,G大阪,川崎F,18,13,4,6,1.8,1.1,True,https://www.jleague.jp/match/j1/2025/072006/live/,j1_2025_match_stats2.csv
2025-07-20,岡山,神戸,1,2,4,15,6,4,6,15,0,1,1,1,岡山,神戸,5,18,2,9,0.44,1.8,True,https://www.jleague.jp/match/j1/2025/072007/live/,j1_2025_match_stats2.csv
2025-07-21,福岡,京都,2,2,14,8,7,3,15,10,0,0,2,2,福岡,京都,17,8,7,3,1.96,1.3,True,https://www.jleague.jp/match/j1/2025/072101/live/,j1_2025_match_stats2.csv
2025-07-23,浦和,湘南,4,1,11,8,5,7,11,12,2,0,2,1,浦和,湘南,11,13,5,3,1.41,0.98,True,https://www.jleague.jp/match/j1/2025/072301/live/,j1_2025_match_stats2.csv
2025-07-27,浦和,福岡,0,0,8,6,4,4,9,6,0,0,0,0,浦和,福岡,11,7,4,2,0.46,0.64,True,https://www.jleague.jp/match/j1/2025/072701/live/,j1_2025_match_stats2.csv
2025-08-09,東京V,横浜FM,1,0,6,8,15,4,15,22,0,0,1,0,東京V,横浜FM,9,8,2,5,0.36,0.67,True,https://www.jleague.jp/match/j1/2025/080901/live/,j1_2025_match_stats2.csv
2025-08-09,横浜FC,浦和,1,2,6,18,0,7,7,13,0,1,1,1,横浜FC,浦和,8,20,2,5,0.71,3.16,True,https://www.jleague.jp/match/j1/2025/080902/live/,j1_2025_match_stats2.csv
2025-08-09,川崎F,福岡,2,5,6,16,3,6,12,17,2,2,0,3,川崎F,福岡,8,18,4,7,0.83,2.21,True,https://www.jleague.jp/match/j1/2025/080903/live/,j1_2025_match_stats2.csv
2025-08-10,広島,清水,0,0,14,12,3,5,14,19,0,0,0,0,広島,清水,14,13,3,2,1.72,0.94,True,https://www.jleague.jp/match/j1/2025/081001/live/,j1_2025_match_stats2.csv
2025-08-10,柏,湘南,2,0,10,6,7,1,13,14,1,0,1,0,柏,湘南,12,6,3,1,2.44,0.28,True,https://www.jleague.jp/match/j1/2025/081002/live/,j1_2025_match_stats2.csv
2025-08-10,FC東京,鹿島,0,1,8,8,9,5,9,10,0,0,0,1,FC東京,鹿島,18,10,3,5,1.77,0.89,True,https://www.jleague.jp/match/j1/2025/081003/live/,j1_2025_match_stats2.csv
2025-08-10,町田,神戸,2,0,10,6,6,4,12,20,2,0,0,0,町田,神戸,10,13,4,4,1.28,0.75,True,https://www.jleague.jp/match/j1/2025/081004/live/,j1_2025_match_stats2.csv
2025-08-10,名古屋,京都,1,2,7,5,6,6,20,14,0,0,1,2,名古屋,京都,9,8,1,5,1.46,1.35,True,https://www.jleague.jp/match/j1/2025/081005/live/,j1_2025_match_stats2.csv
2025-08-10,G大阪,岡山,0,3,12,7,8,1,12,12,0,2,0,1,G大阪,岡山,18,11,1,5,1.58,0.8,True,https://www.jleague.jp/match/j1/2025/081006/live/,j1_2025_match_stats2.csv
2025-08-11,C大阪,新潟,3,1,21,5,12,4,8,4,1,1,2,0,C大阪,新潟,25,7,5,2,1.88,0.59,True,https://www.jleague.jp/match/j1/2025/081101/live/,j1_2025_match_stats2.csv
2025-08-16,鹿島,福岡,1,1,11,10,4,3,12,7,0,0,1,1,鹿島,福岡,12,11,2,4,0.62,1.13,True,https://www.jleague.jp/match/j1/2025/081601/live/,j1_2025_match_stats2.csv
2025-08-16,清水,横浜FM,1,3,14,14,6,4,19,11,0,2,1,1,清水,横浜FM,17,16,6,6,1.38,1.65,True,https://www.jleague.jp/match/j1/2025/081602/live/,j1_2025_match_stats2.csv
2025-08-16,浦和,名古屋,2,1,10,10,4,7,8,10,2,0,0,1,浦和,名古屋,12,16,5,5,0.83,1.88,True,https://www.jleague.jp/match/j1/2025/081603/live/,j1_2025_match_stats2.csv
2025-08-16,町田,C大阪,3,0,9,7,3,4,9,15,2,0,1,0,町田,C大阪,12,9,4,5,0.95,0.67,True,https://www.jleague.jp/match/j1/2025/081604/live/,j1_2025_match_stats2.csv
2025-08-16,湘南,FC東京,2,2,13,8,3,7,9,11,0,1,2,1,湘南,FC東京,16,10,5,2,1.37,1.56,True,https://www.jleague.jp/match/j1/2025/081605/live/,j1_2025_match_stats2.csv
2025-08-16,新潟,川崎F,1,1,12,8,4,6,15,11,1,1,0,0,新潟,川崎F,14,11,4,2,1.23,1.02,True,https://www.jleague.jp/match/j1/2025/081606/live/,j1_2025_match_stats2.csv
2025-08-16,京都,東京V,1,0,7,7,3,1,12,13,0,0,1,0,京都,東京V,10,9,5,3,1.12,1.22,True,https://www.jleague.jp/match/j1/2025/081607/live/,j1_2025_match_stats2.csv
2025-08-16,神戸,横浜FC,0,1,13,3,5,3,18,9,0,0,0,1,神戸,横浜FC,14,5,3,1,0.95,0.34,True,https://www.jleague.jp/match/j1/2025/081608/live/,j1_2025_match_stats2.csv
2025-08-16,広島,G大阪,1,0,12,3,8,3,15,18,1,0,0,0,広島,G大阪,12,3,4,0,0.97,0.1,True,https://www.jleague.jp/match/j1/2025/081609/live/,j1_2025_match_stats2.csv
2025-08-17,岡山,柏,2,1,9,5,4,3,12,6,1,0,1,1,岡山,柏,14,7,4,3,1.29,0.64,True,https://www.jleague.jp/match/j1/2025/081701/live/,j1_2025_match_stats2.csv
2025-08-20,町田,G大阪,3,1,11,10,5,3,11,13,1,0,2,1,町田,G大阪,12,15,6,7,2.83,1.36,True,https://www.jleague.jp/match/j1/2025/082001/live/,j1_2025_match_stats2.csv
2025-08-20,広島,神戸,0,1,11,16,3,7,10,14,0,0,0,1,広島,神戸,13,17,2,6,1.09,1.54,True,https://www.jleague.jp/match/j1/2025/082002/live/,j1_2025_match_stats2.csv
2025-08-22,柏,浦和,4,2,19,6,7,3,6,7,0,2,4,0,柏,浦和,23,7,6,5,3.11,0.84,True,https://www.jleague.jp/match/j1/2025/082201/live/,j1_2025_match_stats2.csv
2025-08-23,福岡,清水,0,0,13,5,6,7,9,16,0,0,0,0,福岡,清水,15,6,7,1,1.09,0.69,True,https://www.jleague.jp/match/j1/2025/082301/live/,j1_2025_match_stats2.csv
2025-08-23,東京V,広島,0,3,11,8,10,5,12,13,0,1,0,2,東京V,広島,17,14,6,4,1.53,1.61,True,https://www.jleague.jp/match/j1/2025/082302/live/,j1_2025_match_stats2.csv
2025-08-23,新潟,鹿島,1,2,8,11,4,8,9,12,1,1,0,1,新潟,鹿島,10,14,4,6,1.15,1.6,True,https://www.jleague.jp/match/j1/2025/082303/live/,j1_2025_match_stats2.csv
2025-08-23,名古屋,川崎F,3,4,10,15,1,3,13,7,2,2,1,2,名古屋,川崎F,10,18,5,5,1.35,1.43,True,https://www.jleague.jp/match/j1/2025/082304/live/,j1_2025_match_stats2.csv
2025-08-23,G大阪,横浜FC,3,2,10,14,3,5,9,8,1,1,2,1,G大阪,横浜FC,15,14,5,6,2.19,1.35,True,https://www.jleague.jp/match/j1/2025/082305/live/,j1_2025_match_stats2.csv
2025-08-23,C大阪,神戸,1,1,10,12,6,5,16,14,1,0,0,1,C大阪,神戸,16,16,2,4,1.75,1.4,True,https://www.jleague.jp/match/j1/2025/082306/live/,j1_2025_match_stats2.csv
2025-08-23,岡山,湘南,1,0,9,5,7,4,12,15,0,0,1,0,岡山,湘南,14,7,3,2,1.15,0.47,True,https://www.jleague.jp/match/j1/2025/082307/live/,j1_2025_match_stats2.csv
2025-08-23,横浜FM,町田,0,0,7,9,2,4,24,14,0,0,0,0,横浜FM,町田,7,10,1,4,0.47,0.74,True,https://www.jleague.jp/match/j1/2025/082308/live/,j1_2025_match_stats2.csv
2025-08-24,FC東京,京都,0,4,16,10,13,3,9,6,0,3,0,1,FC東京,京都,19,11,9,8,2.06,2.67,True,https://www.jleague.jp/match/j1/2025/082401/live/,j1_2025_match_stats2.csv
2025-08-30,横浜FC,東京V,0,0,7,2,4,4,14,11,0,0,0,0,横浜FC,東京V,10,4,4,0,0.59,0.19,True,https://www.jleague.jp/match/j1/2025/083001/live/,j1_2025_match_stats2.csv
2025-08-30,京都,岡山,5,0,13,3,6,5,9,11,3,0,2,0,京都,岡山,16,5,6,0,2.44,0.49,True,https://www.jleague.jp/match/j1/2025/083002/live/,j1_2025_match_stats2.csv
2025-08-30,神戸,横浜FM,1,0,8,10,2,3,21,18,1,0,0,0,神戸,横浜FM,10,11,2,3,0.98,0.61,True,https://www.jleague.jp/match/j1/2025/083003/live/,j1_2025_match_stats2.csv
2025-08-31,清水,鹿島,1,1,9,13,2,5,8,14,1,0,0,1,清水,鹿島,10,16,6,5,1.27,1.35,True,https://www.jleague.jp/match/j1/2025/083101/live/,j1_2025_match_stats2.csv
2025-08-31,浦和,新潟,1,0,10,13,1,9,11,9,1,0,0,0,浦和,新潟,13,15,4,4,0.98,1.25,True,https://www.jleague.jp/match/j1/2025/083102/live/,j1_2025_match_stats2.csv
2025-08-31,柏,福岡,2,1,13,7,6,7,9,13,1,1,1,0,柏,福岡,15,9,6,3,3.19,1.41,True,https://www.jleague.jp/match/j1/2025/083103/live/,j1_2025_match_stats2.csv
2025-08-31,川崎F,町田,5,3,10,16,4,5,16,8,2,2,3,1,川崎F,町田,14,18,5,6,1.85,1.83,True,https://www.jleague.jp/match/j1/2025/083104/live/,j1_2025_match_stats2.csv
2025-08-31,湘南,G大阪,4,5,9,19,5,9,9,11,3,1,1,4,湘南,G大阪,9,23,5,13,0.98,3.49,True,https://www.jleague.jp/match/j1/2025/083105/live/,j1_2025_match_stats2.csv
2025-08-31,名古屋,FC東京,1,1,13,9,6,3,12,10,0,0,1,1,名古屋,FC東京,13,10,2,4,2.26,1.34,True,https://www.jleague.jp/match/j1/2025/083106/live/,j1_2025_match_stats2.csv
2025-08-31,C大阪,広島,1,1,10,8,7,6,18,12,1,0,0,1,C大阪,広島,15,11,6,2,2.28,1.13,True,https://www.jleague.jp/match/j1/2025/083107/live/,j1_2025_match_stats2.csv
2025-09-12,神戸,柏,0,0,8,8,4,4,10,9,0,0,0,0,神戸,柏,11,12,2,2,0.85,0.86,True,https://www.jleague.jp/match/j1/2025/091201/live/,j1_2025_match_stats2.csv
2025-09-12,広島,京都,1,1,21,5,6,1,17,11,0,0,1,1,広島,京都,24,5,3,3,2.91,0.41,True,https://www.jleague.jp/match/j1/2025/091202/live/,j1_2025_match_stats2.csv
2025-09-12,町田,横浜FC,1,1,11,7,10,0,13,10,0,0,1,1,町田,横浜FC,18,7,3,3,2.19,0.82,True,https://www.jleague.jp/match/j1/2025/091203/live/,j1_2025_match_stats2.csv
2025-09-13,鹿島,湘南,3,0,15,8,8,3,16,13,0,0,3,0,鹿島,湘南,19,9,9,4,1.27,1.0,True,https://www.jleague.jp/match/j1/2025/091301/live/,j1_2025_match_stats2.csv
2025-09-13,横浜FM,川崎F,0,3,6,15,3,4,19,8,0,1,0,2,横浜FM,川崎F,9,15,1,8,0.57,2.03,True,https://www.jleague.jp/match/j1/2025/091304/live/,j1_2025_match_stats2.csv
2025-09-13,新潟,清水,0,1,14,7,5,6,13,16,0,1,0,0,新潟,清水,17,8,3,2,1.54,1.03,True,https://www.jleague.jp/match/j1/2025/091305/live/,j1_2025_match_stats2.csv
2025-09-13,G大阪,浦和,1,0,15,9,7,6,8,10,0,0,1,0,G大阪,浦和,18,11,3,4,1.87,0.87,True,https://www.jleague.jp/match/j1/2025/091306/live/,j1_2025_match_stats2.csv
2025-09-13,岡山,名古屋,0,1,9,2,7,3,13,14,0,0,0,1,岡山,名古屋,13,4,2,2,0.95,1.16,True,https://www.jleague.jp/match/j1/2025/091308/live/,j1_2025_match_stats2.csv
2025-09-13,福岡,C大阪,2,4,17,17,8,4,8,16,1,0,1,4,福岡,C大阪,18,17,3,9,1.73,1.81,True,https://www.jleague.jp/match/j1/2025/091310/live/,j1_2025_match_stats2.csv
2025-09-15,FC東京,東京V,1,0,6,11,3,5,19,17,0,0,1,0,FC東京,東京V,12,12,4,1,0.8,0.63,True,https://www.jleague.jp/match/j1/2025/091504/live/,j1_2025_match_stats2.csv
2025-09-20,浦和,鹿島,0,1,11,7,7,3,10,12,0,1,0,0,浦和,鹿島,17,9,3,2,1.63,0.71,True,https://www.jleague.jp/match/j1/2025/092001/live/,j1_2025_match_stats2.csv
2025-09-20,東京V,岡山,4,2,7,10,2,5,14,12,2,2,2,0,東京V,岡山,10,12,6,8,1.58,0.92,True,https://www.jleague.jp/match/j1/2025/092002/live/,j1_2025_match_stats2.csv
2025-09-20,川崎F,FC東京,0,1,11,8,6,2,19,13,0,1,0,0,川崎F,FC東京,14,12,2,3,0.87,1.03,True,https://www.jleague.jp/match/j1/2025/092003/live/,j1_2025_match_stats2.csv
2025-09-20,横浜FM,福岡,2,0,13,8,3,7,20,11,2,0,0,0,横浜FM,福岡,15,16,4,4,1.32,1.71,True,https://www.jleague.jp/match/j1/2025/092004/live/,j1_2025_match_stats2.csv
2025-09-20,横浜FC,新潟,1,0,12,14,7,10,6,18,0,0,1,0,横浜FC,新潟,15,14,4,1,1.89,0.81,True,https://www.jleague.jp/match/j1/2025/092005/live/,j1_2025_match_stats2.csv
2025-09-20,名古屋,湘南,3,1,12,18,2,5,13,13,3,0,0,1,名古屋,湘南,13,22,5,4,1.39,2.65,True,https://www.jleague.jp/match/j1/2025/092006/live/,j1_2025_match_stats2.csv
2025-09-20,京都,清水,0,1,16,7,7,2,12,12,0,0,0,1,京都,清水,20,8,8,4,1.41,1.18,True,https://www.jleague.jp/match/j1/2025/092007/live/,j1_2025_match_stats2.csv
2025-09-20,C大阪,柏,1,1,9,9,4,11,16,8,1,1,0,0,C大阪,柏,10,12,5,1,0.78,0.87,True,https://www.jleague.jp/match/j1/2025/092008/live/,j1_2025_match_stats2.csv
2025-09-23,鹿島,C大阪,3,1,13,6,1,3,13,12,1,1,2,0,鹿島,C大阪,15,12,7,4,1.75,2.0,True,https://www.jleague.jp/match/j1/2025/092301/live/,j1_2025_match_stats2.csv
2025-09-23,柏,広島,0,0,10,17,1,10,13,11,0,0,0,0,柏,広島,11,19,4,6,0.9,1.67,True,https://www.jleague.jp/match/j1/2025/092302/live/,j1_2025_match_stats2.csv
2025-09-23,FC東京,福岡,1,0,8,5,3,0,18,9,1,0,0,0,FC東京,福岡,11,6,5,3,0.74,0.4,True,https://www.jleague.jp/match/j1/2025/092303/live/,j1_2025_match_stats2.csv
2025-09-23,湘南,川崎F,1,2,7,14,6,5,13,9,0,1,1,1,湘南,川崎F,9,18,2,7,0.69,3.48,True,https://www.jleague.jp/match/j1/2025/092304/live/,j1_2025_match_stats2.csv
2025-09-23,新潟,名古屋,0,0,10,3,5,1,5,16,0,0,0,0,新潟,名古屋,13,4,2,0,1.12,0.28,True,https://www.jleague.jp/match/j1/2025/092305/live/,j1_2025_match_stats2.csv
2025-09-23,清水,浦和,0,0,8,16,6,5,6,11,0,0,0,0,清水,浦和,9,24,4,9,0.72,4.31,True,https://www.jleague.jp/match/j1/2025/092306/live/,j1_2025_match_stats2.csv
2025-09-23,京都,町田,1,1,14,8,10,1,11,9,0,1,1,0,京都,町田,18,11,4,2,2.63,0.86,True,https://www.jleague.jp/match/j1/2025/092307/live/,j1_2025_match_stats2.csv
2025-09-23,G大阪,横浜FM,3,1,8,11,2,4,10,14,0,0,3,1,G大阪,横浜FM,11,14,6,4,1.32,1.63,True,https://www.jleague.jp/match/j1/2025/092308/live/,j1_2025_match_stats2.csv
2025-09-23,神戸,東京V,4,0,14,7,12,3,24,10,2,0,2,0,神戸,東京V,14,6,7,4,2.75,0.47,True,https://www.jleague.jp/match/j1/2025/092309/live/,j1_2025_match_stats2.csv
2025-09-23,岡山,横浜FC,0,0,8,5,6,3,13,20,0,0,0,0,岡山,横浜FC,12,7,3,1,1.01,0.38,True,https://www.jleague.jp/match/j1/2025/092310/live/,j1_2025_match_stats2.csv
2025-09-27,東京V,浦和,0,0,5,9,5,8,12,13,0,0,0,0,東京V,浦和,11,14,2,5,0.71,1.79,True,https://www.jleague.jp/match/j1/2025/092702/live/,j1_2025_match_stats2.csv
2025-09-27,町田,岡山,1,0,12,7,9,2,5,14,0,0,1,0,町田,岡山,14,8,6,2,1.47,0.42,True,https://www.jleague.jp/match/j1/2025/092703/live/,j1_2025_match_stats2.csv
2025-09-27,名古屋,鹿島,0,4,10,9,5,2,16,6,0,2,0,2,名古屋,鹿島,15,9,4,6,1.19,0.99,True,https://www.jleague.jp/match/j1/2025/092706/live/,j1_2025_match_stats2.csv
2025-09-27,G大阪,新潟,4,2,15,5,4,3,12,5,1,1,3,1,G大阪,新潟,17,6,10,2,1.78,0.8,True,https://www.jleague.jp/match/j1/2025/092707/live/,j1_2025_match_stats2.csv
2025-09-27,神戸,清水,2,1,20,9,6,2,15,5,0,1,2,0,神戸,清水,19,10,5,3,1.87,1.19,True,https://www.jleague.jp/match/j1/2025/092709/live/,j1_2025_match_stats2.csv
2025-09-27,福岡,広島,1,2,18,12,4,6,9,9,0,1,1,1,福岡,広島,20,16,7,6,2.0,2.08,True,https://www.jleague.jp/match/j1/2025/092710/live/,j1_2025_match_stats2.csv
2025-09-28,横浜FC,湘南,1,0,9,10,4,9,15,9,1,0,0,0,横浜FC,湘南,12,14,3,2,1.35,1.24,True,https://www.jleague.jp/match/j1/2025/092807/live/,j1_2025_match_stats2.csv
2025-09-28,FC東京,横浜FM,2,3,9,9,5,3,15,14,0,0,2,3,FC東京,横浜FM,14,10,7,4,1.85,1.24,True,https://www.jleague.jp/match/j1/2025/092808/live/,j1_2025_match_stats2.csv
2025-09-28,C大阪,京都,1,2,11,10,13,6,16,13,0,1,1,1,C大阪,京都,13,12,3,3,1.47,1.06,True,https://www.jleague.jp/match/j1/2025/092809/live/,j1_2025_match_stats2.csv
2025-09-28,川崎F,柏,4,4,12,14,1,6,13,13,2,2,2,2,川崎F,柏,14,16,5,8,2.4,1.33,True,https://www.jleague.jp/match/j1/2025/092810/live/,j1_2025_match_stats2.csv
2025-10-03,湘南,東京V,0,1,8,7,6,0,15,14,0,0,0,1,湘南,東京V,11,7,2,2,0.64,0.64,True,https://www.jleague.jp/match/j1/2025/100301/live/,j1_2025_match_stats2.csv
2025-10-04,浦和,神戸,1,0,15,10,5,7,7,11,0,0,1,0,浦和,神戸,16,13,3,4,1.19,1.7,True,https://www.jleague.jp/match/j1/2025/100402/live/,j1_2025_match_stats2.csv
2025-10-04,柏,横浜FM,1,0,9,7,6,3,14,13,1,0,0,0,柏,横浜FM,9,8,3,3,1.34,0.61,True,https://www.jleague.jp/match/j1/2025/100403/live/,j1_2025_match_stats2.csv
2025-10-04,新潟,岡山,1,1,7,3,4,5,16,13,0,1,1,0,新潟,岡山,8,3,2,1,1.54,0.79,True,https://www.jleague.jp/match/j1/2025/100404/live/,j1_2025_match_stats2.csv
2025-10-04,清水,FC東京,1,1,10,9,2,6,11,12,1,0,0,1,清水,FC東京,13,15,1,4,1.02,1.18,True,https://www.jleague.jp/match/j1/2025/100405/live/,j1_2025_match_stats2.csv
2025-10-04,名古屋,C大阪,2,1,16,10,5,3,11,7,2,0,0,1,名古屋,C大阪,16,10,6,6,1.57,0.75,True,https://www.jleague.jp/match/j1/2025/100406/live/,j1_2025_match_stats2.csv
2025-10-04,京都,川崎F,1,1,3,17,3,6,9,9,1,1,0,0,京都,川崎F,6,21,2,6,1.2,2.57,True,https://www.jleague.jp/match/j1/2025/100407/live/,j1_2025_match_stats2.csv
2025-10-04,広島,町田,2,1,10,8,11,1,15,9,0,0,2,1,広島,町田,12,8,5,3,1.76,0.5,True,https://www.jleague.jp/match/j1/2025/100408/live/,j1_2025_match_stats2.csv
2025-10-04,福岡,横浜FC,1,0,14,9,3,5,12,13,0,0,1,0,福岡,横浜FC,17,9,5,3,2.19,0.84,True,https://www.jleague.jp/match/j1/2025/100409/live/,j1_2025_match_stats2.csv
2025-10-05,鹿島,G大阪,0,0,10,6,1,1,15,15,0,0,0,0,鹿島,G大阪,12,6,5,2,1.74,0.6,True,https://www.jleague.jp/match/j1/2025/100512/live/,j1_2025_match_stats2.csv
2025-10-17,神戸,鹿島,0,0,12,8,14,3,19,14,0,0,0,0,神戸,鹿島,14,11,3,2,1.55,1.32,True,https://www.jleague.jp/match/j1/2025/101701/live/,j1_2025_match_stats2.csv
2025-10-17,広島,FC東京,0,0,13,6,10,3,9,7,0,0,0,0,広島,FC東京,16,7,5,1,1.18,0.41,True,https://www.jleague.jp/match/j1/2025/101702/live/,j1_2025_match_stats2.csv
2025-10-18,東京V,新潟,1,0,4,9,1,6,6,9,1,0,0,0,東京V,新潟,7,16,3,3,0.66,1.87,True,https://www.jleague.jp/match/j1/2025/101801/live/,j1_2025_match_stats2.csv
