date,home,away,home_goals,away_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url
2024-06-22,新潟,川崎F,2,2,12,18,5,7,13,9,0,1,2,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062203/live/
2024-06-22,浦和,鹿島,2,2,14,9,9,1,8,10,0,2,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062204/live/
2024-06-22,柏,広島,0,1,13,12,7,5,11,16,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062205/live/
2024-06-22,湘南,FC東京,0,1,20,6,10,3,11,17,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062206/live/
2024-06-22,磐田,C大阪,1,1,13,15,8,8,10,11,0,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062207/live/
2024-06-22,G大阪,神戸,2,1,7,11,3,9,9,17,0,0,2,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062208/live/
2024-06-22,鳥栖,京都,3,0,11,12,5,8,9,15,0,0,3,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062209/live/
2024-06-23,札幌,横浜FM,0,1,13,13,4,8,12,15,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062301/live/
2024-06-26,鹿島,G大阪,0,0,12,5,5,4,16,11,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062601/live/
2024-06-26,FC東京,札幌,1,0,11,8,5,5,27,15,0,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062602/live/
2024-06-26,川崎F,湘南,1,1,18,6,9,4,14,17,0,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062603/live/
2024-06-26,磐田,東京V,3,0,8,9,3,4,16,15,0,0,3,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062604/live/
2024-06-26,名古屋,浦和,0,1,5,13,3,12,12,17,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062605/live/
2024-06-26,京都,柏,2,2,7,17,4,4,9,13,1,1,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062606/live/
2024-06-26,C大阪,鳥栖,1,0,10,10,6,3,5,7,1,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062607/live/
2024-06-26,神戸,町田,0,0,13,3,4,3,12,15,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062608/live/
2024-06-26,広島,新潟,1,1,20,7,11,1,7,10,1,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062609/live/
2024-06-26,福岡,横浜FM,2,1,10,12,5,9,10,11,1,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062610/live/
2024-06-29,札幌,新潟,0,1,10,9,5,5,11,13,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062901/live/
2024-06-29,川崎F,広島,1,1,10,8,4,4,16,16,1,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062902/live/
2024-06-29,横浜FM,東京V,1,2,13,10,7,5,25,21,1,2,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/062903/live/
2024-06-30,G大阪,町田,1,3,7,11,5,3,18,11,1,1,0,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063001/live/
2024-06-30,C大阪,名古屋,2,1,5,7,3,11,15,15,1,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063002/live/
2024-06-30,浦和,磐田,3,0,22,5,6,2,12,13,1,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063003/live/
2024-06-30,FC東京,福岡,0,1,7,9,6,1,14,6,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063004/live/
2024-06-30,湘南,京都,0,1,9,8,5,3,15,14,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063005/live/
2024-06-30,神戸,鹿島,3,1,12,8,2,3,16,10,2,1,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063006/live/
2024-06-30,鳥栖,柏,1,4,6,13,9,1,7,15,1,0,0,4,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/063007/live/
2024-07-03,横浜FM,鳥栖,0,1,21,14,8,7,15,11,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070301/live/
2024-07-05,広島,神戸,1,3,13,11,9,4,15,10,1,1,0,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070501/live/
2024-07-06,鹿島,札幌,2,0,16,10,5,4,14,12,0,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070601/live/
2024-07-06,東京V,C大阪,1,1,6,15,2,4,6,19,0,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070602/live/
2024-07-06,町田,名古屋,1,0,8,5,1,6,18,17,1,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070603/live/
2024-07-06,浦和,湘南,2,3,12,8,5,5,21,12,0,1,2,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070604/live/
2024-07-06,新潟,鳥栖,3,4,16,12,5,6,8,10,1,2,2,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070605/live/
2024-07-06,柏,FC東京,3,2,10,16,7,8,5,14,2,1,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070606/live/
2024-07-06,磐田,川崎F,2,2,9,15,5,4,8,11,1,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070607/live/
2024-07-06,G大阪,横浜FM,4,0,18,14,4,5,13,11,2,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070608/live/
2024-07-07,福岡,京都,1,2,10,11,5,5,8,13,0,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/070701/live/
2024-07-13,札幌,神戸,1,1,15,11,3,8,10,16,1,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071301/live/
2024-07-13,FC東京,新潟,2,0,5,11,3,1,16,17,1,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071302/live/
2024-07-14,東京V,町田,0,1,13,5,7,7,18,7,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071401/live/
2024-07-14,名古屋,柏,2,1,11,13,7,3,13,9,0,1,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071402/live/
2024-07-14,広島,福岡,1,0,10,12,5,3,12,16,0,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071403/live/
2024-07-14,川崎F,C大阪,1,1,10,10,1,5,10,19,1,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071404/live/
2024-07-14,湘南,磐田,5,0,18,1,12,3,8,10,3,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071405/live/
2024-07-14,京都,浦和,0,0,12,4,5,6,17,5,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071406/live/
2024-07-14,鳥栖,G大阪,0,2,9,12,6,2,7,10,0,1,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071407/live/
2024-07-14,横浜FM,鹿島,4,1,16,14,5,9,16,17,1,1,3,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/071408/live/
2024-07-20,鹿島,FC東京,2,1,8,6,3,5,19,15,1,1,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072001/live/
2024-07-20,町田,横浜FM,1,2,6,8,6,5,13,17,0,2,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072002/live/
2024-07-20,浦和,札幌,3,4,16,8,3,2,15,12,0,2,3,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072003/live/
2024-07-20,柏,川崎F,2,3,14,8,5,9,14,10,1,2,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072004/live/
2024-07-20,磐田,京都,1,2,8,6,1,3,20,12,1,0,0,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072005/live/
2024-07-20,G大阪,湘南,0,1,6,12,6,4,13,10,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072006/live/
2024-07-20,C大阪,新潟,1,2,9,13,8,5,13,9,0,1,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072007/live/
2024-07-20,神戸,名古屋,3,3,10,8,7,3,17,14,1,1,2,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072008/live/
2024-07-20,福岡,東京V,0,1,6,11,0,6,16,21,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072009/live/
2024-07-21,鳥栖,広島,1,4,11,17,9,9,6,14,0,1,1,3,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/072101/live/
2024-08-07,鹿島,鳥栖,3,0,13,9,5,4,12,13,1,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080701/live/
2024-08-07,東京V,広島,0,1,14,8,3,7,25,6,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080702/live/
2024-08-07,川崎F,神戸,3,0,15,6,7,4,12,11,0,0,3,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080703/live/
2024-08-07,湘南,福岡,1,1,7,12,1,9,16,11,0,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080704/live/
2024-08-07,新潟,磐田,2,2,13,9,6,5,14,10,2,0,0,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080705/live/
2024-08-07,京都,名古屋,3,2,11,7,9,2,10,20,0,2,3,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080706/live/
2024-08-07,G大阪,FC東京,0,0,19,5,4,5,15,12,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080707/live/
2024-08-07,C大阪,町田,0,0,4,11,2,6,21,7,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080708/live/
2024-08-07,横浜FM,札幌,3,2,12,11,3,4,17,14,2,1,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/080710/live/
2024-08-10,札幌,福岡,2,2,9,12,2,3,14,13,0,1,2,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081001/live/
2024-08-11,町田,湘南,0,1,6,7,8,6,9,17,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081101/live/
2024-08-11,広島,C大阪,2,0,12,6,4,1,8,20,0,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081102/live/
2024-08-11,柏,G大阪,0,0,11,9,6,4,12,12,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081103/live/
2024-08-11,FC東京,川崎F,0,3,8,5,3,6,10,12,0,2,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081104/live/
2024-08-11,磐田,鹿島,2,1,6,6,6,3,13,12,0,1,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081105/live/
2024-08-11,名古屋,東京V,1,0,3,7,3,8,17,17,1,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081106/live/
2024-08-11,鳥栖,浦和,1,1,10,17,6,8,7,13,0,0,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081107/live/
2024-08-11,横浜FM,神戸,1,2,9,19,3,5,13,11,1,1,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081108/live/
2024-08-12,新潟,京都,2,0,10,12,3,7,8,17,1,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081201/live/
2024-08-16,札幌,鳥栖,5,3,15,10,3,0,16,5,3,0,2,3,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081601/live/
2024-08-17,鹿島,浦和,0,0,13,8,2,1,18,16,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081701/live/
2024-08-17,町田,磐田,4,0,13,7,7,6,10,22,3,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081702/live/
2024-08-17,FC東京,東京V,0,0,5,12,6,4,14,14,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081703/live/
2024-08-17,川崎F,横浜FM,1,3,19,13,12,5,9,11,0,0,1,3,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081704/live/
2024-08-17,湘南,柏,1,2,12,6,4,4,11,9,0,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081705/live/
2024-08-17,名古屋,広島,1,2,4,14,3,5,21,15,0,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081706/live/
2024-08-17,C大阪,京都,3,5,16,19,11,5,19,7,1,3,2,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081707/live/
2024-08-17,神戸,G大阪,2,2,10,8,3,4,15,15,1,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081708/live/
2024-08-17,福岡,新潟,0,1,7,13,2,5,12,17,0,0,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/081709/live/
2024-08-24,横浜FM,C大阪,4,0,14,12,4,3,14,15,0,0,4,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082402/live/
2024-08-24,湘南,名古屋,0,1,7,8,6,3,15,16,0,1,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082403/live/
2024-08-24,京都,FC東京,3,0,17,8,8,6,11,15,2,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082404/live/
2024-08-24,G大阪,福岡,2,2,21,9,4,3,22,11,1,2,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082405/live/
2024-08-25,東京V,鹿島,2,1,11,12,5,6,15,19,0,0,2,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082501/live/
2024-08-25,広島,柏,2,0,16,9,1,3,15,7,1,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082502/live/
2024-08-25,新潟,町田,0,0,6,6,2,4,15,9,0,0,0,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082503/live/
2024-08-25,磐田,札幌,0,2,9,6,8,5,10,17,0,1,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082504/live/
2024-08-25,神戸,鳥栖,2,0,11,9,8,1,10,10,1,0,1,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/082505/live/
2024-08-31,町田,浦和,2,2,17,6,7,1,9,12,0,1,2,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/083101/live/
2024-08-31,柏,東京V,2,3,16,7,9,0,9,9,2,2,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/083102/live/
2024-08-31,広島,FC東京,3,2,16,9,6,5,15,17,2,0,1,2,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/083107/live/
2024-08-31,鳥栖,湘南,1,2,6,10,3,0,18,17,0,1,1,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/083108/live/
2024-09-01,札幌,川崎F,2,0,8,13,4,8,10,18,0,0,2,0,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/090101/live/
2024-09-01,福岡,神戸,0,2,8,13,3,4,10,19,0,1,0,1,,,,,,,,,False,https://www.jleague.jp/match/j1/2024/090102/live/
2024-09-13,川崎F,鳥栖,3,2,12,10,8,4,10,7,1,0,2,2,川崎F,鳥栖,16.0,15.0,7.0,5.0,1.71,2.39,True,https://www.jleague.jp/match/j1/2024/091301/live/
2024-09-13,横浜FM,京都,1,2,6,20,4,14,24,8,1,1,0,1,横浜FM,京都,11.0,23.0,2.0,7.0,1.25,2.14,True,https://www.jleague.jp/match/j1/2024/091302/live/
2024-09-13,神戸,C大阪,2,1,8,9,3,6,14,16,2,0,0,1,神戸,C大阪,11.0,14.0,5.0,1.0,1.85,0.85,True,https://www.jleague.jp/match/j1/2024/091303/live/
2024-09-14,札幌,東京V,0,2,10,11,5,4,11,16,0,0,0,2,札幌,東京V,11.0,12.0,2.0,5.0,0.71,1.26,True,https://www.jleague.jp/match/j1/2024/091401/live/
2024-09-14,鹿島,広島,2,2,11,16,3,6,8,10,1,2,1,0,鹿島,広島,13.0,20.0,3.0,9.0,0.96,2.55,True,https://www.jleague.jp/match/j1/2024/091402/live/
2024-09-14,柏,磐田,0,2,9,8,8,2,18,9,0,2,0,0,柏,磐田,13.0,8.0,4.0,5.0,0.84,0.89,True,https://www.jleague.jp/match/j1/2024/091403/live/
2024-09-14,FC東京,名古屋,4,1,11,9,3,7,13,18,2,0,2,1,FC東京,名古屋,14.0,12.0,7.0,4.0,2.14,0.91,True,https://www.jleague.jp/match/j1/2024/091404/live/
2024-09-14,新潟,湘南,3,1,9,7,4,6,11,10,2,0,1,1,新潟,湘南,13.0,10.0,5.0,2.0,1.68,0.77,True,https://www.jleague.jp/match/j1/2024/091407/live/
2024-09-14,G大阪,浦和,0,1,7,5,4,3,13,5,0,0,0,1,G大阪,浦和,14.0,7.0,3.0,2.0,1.03,0.46,True,https://www.jleague.jp/match/j1/2024/091408/live/
2024-09-14,福岡,町田,0,3,8,6,1,2,16,9,0,0,0,3,福岡,町田,10.0,8.0,2.0,4.0,0.58,0.88,True,https://www.jleague.jp/match/j1/2024/091410/live/
2024-09-18,名古屋,新潟,3,0,11,15,3,4,8,9,2,0,1,0,名古屋,新潟,15.0,19.0,6.0,5.0,1.32,3.24,True,https://www.jleague.jp/match/j1/2024/091817/live/
2024-09-21,鹿島,柏,0,0,7,6,3,3,14,14,0,0,0,0,鹿島,柏,11.0,9.0,3.0,3.0,0.74,0.39,True,https://www.jleague.jp/match/j1/2024/092101/live/
2024-09-21,浦和,FC東京,0,2,11,6,1,4,15,17,0,2,0,0,浦和,FC東京,15.0,7.0,4.0,3.0,1.04,1.21,True,https://www.jleague.jp/match/j1/2024/092102/live/
2024-09-21,町田,札幌,0,0,7,5,5,1,9,14,0,0,0,0,町田,札幌,7.0,7.0,2.0,2.0,0.73,0.31,True,https://www.jleague.jp/match/j1/2024/092104/live/
2024-09-21,磐田,福岡,0,0,6,4,7,4,14,13,0,0,0,0,磐田,福岡,9.0,5.0,3.0,2.0,0.81,0.15,True,https://www.jleague.jp/match/j1/2024/092107/live/
2024-09-22,名古屋,川崎F,2,0,9,15,5,7,11,13,1,0,1,0,名古屋,川崎F,12.0,17.0,4.0,4.0,1.41,1.63,True,https://www.jleague.jp/match/j1/2024/092213/live/
2024-09-22,東京V,鳥栖,2,0,7,10,2,3,10,10,1,0,1,0,東京V,鳥栖,10.0,11.0,4.0,4.0,0.91,1.11,True,https://www.jleague.jp/match/j1/2024/092214/live/
2024-09-22,新潟,神戸,2,3,13,12,8,6,7,14,2,1,0,2,新潟,神戸,15.0,16.0,3.0,8.0,0.77,1.81,True,https://www.jleague.jp/match/j1/2024/092215/live/
2024-09-22,湘南,C大阪,1,2,14,10,6,3,11,14,1,2,0,0,湘南,C大阪,19.0,14.0,6.0,5.0,2.21,2.17,True,https://www.jleague.jp/match/j1/2024/092216/live/
2024-09-22,京都,G大阪,2,2,12,18,4,9,8,15,1,1,1,1,京都,G大阪,15.0,21.0,4.0,8.0,1.48,3.07,True,https://www.jleague.jp/match/j1/2024/092217/live/
2024-09-22,広島,横浜FM,6,2,21,13,7,4,8,18,3,2,3,0,広島,横浜FM,22.0,14.0,10.0,5.0,2.08,1.52,True,https://www.jleague.jp/match/j1/2024/092218/live/
2024-09-27,川崎F,新潟,5,1,13,14,3,8,10,14,2,0,3,1,川崎F,新潟,15.0,19.0,10.0,7.0,2.41,1.6,True,https://www.jleague.jp/match/j1/2024/092701/live/
2024-09-28,札幌,京都,2,0,14,11,5,4,20,13,1,0,1,0,札幌,京都,18.0,15.0,6.0,1.0,1.86,1.56,True,https://www.jleague.jp/match/j1/2024/092801/live/
2024-09-28,横浜FM,FC東京,1,3,11,17,3,3,21,13,1,1,0,2,横浜FM,FC東京,11.0,19.0,4.0,6.0,0.69,2.62,True,https://www.jleague.jp/match/j1/2024/092803/live/
2024-09-28,湘南,鹿島,3,2,11,13,3,6,16,16,1,2,2,0,湘南,鹿島,12.0,17.0,5.0,6.0,1.15,1.75,True,https://www.jleague.jp/match/j1/2024/092804/live/
2024-09-28,名古屋,磐田,2,0,13,8,2,8,13,11,0,0,2,0,名古屋,磐田,14.0,13.0,4.0,4.0,1.78,0.76,True,https://www.jleague.jp/match/j1/2024/092805/live/
2024-09-28,G大阪,東京V,1,1,5,8,3,3,15,18,0,0,1,1,G大阪,東京V,5.0,11.0,3.0,4.0,0.46,0.9,True,https://www.jleague.jp/match/j1/2024/092806/live/
2024-09-28,C大阪,柏,0,0,10,5,9,4,19,7,0,0,0,0,C大阪,柏,10.0,5.0,1.0,5.0,0.92,0.3,True,https://www.jleague.jp/match/j1/2024/092807/live/
2024-09-28,神戸,浦和,1,0,10,5,7,5,12,18,1,0,0,0,神戸,浦和,11.0,6.0,3.0,2.0,1.56,0.44,True,https://www.jleague.jp/match/j1/2024/092808/live/
2024-09-28,広島,町田,2,0,10,5,1,3,23,6,2,0,0,0,広島,町田,11.0,5.0,5.0,1.0,1.21,0.7,True,https://www.jleague.jp/match/j1/2024/092809/live/
2024-09-28,鳥栖,福岡,0,0,9,7,4,5,11,11,0,0,0,0,鳥栖,福岡,12.0,11.0,5.0,3.0,0.71,0.56,True,https://www.jleague.jp/match/j1/2024/092810/live/
2024-10-02,C大阪,G大阪,1,0,16,3,5,3,18,11,0,0,1,0,C大阪,G大阪,20.0,5.0,9.0,0.0,1.38,0.38,True,https://www.jleague.jp/match/j1/2024/100212/live/
2024-10-04,福岡,名古屋,1,0,8,11,1,4,12,17,0,0,1,0,福岡,名古屋,14.0,14.0,2.0,4.0,0.94,1.4,True,https://www.jleague.jp/match/j1/2024/100401/live/
2024-10-05,浦和,C大阪,0,1,7,9,7,4,14,17,0,1,0,0,浦和,C大阪,9.0,9.0,2.0,6.0,0.74,0.96,True,https://www.jleague.jp/match/j1/2024/100501/live/
2024-10-05,柏,横浜FM,1,0,15,9,8,6,7,14,1,0,0,0,柏,横浜FM,16.0,10.0,6.0,3.0,1.0,0.85,True,https://www.jleague.jp/match/j1/2024/100502/live/
2024-10-05,FC東京,鳥栖,1,1,12,12,11,7,15,7,0,0,1,1,FC東京,鳥栖,17.0,19.0,6.0,5.0,1.21,1.94,True,https://www.jleague.jp/match/j1/2024/100503/live/
2024-10-05,町田,川崎F,1,4,5,18,4,4,8,11,1,2,0,2,町田,川崎F,8.0,24.0,1.0,13.0,0.63,2.84,True,https://www.jleague.jp/match/j1/2024/100505/live/
2024-10-05,新潟,鹿島,0,4,4,10,5,1,20,14,0,3,0,1,新潟,鹿島,7.0,12.0,1.0,6.0,0.48,1.35,True,https://www.jleague.jp/match/j1/2024/100506/live/
2024-10-05,G大阪,札幌,2,1,18,4,5,5,7,10,0,1,2,0,G大阪,札幌,21.0,7.0,5.0,3.0,3.08,0.65,True,https://www.jleague.jp/match/j1/2024/100509/live/
2024-10-06,京都,神戸,2,3,7,14,5,4,13,15,0,2,2,1,京都,神戸,10.0,15.0,3.0,6.0,0.61,1.46,True,https://www.jleague.jp/match/j1/2024/100618/live/
2024-10-06,東京V,湘南,0,2,10,5,6,2,18,11,0,1,0,1,東京V,湘南,13.0,7.0,2.0,2.0,1.05,1.29,True,https://www.jleague.jp/match/j1/2024/100619/live/
2024-10-06,磐田,広島,1,2,4,18,2,11,12,18,0,1,1,1,磐田,広島,8.0,23.0,3.0,7.0,1.36,2.45,True,https://www.jleague.jp/match/j1/2024/100620/live/
2024-10-18,川崎F,G大阪,1,1,11,8,3,3,15,18,0,1,1,0,川崎F,G大阪,15.0,11.0,3.0,2.0,2.17,1.16,True,https://www.jleague.jp/match/j1/2024/101801/live/
2024-10-18,横浜FM,新潟,0,0,7,11,0,6,11,15,0,0,0,0,横浜FM,新潟,8.0,15.0,1.0,3.0,0.52,0.81,True,https://www.jleague.jp/match/j1/2024/101802/live/
2024-10-18,神戸,FC東京,0,2,13,4,6,1,22,14,0,1,0,1,神戸,FC東京,14.0,5.0,5.0,4.0,1.29,0.77,True,https://www.jleague.jp/match/j1/2024/101803/live/
2024-10-19,鹿島,福岡,0,0,5,7,5,3,18,11,0,0,0,0,鹿島,福岡,8.0,9.0,2.0,1.0,0.78,0.71,True,https://www.jleague.jp/match/j1/2024/101901/live/
2024-10-19,柏,町田,1,1,7,8,12,5,10,8,0,0,1,1,柏,町田,12.0,13.0,4.0,3.0,1.19,2.09,True,https://www.jleague.jp/match/j1/2024/101902/live/
2024-10-19,東京V,浦和,2,1,9,6,9,3,13,12,0,1,2,0,東京V,浦和,13.0,8.0,3.0,4.0,1.03,0.75,True,https://www.jleague.jp/match/j1/2024/101903/live/
2024-10-19,湘南,広島,2,1,8,15,3,9,15,13,0,1,2,0,湘南,広島,13.0,19.0,3.0,5.0,1.42,1.46,True,https://www.jleague.jp/match/j1/2024/101906/live/
2024-10-19,名古屋,札幌,0,2,13,13,3,4,12,13,0,1,0,1,名古屋,札幌,13.0,14.0,5.0,7.0,1.29,1.17,True,https://www.jleague.jp/match/j1/2024/101907/live/
2024-10-19,京都,鳥栖,2,0,12,9,5,9,14,12,0,0,2,0,京都,鳥栖,14.0,11.0,6.0,2.0,1.1,0.85,True,https://www.jleague.jp/match/j1/2024/101908/live/
2024-10-19,C大阪,磐田,1,2,15,9,8,1,18,11,0,1,1,1,C大阪,磐田,21.0,12.0,4.0,7.0,2.45,1.08,True,https://www.jleague.jp/match/j1/2024/101909/live/
2024-10-23,浦和,柏,1,0,9,5,2,4,7,17,0,0,1,0,浦和,柏,12.0,10.0,5.0,3.0,1.97,0.89,True,https://www.jleague.jp/match/j1/2024/102301/live/
2024-10-23,新潟,東京V,0,2,7,7,7,5,9,12,0,0,0,2,新潟,東京V,11.0,12.0,3.0,4.0,0.7,1.67,True,https://www.jleague.jp/match/j1/2024/102315/live/
2024-10-23,G大阪,名古屋,3,2,11,14,3,7,10,9,2,1,1,1,G大阪,名古屋,12.0,17.0,6.0,8.0,1.59,2.0,True,https://www.jleague.jp/match/j1/2024/102316/live/
2024-10-30,横浜FM,浦和,0,0,10,8,6,4,10,10,0,0,0,0,横浜FM,浦和,15.0,10.0,2.0,3.0,1.19,0.67,True,https://www.jleague.jp/match/j1/2024/103001/live/
2024-11-01,川崎F,鹿島,1,3,8,8,5,2,26,16,0,3,1,0,川崎F,鹿島,11.0,9.0,1.0,5.0,1.97,0.8,True,https://www.jleague.jp/match/j1/2024/110101/live/
2024-11-01,神戸,磐田,2,0,18,6,8,3,18,7,0,0,2,0,神戸,磐田,18.0,9.0,6.0,2.0,1.75,0.6,True,https://www.jleague.jp/match/j1/2024/110102/live/
2024-11-03,札幌,C大阪,1,1,10,17,3,5,13,19,1,0,0,1,札幌,C大阪,13.0,19.0,3.0,4.0,0.93,1.7,True,https://www.jleague.jp/match/j1/2024/110301/live/
2024-11-03,FC東京,湘南,0,2,9,7,4,4,23,14,0,1,0,1,FC東京,湘南,12.0,9.0,0.0,5.0,1.2,0.69,True,https://www.jleague.jp/match/j1/2024/110302/live/
2024-11-03,広島,京都,0,1,18,12,7,4,14,11,0,0,0,1,広島,京都,19.0,13.0,6.0,7.0,2.1,1.37,True,https://www.jleague.jp/match/j1/2024/110308/live/
2024-11-03,福岡,柏,2,1,9,6,1,2,14,18,1,0,1,1,福岡,柏,10.0,10.0,4.0,4.0,0.82,0.85,True,https://www.jleague.jp/match/j1/2024/110309/live/
