team,opponent,matches,wins,draws,losses,gf,ga,home_matches,gd,win_rate,draw_rate,loss_rate,points,points_per_match
名古屋グランパス,"アビスパ福岡 1 (5) Result (3) 1 柏レイソル 観客:6,495 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S R Y Y Y Y Y Referee: 田中 賢二 1997.08.09 鹿島アントラーズ",1,0,0,1,0,7,0,-7,0.0,0.0,1.0,0,0.0
名古屋グランパス,"サンフレッチェ広島 1 (4) Result (2) 1 浦和レッズ 観客:12,387 S S S S S S S S S S S S S S S S S S S S Y Y Referee: 梅本 博之 1995.04.22 鹿島アントラーズ",1,0,0,1,0,4,0,-4,0.0,0.0,1.0,0,0.0
名古屋グランパス,"ジェフユナイテッド千葉 2 (4) Result (3) 2 ガンバ大阪 観客:9,495 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 森津 陽太郎 1995.04.29 横浜フリューゲルス",1,0,0,1,3,4,0,-1,0.0,0.0,1.0,0,0.0
名古屋グランパス,"鹿島アントラーズ 2 (2) Result (4) 2 ジュビロ磐田 観客:16,153 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y R Y Y Y Y Y Referee: ゾラン ペトロビッチ 1994.08.10 サンフレッチェ広島",1,0,0,1,0,4,0,-4,0.0,0.0,1.0,0,0.0
"名古屋グランパス 0 (1) Result (3) 0 ガンバ大阪 観客:12,109 S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Y Y Referee: 吉田 寿光 1998.05.05 ジェフユナイテッド千葉",アビスパ福岡,1,1,0,0,4,2,1,2,1.0,0.0,0.0,3,3.0
"名古屋グランパス 1 (4) Result (2) 1 ジェフユナイテッド千葉 観客:20,679 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 太田 潔 1996.11.02 横浜Ｆ・マリノス",横浜フリューゲルス,1,0,0,1,1,2,1,-1,0.0,0.0,1.0,0,0.0
"名古屋グランパス 1 (4) Result (3) 1 横浜Ｆ・マリノス 観客:11,267 S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Referee: マーティン ボデナム 1993.05.22 サンフレッチェ広島",東京ヴェルディ,1,0,0,1,1,2,1,-1,0.0,0.0,1.0,0,0.0
"名古屋グランパス 1 (5) Result (3) 1 セレッソ大阪 観客:9,288 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Referee: モハメド ナザリー 1998.09.26 東京ヴェルディ",ヴィッセル神戸,1,0,0,1,1,2,1,-1,0.0,0.0,1.0,0,0.0
"名古屋グランパス 2 (4) Result (3) 2 ジェフユナイテッド千葉 観客:20,293 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Referee: 大野 辰巳 1995.05.03 セレッソ大阪",ガンバ大阪,1,1,0,0,1,0,1,1,1.0,0.0,0.0,3,3.0
"名古屋グランパス 2 (7) Result (6) 2 浦和レッズ 観客:36,770 S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y R Y Y Y Y Referee: フアン カルロス クレスピ 1995.05.13 ガンバ大阪",湘南ベルマーレ,1,0,0,1,2,4,1,-2,0.0,0.0,1.0,0,0.0
大分トリニータ,清水エスパルス,22,8,6,8,33,35,11,-2,0.36363636363636365,0.2727272727272727,0.36363636363636365,30,1.3636363636363635
大分トリニータ,浦和レッズ,22,8,4,10,27,32,11,-5,0.36363636363636365,0.18181818181818182,0.45454545454545453,28,1.2727272727272727
大分トリニータ,横浜Ｆ・マリノス,22,6,3,13,17,34,11,-17,0.2727272727272727,0.13636363636363635,0.5909090909090909,21,0.9545454545454546
大分トリニータ,ＦＣ東京,22,5,5,12,15,29,11,-14,0.22727272727272727,0.22727272727272727,0.5454545454545454,20,0.9090909090909091
大分トリニータ,名古屋グランパス,22,4,6,12,19,32,11,-13,0.18181818181818182,0.2727272727272727,0.5454545454545454,18,0.8181818181818182
大分トリニータ,鹿島アントラーズ,22,4,6,12,17,32,11,-15,0.18181818181818182,0.2727272727272727,0.5454545454545454,18,0.8181818181818182
大分トリニータ,ガンバ大阪,20,6,1,13,23,36,10,-13,0.3,0.05,0.65,19,0.95
大分トリニータ,ヴィッセル神戸,18,6,6,6,29,21,9,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,24,1.3333333333333333
大分トリニータ,柏レイソル,18,4,9,5,16,17,9,-1,0.2222222222222222,0.5,0.2777777777777778,21,1.1666666666666667
大分トリニータ,ジュビロ磐田,18,5,3,10,21,32,9,-11,0.2777777777777778,0.16666666666666666,0.5555555555555556,18,1.0
大分トリニータ,川崎フロンターレ,18,4,4,10,12,24,9,-12,0.2222222222222222,0.2222222222222222,0.5555555555555556,16,0.8888888888888888
大分トリニータ,サンフレッチェ広島,17,3,4,10,12,21,9,-9,0.17647058823529413,0.23529411764705882,0.5882352941176471,13,0.7647058823529411
大分トリニータ,セレッソ大阪,16,4,4,8,12,16,8,-4,0.25,0.25,0.5,16,1.0
大分トリニータ,アルビレックス新潟,14,5,4,5,20,19,7,1,0.35714285714285715,0.2857142857142857,0.35714285714285715,19,1.3571428571428572
大分トリニータ,ジェフユナイテッド千葉,14,1,2,11,9,30,7,-21,0.07142857142857142,0.14285714285714285,0.7857142857142857,5,0.35714285714285715
大分トリニータ,大宮アルディージャ,12,5,2,5,14,18,6,-4,0.4166666666666667,0.16666666666666666,0.4166666666666667,17,1.4166666666666667
大分トリニータ,ベガルタ仙台,10,3,1,6,9,15,5,-6,0.3,0.1,0.6,10,1.0
大分トリニータ,京都サンガF.C.,8,5,3,0,10,4,4,6,0.625,0.375,0.0,18,2.25
大分トリニータ,北海道コンサドーレ札幌,8,3,4,1,10,9,4,1,0.375,0.5,0.125,13,1.625
大分トリニータ,湘南ベルマーレ,8,4,1,3,11,10,4,1,0.5,0.125,0.375,13,1.625
大分トリニータ,東京ヴェルディ,8,3,0,5,12,14,4,-2,0.375,0.0,0.625,9,1.125
大分トリニータ,サガン鳥栖,7,1,4,2,11,12,3,-1,0.14285714285714285,0.5714285714285714,0.2857142857142857,7,1.0
大分トリニータ,横浜ＦＣ,6,5,0,1,11,5,3,6,0.8333333333333334,0.0,0.16666666666666666,15,2.5
大分トリニータ,ヴァンフォーレ甲府,6,2,1,3,7,8,3,-1,0.3333333333333333,0.16666666666666666,0.5,7,1.1666666666666667
大分トリニータ,アビスパ福岡,4,2,1,1,4,2,2,2,0.5,0.25,0.25,7,1.75
大分トリニータ,徳島ヴォルティス,2,0,2,0,2,2,1,0,0.0,1.0,0.0,2,1.0
大分トリニータ,モンテディオ山形,2,0,1,1,0,1,1,-1,0.0,0.5,0.5,1,0.5
大分トリニータ,松本山雅ＦＣ,2,0,1,1,0,1,1,-1,0.0,0.5,0.5,1,0.5
大宮アルディージャ,横浜Ｆ・マリノス,24,7,11,6,25,23,12,2,0.2916666666666667,0.4583333333333333,0.25,32,1.3333333333333333
大宮アルディージャ,浦和レッズ,24,8,7,9,23,31,12,-8,0.3333333333333333,0.2916666666666667,0.375,31,1.2916666666666667
大宮アルディージャ,アルビレックス新潟,24,6,9,9,25,29,12,-4,0.25,0.375,0.375,27,1.125
大宮アルディージャ,川崎フロンターレ,24,6,4,14,29,56,12,-27,0.25,0.16666666666666666,0.5833333333333334,22,0.9166666666666666
大宮アルディージャ,鹿島アントラーズ,24,4,7,13,20,34,12,-14,0.16666666666666666,0.2916666666666667,0.5416666666666666,19,0.7916666666666666
大宮アルディージャ,ジュビロ磐田,22,7,6,9,22,27,11,-5,0.3181818181818182,0.2727272727272727,0.4090909090909091,27,1.2272727272727273
大宮アルディージャ,ＦＣ東京,22,8,1,13,19,34,11,-15,0.36363636363636365,0.045454545454545456,0.5909090909090909,25,1.1363636363636365
大宮アルディージャ,清水エスパルス,22,5,9,8,20,26,11,-6,0.22727272727272727,0.4090909090909091,0.36363636363636365,24,1.0909090909090908
大宮アルディージャ,サンフレッチェ広島,22,6,5,11,24,32,11,-8,0.2727272727272727,0.22727272727272727,0.5,23,1.0454545454545454
大宮アルディージャ,ガンバ大阪,22,6,2,14,23,47,11,-24,0.2727272727272727,0.09090909090909091,0.6363636363636364,20,0.9090909090909091
大宮アルディージャ,名古屋グランパス,22,5,5,12,22,40,11,-18,0.22727272727272727,0.22727272727272727,0.5454545454545454,20,0.9090909090909091
大宮アルディージャ,柏レイソル,20,7,6,7,32,30,10,2,0.35,0.3,0.35,27,1.35
大宮アルディージャ,ヴィッセル神戸,20,3,7,10,17,33,10,-16,0.15,0.35,0.5,16,0.8
大宮アルディージャ,セレッソ大阪,16,8,2,6,17,17,8,0,0.5,0.125,0.375,26,1.625
大宮アルディージャ,ヴァンフォーレ甲府,14,4,5,5,18,16,7,2,0.2857142857142857,0.35714285714285715,0.35714285714285715,17,1.2142857142857142
大宮アルディージャ,ベガルタ仙台,13,4,2,7,14,26,6,-12,0.3076923076923077,0.15384615384615385,0.5384615384615384,14,1.0769230769230769
大宮アルディージャ,大分トリニータ,12,5,2,5,18,14,6,4,0.4166666666666667,0.16666666666666666,0.4166666666666667,17,1.4166666666666667
大宮アルディージャ,ジェフユナイテッド千葉,10,5,1,4,16,12,5,4,0.5,0.1,0.4,16,1.6
大宮アルディージャ,サガン鳥栖,10,2,5,3,9,13,5,-4,0.2,0.5,0.3,11,1.1
大宮アルディージャ,京都サンガF.C.,8,5,2,1,13,7,4,6,0.625,0.25,0.125,17,2.125
大宮アルディージャ,湘南ベルマーレ,6,6,0,0,13,4,3,9,1.0,0.0,0.0,18,3.0
大宮アルディージャ,北海道コンサドーレ札幌,6,3,1,2,12,7,3,5,0.5,0.16666666666666666,0.3333333333333333,10,1.6666666666666667
大宮アルディージャ,アビスパ福岡,6,2,2,2,6,7,3,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,1.3333333333333333
大宮アルディージャ,モンテディオ山形,6,2,2,2,4,6,3,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,1.3333333333333333
大宮アルディージャ,東京ヴェルディ,4,1,1,2,5,5,2,0,0.25,0.25,0.5,4,1.0
大宮アルディージャ,横浜ＦＣ,2,2,0,0,2,0,1,2,1.0,0.0,0.0,6,3.0
大宮アルディージャ,徳島ヴォルティス,2,1,0,1,3,3,1,0,0.5,0.0,0.5,3,1.5
川崎フロンターレ,横浜Ｆ・マリノス,44,19,9,16,65,62,22,3,0.4318181818181818,0.20454545454545456,0.36363636363636365,66,1.5
川崎フロンターレ,鹿島アントラーズ,43,23,8,12,77,63,21,14,0.5348837209302325,0.18604651162790697,0.27906976744186046,77,1.7906976744186047
川崎フロンターレ,サンフレッチェ広島,42,21,9,12,76,47,21,29,0.5,0.21428571428571427,0.2857142857142857,72,1.7142857142857142
川崎フロンターレ,浦和レッズ,42,16,13,13,66,57,21,9,0.38095238095238093,0.30952380952380953,0.30952380952380953,61,1.4523809523809523
川崎フロンターレ,名古屋グランパス,41,24,7,10,77,45,20,32,0.5853658536585366,0.17073170731707318,0.24390243902439024,79,1.9268292682926829
川崎フロンターレ,ＦＣ東京,41,22,7,12,75,49,21,26,0.5365853658536586,0.17073170731707318,0.2926829268292683,73,1.7804878048780488
川崎フロンターレ,ガンバ大阪,41,14,9,18,77,77,21,0,0.34146341463414637,0.21951219512195122,0.43902439024390244,51,1.2439024390243902
川崎フロンターレ,ヴィッセル神戸,40,19,9,12,76,54,20,22,0.475,0.225,0.3,66,1.65
川崎フロンターレ,清水エスパルス,38,18,10,10,71,53,19,18,0.47368421052631576,0.2631578947368421,0.2631578947368421,64,1.6842105263157894
川崎フロンターレ,柏レイソル,37,15,11,11,62,62,18,0,0.40540540540540543,0.2972972972972973,0.2972972972972973,56,1.5135135135135136
川崎フロンターレ,セレッソ大阪,34,13,8,13,58,55,17,3,0.38235294117647056,0.23529411764705882,0.38235294117647056,47,1.3823529411764706
川崎フロンターレ,アルビレックス新潟,32,17,4,11,60,39,16,21,0.53125,0.125,0.34375,55,1.71875
川崎フロンターレ,ジュビロ磐田,32,15,7,10,63,56,16,7,0.46875,0.21875,0.3125,52,1.625
川崎フロンターレ,サガン鳥栖,26,13,7,6,35,26,13,9,0.5,0.2692307692307692,0.23076923076923078,46,1.7692307692307692
川崎フロンターレ,ベガルタ仙台,24,13,8,3,45,27,12,18,0.5416666666666666,0.3333333333333333,0.125,47,1.9583333333333333
川崎フロンターレ,大宮アルディージャ,24,14,4,6,56,29,12,27,0.5833333333333334,0.16666666666666666,0.25,46,1.9166666666666667
川崎フロンターレ,湘南ベルマーレ,24,13,7,4,48,29,12,19,0.5416666666666666,0.2916666666666667,0.16666666666666666,46,1.9166666666666667
川崎フロンターレ,北海道コンサドーレ札幌,20,14,3,3,51,24,10,27,0.7,0.15,0.15,45,2.25
川崎フロンターレ,アビスパ福岡,18,11,2,5,38,26,9,12,0.6111111111111112,0.1111111111111111,0.2777777777777778,35,1.9444444444444444
川崎フロンターレ,大分トリニータ,18,10,4,4,24,12,9,12,0.5555555555555556,0.2222222222222222,0.2222222222222222,34,1.8888888888888888
川崎フロンターレ,京都サンガF.C.,18,9,3,6,33,24,9,9,0.5,0.16666666666666666,0.3333333333333333,30,1.6666666666666667
川崎フロンターレ,ヴァンフォーレ甲府,16,9,5,2,33,13,8,20,0.5625,0.3125,0.125,32,2.0
川崎フロンターレ,ジェフユナイテッド千葉,12,6,3,3,16,11,6,5,0.5,0.25,0.25,21,1.75
川崎フロンターレ,横浜ＦＣ,10,9,0,1,27,7,5,20,0.9,0.0,0.1,27,2.7
川崎フロンターレ,東京ヴェルディ,10,4,4,2,11,9,5,2,0.4,0.4,0.2,16,1.6
川崎フロンターレ,モンテディオ山形,8,5,2,1,8,1,4,7,0.625,0.25,0.125,17,2.125
川崎フロンターレ,徳島ヴォルティス,4,4,0,0,13,1,2,12,1.0,0.0,0.0,12,3.0
川崎フロンターレ,松本山雅ＦＣ,4,3,1,0,7,1,2,6,0.75,0.25,0.0,10,2.5
川崎フロンターレ,ＦＣ町田ゼルビア,4,2,1,1,11,7,2,4,0.5,0.25,0.25,7,1.75
川崎フロンターレ,Ｖ・ファーレン長崎,2,2,0,0,3,1,1,2,1.0,0.0,0.0,6,3.0
川崎フロンターレ,ファジアーノ岡山,2,0,2,0,1,1,1,0,0.0,1.0,0.0,2,1.0
川崎フロンターレ S S S S S S S S S S S S S S S S S S S S Y Y Referee: 谷本 涼 2021.05.08 名古屋グランパス 1 Result 0 セレッソ大阪,ガンバ大阪,1,1,0,0,2,0,0,2,1.0,0.0,0.0,3,3.0
徳島ヴォルティス,ベガルタ仙台,4,2,0,2,3,3,2,0,0.5,0.0,0.5,6,1.5
徳島ヴォルティス,清水エスパルス,4,1,1,2,5,7,2,-2,0.25,0.25,0.5,4,1.0
徳島ヴォルティス,ＦＣ東京,4,1,1,2,2,5,2,-3,0.25,0.25,0.5,4,1.0
徳島ヴォルティス,サンフレッチェ広島,4,1,0,3,4,8,2,-4,0.25,0.0,0.75,3,0.75
徳島ヴォルティス,セレッソ大阪,4,1,0,3,3,7,2,-4,0.25,0.0,0.75,3,0.75
徳島ヴォルティス,ヴィッセル神戸,4,0,2,2,3,7,2,-4,0.0,0.5,0.5,2,0.5
徳島ヴォルティス,名古屋グランパス,4,0,2,2,1,6,2,-5,0.0,0.5,0.5,2,0.5
徳島ヴォルティス,川崎フロンターレ,4,0,0,4,1,13,2,-12,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,柏レイソル,4,0,0,4,1,10,2,-9,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,横浜Ｆ・マリノス,4,0,0,4,0,8,2,-8,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,浦和レッズ,4,0,0,4,1,6,2,-5,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,鹿島アントラーズ,4,0,0,4,0,10,2,-10,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,ガンバ大阪,3,1,1,1,2,4,2,-2,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,1.3333333333333333
徳島ヴォルティス,サガン鳥栖,3,1,0,2,3,6,2,-3,0.3333333333333333,0.0,0.6666666666666666,3,1.0
徳島ヴォルティス,ヴァンフォーレ甲府,2,1,1,0,3,2,1,1,0.5,0.5,0.0,4,2.0
徳島ヴォルティス,湘南ベルマーレ,2,1,1,0,2,1,1,1,0.5,0.5,0.0,4,2.0
徳島ヴォルティス,アルビレックス新潟,2,1,0,1,3,3,1,0,0.5,0.0,0.5,3,1.5
徳島ヴォルティス,大宮アルディージャ,2,1,0,1,3,3,1,0,0.5,0.0,0.5,3,1.5
徳島ヴォルティス,横浜ＦＣ,2,1,0,1,5,6,1,-1,0.5,0.0,0.5,3,1.5
徳島ヴォルティス,大分トリニータ,2,0,2,0,2,2,1,0,0.0,1.0,0.0,2,1.0
徳島ヴォルティス,アビスパ福岡,2,0,0,2,1,5,1,-4,0.0,0.0,1.0,0,0.0
徳島ヴォルティス,北海道コンサドーレ札幌,2,0,0,2,1,3,1,-2,0.0,0.0,1.0,0,0.0
徳島ヴォルティス S S S S S S S S S S S S S S S S S S Y Y Y Referee: 飯田 淳平 2021.05.29 柏レイソル 1 Result 2 北海道コンサドーレ札幌,ガンバ大阪,1,0,0,1,1,2,0,-1,0.0,0.0,1.0,0,0.0
東京ヴェルディ,名古屋グランパス,38,19,5,14,65,57,19,8,0.5,0.13157894736842105,0.3684210526315789,62,1.631578947368421
東京ヴェルディ,ガンバ大阪,37,18,4,15,58,60,18,-2,0.4864864864864865,0.10810810810810811,0.40540540540540543,58,1.5675675675675675
東京ヴェルディ,横浜Ｆ・マリノス,37,13,5,19,50,69,18,-19,0.35135135135135137,0.13513513513513514,0.5135135135135135,44,1.1891891891891893
東京ヴェルディ,鹿島アントラーズ,34,12,2,20,47,57,16,-10,0.35294117647058826,0.058823529411764705,0.5882352941176471,38,1.1176470588235294
東京ヴェルディ,ジェフユナイテッド千葉,33,18,1,14,57,43,16,14,0.5454545454545454,0.030303030303030304,0.42424242424242425,55,1.6666666666666667
東京ヴェルディ,浦和レッズ,33,14,5,14,49,59,18,-10,0.42424242424242425,0.15151515151515152,0.42424242424242425,47,1.4242424242424243
東京ヴェルディ,ジュビロ磐田,32,10,2,20,40,68,16,-28,0.3125,0.0625,0.625,32,1.0
東京ヴェルディ,サンフレッチェ広島,31,12,2,17,49,51,16,-2,0.3870967741935484,0.06451612903225806,0.5483870967741935,38,1.2258064516129032
東京ヴェルディ,清水エスパルス,30,16,1,13,50,36,15,14,0.5333333333333333,0.03333333333333333,0.43333333333333335,49,1.6333333333333333
東京ヴェルディ,柏レイソル,30,13,3,14,40,45,15,-5,0.43333333333333335,0.1,0.4666666666666667,42,1.4
東京ヴェルディ,セレッソ大阪,25,12,4,9,44,37,13,7,0.48,0.16,0.36,40,1.6
東京ヴェルディ,ヴィッセル神戸,23,11,6,6,35,29,11,6,0.4782608695652174,0.2608695652173913,0.2608695652173913,39,1.6956521739130435
東京ヴェルディ,湘南ベルマーレ,19,12,0,7,35,24,9,11,0.631578947368421,0.0,0.3684210526315789,36,1.894736842105263
東京ヴェルディ,京都サンガF.C.,19,6,4,9,25,27,10,-2,0.3157894736842105,0.21052631578947367,0.47368421052631576,22,1.1578947368421053
東京ヴェルディ,ＦＣ東京,18,6,5,7,24,23,9,1,0.3333333333333333,0.2777777777777778,0.3888888888888889,23,1.2777777777777777
東京ヴェルディ,アビスパ福岡,16,8,4,4,21,12,8,9,0.5,0.25,0.25,28,1.75
東京ヴェルディ,横浜フリューゲルス,14,10,0,4,28,18,7,10,0.7142857142857143,0.0,0.2857142857142857,30,2.142857142857143
東京ヴェルディ,アルビレックス新潟,10,5,5,0,17,7,5,10,0.5,0.5,0.0,20,2.0
東京ヴェルディ,北海道コンサドーレ札幌,10,6,1,3,20,14,5,6,0.6,0.1,0.3,19,1.9
東京ヴェルディ,川崎フロンターレ,10,2,4,4,9,11,5,-2,0.2,0.4,0.4,10,1.0
東京ヴェルディ,大分トリニータ,8,5,0,3,14,12,4,2,0.625,0.0,0.375,15,1.875
東京ヴェルディ,大宮アルディージャ,4,2,1,1,5,5,2,0,0.5,0.25,0.25,7,1.75
東京ヴェルディ,ベガルタ仙台,4,1,2,1,6,5,2,1,0.25,0.5,0.25,5,1.25
東京ヴェルディ,ＦＣ町田ゼルビア,4,1,0,3,1,7,2,-6,0.25,0.0,0.75,3,0.75
東京ヴェルディ,サガン鳥栖,2,2,0,0,4,0,1,4,1.0,0.0,0.0,6,3.0
東京ヴェルディ,ファジアーノ岡山,2,2,0,0,5,2,1,3,1.0,0.0,0.0,6,3.0
東京ヴェルディ,横浜ＦＣ,2,1,1,0,2,0,1,2,0.5,0.5,0.0,4,2.0
東京ヴェルディ,"名古屋グランパス 1 (4) Result (3) 1 横浜Ｆ・マリノス 観客:11,267 S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Referee: マーティン ボデナム 1993.05.22 サンフレッチェ広島",1,1,0,0,2,1,0,1,1.0,0.0,0.0,3,3.0
東京ヴェルディ,"柏レイソル 1 (5) Result (4) 1 北海道コンサドーレ札幌 観客:6,340 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Y Referee: 北村 央春 1998.03.28 京都サンガF.C.",1,1,0,0,2,0,0,2,1.0,0.0,0.0,3,3.0
東京ヴェルディ,"清水エスパルス 0 (5) Result (6) 0 名古屋グランパス 観客:50,475 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Referee: 十河 正博 1993.05.29 浦和レッズ 1 (4) Result (2) 1 東京ヴェルディ 観客:9,690 S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 岡田 正義 Results 試合結果 明治安田 Ｊ１リーグ １ｓｔステージ 1993.06.02 清水エスパルス",1,1,0,0,4,2,0,2,1.0,0.0,0.0,3,3.0
東京ヴェルディ,"浦和レッズ 0 (9) Result (10) 0 名古屋グランパス 観客:44,464 S S S S S S S S S S S S S S S S S S S S Y Y Referee: 太田 潔 1995.03.29 サンフレッチェ広島",1,0,0,1,0,2,0,-2,0.0,0.0,1.0,0,0.0
"東京ヴェルディ 0 (2) Result (3) 0 清水エスパルス 観客:28,625 S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 菊池 光悦 1993.08.28 ジェフユナイテッド千葉",サンフレッチェ広島,1,0,0,1,1,3,1,-2,0.0,0.0,1.0,0,0.0
"東京ヴェルディ 0 (7) Result (6) 0 湘南ベルマーレ 観客:48,103 S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: ルッツ フレーリッヒ 1995.03.22 ジュビロ磐田",ガンバ大阪,1,1,0,0,2,1,1,1,1.0,0.0,0.0,3,3.0
"東京ヴェルディ 1 (2) Result (3) 1 鹿島アントラーズ 観客:30,211 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Referee: 岡田 正義 1997.05.17 ガンバ大阪",名古屋グランパス,1,0,0,1,0,1,1,-1,0.0,0.0,1.0,0,0.0
"東京ヴェルディ 1 (4) Result (2) 1 清水エスパルス 観客:10,067 S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 塩屋園 文一 1993.06.30 ジェフユナイテッド千葉",鹿島アントラーズ,1,0,0,1,0,2,1,-2,0.0,0.0,1.0,0,0.0
"東京ヴェルディ 1 (5) Result (4) 1 横浜フリューゲルス 観客:54,995 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 菊地 秀夫 1993.06.05 横浜Ｆ・マリノス",鹿島アントラーズ,1,0,0,1,0,2,1,-2,0.0,0.0,1.0,0,0.0
"東京ヴェルディ 2 (3) Result (2) 2 ジェフユナイテッド千葉 観客:12,696 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Referee: フアン カルロス クレスピ 1995.07.08 名古屋グランパス",鹿島アントラーズ,1,1,0,0,2,0,1,2,1.0,0.0,0.0,3,3.0
"東京ヴェルディ 2 (3) Result (4) 2 横浜Ｆ・マリノス 観客:13,568 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: ゾラン ペトロビッチ 1997.04.19 柏レイソル",アビスパ福岡,1,1,0,0,2,1,1,1,1.0,0.0,0.0,3,3.0
松本山雅ＦＣ,清水エスパルス,4,2,1,1,3,2,2,1,0.5,0.25,0.25,7,1.75
松本山雅ＦＣ,ベガルタ仙台,4,2,0,2,3,4,2,-1,0.5,0.0,0.5,6,1.5
松本山雅ＦＣ,ヴィッセル神戸,4,2,0,2,6,5,2,1,0.5,0.0,0.5,6,1.5
松本山雅ＦＣ,名古屋グランパス,4,1,2,1,5,5,2,0,0.25,0.5,0.25,5,1.25
松本山雅ＦＣ,サガン鳥栖,4,1,1,2,3,4,2,-1,0.25,0.25,0.5,4,1.0
松本山雅ＦＣ,鹿島アントラーズ,4,1,1,2,4,9,2,-5,0.25,0.25,0.5,4,1.0
松本山雅ＦＣ,浦和レッズ,4,1,0,3,3,5,2,-2,0.25,0.0,0.75,3,0.75
松本山雅ＦＣ,湘南ベルマーレ,4,0,3,1,5,6,2,-1,0.0,0.75,0.25,3,0.75
松本山雅ＦＣ,ガンバ大阪,4,0,1,3,3,9,2,-6,0.0,0.25,0.75,1,0.25
松本山雅ＦＣ,サンフレッチェ広島,4,0,1,3,3,11,2,-8,0.0,0.25,0.75,1,0.25
松本山雅ＦＣ,川崎フロンターレ,4,0,1,3,1,7,2,-6,0.0,0.25,0.75,1,0.25
松本山雅ＦＣ,横浜Ｆ・マリノス,4,0,1,3,0,5,2,-5,0.0,0.25,0.75,1,0.25
松本山雅ＦＣ,ＦＣ東京,4,0,1,3,1,5,2,-4,0.0,0.25,0.75,1,0.25
松本山雅ＦＣ,ヴァンフォーレ甲府,2,2,0,0,3,0,1,3,1.0,0.0,0.0,6,3.0
松本山雅ＦＣ,大分トリニータ,2,1,1,0,1,0,1,1,0.5,0.5,0.0,4,2.0
松本山雅ＦＣ,モンテディオ山形,2,0,2,0,2,2,1,0,0.0,1.0,0.0,2,1.0
松本山雅ＦＣ,北海道コンサドーレ札幌,2,0,2,0,1,1,1,0,0.0,1.0,0.0,2,1.0
松本山雅ＦＣ,ジュビロ磐田,2,0,1,1,1,2,1,-1,0.0,0.5,0.5,1,0.5
松本山雅ＦＣ,セレッソ大阪,2,0,1,1,1,3,1,-2,0.0,0.5,0.5,1,0.5
松本山雅ＦＣ,アルビレックス新潟,2,0,0,2,1,4,1,-3,0.0,0.0,1.0,0,0.0
松本山雅ＦＣ,柏レイソル,2,0,0,2,1,5,1,-4,0.0,0.0,1.0,0,0.0
柏レイソル,横浜Ｆ・マリノス,57,25,11,21,80,75,28,5,0.43859649122807015,0.19298245614035087,0.3684210526315789,86,1.5087719298245614
柏レイソル,鹿島アントラーズ,57,16,8,33,72,102,28,-30,0.2807017543859649,0.14035087719298245,0.5789473684210527,56,0.9824561403508771
柏レイソル,ガンバ大阪,56,27,6,23,98,85,28,13,0.48214285714285715,0.10714285714285714,0.4107142857142857,87,1.5535714285714286
柏レイソル,浦和レッズ,56,19,9,28,80,110,28,-30,0.3392857142857143,0.16071428571428573,0.5,66,1.1785714285714286
柏レイソル,名古屋グランパス,55,18,10,27,68,81,27,-13,0.32727272727272727,0.18181818181818182,0.4909090909090909,64,1.1636363636363636
柏レイソル,清水エスパルス,52,27,6,19,89,67,26,22,0.5192307692307693,0.11538461538461539,0.36538461538461536,87,1.6730769230769231
柏レイソル,サンフレッチェ広島,52,20,14,18,66,69,26,-3,0.38461538461538464,0.2692307692307692,0.34615384615384615,74,1.4230769230769231
柏レイソル,ヴィッセル神戸,50,29,8,13,86,53,25,33,0.58,0.16,0.26,95,1.9
