year,date,home,away,home_goal,away_goal,home_raw,away_raw,source_url
2002,2002-10-05,ジェフユナイテッド千葉,東京ヴェルディ,0,2,ジェフユナイテッド千葉,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-05,浦和レッズ,ヴィッセル神戸,3,0,浦和レッズ,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-05,清水エスパルス,北海道コンサドーレ札幌,3,0,清水エスパルス,北海道コンサドーレ札幌,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-05,ＦＣ東京,柏レイソル,0,1,ＦＣ東京,柏レイソル,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-06,横浜Ｆ・マリノス,京都サンガF.C.,0,1,横浜Ｆ・マリノス,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-06,鹿島アントラーズ,名古屋グランパス,4,1,鹿島アントラーズ,名古屋グランパス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,ジュビロ磐田,ジェフユナイテッド千葉,1,2,ジュビロ磐田,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,ベガルタ仙台,ガンバ大阪,0,6,ベガルタ仙台,ガンバ大阪,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,ヴィッセル神戸,鹿島アントラーズ,1,0,ヴィッセル神戸,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,京都サンガF.C.,浦和レッズ,1,4,京都サンガF.C.,浦和レッズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,北海道コンサドーレ札幌,ＦＣ東京,0,4,北海道コンサドーレ札幌,ＦＣ東京,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-12,東京ヴェルディ,清水エスパルス,2,0,東京ヴェルディ,清水エスパルス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-13,名古屋グランパス,サンフレッチェ広島,3,1,名古屋グランパス,サンフレッチェ広島,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-13,柏レイソル,横浜Ｆ・マリノス,0,1,柏レイソル,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,ガンバ大阪,北海道コンサドーレ札幌,1,0,ガンバ大阪,北海道コンサドーレ札幌,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,サンフレッチェ広島,東京ヴェルディ,0,0,サンフレッチェ広島,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,横浜Ｆ・マリノス,鹿島アントラーズ,2,0,横浜Ｆ・マリノス,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,浦和レッズ,名古屋グランパス,2,1,浦和レッズ,名古屋グランパス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,清水エスパルス,京都サンガF.C.,2,1,清水エスパルス,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-19,ＦＣ東京,ヴィッセル神戸,3,2,ＦＣ東京,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-20,ジェフユナイテッド千葉,柏レイソル,2,1,ジェフユナイテッド千葉,柏レイソル,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-20,ベガルタ仙台,ジュビロ磐田,2,3,ベガルタ仙台,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,ジュビロ磐田,サンフレッチェ広島,1,0,ジュビロ磐田,サンフレッチェ広島,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,ヴィッセル神戸,横浜Ｆ・マリノス,1,2,ヴィッセル神戸,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,京都サンガF.C.,ＦＣ東京,0,1,京都サンガF.C.,ＦＣ東京,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,北海道コンサドーレ札幌,ジェフユナイテッド千葉,1,0,北海道コンサドーレ札幌,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,名古屋グランパス,ベガルタ仙台,3,1,名古屋グランパス,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,東京ヴェルディ,ガンバ大阪,0,3,東京ヴェルディ,ガンバ大阪,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-23,鹿島アントラーズ,浦和レッズ,2,1,鹿島アントラーズ,浦和レッズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,ジェフユナイテッド千葉,ガンバ大阪,0,1,ジェフユナイテッド千葉,ガンバ大阪,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,ヴィッセル神戸,柏レイソル,3,1,ヴィッセル神戸,柏レイソル,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,京都サンガF.C.,名古屋グランパス,2,1,京都サンガF.C.,名古屋グランパス,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,横浜Ｆ・マリノス,ジュビロ磐田,1,3,横浜Ｆ・マリノス,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,清水エスパルス,サンフレッチェ広島,2,1,清水エスパルス,サンフレッチェ広島,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-26,ＦＣ東京,ベガルタ仙台,2,0,ＦＣ東京,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-27,浦和レッズ,東京ヴェルディ,0,1,浦和レッズ,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-27,鹿島アントラーズ,北海道コンサドーレ札幌,3,2,鹿島アントラーズ,北海道コンサドーレ札幌,https://soccer-db.net/competition/results/1001/2002
2002,2002-10-30,柏レイソル,清水エスパルス,1,0,柏レイソル,清水エスパルス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,ガンバ大阪,鹿島アントラーズ,0,2,ガンバ大阪,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,サンフレッチェ広島,ヴィッセル神戸,1,1,サンフレッチェ広島,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,ジェフユナイテッド千葉,浦和レッズ,1,0,ジェフユナイテッド千葉,浦和レッズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,名古屋グランパス,ＦＣ東京,1,0,名古屋グランパス,ＦＣ東京,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,東京ヴェルディ,北海道コンサドーレ札幌,3,2,東京ヴェルディ,北海道コンサドーレ札幌,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-09,清水エスパルス,横浜Ｆ・マリノス,1,2,清水エスパルス,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-10,ジュビロ磐田,柏レイソル,3,2,ジュビロ磐田,柏レイソル,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-10,ベガルタ仙台,京都サンガF.C.,1,2,ベガルタ仙台,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,ヴィッセル神戸,ベガルタ仙台,2,2,ヴィッセル神戸,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,京都サンガF.C.,ジュビロ磐田,0,3,京都サンガF.C.,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,横浜Ｆ・マリノス,ジェフユナイテッド千葉,0,1,横浜Ｆ・マリノス,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,浦和レッズ,ガンバ大阪,0,1,浦和レッズ,ガンバ大阪,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,鹿島アントラーズ,サンフレッチェ広島,0,2,鹿島アントラーズ,サンフレッチェ広島,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-16,ＦＣ東京,清水エスパルス,1,2,ＦＣ東京,清水エスパルス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-17,北海道コンサドーレ札幌,名古屋グランパス,1,0,北海道コンサドーレ札幌,名古屋グランパス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-17,柏レイソル,東京ヴェルディ,4,1,柏レイソル,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,ガンバ大阪,京都サンガF.C.,2,1,ガンバ大阪,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,サンフレッチェ広島,柏レイソル,2,0,サンフレッチェ広島,柏レイソル,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,ジェフユナイテッド千葉,ヴィッセル神戸,2,0,ジェフユナイテッド千葉,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,ジュビロ磐田,東京ヴェルディ,1,0,ジュビロ磐田,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,ベガルタ仙台,北海道コンサドーレ札幌,2,0,ベガルタ仙台,北海道コンサドーレ札幌,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-23,横浜Ｆ・マリノス,名古屋グランパス,1,0,横浜Ｆ・マリノス,名古屋グランパス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-24,清水エスパルス,鹿島アントラーズ,2,1,清水エスパルス,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-24,ＦＣ東京,浦和レッズ,1,0,ＦＣ東京,浦和レッズ,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,ヴィッセル神戸,清水エスパルス,3,0,ヴィッセル神戸,清水エスパルス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,京都サンガF.C.,ジェフユナイテッド千葉,3,2,京都サンガF.C.,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,北海道コンサドーレ札幌,サンフレッチェ広島,5,4,北海道コンサドーレ札幌,サンフレッチェ広島,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,名古屋グランパス,ジュビロ磐田,2,3,名古屋グランパス,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,東京ヴェルディ,ベガルタ仙台,3,1,東京ヴェルディ,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,柏レイソル,ガンバ大阪,2,0,柏レイソル,ガンバ大阪,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,浦和レッズ,横浜Ｆ・マリノス,0,1,浦和レッズ,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2002
2002,2002-11-30,鹿島アントラーズ,ＦＣ東京,2,1,鹿島アントラーズ,ＦＣ東京,https://soccer-db.net/competition/results/1001/2002
2003,2003-03-21,ジュビロ磐田,横浜Ｆ・マリノス,2,4,ジュビロ磐田,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-22,ジェフユナイテッド千葉,東京ヴェルディ,2,1,ジェフユナイテッド千葉,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-22,セレッソ大阪,ヴィッセル神戸,0,1,セレッソ大阪,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-22,名古屋グランパス,清水エスパルス,2,2,名古屋グランパス,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-22,鹿島アントラーズ,浦和レッズ,3,1,鹿島アントラーズ,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-22,ＦＣ東京,柏レイソル,2,1,ＦＣ東京,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-23,ベガルタ仙台,大分トリニータ,1,0,ベガルタ仙台,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-03-23,京都サンガF.C.,ガンバ大阪,1,2,京都サンガF.C.,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,ガンバ大阪,ジュビロ磐田,1,1,ガンバ大阪,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,大分トリニータ,ジェフユナイテッド千葉,0,4,大分トリニータ,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,東京ヴェルディ,ＦＣ東京,2,1,東京ヴェルディ,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,柏レイソル,鹿島アントラーズ,1,2,柏レイソル,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,横浜Ｆ・マリノス,ベガルタ仙台,1,1,横浜Ｆ・マリノス,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-05,清水エスパルス,セレッソ大阪,4,5,清水エスパルス,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-06,ヴィッセル神戸,京都サンガF.C.,0,2,ヴィッセル神戸,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-06,浦和レッズ,名古屋グランパス,0,0,浦和レッズ,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,ジェフユナイテッド千葉,ヴィッセル神戸,0,3,ジェフユナイテッド千葉,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,ジュビロ磐田,浦和レッズ,1,0,ジュビロ磐田,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,セレッソ大阪,ＦＣ東京,0,0,セレッソ大阪,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,京都サンガF.C.,柏レイソル,0,1,京都サンガF.C.,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,大分トリニータ,ガンバ大阪,3,2,大分トリニータ,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-12,東京ヴェルディ,横浜Ｆ・マリノス,0,3,東京ヴェルディ,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-13,ベガルタ仙台,清水エスパルス,3,1,ベガルタ仙台,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-13,名古屋グランパス,鹿島アントラーズ,1,0,名古屋グランパス,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,ガンバ大阪,ジェフユナイテッド千葉,3,3,ガンバ大阪,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,ヴィッセル神戸,ベガルタ仙台,1,2,ヴィッセル神戸,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,浦和レッズ,京都サンガF.C.,2,0,浦和レッズ,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,清水エスパルス,ジュビロ磐田,0,2,清水エスパルス,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,鹿島アントラーズ,東京ヴェルディ,1,0,鹿島アントラーズ,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-19,ＦＣ東京,名古屋グランパス,1,1,ＦＣ東京,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-20,柏レイソル,セレッソ大阪,3,2,柏レイソル,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-20,横浜Ｆ・マリノス,大分トリニータ,1,0,横浜Ｆ・マリノス,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,ジェフユナイテッド千葉,横浜Ｆ・マリノス,3,1,ジェフユナイテッド千葉,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,ジュビロ磐田,ヴィッセル神戸,1,0,ジュビロ磐田,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,セレッソ大阪,浦和レッズ,6,4,セレッソ大阪,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,ベガルタ仙台,ガンバ大阪,0,2,ベガルタ仙台,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,京都サンガF.C.,清水エスパルス,0,3,京都サンガF.C.,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,名古屋グランパス,柏レイソル,1,1,名古屋グランパス,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,東京ヴェルディ,大分トリニータ,0,2,東京ヴェルディ,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-26,鹿島アントラーズ,ＦＣ東京,2,0,鹿島アントラーズ,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,ガンバ大阪,鹿島アントラーズ,1,2,ガンバ大阪,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,ジェフユナイテッド千葉,京都サンガF.C.,5,1,ジェフユナイテッド千葉,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,ベガルタ仙台,ジュビロ磐田,1,1,ベガルタ仙台,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,ヴィッセル神戸,ＦＣ東京,0,1,ヴィッセル神戸,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,大分トリニータ,セレッソ大阪,1,2,大分トリニータ,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,東京ヴェルディ,浦和レッズ,0,2,東京ヴェルディ,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,横浜Ｆ・マリノス,名古屋グランパス,0,0,横浜Ｆ・マリノス,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-04-29,清水エスパルス,柏レイソル,0,2,清水エスパルス,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,ジュビロ磐田,東京ヴェルディ,7,2,ジュビロ磐田,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,セレッソ大阪,ジェフユナイテッド千葉,1,3,セレッソ大阪,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,京都サンガF.C.,ベガルタ仙台,1,0,京都サンガF.C.,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,名古屋グランパス,大分トリニータ,2,1,名古屋グランパス,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,柏レイソル,ヴィッセル神戸,0,1,柏レイソル,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,浦和レッズ,清水エスパルス,1,0,浦和レッズ,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,鹿島アントラーズ,横浜Ｆ・マリノス,1,3,鹿島アントラーズ,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-05,ＦＣ東京,ガンバ大阪,1,0,ＦＣ東京,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,ガンバ大阪,柏レイソル,2,3,ガンバ大阪,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,ジェフユナイテッド千葉,名古屋グランパス,1,2,ジェフユナイテッド千葉,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,ベガルタ仙台,セレッソ大阪,1,2,ベガルタ仙台,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,大分トリニータ,鹿島アントラーズ,1,1,大分トリニータ,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,東京ヴェルディ,清水エスパルス,1,2,東京ヴェルディ,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-10,横浜Ｆ・マリノス,ＦＣ東京,3,2,横浜Ｆ・マリノス,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-11,ジュビロ磐田,京都サンガF.C.,5,0,ジュビロ磐田,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-11,ヴィッセル神戸,浦和レッズ,3,2,ヴィッセル神戸,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,セレッソ大阪,ジュビロ磐田,1,3,セレッソ大阪,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,京都サンガF.C.,東京ヴェルディ,2,5,京都サンガF.C.,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,柏レイソル,横浜Ｆ・マリノス,3,1,柏レイソル,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,浦和レッズ,ガンバ大阪,4,4,浦和レッズ,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,鹿島アントラーズ,ジェフユナイテッド千葉,0,2,鹿島アントラーズ,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-17,ＦＣ東京,大分トリニータ,2,1,ＦＣ東京,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-18,名古屋グランパス,ベガルタ仙台,2,1,名古屋グランパス,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-18,清水エスパルス,ヴィッセル神戸,3,0,清水エスパルス,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,ジェフユナイテッド千葉,ＦＣ東京,0,0,ジェフユナイテッド千葉,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,ジュビロ磐田,名古屋グランパス,1,1,ジュビロ磐田,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,ベガルタ仙台,鹿島アントラーズ,0,2,ベガルタ仙台,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,京都サンガF.C.,セレッソ大阪,2,4,京都サンガF.C.,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,大分トリニータ,柏レイソル,0,0,大分トリニータ,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-24,東京ヴェルディ,ヴィッセル神戸,3,2,東京ヴェルディ,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-25,ガンバ大阪,清水エスパルス,1,0,ガンバ大阪,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-05-25,横浜Ｆ・マリノス,浦和レッズ,0,1,横浜Ｆ・マリノス,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,ヴィッセル神戸,ガンバ大阪,4,3,ヴィッセル神戸,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,名古屋グランパス,京都サンガF.C.,1,1,名古屋グランパス,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,柏レイソル,ジェフユナイテッド千葉,0,2,柏レイソル,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,浦和レッズ,大分トリニータ,2,1,浦和レッズ,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,清水エスパルス,横浜Ｆ・マリノス,0,1,清水エスパルス,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-05,鹿島アントラーズ,ジュビロ磐田,5,2,鹿島アントラーズ,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-06,セレッソ大阪,東京ヴェルディ,0,2,セレッソ大阪,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-06,ＦＣ東京,ベガルタ仙台,2,0,ＦＣ東京,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,ジェフユナイテッド千葉,ベガルタ仙台,5,1,ジェフユナイテッド千葉,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,ヴィッセル神戸,名古屋グランパス,0,3,ヴィッセル神戸,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,東京ヴェルディ,柏レイソル,3,1,東京ヴェルディ,柏レイソル,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,横浜Ｆ・マリノス,京都サンガF.C.,2,1,横浜Ｆ・マリノス,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,浦和レッズ,ＦＣ東京,0,1,浦和レッズ,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-12,清水エスパルス,鹿島アントラーズ,2,0,清水エスパルス,鹿島アントラーズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-13,ガンバ大阪,セレッソ大阪,0,2,ガンバ大阪,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-13,大分トリニータ,ジュビロ磐田,0,4,大分トリニータ,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,セレッソ大阪,横浜Ｆ・マリノス,1,4,セレッソ大阪,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,ベガルタ仙台,東京ヴェルディ,3,3,ベガルタ仙台,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,京都サンガF.C.,大分トリニータ,0,2,京都サンガF.C.,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,名古屋グランパス,ガンバ大阪,1,1,名古屋グランパス,ガンバ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,鹿島アントラーズ,ヴィッセル神戸,3,3,鹿島アントラーズ,ヴィッセル神戸,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-19,ＦＣ東京,清水エスパルス,0,0,ＦＣ東京,清水エスパルス,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-20,ジュビロ磐田,ジェフユナイテッド千葉,2,2,ジュビロ磐田,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-20,柏レイソル,浦和レッズ,1,1,柏レイソル,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,ガンバ大阪,横浜Ｆ・マリノス,1,2,ガンバ大阪,横浜Ｆ・マリノス,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,ヴィッセル神戸,大分トリニータ,0,8,ヴィッセル神戸,大分トリニータ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,名古屋グランパス,東京ヴェルディ,1,4,名古屋グランパス,東京ヴェルディ,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,柏レイソル,ジュビロ磐田,0,1,柏レイソル,ジュビロ磐田,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,浦和レッズ,ベガルタ仙台,3,2,浦和レッズ,ベガルタ仙台,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-26,清水エスパルス,ジェフユナイテッド千葉,3,0,清水エスパルス,ジェフユナイテッド千葉,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-27,鹿島アントラーズ,セレッソ大阪,0,1,鹿島アントラーズ,セレッソ大阪,https://soccer-db.net/competition/results/1001/2003
2003,2003-07-27,ＦＣ東京,京都サンガF.C.,1,0,ＦＣ東京,京都サンガF.C.,https://soccer-db.net/competition/results/1001/2003
2003,2003-08-02,ジェフユナイテッド千葉,浦和レッズ,1,2,ジェフユナイテッド千葉,浦和レッズ,https://soccer-db.net/competition/results/1001/2003
2003,2003-08-02,ジュビロ磐田,ＦＣ東京,1,0,ジュビロ磐田,ＦＣ東京,https://soccer-db.net/competition/results/1001/2003
2003,2003-08-02,セレッソ大阪,名古屋グランパス,2,1,セレッソ大阪,名古屋グランパス,https://soccer-db.net/competition/results/1001/2003
2003,2003-08-02,ベガルタ仙台,柏レイソル,1,2,ベガルタ仙台,柏レイソル,https://soccer-db.net/competition/results/1001/2003
