competition,season,date,team,opponent,is_home,manager,match_id,match_url
J1,2005,2005-03-06,C大阪,神戸,False,小林 伸二,20050306001,https://soccer-db.net/result/20050306001
J1,2005,2005-03-12,C大阪,横浜FM,True,小林 伸二,20050312005,https://soccer-db.net/result/20050312005
J1,2005,2005-04-02,C大阪,大宮,False,小林 伸二,20050402005,https://soccer-db.net/result/20050402005
J1,2005,2005-04-09,C大阪,名古屋,True,小林 伸二,20050409006,https://soccer-db.net/result/20050409006
J1,2005,2005-04-13,C大阪,大分,False,小林 伸二,20050413009,https://soccer-db.net/result/20050413009
J1,2005,2005-04-16,C大阪,柏,True,小林 伸二,20050416004,https://soccer-db.net/result/20050416004
J1,2005,2005-04-23,C大阪,浦和,False,小林 伸二,20050423001,https://soccer-db.net/result/20050423001
J1,2005,2005-04-28,C大阪,広島,True,小林 伸二,20050428008,https://soccer-db.net/result/20050428008
J1,2005,2005-05-01,C大阪,鹿島,False,小林 伸二,20050501005,https://soccer-db.net/result/20050501005
J1,2005,2005-05-04,C大阪,東京V,True,小林 伸二,20050504004,https://soccer-db.net/result/20050504004
J1,2005,2005-05-08,C大阪,清水,False,小林 伸二,20050508007,https://soccer-db.net/result/20050508007
J1,2005,2005-05-14,C大阪,G大阪,True,小林 伸二,20050514005,https://soccer-db.net/result/20050514005
J1,2005,2005-07-02,C大阪,FC東京,False,小林 伸二,20050702002,https://soccer-db.net/result/20050702002
J1,2005,2005-07-06,C大阪,千葉,True,小林 伸二,20050706008,https://soccer-db.net/result/20050706008
J1,2005,2005-07-09,C大阪,磐田,False,小林 伸二,20050709005,https://soccer-db.net/result/20050709005
J1,2005,2005-07-13,C大阪,新潟,True,小林 伸二,20050713007,https://soccer-db.net/result/20050713007
J1,2005,2005-07-17,C大阪,川崎F,False,小林 伸二,20050717004,https://soccer-db.net/result/20050717004
J1,2005,2005-07-23,C大阪,G大阪,False,小林 伸二,20050723007,https://soccer-db.net/result/20050723007
J1,2005,2005-08-20,C大阪,清水,True,小林 伸二,20050820007,https://soccer-db.net/result/20050820007
J1,2005,2005-08-24,C大阪,千葉,False,小林 伸二,20050824003,https://soccer-db.net/result/20050824003
J1,2005,2005-08-28,C大阪,柏,False,小林 伸二,20050828002,https://soccer-db.net/result/20050828002
J1,2005,2005-09-03,C大阪,神戸,True,小林 伸二,20050903008,https://soccer-db.net/result/20050903008
J1,2005,2005-09-10,C大阪,新潟,False,小林 伸二,20050910003,https://soccer-db.net/result/20050910003
J1,2005,2005-09-17,C大阪,磐田,True,小林 伸二,20050917003,https://soccer-db.net/result/20050917003
J1,2005,2005-09-24,C大阪,名古屋,False,小林 伸二,20050924006,https://soccer-db.net/result/20050924006
J1,2005,2005-10-02,C大阪,浦和,True,小林 伸二,20051002002,https://soccer-db.net/result/20051002002
J1,2005,2005-10-15,C大阪,大宮,True,小林 伸二,20051015002,https://soccer-db.net/result/20051015002
J1,2005,2005-10-23,C大阪,広島,False,小林 伸二,20051023002,https://soccer-db.net/result/20051023002
J1,2005,2005-10-30,C大阪,鹿島,True,小林 伸二,20051030002,https://soccer-db.net/result/20051030002
J1,2005,2005-11-12,C大阪,東京V,False,小林 伸二,20051112001,https://soccer-db.net/result/20051112001
J1,2005,2005-11-20,C大阪,川崎F,True,小林 伸二,20051120007,https://soccer-db.net/result/20051120007
J1,2005,2005-11-23,C大阪,大分,True,小林 伸二,20051123008,https://soccer-db.net/result/20051123008
J1,2005,2005-11-26,C大阪,横浜FM,False,小林 伸二,20051126004,https://soccer-db.net/result/20051126004
J1,2005,2005-12-03,C大阪,FC東京,True,小林 伸二,20051203008,https://soccer-db.net/result/20051203008
J1,2005,2005-03-05,FC東京,新潟,True,原 博実,20050305007,https://soccer-db.net/result/20050305007
J1,2005,2005-03-12,FC東京,広島,False,原 博実,20050312006,https://soccer-db.net/result/20050312006
J1,2005,2005-04-02,FC東京,神戸,False,原 博実,20050402006,https://soccer-db.net/result/20050402006
J1,2005,2005-04-10,FC東京,磐田,True,原 博実,20050410001,https://soccer-db.net/result/20050410001
J1,2005,2005-04-13,FC東京,名古屋,False,原 博実,20050413006,https://soccer-db.net/result/20050413006
J1,2005,2005-04-16,FC東京,浦和,True,原 博実,20050416006,https://soccer-db.net/result/20050416006
J1,2005,2005-04-23,FC東京,G大阪,False,原 博実,20050423003,https://soccer-db.net/result/20050423003
J1,2005,2005-04-28,FC東京,柏,True,原 博実,20050428003,https://soccer-db.net/result/20050428003
J1,2005,2005-05-01,FC東京,大分,False,原 博実,20050501004,https://soccer-db.net/result/20050501004
J1,2005,2005-05-04,FC東京,鹿島,True,原 博実,20050504007,https://soccer-db.net/result/20050504007
J1,2005,2005-05-08,FC東京,大宮,True,原 博実,20050508006,https://soccer-db.net/result/20050508006
J1,2005,2005-05-14,FC東京,千葉,False,原 博実,20050514007,https://soccer-db.net/result/20050514007
J1,2005,2005-07-02,FC東京,C大阪,True,原 博実,20050702002,https://soccer-db.net/result/20050702002
J1,2005,2005-07-06,FC東京,川崎F,False,原 博実,20050706004,https://soccer-db.net/result/20050706004
J1,2005,2005-07-09,FC東京,東京V,True,原 博実,20050709004,https://soccer-db.net/result/20050709004
J1,2005,2005-07-13,FC東京,清水,False,原 博実,20050713005,https://soccer-db.net/result/20050713005
J1,2005,2005-07-17,FC東京,横浜FM,True,原 博実,20050717003,https://soccer-db.net/result/20050717003
J1,2005,2005-07-23,FC東京,神戸,True,原 博実,20050723004,https://soccer-db.net/result/20050723004
J1,2005,2005-08-20,FC東京,浦和,False,原 博実,20050820001,https://soccer-db.net/result/20050820001
J1,2005,2005-08-24,FC東京,名古屋,True,原 博実,20050824004,https://soccer-db.net/result/20050824004
J1,2005,2005-08-27,FC東京,磐田,False,原 博実,20050827004,https://soccer-db.net/result/20050827004
J1,2005,2005-09-03,FC東京,柏,False,原 博実,20050903004,https://soccer-db.net/result/20050903004
J1,2005,2005-09-10,FC東京,清水,True,原 博実,20050910002,https://soccer-db.net/result/20050910002
J1,2005,2005-09-17,FC東京,横浜FM,False,原 博実,20050917007,https://soccer-db.net/result/20050917007
J1,2005,2005-09-25,FC東京,大分,True,原 博実,20050925001,https://soccer-db.net/result/20050925001
J1,2005,2005-10-01,FC東京,大宮,False,原 博実,20051001001,https://soccer-db.net/result/20051001001
J1,2005,2005-10-15,FC東京,広島,True,原 博実,20051015003,https://soccer-db.net/result/20051015003
J1,2005,2005-10-22,FC東京,東京V,False,原 博実,20051022005,https://soccer-db.net/result/20051022005
J1,2005,2005-10-30,FC東京,G大阪,True,原 博実,20051030001,https://soccer-db.net/result/20051030001
J1,2005,2005-11-12,FC東京,鹿島,False,原 博実,20051112003,https://soccer-db.net/result/20051112003
J1,2005,2005-11-20,FC東京,千葉,True,原 博実,20051120003,https://soccer-db.net/result/20051120003
J1,2005,2005-11-23,FC東京,新潟,False,原 博実,20051123006,https://soccer-db.net/result/20051123006
J1,2005,2005-11-26,FC東京,川崎F,True,原 博実,20051126003,https://soccer-db.net/result/20051126003
J1,2005,2005-12-03,FC東京,C大阪,False,原 博実,20051203008,https://soccer-db.net/result/20051203008
J1,2005,2005-03-05,G大阪,大宮,True,西野 朗,20050305004,https://soccer-db.net/result/20050305004
J1,2005,2005-03-12,G大阪,鹿島,False,西野 朗,20050312003,https://soccer-db.net/result/20050312003
J1,2005,2005-04-03,G大阪,川崎F,True,西野 朗,20050403002,https://soccer-db.net/result/20050403002
J1,2005,2005-04-09,G大阪,浦和,False,西野 朗,20050409004,https://soccer-db.net/result/20050409004
J1,2005,2005-04-13,G大阪,新潟,True,西野 朗,20050413007,https://soccer-db.net/result/20050413007
J1,2005,2005-04-16,G大阪,横浜FM,False,西野 朗,20050416002,https://soccer-db.net/result/20050416002
J1,2005,2005-04-23,G大阪,FC東京,True,西野 朗,20050423003,https://soccer-db.net/result/20050423003
J1,2005,2005-04-28,G大阪,千葉,False,西野 朗,20050428002,https://soccer-db.net/result/20050428002
J1,2005,2005-05-01,G大阪,神戸,True,西野 朗,20050501003,https://soccer-db.net/result/20050501003
J1,2005,2005-05-04,G大阪,磐田,False,西野 朗,20050504002,https://soccer-db.net/result/20050504002
J1,2005,2005-05-08,G大阪,名古屋,True,西野 朗,20050508002,https://soccer-db.net/result/20050508002
J1,2005,2005-05-14,G大阪,C大阪,False,西野 朗,20050514005,https://soccer-db.net/result/20050514005
J1,2005,2005-07-02,G大阪,東京V,True,西野 朗,20050702005,https://soccer-db.net/result/20050702005
J1,2005,2005-07-06,G大阪,広島,False,西野 朗,20050706009,https://soccer-db.net/result/20050706009
J1,2005,2005-07-10,G大阪,柏,True,西野 朗,20050710001,https://soccer-db.net/result/20050710001
J1,2005,2005-07-13,G大阪,大分,False,西野 朗,20050713009,https://soccer-db.net/result/20050713009
J1,2005,2005-07-17,G大阪,清水,True,西野 朗,20050717006,https://soccer-db.net/result/20050717006
J1,2005,2005-07-23,G大阪,C大阪,True,西野 朗,20050723007,https://soccer-db.net/result/20050723007
J1,2005,2005-08-20,G大阪,新潟,False,西野 朗,20050820005,https://soccer-db.net/result/20050820005
J1,2005,2005-08-24,G大阪,磐田,True,西野 朗,20050824007,https://soccer-db.net/result/20050824007
J1,2005,2005-08-27,G大阪,横浜FM,True,西野 朗,20050827006,https://soccer-db.net/result/20050827006
J1,2005,2005-09-03,G大阪,東京V,False,西野 朗,20050903005,https://soccer-db.net/result/20050903005
J1,2005,2005-09-10,G大阪,広島,True,西野 朗,20050910006,https://soccer-db.net/result/20050910006
J1,2005,2005-09-17,G大阪,柏,False,西野 朗,20050917006,https://soccer-db.net/result/20050917006
J1,2005,2005-09-24,G大阪,鹿島,True,西野 朗,20050924007,https://soccer-db.net/result/20050924007
J1,2005,2005-10-02,G大阪,清水,False,西野 朗,20051002001,https://soccer-db.net/result/20051002001
J1,2005,2005-10-15,G大阪,神戸,False,西野 朗,20051015007,https://soccer-db.net/result/20051015007
J1,2005,2005-10-22,G大阪,大分,True,西野 朗,20051022001,https://soccer-db.net/result/20051022001
J1,2005,2005-10-30,G大阪,FC東京,False,西野 朗,20051030001,https://soccer-db.net/result/20051030001
J1,2005,2005-11-12,G大阪,浦和,True,西野 朗,20051112008,https://soccer-db.net/result/20051112008
J1,2005,2005-11-20,G大阪,名古屋,False,西野 朗,20051120006,https://soccer-db.net/result/20051120006
J1,2005,2005-11-23,G大阪,大宮,False,西野 朗,20051123002,https://soccer-db.net/result/20051123002
J1,2005,2005-11-26,G大阪,千葉,True,西野 朗,20051126006,https://soccer-db.net/result/20051126006
J1,2005,2005-12-03,G大阪,川崎F,False,西野 朗,20051203005,https://soccer-db.net/result/20051203005
J1,2005,2005-03-05,千葉,名古屋,False,イビツァ オシム,20050305002,https://soccer-db.net/result/20050305002
J1,2005,2005-03-12,千葉,柏,True,イビツァ オシム,20050312007,https://soccer-db.net/result/20050312007
J1,2005,2005-04-03,千葉,東京V,False,イビツァ オシム,20050403001,https://soccer-db.net/result/20050403001
J1,2005,2005-04-09,千葉,大分,True,イビツァ オシム,20050409001,https://soccer-db.net/result/20050409001
J1,2005,2005-04-13,千葉,磐田,False,イビツァ オシム,20050413005,https://soccer-db.net/result/20050413005
J1,2005,2005-04-16,千葉,鹿島,True,イビツァ オシム,20050416001,https://soccer-db.net/result/20050416001
J1,2005,2005-04-23,千葉,清水,False,イビツァ オシム,20050423002,https://soccer-db.net/result/20050423002
J1,2005,2005-04-28,千葉,G大阪,True,イビツァ オシム,20050428002,https://soccer-db.net/result/20050428002
J1,2005,2005-05-01,千葉,川崎F,False,イビツァ オシム,20050501006,https://soccer-db.net/result/20050501006
J1,2005,2005-05-04,千葉,広島,True,イビツァ オシム,20050504006,https://soccer-db.net/result/20050504006
J1,2005,2005-05-08,千葉,浦和,False,イビツァ オシム,20050508001,https://soccer-db.net/result/20050508001
J1,2005,2005-05-14,千葉,FC東京,True,イビツァ オシム,20050514007,https://soccer-db.net/result/20050514007
J1,2005,2005-07-02,千葉,神戸,False,イビツァ オシム,20050702006,https://soccer-db.net/result/20050702006
J1,2005,2005-07-06,千葉,C大阪,False,イビツァ オシム,20050706008,https://soccer-db.net/result/20050706008
J1,2005,2005-07-09,千葉,新潟,True,イビツァ オシム,20050709002,https://soccer-db.net/result/20050709002
J1,2005,2005-07-13,千葉,横浜FM,False,イビツァ オシム,20050713004,https://soccer-db.net/result/20050713004
J1,2005,2005-07-18,千葉,大宮,True,イビツァ オシム,20050718002,https://soccer-db.net/result/20050718002
J1,2005,2005-07-23,千葉,川崎F,True,イビツァ オシム,20050723003,https://soccer-db.net/result/20050723003
J1,2005,2005-08-21,千葉,柏,False,イビツァ オシム,20050821001,https://soccer-db.net/result/20050821001
J1,2005,2005-08-24,千葉,C大阪,True,イビツァ オシム,20050824003,https://soccer-db.net/result/20050824003
J1,2005,2005-08-27,千葉,新潟,False,イビツァ オシム,20050827003,https://soccer-db.net/result/20050827003
J1,2005,2005-09-03,千葉,広島,False,イビツァ オシム,20050903001,https://soccer-db.net/result/20050903001
J1,2005,2005-09-11,千葉,東京V,True,イビツァ オシム,20050911001,https://soccer-db.net/result/20050911001
J1,2005,2005-09-17,千葉,大宮,False,イビツァ オシム,20050917002,https://soccer-db.net/result/20050917002
J1,2005,2005-09-24,千葉,清水,True,イビツァ オシム,20050924005,https://soccer-db.net/result/20050924005
J1,2005,2005-10-01,千葉,鹿島,False,イビツァ オシム,20051001007,https://soccer-db.net/result/20051001007
J1,2005,2005-10-16,千葉,横浜FM,True,イビツァ オシム,20051016001,https://soccer-db.net/result/20051016001
J1,2005,2005-10-22,千葉,神戸,True,イビツァ オシム,20051022004,https://soccer-db.net/result/20051022004
J1,2005,2005-10-29,千葉,大分,False,イビツァ オシム,20051029007,https://soccer-db.net/result/20051029007
J1,2005,2005-11-12,千葉,磐田,True,イビツァ オシム,20051112005,https://soccer-db.net/result/20051112005
J1,2005,2005-11-20,千葉,FC東京,False,イビツァ オシム,20051120003,https://soccer-db.net/result/20051120003
J1,2005,2005-11-23,千葉,浦和,True,イビツァ オシム,20051123003,https://soccer-db.net/result/20051123003
J1,2005,2005-11-26,千葉,G大阪,False,イビツァ オシム,20051126006,https://soccer-db.net/result/20051126006
J1,2005,2005-12-03,千葉,名古屋,True,イビツァ オシム,20051203003,https://soccer-db.net/result/20051203003
J1,2005,2005-03-05,名古屋,千葉,True,ネルシーニョ,20050305002,https://soccer-db.net/result/20050305002
J1,2005,2005-03-13,名古屋,磐田,False,ネルシーニョ,20050313002,https://soccer-db.net/result/20050313002
J1,2005,2005-04-02,名古屋,広島,True,ネルシーニョ,20050402004,https://soccer-db.net/result/20050402004
J1,2005,2005-04-09,名古屋,C大阪,False,ネルシーニョ,20050409006,https://soccer-db.net/result/20050409006
J1,2005,2005-04-13,名古屋,FC東京,True,ネルシーニョ,20050413006,https://soccer-db.net/result/20050413006
J1,2005,2005-04-17,名古屋,川崎F,False,ネルシーニョ,20050417002,https://soccer-db.net/result/20050417002
J1,2005,2005-04-23,名古屋,柏,False,ネルシーニョ,20050423007,https://soccer-db.net/result/20050423007
J1,2005,2005-04-28,名古屋,東京V,True,ネルシーニョ,20050428007,https://soccer-db.net/result/20050428007
J1,2005,2005-05-01,名古屋,浦和,False,ネルシーニョ,20050501002,https://soccer-db.net/result/20050501002
J1,2005,2005-05-04,名古屋,大分,True,ネルシーニョ,20050504009,https://soccer-db.net/result/20050504009
J1,2005,2005-05-08,名古屋,G大阪,False,ネルシーニョ,20050508002,https://soccer-db.net/result/20050508002
J1,2005,2005-05-14,名古屋,神戸,True,ネルシーニョ,20050514006,https://soccer-db.net/result/20050514006
J1,2005,2005-07-02,名古屋,大宮,True,ネルシーニョ,20050702004,https://soccer-db.net/result/20050702004
J1,2005,2005-07-06,名古屋,清水,False,ネルシーニョ,20050706007,https://soccer-db.net/result/20050706007
J1,2005,2005-07-09,名古屋,横浜FM,True,ネルシーニョ,20050709006,https://soccer-db.net/result/20050709006
J1,2005,2005-07-13,名古屋,鹿島,True,ネルシーニョ,20050713006,https://soccer-db.net/result/20050713006
J1,2005,2005-07-17,名古屋,新潟,False,ネルシーニョ,20050717001,https://soccer-db.net/result/20050717001
J1,2005,2005-07-24,名古屋,磐田,True,ネルシーニョ,20050724001,https://soccer-db.net/result/20050724001
J1,2005,2005-08-20,名古屋,神戸,False,ネルシーニョ,20050820002,https://soccer-db.net/result/20050820002
J1,2005,2005-08-24,名古屋,FC東京,False,ネルシーニョ,20050824004,https://soccer-db.net/result/20050824004
J1,2005,2005-08-27,名古屋,浦和,True,ネルシーニョ,20050827005,https://soccer-db.net/result/20050827005
J1,2005,2005-09-03,名古屋,横浜FM,False,ネルシーニョ,20050903006,https://soccer-db.net/result/20050903006
J1,2005,2005-09-10,名古屋,柏,True,ネルシーニョ,20050910005,https://soccer-db.net/result/20050910005
J1,2005,2005-09-17,名古屋,大分,False,ネルシーニョ,20050917005,https://soccer-db.net/result/20050917005
J1,2005,2005-09-24,名古屋,C大阪,True,中田 仁司,20050924006,https://soccer-db.net/result/20050924006
J1,2005,2005-10-01,名古屋,広島,False,中田 仁司,20051001006,https://soccer-db.net/result/20051001006
J1,2005,2005-10-15,名古屋,川崎F,True,中田 仁司,20051015005,https://soccer-db.net/result/20051015005
J1,2005,2005-10-22,名古屋,鹿島,False,中田 仁司,20051022002,https://soccer-db.net/result/20051022002
J1,2005,2005-10-29,名古屋,清水,True,中田 仁司,20051029005,https://soccer-db.net/result/20051029005
J1,2005,2005-11-12,名古屋,大宮,False,中田 仁司,20051112004,https://soccer-db.net/result/20051112004
J1,2005,2005-11-20,名古屋,G大阪,True,中田 仁司,20051120006,https://soccer-db.net/result/20051120006
J1,2005,2005-11-23,名古屋,東京V,False,中田 仁司,20051123004,https://soccer-db.net/result/20051123004
J1,2005,2005-11-27,名古屋,新潟,True,中田 仁司,20051127001,https://soccer-db.net/result/20051127001
J1,2005,2005-12-03,名古屋,千葉,False,中田 仁司,20051203003,https://soccer-db.net/result/20051203003
J1,2005,2005-03-05,大分,東京V,True,ファンボ グァン,20050305006,https://soccer-db.net/result/20050305006
J1,2005,2005-03-13,大分,新潟,False,ファンボ グァン,20050313001,https://soccer-db.net/result/20050313001
J1,2005,2005-04-02,大分,浦和,True,ファンボ グァン,20050402007,https://soccer-db.net/result/20050402007
J1,2005,2005-04-09,大分,千葉,False,ファンボ グァン,20050409001,https://soccer-db.net/result/20050409001
J1,2005,2005-04-13,大分,C大阪,True,ファンボ グァン,20050413009,https://soccer-db.net/result/20050413009
J1,2005,2005-04-16,大分,清水,False,ファンボ グァン,20050416003,https://soccer-db.net/result/20050416003
J1,2005,2005-04-23,大分,神戸,True,ファンボ グァン,20050423005,https://soccer-db.net/result/20050423005
J1,2005,2005-04-28,大分,大宮,False,ファンボ グァン,20050428001,https://soccer-db.net/result/20050428001
J1,2005,2005-05-01,大分,FC東京,True,ファンボ グァン,20050501004,https://soccer-db.net/result/20050501004
J1,2005,2005-05-04,大分,名古屋,False,ファンボ グァン,20050504009,https://soccer-db.net/result/20050504009
J1,2005,2005-05-08,大分,川崎F,True,ファンボ グァン,20050508003,https://soccer-db.net/result/20050508003
J1,2005,2005-05-15,大分,磐田,False,ファンボ グァン,20050515001,https://soccer-db.net/result/20050515001
J1,2005,2005-07-02,大分,横浜FM,True,ファンボ グァン,20050702007,https://soccer-db.net/result/20050702007
J1,2005,2005-07-06,大分,柏,False,ファンボ グァン,20050706002,https://soccer-db.net/result/20050706002
J1,2005,2005-07-10,大分,広島,True,ファンボ グァン,20050710002,https://soccer-db.net/result/20050710002
J1,2005,2005-07-13,大分,G大阪,True,ファンボ グァン,20050713009,https://soccer-db.net/result/20050713009
J1,2005,2005-07-17,大分,鹿島,False,ファンボ グァン,20050717002,https://soccer-db.net/result/20050717002
J1,2005,2005-07-24,大分,新潟,True,ファンボ グァン,20050724002,https://soccer-db.net/result/20050724002
J1,2005,2005-08-20,大分,川崎F,False,ファンボ グァン,20050820004,https://soccer-db.net/result/20050820004
J1,2005,2005-08-24,大分,柏,True,ファンボ グァン,20050824009,https://soccer-db.net/result/20050824009
J1,2005,2005-08-27,大分,神戸,False,ファンボ グァン,20050827007,https://soccer-db.net/result/20050827007
J1,2005,2005-09-03,大分,磐田,True,アーリ スカンズ,20050903009,https://soccer-db.net/result/20050903009
J1,2005,2005-09-10,大分,浦和,False,ペリクレス シャムスカ,20050910001,https://soccer-db.net/result/20050910001
J1,2005,2005-09-17,大分,名古屋,True,ペリクレス シャムスカ,20050917005,https://soccer-db.net/result/20050917005
J1,2005,2005-09-25,大分,FC東京,False,ペリクレス シャムスカ,20050925001,https://soccer-db.net/result/20050925001
J1,2005,2005-10-01,大分,横浜FM,False,ペリクレス シャムスカ,20051001005,https://soccer-db.net/result/20051001005
J1,2005,2005-10-15,大分,清水,True,ペリクレス シャムスカ,20051015006,https://soccer-db.net/result/20051015006
J1,2005,2005-10-22,大分,G大阪,False,ペリクレス シャムスカ,20051022001,https://soccer-db.net/result/20051022001
J1,2005,2005-10-29,大分,千葉,True,ペリクレス シャムスカ,20051029007,https://soccer-db.net/result/20051029007
J1,2005,2005-11-12,大分,広島,False,ペリクレス シャムスカ,20051112009,https://soccer-db.net/result/20051112009
J1,2005,2005-11-20,大分,鹿島,True,ペリクレス シャムスカ,20051120009,https://soccer-db.net/result/20051120009
J1,2005,2005-11-23,大分,C大阪,False,ペリクレス シャムスカ,20051123008,https://soccer-db.net/result/20051123008
J1,2005,2005-11-26,大分,大宮,True,ペリクレス シャムスカ,20051126007,https://soccer-db.net/result/20051126007
J1,2005,2005-12-03,大分,東京V,False,ペリクレス シャムスカ,20051203004,https://soccer-db.net/result/20051203004
J1,2005,2005-03-05,大宮,G大阪,False,三浦 俊也,20050305004,https://soccer-db.net/result/20050305004
J1,2005,2005-03-12,大宮,神戸,True,三浦 俊也,20050312001,https://soccer-db.net/result/20050312001
J1,2005,2005-04-02,大宮,C大阪,True,三浦 俊也,20050402005,https://soccer-db.net/result/20050402005
J1,2005,2005-04-09,大宮,新潟,False,三浦 俊也,20050409005,https://soccer-db.net/result/20050409005
J1,2005,2005-04-13,大宮,鹿島,False,三浦 俊也,20050413001,https://soccer-db.net/result/20050413001
J1,2005,2005-04-17,大宮,東京V,True,三浦 俊也,20050417001,https://soccer-db.net/result/20050417001
J1,2005,2005-04-24,大宮,横浜FM,False,三浦 俊也,20050424001,https://soccer-db.net/result/20050424001
J1,2005,2005-04-28,大宮,大分,True,三浦 俊也,20050428001,https://soccer-db.net/result/20050428001
J1,2005,2005-05-01,大宮,清水,False,三浦 俊也,20050501001,https://soccer-db.net/result/20050501001
J1,2005,2005-05-04,大宮,柏,True,三浦 俊也,20050504005,https://soccer-db.net/result/20050504005
J1,2005,2005-05-08,大宮,FC東京,False,三浦 俊也,20050508006,https://soccer-db.net/result/20050508006
J1,2005,2005-05-14,大宮,広島,True,三浦 俊也,20050514001,https://soccer-db.net/result/20050514001
J1,2005,2005-07-02,大宮,名古屋,False,三浦 俊也,20050702004,https://soccer-db.net/result/20050702004
J1,2005,2005-07-06,大宮,磐田,True,三浦 俊也,20050706001,https://soccer-db.net/result/20050706001
J1,2005,2005-07-09,大宮,浦和,False,三浦 俊也,20050709003,https://soccer-db.net/result/20050709003
J1,2005,2005-07-13,大宮,川崎F,True,三浦 俊也,20050713001,https://soccer-db.net/result/20050713001
J1,2005,2005-07-18,大宮,千葉,False,三浦 俊也,20050718002,https://soccer-db.net/result/20050718002
J1,2005,2005-07-23,大宮,鹿島,True,三浦 俊也,20050723002,https://soccer-db.net/result/20050723002
J1,2005,2005-08-21,大宮,東京V,False,三浦 俊也,20050821002,https://soccer-db.net/result/20050821002
J1,2005,2005-08-24,大宮,広島,False,三浦 俊也,20050824008,https://soccer-db.net/result/20050824008
J1,2005,2005-08-28,大宮,清水,True,三浦 俊也,20050828001,https://soccer-db.net/result/20050828001
J1,2005,2005-09-03,大宮,新潟,True,三浦 俊也,20050903002,https://soccer-db.net/result/20050903002
J1,2005,2005-09-10,大宮,磐田,False,三浦 俊也,20050910004,https://soccer-db.net/result/20050910004
J1,2005,2005-09-17,大宮,千葉,True,三浦 俊也,20050917002,https://soccer-db.net/result/20050917002
J1,2005,2005-09-24,大宮,川崎F,False,三浦 俊也,20050924002,https://soccer-db.net/result/20050924002
J1,2005,2005-10-01,大宮,FC東京,True,三浦 俊也,20051001001,https://soccer-db.net/result/20051001001
J1,2005,2005-10-15,大宮,C大阪,False,三浦 俊也,20051015002,https://soccer-db.net/result/20051015002
J1,2005,2005-10-22,大宮,浦和,True,三浦 俊也,20051022003,https://soccer-db.net/result/20051022003
J1,2005,2005-10-29,大宮,柏,False,三浦 俊也,20051029002,https://soccer-db.net/result/20051029002
J1,2005,2005-11-12,大宮,名古屋,True,三浦 俊也,20051112004,https://soccer-db.net/result/20051112004
J1,2005,2005-11-20,大宮,神戸,False,三浦 俊也,20051120008,https://soccer-db.net/result/20051120008
J1,2005,2005-11-23,大宮,G大阪,True,三浦 俊也,20051123002,https://soccer-db.net/result/20051123002
J1,2005,2005-11-26,大宮,大分,False,三浦 俊也,20051126007,https://soccer-db.net/result/20051126007
J1,2005,2005-12-03,大宮,横浜FM,True,三浦 俊也,20051203002,https://soccer-db.net/result/20051203002
J1,2005,2005-03-06,川崎F,柏,False,関塚 隆,20050306002,https://soccer-db.net/result/20050306002
J1,2005,2005-03-12,川崎F,浦和,True,関塚 隆,20050312004,https://soccer-db.net/result/20050312004
J1,2005,2005-04-03,川崎F,G大阪,False,関塚 隆,20050403002,https://soccer-db.net/result/20050403002
J1,2005,2005-04-09,川崎F,東京V,True,関塚 隆,20050409007,https://soccer-db.net/result/20050409007
J1,2005,2005-04-13,川崎F,神戸,False,関塚 隆,20050413008,https://soccer-db.net/result/20050413008
J1,2005,2005-04-17,川崎F,名古屋,True,関塚 隆,20050417002,https://soccer-db.net/result/20050417002
J1,2005,2005-04-23,川崎F,広島,False,関塚 隆,20050423004,https://soccer-db.net/result/20050423004
J1,2005,2005-04-28,川崎F,横浜FM,True,関塚 隆,20050428004,https://soccer-db.net/result/20050428004
J1,2005,2005-05-01,川崎F,千葉,True,関塚 隆,20050501006,https://soccer-db.net/result/20050501006
J1,2005,2005-05-04,川崎F,新潟,False,関塚 隆,20050504003,https://soccer-db.net/result/20050504003
J1,2005,2005-05-08,川崎F,大分,False,関塚 隆,20050508003,https://soccer-db.net/result/20050508003
J1,2005,2005-05-14,川崎F,清水,True,関塚 隆,20050514003,https://soccer-db.net/result/20050514003
J1,2005,2005-07-02,川崎F,磐田,False,関塚 隆,20050702003,https://soccer-db.net/result/20050702003
J1,2005,2005-07-06,川崎F,FC東京,True,関塚 隆,20050706004,https://soccer-db.net/result/20050706004
J1,2005,2005-07-09,川崎F,鹿島,False,関塚 隆,20050709001,https://soccer-db.net/result/20050709001
J1,2005,2005-07-13,川崎F,大宮,False,関塚 隆,20050713001,https://soccer-db.net/result/20050713001
J1,2005,2005-07-17,川崎F,C大阪,True,関塚 隆,20050717004,https://soccer-db.net/result/20050717004
J1,2005,2005-07-23,川崎F,千葉,False,関塚 隆,20050723003,https://soccer-db.net/result/20050723003
J1,2005,2005-08-20,川崎F,大分,True,関塚 隆,20050820004,https://soccer-db.net/result/20050820004
J1,2005,2005-08-24,川崎F,横浜FM,False,関塚 隆,20050824005,https://soccer-db.net/result/20050824005
J1,2005,2005-08-27,川崎F,広島,True,関塚 隆,20050827002,https://soccer-db.net/result/20050827002
J1,2005,2005-09-03,川崎F,清水,False,関塚 隆,20050903007,https://soccer-db.net/result/20050903007
J1,2005,2005-09-11,川崎F,鹿島,True,関塚 隆,20050911002,https://soccer-db.net/result/20050911002
J1,2005,2005-09-17,川崎F,東京V,False,関塚 隆,20050917004,https://soccer-db.net/result/20050917004
