match_no,date,stage,home,away,home_goals,away_goals,k,margin_multiplier,home_elo_before,away_elo_before,expected_home,actual_home,elo_delta_home,home_elo_after,away_elo_after
1,2026-02-07,regional,栃木シティ,ベガルタ仙台,1,4,10.0,1.3862943611198906,1520.1937894351202,1537.5540943609476,0.5468345971383458,0.0,-7.580737184781559,1512.6130522503386,1545.1348315457292
2,2026-02-07,regional,横浜ＦＣ,モンテディオ山形,1,2,10.0,1.0,1506.311140691938,1547.7599031948275,0.5123037356721631,0.0,-5.123037356721632,1501.1881033352163,1552.8829405515492
3,2026-02-07,regional,湘南ベルマーレ,ブラウブリッツ秋田,1,2,10.0,1.0,1458.959135054206,1456.5208118765186,0.5748969636621805,0.0,-5.748969636621805,1453.2101654175842,1462.2697815131403
4,2026-02-07,regional,ＲＢ大宮アルディージャ,松本山雅ＦＣ,2,1,10.0,1.0,1551.8089347751636,1407.0464624975407,0.7542006535946744,1.0,2.4579934640532564,1554.266928239217,1404.5884690334874
5,2026-02-07,regional,ヴァンフォーレ甲府,福島ユナイテッドＦＣ,4,1,10.0,1.3862943611198906,1455.178487299256,1440.6432516086634,0.5918200961865066,1.0,5.658574989791053,1460.837062289047,1434.9846766188723
6,2026-02-07,regional,ジュビロ磐田,ＡＣ長野パルセイロ,0,0,10.0,1.0,1529.114239081645,1318.202305908913,0.8178621255868851,0.5,-3.178621255868851,1525.9356178257763,1321.380927164782
7,2026-02-07,regional,奈良クラブ,徳島ヴォルティス,0,6,10.0,1.75,1430.4413994273675,1573.8268927314853,0.36875301697598717,0.0,-6.453177797079776,1423.9882216302876,1580.2800705285651
8,2026-02-07,regional,ギラヴァンツ北九州,ガイナーレ鳥取,1,3,10.0,1.0986122886681098,1437.3677132723706,1412.838766288169,0.6056403710077432,0.0,-6.653639541026198,1430.7140737313443,1419.4924058291951
9,2026-02-08,regional,藤枝ＭＹＦＣ,ＦＣ岐阜,0,2,10.0,1.0986122886681098,1430.6371372478952,1417.8158779708774,0.5894345273019213,0.0,-6.475600150591692,1424.1615370973036,1424.291478121469
10,2026-02-08,regional,いわきＦＣ,北海道コンサドーレ札幌,1,0,10.0,1.0,1541.4893503971073,1477.4641024689963,0.6584472075541654,1.0,3.415527924458346,1544.9048783215655,1474.048574544538
11,2026-02-08,regional,愛媛ＦＣ,アルビレックス新潟,0,1,10.0,1.0,1350.7643364139208,1429.4888744850432,0.4587559956766982,0.0,-4.587559956766983,1346.176776457154,1434.07643444181
12,2026-02-08,regional,ＦＣ大阪,カマタマーレ讃岐,0,1,10.0,1.0,1497.469778651621,1356.9774297816286,0.749615393961454,0.0,-7.4961539396145405,1489.9736247120065,1364.4735837212431
13,2026-02-08,regional,ＦＣ今治,ツエーゲン金沢,0,0,10.0,1.0,1505.4303806905837,1450.7391047689937,0.6462626766923043,0.5,-1.462626766923043,1503.9677539236607,1452.2017315359167
14,2026-02-08,regional,高知ユナイテッドSC,カターレ富山,3,1,10.0,1.0986122886681098,1338.204662112124,1442.737323774688,0.4221593633341495,1.0,6.3482282433290775,1344.552890355453,1436.389095531359
15,2026-02-08,regional,ロアッソ熊本,レノファ山口ＦＣ,2,1,10.0,1.0,1428.7647698829742,1444.1856637691094,0.549599671164206,1.0,4.504003288357939,1433.2687731713322,1439.6816604807514
16,2026-02-08,regional,鹿児島ユナイテッドＦＣ,テゲバジャーロ宮崎,2,3,10.0,1.0,1483.9872559934995,1483.4267226088623,0.5722531283098908,0.0,-5.722531283098908,1478.2647247104005,1489.1492538919613
17,2026-02-08,regional,ＦＣ琉球,サガン鳥栖,2,2,10.0,1.0,1356.6784554141773,1508.4538802661243,0.3575838458848327,0.5,1.4241615411516728,1358.102616955329,1507.0297187249726
18,2026-02-14,regional,ザスパ群馬,ヴァンラーレ八戸,0,1,10.0,1.0,1403.1884914092273,1505.4541759045946,0.4253459267224173,0.0,-4.253459267224173,1398.9350321420031,1509.7076351718188
19,2026-02-14,regional,横浜ＦＣ,ベガルタ仙台,0,1,10.0,1.0,1501.1881033352163,1545.1348315457292,0.5087104770261085,0.0,-5.087104770261085,1496.1009985649553,1550.2219363159902
20,2026-02-14,regional,湘南ベルマーレ,ＳＣ相模原,4,0,10.0,1.6094379124341003,1453.2101654175842,1394.015153063519,0.6521667356403889,1.0,5.598160428660711,1458.808325846245,1388.4169926348582
21,2026-02-14,regional,ＲＢ大宮アルディージャ,北海道コンサドーレ札幌,3,2,10.0,1.0,1554.266928239217,1474.048574544538,0.6790909029735968,1.0,3.2090909702640324,1557.476019209481,1470.839483574274
22,2026-02-14,regional,ヴァンフォーレ甲府,ＡＣ長野パルセイロ,2,0,10.0,1.0986122886681098,1460.837062289047,1321.380927164782,0.7484941580556724,1.0,2.763074086318576,1463.6001363753655,1318.6178530784634
23,2026-02-14,regional,藤枝ＭＹＦＣ,松本山雅ＦＣ,2,0,10.0,1.0986122886681098,1424.1615370973036,1404.5884690334874,0.5988065289545382,1.0,4.407560774239578,1428.5690978715431,1400.1809082592479
24,2026-02-14,regional,奈良クラブ,ＦＣ今治,1,0,10.0,1.0,1423.9882216302876,1503.9677539236607,0.45696274499732975,1.0,5.4303725500267035,1429.4185941803144,1498.537381373634
25,2026-02-15,regional,栃木ＳＣ,モンテディオ山形,1,2,10.0,1.0,1457.670714349791,1552.8829405515492,0.43529918216191726,0.0,-4.352991821619173,1453.317722528172,1557.2359323731682
26,2026-02-15,regional,栃木シティ,ブラウブリッツ秋田,0,1,10.0,1.0,1512.6130522503386,1462.2697815131403,0.6405201139274888,0.0,-6.4052011392748875,1506.2078511110637,1468.674982652415
27,2026-02-15,regional,いわきＦＣ,福島ユナイテッドＦＣ,3,1,10.0,1.0986122886681098,1544.9048783215655,1434.9846766188723,0.7151591864993782,1.0,3.129296180260044,1548.0341745018256,1431.8553804386122
28,2026-02-15,regional,ＦＣ岐阜,ジュビロ磐田,2,1,10.0,1.0,1424.291478121469,1525.9356178257763,0.4262206938415067,1.0,5.737793061584933,1430.0292711830539,1520.1978247641914
29,2026-02-15,regional,ＦＣ大阪,高知ユナイテッドSC,2,2,10.0,1.0,1489.9736247120065,1344.552890355453,0.7549024376845979,0.5,-2.5490243768459786,1487.4246003351604,1347.101914732299
30,2026-02-15,regional,カマタマーレ讃岐,カターレ富山,1,5,10.0,1.6094379124341003,1364.4735837212431,1436.389095531359,0.4685028060955403,0.0,-7.540261782119245,1356.933321939124,1443.9293573134782
31,2026-02-15,regional,徳島ヴォルティス,アルビレックス新潟,4,0,10.0,1.6094379124341003,1580.2800705285651,1434.07643444181,0.7557353387413409,1.0,3.9312880649755892,1584.2113585935408,1430.1451463768344
32,2026-02-15,regional,愛媛ＦＣ,ツエーゲン金沢,2,2,10.0,1.0,1346.176776457154,1452.2017315359167,0.4200652438751987,0.5,0.7993475612480128,1346.9761240184018,1451.4023839746687
33,2026-02-15,regional,レノファ山口ＦＣ,レイラック滋賀ＦＣ,2,1,10.0,1.0,1439.6816604807514,1350.0,0.6908449052152966,1.0,3.0915509478470335,1442.7732114285984,1346.908449052153
34,2026-02-15,regional,サガン鳥栖,ロアッソ熊本,1,1,10.0,1.0,1507.0297187249726,1433.2687731713322,0.6709368343627,0.5,-1.7093683436270002,1505.3203503813456,1434.9781415149591
35,2026-02-15,regional,大分トリニータ,ギラヴァンツ北九州,2,0,10.0,1.0986122886681098,1415.193603456943,1430.7140737313443,0.5494577753559655,1.0,4.949712245578044,1420.143315702521,1425.7643614857664
36,2026-02-15,regional,テゲバジャーロ宮崎,ガイナーレ鳥取,3,1,10.0,1.0986122886681098,1489.1492538919613,1419.4924058291951,0.6656999691508714,1.0,3.672661219929809,1492.821915111891,1415.8197446092654
37,2026-02-15,regional,鹿児島ユナイテッドＦＣ,ＦＣ琉球,3,1,10.0,1.0986122886681098,1478.2647247104005,1358.102616955329,0.7270153116552954,1.0,2.9990433323372656,1481.2637680427379,1355.1035736229917
38,2026-02-21,regional,ザスパ群馬,モンテディオ山形,1,1,10.0,1.0,1398.9350321420031,1557.2359323731682,0.34900173215145963,0.5,1.5099826784854038,1400.4450148204885,1555.7259496946829
39,2026-02-21,regional,湘南ベルマーレ,ヴァンラーレ八戸,1,0,10.0,1.0,1458.808325846245,1509.7076351718188,0.49870579273594984,1.0,5.012942072640501,1463.8212679188855,1504.6946930991783
40,2026-02-21,regional,ＳＣ相模原,ブラウブリッツ秋田,1,2,10.0,1.0,1388.4169926348582,1468.674982652415,0.4565650086009554,0.0,-4.565650086009554,1383.8513425488486,1473.2406327384247
41,2026-02-21,regional,ＲＢ大宮アルディージャ,福島ユナイテッドＦＣ,6,0,10.0,1.75,1557.476019209481,1431.8553804386122,0.7332067409760235,1.0,4.66888203291959,1562.1449012424005,1427.1864984056926
42,2026-02-21,regional,ＡＣ長野パルセイロ,北海道コンサドーレ札幌,1,1,10.0,1.0,1318.6178530784634,1470.839483574274,0.35699401701765715,0.5,1.4300598298234286,1320.047912908287,1469.4094237444506
43,2026-02-21,regional,ジュビロ磐田,松本山雅ＦＣ,1,2,10.0,1.0,1520.1978247641914,1400.1809082592479,0.7268494063125881,0.0,-7.268494063125881,1512.9293307010655,1407.4494023223738
44,2026-02-21,regional,藤枝ＭＹＦＣ,ヴァンフォーレ甲府,1,1,10.0,1.0,1428.5690978715431,1463.6001363753655,0.5215287480372761,0.5,-0.21528748037276113,1428.3538103911703,1463.8154238557383
45,2026-02-21,regional,奈良クラブ,愛媛ＦＣ,2,2,10.0,1.0,1429.4185941803144,1346.9761240184018,0.6818746039886082,0.5,-1.8187460398860822,1427.5998481404283,1348.7948700582879
46,2026-02-21,regional,テゲバジャーロ宮崎,サガン鳥栖,2,1,10.0,1.0,1492.821915111891,1505.3203503813456,0.5537604704411366,1.0,4.4623952955886335,1497.2843104074796,1500.857955085757
47,2026-02-21,regional,ＦＣ琉球,レイラック滋賀ＦＣ,0,0,10.0,1.0,1355.1035736229917,1346.908449052153,0.5829749839690084,0.5,-0.8297498396900838,1354.2738237833016,1347.738198891843
48,2026-02-22,regional,栃木ＳＣ,ベガルタ仙台,1,2,10.0,1.0,1453.317722528172,1550.2219363159902,0.4329065159855509,0.0,-4.329065159855509,1448.9886573683166,1554.5510014758456
49,2026-02-22,regional,横浜ＦＣ,栃木シティ,5,1,10.0,1.6094379124341003,1496.1009985649553,1506.2078511110637,0.5571598755902694,1.0,7.127236853720541,1503.2282354186757,1499.0806142573433
50,2026-02-22,regional,ＦＣ岐阜,いわきＦＣ,0,0,10.0,1.0,1430.0292711830539,1548.0341745018256,0.4033640338194051,0.5,0.9663596618059489,1430.9956308448598,1547.0678148400198
51,2026-02-22,regional,カマタマーレ讃岐,アルビレックス新潟,0,3,10.0,1.3862943611198906,1356.933321939124,1430.1451463768344,0.4666451105358809,0.0,-6.469074853800598,1350.4642470853234,1436.614221230635
52,2026-02-22,regional,徳島ヴォルティス,カターレ富山,1,3,10.0,1.0986122886681098,1584.2113585935408,1443.9293573134782,0.7493880567175885,0.0,-8.232869280910572,1575.9784893126302,1452.1622265943888
53,2026-02-22,regional,ＦＣ今治,ＦＣ大阪,2,0,10.0,1.0986122886681098,1498.537381373634,1487.4246003351604,0.5870524173620227,1.0,4.536692888618716,1503.0740742622527,1482.8879074465417
54,2026-02-22,regional,高知ユナイテッドSC,ツエーゲン金沢,3,2,10.0,1.0,1347.101914732299,1451.4023839746687,0.4224854502437952,1.0,5.775145497562049,1352.8770602298612,1445.6272384771066
55,2026-02-22,regional,ロアッソ熊本,ギラヴァンツ北九州,4,1,10.0,1.3862943611198906,1434.9781415149591,1425.7643614857664,0.5843998779146873,1.0,5.7614410572760715,1440.7395825722351,1420.0029204284904
56,2026-02-22,regional,大分トリニータ,ガイナーレ鳥取,2,0,10.0,1.0986122886681098,1420.143315702521,1415.8197446092654,0.5775469966168498,1.0,4.641120609014793,1424.7844363115357,1411.1786240002507
57,2026-02-22,regional,鹿児島ユナイテッドＦＣ,レノファ山口ＦＣ,1,0,10.0,1.0,1481.2637680427379,1442.7732114285984,0.624664072905099,1.0,3.7533592709490105,1485.0171273136868,1439.0198521576494
58,2026-02-25,regional,大分トリニータ,レイラック滋賀ＦＣ,2,0,10.0,1.0986122886681098,1424.7844363115357,1347.738198891843,0.6750985842982969,1.0,3.5694068789555695,1428.3538431904913,1344.1687920128875
59,2026-02-28,regional,ベガルタ仙台,ヴァンラーレ八戸,0,0,10.0,1.0,1554.5510014758456,1504.6946930991783,0.6398744161698946,0.5,-1.398744161698946,1553.1522573141467,1506.0934372608772
60,2026-02-28,regional,栃木シティ,湘南ベルマーレ,1,3,10.0,1.0986122886681098,1499.0806142573433,1463.8212679188855,0.6202930483813153,0.0,-6.814615655271154,1492.2659986020722,1470.6358835741567
61,2026-02-28,regional,ザスパ群馬,ブラウブリッツ秋田,3,2,10.0,1.0,1400.4450148204885,1473.2406327384247,0.46724146170749914,1.0,5.327585382925008,1405.7726002034135,1467.9130473554997
62,2026-02-28,regional,北海道コンサドーレ札幌,ＦＣ岐阜,1,2,10.0,1.0,1469.4094237444506,1430.9956308448598,0.6245604627646274,0.0,-6.245604627646274,1463.1638191168042,1437.241235472506
63,2026-02-28,regional,ヴァンフォーレ甲府,松本山雅ＦＣ,1,0,10.0,1.0,1463.8154238557383,1407.4494023223738,0.648463469695444,1.0,3.5153653030455603,1467.330789158784,1403.9340370193281
64,2026-02-28,regional,ＡＣ長野パルセイロ,ＲＢ大宮アルディージャ,1,2,10.0,1.0,1320.047912908287,1562.1449012424005,0.24865488526073445,0.0,-2.4865488526073447,1317.5613640556796,1564.6314500950077
65,2026-02-28,regional,ジュビロ磐田,福島ユナイテッドＦＣ,0,0,10.0,1.0,1512.9293307010655,1427.1864984056926,0.6859814563250611,0.5,-1.8598145632506113,1511.0695161378148,1429.0463129689433
66,2026-02-28,regional,カターレ富山,ＦＣ大阪,0,0,10.0,1.0,1452.1622265943888,1482.8879074465417,0.5277095546645114,0.5,-0.27709554664511415,1451.8851310477437,1483.1650029931868
67,2026-02-28,regional,愛媛ＦＣ,徳島ヴォルティス,0,1,10.0,1.0,1348.7948700582879,1575.9784893126302,0.26503696452515646,0.0,-2.6503696452515646,1346.1445004130362,1578.628858957882
68,2026-02-28,regional,ギラヴァンツ北九州,レイラック滋賀ＦＣ,1,2,10.0,1.0,1420.0029204284904,1344.1687920128875,0.6735662788971027,0.0,-6.735662788971028,1413.2672576395194,1350.9044548018585
69,2026-02-28,regional,サガン鳥栖,鹿児島ユナイテッドＦＣ,0,1,10.0,1.0,1500.857955085757,1485.0171273136868,0.5936343702564301,0.0,-5.936343702564301,1494.9216113831928,1490.9534710162511
70,2026-02-28,regional,ＦＣ琉球,テゲバジャーロ宮崎,0,2,10.0,1.0986122886681098,1354.2738237833016,1497.2843104074796,0.3692556517066588,0.0,-4.056687966250869,1350.2171358170508,1501.3409983737304
71,2026-03-01,regional,栃木ＳＣ,横浜ＦＣ,4,0,10.0,1.6094379124341003,1448.9886573683166,1503.2282354186757,0.4938990595462943,1.0,8.14538041084747,1457.1340377791641,1495.0828550078281
72,2026-03-01,regional,ＳＣ相模原,モンテディオ山形,2,1,10.0,1.0,1383.8513425488486,1555.7259496946829,0.33146497645832995,1.0,6.685350235416701,1390.5366927842654,1549.040599459266
73,2026-03-01,regional,いわきＦＣ,藤枝ＭＹＦＣ,1,2,10.0,1.0,1547.0678148400198,1428.3538103911703,0.7253577976702865,0.0,-7.253577976702865,1539.8142368633169,1435.6073883678732
74,2026-03-01,regional,ＦＣ今治,アルビレックス新潟,0,2,10.0,1.0986122886681098,1503.0740742622527,1436.614221230635,0.6615920045189169,0.0,-7.268331062490497,1495.8057431997622,1443.8825522931254
75,2026-03-01,regional,高知ユナイテッドSC,奈良クラブ,2,0,10.0,1.0986122886681098,1352.8770602298612,1427.5998481404283,0.4644809775259479,1.0,5.883277789055272,1358.7603380189164,1421.716570351373
76,2026-03-01,regional,ツエーゲン金沢,カマタマーレ讃岐,1,0,10.0,1.0,1445.6272384771066,1350.4642470853234,0.6975430650121682,1.0,3.024569349878318,1448.6518078269849,1347.4396777354452
77,2026-03-01,regional,レノファ山口ＦＣ,ガイナーレ鳥取,0,0,10.0,1.0,1439.0198521576494,1411.1786240002507,0.6101850491579602,0.5,-1.1018504915796024,1437.9180016660698,1412.2804744918303
78,2026-03-01,regional,ロアッソ熊本,大分トリニータ,3,1,10.0,1.0986122886681098,1440.7395825722351,1428.3538431904913,0.588827680801473,1.0,4.517189626316684,1445.2567721985517,1423.8366535641746
79,2026-03-04,regional,ＳＣ相模原,ザスパ群馬,5,0,10.0,1.75,1390.5366927842654,1405.7726002034135,0.549863254433212,1.0,7.877393047418789,1398.4140858316841,1397.8952071559947
80,2026-03-06,regional,ＦＣ大阪,奈良クラブ,2,0,10.0,1.0986122886681098,1483.1650029931868,1421.716570351373,0.6551034734967852,1.0,3.789075623353782,1486.9540786165405,1417.9274947280194
81,2026-03-07,regional,ベガルタ仙台,湘南ベルマーレ,1,1,10.0,1.0,1553.1522573141467,1470.6358835741567,0.6819668803392511,0.5,-1.8196688033925112,1551.3325885107542,1472.455552377549
82,2026-03-07,regional,いわきＦＣ,ＲＢ大宮アルディージャ,1,1,10.0,1.0,1539.8142368633169,1564.6314500950077,0.5361776110404851,0.5,-0.36177611040485114,1539.452460752912,1564.9932262054126
83,2026-03-07,regional,松本山雅ＦＣ,北海道コンサドーレ札幌,3,0,10.0,1.3862943611198906,1403.9340370193281,1463.1638191168042,0.4867203995914461,1.0,7.1155661572424895,1411.0496031765706,1456.0482529595618
84,2026-03-07,regional,藤枝ＭＹＦＣ,ジュビロ磐田,1,1,10.0,1.0,1435.6073883678732,1511.0695161378148,0.46342251289460085,0.5,0.36577487105399153,1435.9731632389273,1510.7037412667607
85,2026-03-07,regional,アルビレックス新潟,高知ユナイテッドSC,2,2,10.0,1.0,1443.8825522931254,1358.7603380189164,0.685211376150268,0.5,-1.8521137615026795,1442.0304385316226,1360.6124517804192
86,2026-03-07,regional,レノファ山口ＦＣ,サガン鳥栖,2,0,10.0,1.0986122886681098,1437.9180016660698,1494.9216113831928,0.48992236038126225,1.0,5.603775630599688,1443.5217772966696,1489.317835752593
87,2026-03-07,regional,ギラヴァンツ北九州,テゲバジャーロ宮崎,2,3,10.0,1.0,1413.2672576395194,1501.3409983737304,0.44542576636959846,0.0,-4.4542576636959845,1408.8129999758235,1505.7952560374263
88,2026-03-08,regional,ヴァンラーレ八戸,横浜ＦＣ,1,1,10.0,1.0,1506.0934372608772,1495.0828550078281,0.5869097924234488,0.5,-0.8690979242344876,1505.2243393366427,1495.9519529320626
89,2026-03-08,regional,モンテディオ山形,ブラウブリッツ秋田,0,1,10.0,1.0,1549.040599459266,1467.9130473554997,0.6802304084929047,0.0,-6.802304084929047,1542.238295374337,1474.7153514404288
90,2026-03-08,regional,栃木シティ,ザスパ群馬,1,1,10.0,1.0,1492.2659986020722,1397.8952071559947,0.6965800884104107,0.5,-1.9658008841041075,1490.300197717968,1399.8610080400988
91,2026-03-08,regional,ＳＣ相模原,栃木ＳＣ,4,0,10.0,1.6094379124341003,1398.4140858316841,1457.1340377791641,0.48745361465680126,1.0,8.249115844524017,1406.6632016762082,1448.88492193464
92,2026-03-08,regional,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,4,2,10.0,1.0986122886681098,1429.0463129689433,1317.5613640556796,0.7169904929792088,1.0,3.109177222229449,1432.1554901911727,1314.4521868334502
93,2026-03-08,regional,ＦＣ岐阜,ヴァンフォーレ甲府,0,1,10.0,1.0,1437.241235472506,1467.330789158784,0.52862210999684,0.0,-5.2862210999684,1431.9550143725378,1472.6170102587523
94,2026-03-08,regional,カターレ富山,愛媛ＦＣ,2,2,10.0,1.0,1451.8851310477437,1346.1445004130362,0.7102328359213279,0.5,-2.102328359213279,1449.7828026885304,1348.2468287722495
95,2026-03-08,regional,カマタマーレ讃岐,ＦＣ今治,1,0,10.0,1.0,1347.4396777354452,1495.8057431997622,0.36210474083375077,1.0,6.378952591662492,1353.8186303271077,1489.4267906080997
96,2026-03-08,regional,ツエーゲン金沢,徳島ヴォルティス,0,4,10.0,1.6094379124341003,1448.6518078269849,1578.628858957882,0.3868945154653368,0.0,-6.226827013027345,1442.4249808139575,1584.8556859709092
97,2026-03-08,regional,ガイナーレ鳥取,ＦＣ琉球,0,0,10.0,1.0,1412.2804744918303,1350.2171358170508,0.655902800254157,0.5,-1.5590280025415704,1410.7214464892888,1351.7761638195923
98,2026-03-08,regional,大分トリニータ,鹿児島ユナイテッドＦＣ,0,0,10.0,1.0,1423.8366535641746,1490.9534710162511,0.4753868296614242,0.5,0.24613170338575796,1424.0827852675604,1490.7073393128653
99,2026-03-08,regional,レイラック滋賀ＦＣ,ロアッソ熊本,1,0,10.0,1.0,1350.9044548018585,1445.2567721985517,0.4365163559422232,1.0,5.634836440577768,1356.5392912424363,1439.621935757974
100,2026-03-14,regional,ベガルタ仙台,ＳＣ相模原,3,1,10.0,1.0986122886681098,1551.3325885107542,1406.6632016762082,0.7541013044241682,1.0,2.7014732872706735,1554.0340617980248,1403.9617283889377
101,2026-03-14,regional,湘南ベルマーレ,モンテディオ山形,2,1,10.0,1.0,1472.455552377549,1542.238295374337,0.47156107146704695,1.0,5.284389285329531,1477.7399416628787,1536.9539060890074
102,2026-03-14,regional,ＲＢ大宮アルディージャ,藤枝ＭＹＦＣ,1,2,10.0,1.0,1564.9932262054126,1435.9731632389273,0.7370171460901334,0.0,-7.370171460901334,1557.6230547445114,1443.3433346998286
103,2026-03-14,regional,ヴァンフォーレ甲府,いわきＦＣ,0,1,10.0,1.0,1472.6170102587523,1539.452460752912,0.4757907840643905,0.0,-4.757907840643905,1467.8591024181085,1544.2103685935558
104,2026-03-14,regional,ＡＣ長野パルセイロ,松本山雅ＦＣ,0,5,10.0,1.75,1314.4521868334502,1411.0496031765706,0.43334013424897516,0.0,-7.583452349357065,1306.8687344840932,1418.6330555259276
105,2026-03-14,regional,ジュビロ磐田,北海道コンサドーレ札幌,0,1,10.0,1.0,1510.7037412667607,1456.0482529595618,0.6462155798823738,0.0,-6.462155798823738,1504.241585467937,1462.5104087583854
106,2026-03-14,regional,高知ユナイテッドSC,ＦＣ今治,2,0,10.0,1.0986122886681098,1360.6124517804192,1489.4267906080997,0.388483365890814,1.0,6.718196889573119,1367.3306486699923,1482.7085937185266
107,2026-03-14,regional,奈良クラブ,アルビレックス新潟,0,0,10.0,1.0,1417.9274947280194,1442.0304385316226,0.5371999924286608,0.5,-0.3719999242866079,1417.5554948037327,1442.4024384559093
108,2026-03-14,regional,サガン鳥栖,ギラヴァンツ北九州,1,0,10.0,1.0,1489.317835752593,1408.8129999758235,0.6794501843929093,1.0,3.2054981560709073,1492.523333908664,1405.6075018197525
109,2026-03-14,regional,テゲバジャーロ宮崎,大分トリニータ,1,0,10.0,1.0,1505.7952560374263,1424.0827852675604,0.6809623569545862,1.0,3.190376430454138,1508.9856324678804,1420.8924088371064
110,2026-03-14,regional,ＦＣ琉球,レノファ山口ＦＣ,1,1,10.0,1.0,1351.7761638195923,1443.5217772966696,0.44021067998381713,0.5,0.5978932001618287,1352.3740570197542,1442.9238840965077
111,2026-03-15,regional,ヴァンラーレ八戸,栃木シティ,0,1,10.0,1.0,1505.2243393366427,1490.300197717968,0.5923607909233154,0.0,-5.923607909233154,1499.3007314274096,1496.2238056272013
112,2026-03-15,regional,ブラウブリッツ秋田,栃木ＳＣ,2,0,10.0,1.0986122886681098,1474.7153514404288,1448.88492193464,0.6074283223148059,1.0,4.312840692880106,1479.028192133309,1444.5720812417599
113,2026-03-15,regional,横浜ＦＣ,ザスパ群馬,3,0,10.0,1.3862943611198906,1495.9519529320626,1399.8610080400988,0.6986688550903757,1.0,4.177336670180128,1500.1292896022428,1395.6836713699186
114,2026-03-15,regional,ＦＣ岐阜,福島ユナイテッドＦＣ,2,1,10.0,1.0,1431.9550143725378,1432.1554901911727,0.5711804798486521,1.0,4.28819520151348,1436.2432095740512,1427.8672949896593
115,2026-03-15,regional,カターレ富山,ツエーゲン金沢,0,2,10.0,1.0986122886681098,1449.7828026885304,1442.4249808139575,0.5818027262650841,0.0,-6.391756246554299,1443.3910464419762,1448.8167370605117
116,2026-03-15,regional,徳島ヴォルティス,カマタマーレ讃岐,1,0,10.0,1.0,1584.8556859709092,1353.8186303271077,0.8344886455438076,1.0,1.6551135445619236,1586.5107995154713,1352.1635167825457
117,2026-03-15,regional,愛媛ＦＣ,ＦＣ大阪,0,1,10.0,1.0,1348.2468287722495,1486.9540786165405,0.3750435117758677,0.0,-3.750435117758677,1344.496393654491,1490.704513734299
118,2026-03-15,regional,ロアッソ熊本,ガイナーレ鳥取,0,1,10.0,1.0,1439.621935757974,1410.7214464892888,0.6116344407788559,0.0,-6.116344407788558,1433.5055913501853,1416.8377908970774
119,2026-03-15,regional,鹿児島ユナイテッドＦＣ,レイラック滋賀ＦＣ,1,0,10.0,1.0,1490.7073393128653,1356.5392912424363,0.7427204525198394,1.0,2.5727954748016058,1493.2801347876668,1353.9664957676348
120,2026-03-20,regional,ザスパ群馬,湘南ベルマーレ,0,2,10.0,1.0986122886681098,1395.6836713699186,1477.7399416628787,0.45399778203890856,0.0,-4.98767542376011,1390.6959959461585,1482.7276170866387
121,2026-03-20,regional,アルビレックス新潟,カターレ富山,2,3,10.0,1.0,1442.4024384559093,1443.3910464419762,0.5700688961201625,0.0,-5.700688961201625,1436.7017494947077,1449.0917354031778
122,2026-03-21,regional,ブラウブリッツ秋田,ヴァンラーレ八戸,1,0,10.0,1.0,1479.028192133309,1499.3007314274096,0.5426771600288478,1.0,4.573228399711522,1483.6014205330205,1494.727503027698
123,2026-03-21,regional,ＳＣ相模原,横浜ＦＣ,2,4,10.0,1.0986122886681098,1403.9617283889377,1500.1292896022428,0.4339478501482889,0.0,-4.767404408140177,1399.1943239807974,1504.896694010383
124,2026-03-21,regional,北海道コンサドーレ札幌,ヴァンフォーレ甲府,1,0,10.0,1.0,1462.5104087583854,1467.8591024181085,0.5639069409741644,1.0,4.360930590258356,1466.8713393486437,1463.4981718278502
125,2026-03-21,regional,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,3,3,10.0,1.0,1427.8672949896593,1443.3433346998286,0.5495210896622045,0.5,-0.49521089662204476,1427.3720840930373,1443.8385455964506
126,2026-03-21,regional,松本山雅ＦＣ,ＦＣ岐阜,2,2,10.0,1.0,1418.6330555259276,1436.2432095740512,0.5464781661660324,0.5,-0.464781661660324,1418.1682738642673,1436.7079912357115
127,2026-03-21,regional,ＡＣ長野パルセイロ,いわきＦＣ,1,3,10.0,1.0986122886681098,1306.8687344840932,1544.2103685935558,0.25380416092037444,0.0,-2.788323701022218,1304.080410783071,1546.998692294578
128,2026-03-21,regional,ジュビロ磐田,ＲＢ大宮アルディージャ,1,4,10.0,1.3862943611198906,1504.241585467937,1557.6230547445114,0.4951338281796738,0.0,-6.864012340051866,1497.3775731278852,1564.4870670845633
129,2026-03-21,regional,大分トリニータ,ＦＣ琉球,2,3,10.0,1.0,1420.8924088371064,1352.3740570197542,0.6642399028554935,0.0,-6.6423990285549355,1414.2500098085513,1359.0164560483092
130,2026-03-21,regional,テゲバジャーロ宮崎,ロアッソ熊本,1,0,10.0,1.0,1508.9856324678804,1433.5055913501853,0.6731179518726205,1.0,3.2688204812737953,1512.2544529491543,1430.2367708689114
131,2026-03-22,regional,モンテディオ山形,ベガルタ仙台,0,1,10.0,1.0,1536.9539060890074,1554.0340617980248,0.5472341966467097,0.0,-5.472341966467097,1531.4815641225402,1559.506403764492
132,2026-03-22,regional,栃木ＳＣ,栃木シティ,3,2,10.0,1.0,1444.5720812417599,1496.2238056272013,0.49762299544020544,1.0,5.023770045597946,1449.5958512873578,1491.2000355816033
