match_no,date,stage,home,away,home_goals,away_goals,k,margin_multiplier,home_elo_before,away_elo_before,expected_home,actual_home,elo_delta_home,home_elo_after,away_elo_after
340,2026-05-17,regional,レイラック滋賀ＦＣ,ギラヴァンツ北九州,1,0,10.0,1.0,1339.0476188331734,1412.9671079230127,0.4656313705098884,1.0,5.343686294901115,1344.3913051280745,1407.6234216281116
341,2026-05-23,regional,ベガルタ仙台,横浜ＦＣ,0,3,10.0,1.3862943611198906,1573.9172728510002,1502.5826477342505,0.667845857231402,0.0,-9.258309459771722,1564.6589633912286,1511.8409571940222
342,2026-05-23,regional,ザスパ群馬,ＳＣ相模原,7,2,10.0,1.75,1403.7574600885978,1426.9099727584055,0.538559921452755,1.0,8.075201374576787,1411.8326614631746,1418.8347713838286
343,2026-05-23,regional,北海道コンサドーレ札幌,ジュビロ磐田,0,1,10.0,1.0,1491.4796340997098,1495.1188060252236,0.566325409256632,0.0,-5.66325409256632,1485.8163800071434,1500.78206011779
344,2026-05-23,regional,藤枝ＭＹＦＣ,いわきＦＣ,0,0,10.0,1.0,1451.0426762714822,1529.4553356019942,0.45920180419579204,0.5,0.4079819580420796,1451.4506582295242,1529.0473536439522
345,2026-05-23,regional,ＦＣ岐阜,ＲＢ大宮アルディージャ,0,2,10.0,1.0986122886681098,1430.685583949027,1534.5355445583355,0.4231183290760698,0.0,-4.648429958836875,1426.03715399019,1539.1839745171724
346,2026-05-23,regional,ＡＣ長野パルセイロ,ヴァンフォーレ甲府,0,0,10.0,1.0,1314.091837550565,1479.9836846349751,0.339140429622874,0.5,1.6085957037712602,1315.7004332543363,1478.375088931204
347,2026-05-23,regional,アルビレックス新潟,愛媛ＦＣ,2,1,10.0,1.0,1451.186101601199,1388.3993527107536,0.656842044338126,1.0,3.43157955661874,1454.6176811578177,1384.9677731541349
348,2026-05-23,regional,奈良クラブ,カターレ富山,5,1,10.0,1.6094379124341003,1407.8052676479283,1483.576260783231,0.4629804275412917,1.0,8.642996596341966,1416.4482642442704,1474.933264186889
349,2026-05-23,regional,レノファ山口ＦＣ,ロアッソ熊本,1,1,10.0,1.0,1446.5798845981337,1427.092385214198,0.5986881888246584,0.5,-0.9868818882465835,1445.593002709887,1428.0792671024446
350,2026-05-23,regional,サガン鳥栖,ＦＣ琉球,2,2,10.0,1.0,1514.621627682558,1339.6763142461893,0.7849736064624943,0.5,-2.8497360646249428,1511.771891617933,1342.5260503108143
351,2026-05-24,regional,ヴァンラーレ八戸,栃木ＳＣ,0,0,10.0,1.0,1482.2070767344,1438.8448825877974,0.63121576262446,0.5,-1.3121576262446,1480.8949191081554,1440.1570402140421
352,2026-05-24,regional,ブラウブリッツ秋田,栃木シティ,1,0,10.0,1.0,1484.3209071390938,1492.894147053533,0.5593369649462782,1.0,4.406630350537219,1488.727537489631,1488.487516702996
353,2026-05-24,regional,モンテディオ山形,湘南ベルマーレ,3,1,10.0,1.0986122886681098,1506.2875049641436,1475.9055374294676,0.6136582414259658,1.0,4.24439803595082,1510.5319030000944,1471.6611393935168
354,2026-05-24,regional,松本山雅ＦＣ,福島ユナイテッドＦＣ,3,3,10.0,1.0,1428.3214348368956,1414.68561172785,0.590568795963593,0.5,-0.9056879596359302,1427.4157468772596,1415.591299687486
355,2026-05-24,regional,カマタマーレ讃岐,ＦＣ大阪,2,2,10.0,1.0,1343.684833331755,1466.8108676014738,0.3962900939433054,0.5,1.0370990605669461,1344.721932392322,1465.7737685409068
356,2026-05-24,regional,徳島ヴォルティス,ＦＣ今治,1,1,10.0,1.0,1556.3162978994492,1469.7000868987045,0.687063436148911,0.5,-1.8706343614891097,1554.4456635379602,1471.5707212601935
357,2026-05-24,regional,ガイナーレ鳥取,大分トリニータ,0,0,10.0,1.0,1414.1029092669648,1406.5608525871207,0.5820607422483469,0.5,-0.8206074224834692,1413.2823018444815,1407.381460009604
358,2026-05-24,regional,ギラヴァンツ北九州,鹿児島ユナイテッドＦＣ,1,5,10.0,1.6094379124341003,1407.6234216281116,1479.0154871748528,0.4692531871573795,0.0,-7.552338699416211,1400.0710829286954,1486.567825874269
359,2026-05-24,regional,テゲバジャーロ宮崎,レイラック滋賀ＦＣ,2,2,10.0,1.0,1541.232643426026,1344.3913051280745,0.8054846341837196,0.5,-3.0548463418371963,1538.1777970841888,1347.4461514699117
360,2026-05-24,regional,ツエーゲン金沢,高知ユナイテッドSC,2,0,10.0,1.0986122886681098,1435.41039678733,1373.1907175756314,0.6561058895155074,1.0,3.778062957788522,1439.1884597451185,1369.412654617843
361,2026-05-30,playoff,ベガルタ仙台,ヴァンフォーレ甲府,1,0,5.0,1.0,1564.6589633912286,1478.375088931204,0.6866519622854548,1.0,1.5667401885727261,1566.2257035798013,1476.808348742631
362,2026-05-30,playoff,栃木シティ,ジュビロ磐田,2,2,5.0,1.0,1488.487516702996,1500.78206011779,0.554050483872239,0.5,-0.27025241936119493,1488.2172642836347,1501.0523125371512
363,2026-05-30,playoff,横浜ＦＣ,ＲＢ大宮アルディージャ,2,1,5.0,1.0,1511.8409571940222,1539.1839745171724,0.5325598773631633,1.0,2.337200613184183,1514.1781578072064,1536.8467739039882
364,2026-05-30,playoff,湘南ベルマーレ,いわきＦＣ,1,1,5.0,1.0,1471.6611393935168,1529.0473536439522,0.48937198431337764,0.5,0.053140078433111804,1471.71427947195,1528.994213565519
365,2026-05-30,playoff,ＳＣ相模原,藤枝ＭＹＦＣ,1,1,5.0,1.0,1418.8347713838286,1451.4506582295242,0.5249968930242055,0.5,-0.12498446512102745,1418.7097869187076,1451.5756426946452
366,2026-05-30,playoff,アルビレックス新潟,鹿児島ユナイテッドＦＣ,0,0,5.0,1.0,1454.6176811578177,1486.567825874269,0.5259524856472035,0.5,-0.1297624282360177,1454.4879187295817,1486.697588302505
367,2026-05-30,playoff,ＦＣ大阪,レイラック滋賀ＦＣ,0,0,5.0,1.0,1465.7737685409068,1347.4461514699117,0.7249144792782863,0.5,-1.1245723963914318,1464.6491961445154,1348.570723866303
368,2026-05-30,playoff,奈良クラブ,大分トリニータ,3,3,5.0,1.0,1416.4482642442704,1407.381460009604,0.5841943748589575,0.5,-0.42097187429478766,1416.0272923699756,1407.8024318838989
369,2026-05-30,playoff,徳島ヴォルティス,サガン鳥栖,3,1,5.0,1.0986122886681098,1554.4456635379602,1511.771891617933,0.6302927958096806,1.0,2.030824388663075,1556.4764879266233,1509.74106722927
370,2026-05-30,playoff,高知ユナイテッドSC,レノファ山口ＦＣ,2,2,5.0,1.0,1369.412654617843,1445.593002709887,0.462394599153994,0.5,0.18802700423003,1369.600681622073,1445.404975705657
371,2026-05-30,playoff,愛媛ＦＣ,ロアッソ熊本,0,1,5.0,1.0,1384.9677731541349,1428.0792671024446,0.5099120583208981,0.0,-2.549560291604491,1382.4182128625305,1430.628827394049
372,2026-05-30,playoff,カターレ富山,テゲバジャーロ宮崎,1,0,5.0,1.0,1474.933264186889,1538.1777970841888,0.4809488124784694,1.0,2.5952559376076536,1477.5285201244965,1535.5825411465812
373,2026-05-31,playoff,ブラウブリッツ秋田,北海道コンサドーレ札幌,1,1,5.0,1.0,1488.727537489631,1485.8163800071434,0.5755620225523582,0.5,-0.3778101127617911,1488.3497273768692,1486.1941901199052
374,2026-05-31,playoff,モンテディオ山形,松本山雅ＦＣ,1,1,5.0,1.0,1510.5319030000944,1427.4157468772596,0.6827152425320835,0.5,-0.9135762126604174,1509.618326787434,1428.32932308992
375,2026-05-31,playoff,栃木ＳＣ,ＡＣ長野パルセイロ,0,0,5.0,1.0,1440.1570402140421,1315.7004332543363,0.731893938457416,0.5,-1.1594696922870802,1438.997570521755,1316.8599029466234
376,2026-05-31,playoff,ザスパ群馬,ＦＣ岐阜,0,1,5.0,1.0,1411.8326614631746,1426.03715399019,0.5513323783512238,0.0,-2.756661891756119,1409.0759995714186,1428.793815881946
377,2026-05-31,playoff,カマタマーレ讃岐,ギラヴァンツ北九州,3,1,5.0,1.0986122886681098,1344.721932392322,1400.0710829286954,0.49230256176153764,1.0,2.788813222870467,1347.5107456151925,1397.282269705825
378,2026-05-31,playoff,ＦＣ今治,ＦＣ琉球,1,2,5.0,1.0,1471.5707212601935,1342.5260503108143,0.7370446011349748,0.0,-3.685223005674874,1467.8854982545186,1346.2112733164893
379,2026-05-31,playoff,ツエーゲン金沢,ガイナーレ鳥取,1,3,5.0,1.0986122886681098,1439.1884597451185,1413.2823018444815,0.6075322683923755,0.0,-3.33721207909138,1435.8512476660271,1416.6195139235729
380,2026-06-01,playoff,ヴァンラーレ八戸,福島ユナイテッドＦＣ,0,1,5.0,1.0,1480.8949191081554,1415.591299687486,0.660100248178567,0.0,-3.300501240892835,1477.5944178672626,1418.8918009283789
381,2026-06-05,playoff,カマタマーレ讃岐,ＡＣ長野パルセイロ,0,0,5.0,1.0,1347.5107456151925,1316.8599029466234,0.6140251248418109,0.5,-0.5701256242090547,1346.9406199909834,1317.4300285708325
382,2026-06-06,playoff,栃木シティ,レイラック滋賀ＦＣ,3,1,5.0,1.0986122886681098,1488.2172642836347,1348.570723866303,0.7487004360466291,1.0,1.3804039454805543,1489.5976682291152,1347.1903199208225
383,2026-06-06,playoff,ＲＢ大宮アルディージャ,高知ユナイテッドSC,2,1,5.0,1.0,1536.8467739039882,1369.600681622073,0.7773983481406405,1.0,1.1130082592967976,1537.959782163285,1368.4876733627761
384,2026-06-06,playoff,藤枝ＭＹＦＣ,愛媛ＦＣ,1,0,5.0,1.0,1451.5756426946452,1382.4182128625305,0.665059878216143,1.0,1.674700608919285,1453.2503433035645,1380.7435122536112
385,2026-06-06,playoff,松本山雅ＦＣ,奈良クラブ,0,2,5.0,1.0986122886681098,1428.32932308992,1416.0272923699756,0.5887110114549873,0.0,-3.233825758293407,1425.0954973316266,1419.2611181282691
386,2026-06-06,playoff,テゲバジャーロ宮崎,ヴァンフォーレ甲府,2,1,5.0,1.0,1535.5825411465812,1476.808348742631,0.6516170154629803,1.0,1.7419149226850983,1537.3244560692663,1475.066433819946
387,2026-06-06,playoff,ＦＣ岐阜,ガイナーレ鳥取,1,1,5.0,1.0,1428.793815881946,1416.6195139235729,0.5885329696662626,0.5,-0.4426648483313128,1428.3511510336148,1417.0621787719042
388,2026-06-06,playoff,ジュビロ磐田,ＦＣ大阪,1,1,5.0,1.0,1501.0523125371512,1464.6491961445154,0.6218425587295595,0.5,-0.6092127936477976,1500.4430997435034,1465.2584089381633
389,2026-06-06,playoff,サガン鳥栖,湘南ベルマーレ,1,0,5.0,1.0,1509.74106722927,1471.71427947195,0.6240379375190988,1.0,1.8798103124045062,1511.6208775416744,1469.8344691595455
390,2026-06-06,playoff,横浜ＦＣ,レノファ山口ＦＣ,2,1,5.0,1.0,1514.1781578072064,1445.404975705657,0.664566984430749,1.0,1.6771650778462548,1515.8553228850526,1443.7278106278109
391,2026-06-06,playoff,ＳＣ相模原,ロアッソ熊本,3,0,5.0,1.3862943611198906,1418.7097869187076,1430.628827394049,0.5545844985173576,1.0,3.0873849903038773,1421.7971719090115,1427.5414424037451
392,2026-06-06,playoff,ベガルタ仙台,カターレ富山,1,1,5.0,1.0,1566.2257035798013,1477.5285201244965,0.6896332277062416,0.5,-0.9481661385312079,1565.2775374412702,1478.4766862630277
393,2026-06-06,playoff,アルビレックス新潟,北海道コンサドーレ札幌,0,0,5.0,1.0,1454.4879187295817,1486.1941901199052,0.5263024892305761,0.5,-0.1315124461528805,1454.356406283429,1486.325702566058
394,2026-06-07,playoff,ヴァンラーレ八戸,ＦＣ今治,1,1,5.0,1.0,1477.5944178672626,1467.8854982545186,0.5850919707792986,0.5,-0.4254598538964932,1477.1689580133661,1468.310958108415
395,2026-06-07,playoff,ブラウブリッツ秋田,鹿児島ユナイテッドＦＣ,0,2,5.0,1.0986122886681098,1488.3497273768692,1486.697588302505,0.5737905674816853,0.0,-3.151866842786139,1485.197860534083,1489.8494551452911
396,2026-06-07,playoff,徳島ヴォルティス,いわきＦＣ,2,0,5.0,1.0986122886681098,1556.4764879266233,1528.994213565519,0.6096934478412843,1.0,2.143977872746228,1558.6204657993696,1526.8502356927727
397,2026-06-07,playoff,ツエーゲン金沢,ザスパ群馬,4,1,5.0,1.3862943611198906,1435.8512476660271,1409.0759995714186,0.608724496541855,1.0,2.7121151204418634,1438.563362786469,1406.3638844509767
398,2026-06-07,playoff,大分トリニータ,モンテディオ山形,1,0,5.0,1.0,1407.8024318838989,1509.618326787434,0.42597891778571606,1.0,2.8701054110714197,1410.6725372949702,1506.7482213763626
399,2026-06-07,playoff,栃木ＳＣ,ギラヴァンツ北九州,1,1,5.0,1.0,1438.997570521755,1397.282269705825,0.6290061879717002,0.5,-0.6450309398585008,1438.3525395818965,1397.9273006456835
400,2026-06-07,playoff,福島ユナイテッドＦＣ,ＦＣ琉球,1,1,5.0,1.0,1418.8918009283789,1346.2112733164893,0.6695622577709146,0.5,-0.847811288854573,1418.0439896395244,1347.0590846053437
