team,opponent,matches,wins,draws,losses,gf,ga,home_matches,gd,win_rate,draw_rate,loss_rate,points,points_per_match
アビスパ福岡,ガンバ大阪,28,9,5,14,30,41,14,-11,0.32142857142857145,0.17857142857142858,0.5,32,1.1428571428571428
アビスパ福岡,サンフレッチェ広島,28,8,3,17,27,51,14,-24,0.2857142857142857,0.10714285714285714,0.6071428571428571,27,0.9642857142857143
アビスパ福岡,横浜Ｆ・マリノス,28,6,2,20,21,53,14,-32,0.21428571428571427,0.07142857142857142,0.7142857142857143,20,0.7142857142857143
アビスパ福岡,名古屋グランパス,28,5,3,20,21,53,14,-32,0.17857142857142858,0.10714285714285714,0.7142857142857143,18,0.6428571428571429
アビスパ福岡,鹿島アントラーズ,28,4,5,19,21,55,14,-34,0.14285714285714285,0.17857142857142858,0.6785714285714286,17,0.6071428571428571
アビスパ福岡,柏レイソル,26,9,1,16,32,47,13,-15,0.34615384615384615,0.038461538461538464,0.6153846153846154,28,1.0769230769230769
アビスパ福岡,浦和レッズ,26,7,5,14,24,36,13,-12,0.2692307692307692,0.19230769230769232,0.5384615384615384,26,1.0
アビスパ福岡,セレッソ大阪,26,7,3,16,24,50,13,-26,0.2692307692307692,0.11538461538461539,0.6153846153846154,24,0.9230769230769231
アビスパ福岡,ヴィッセル神戸,24,4,7,13,19,31,12,-12,0.16666666666666666,0.2916666666666667,0.5416666666666666,19,0.7916666666666666
アビスパ福岡,清水エスパルス,22,4,3,15,21,43,11,-22,0.18181818181818182,0.13636363636363635,0.6818181818181818,15,0.6818181818181818
アビスパ福岡,ジュビロ磐田,22,3,5,14,23,49,11,-26,0.13636363636363635,0.22727272727272727,0.6363636363636364,14,0.6363636363636364
アビスパ福岡,湘南ベルマーレ,20,9,6,5,25,19,10,6,0.45,0.3,0.25,33,1.65
アビスパ福岡,京都サンガF.C.,20,10,1,9,36,30,10,6,0.5,0.05,0.45,31,1.55
アビスパ福岡,ＦＣ東京,18,10,3,5,22,19,9,3,0.5555555555555556,0.16666666666666666,0.2777777777777778,33,1.8333333333333333
アビスパ福岡,川崎フロンターレ,18,5,2,11,26,38,9,-12,0.2777777777777778,0.1111111111111111,0.6111111111111112,17,0.9444444444444444
アビスパ福岡,東京ヴェルディ,16,4,4,8,12,21,8,-9,0.25,0.25,0.5,16,1.0
アビスパ福岡,ジェフユナイテッド千葉,14,5,1,8,22,34,7,-12,0.35714285714285715,0.07142857142857142,0.5714285714285714,16,1.1428571428571428
アビスパ福岡,北海道コンサドーレ札幌,12,5,5,2,16,14,6,2,0.4166666666666667,0.4166666666666667,0.16666666666666666,20,1.6666666666666667
アビスパ福岡,アルビレックス新潟,12,5,0,7,12,18,6,-6,0.4166666666666667,0.0,0.5833333333333334,15,1.25
アビスパ福岡,サガン鳥栖,10,3,5,2,10,6,5,4,0.3,0.5,0.2,14,1.4
アビスパ福岡,横浜ＦＣ,6,2,3,1,6,4,3,2,0.3333333333333333,0.5,0.16666666666666666,9,1.5
アビスパ福岡,大宮アルディージャ,6,2,2,2,7,6,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,8,1.3333333333333333
アビスパ福岡,ベガルタ仙台,6,1,2,3,4,9,3,-5,0.16666666666666666,0.3333333333333333,0.5,5,0.8333333333333334
アビスパ福岡,ヴァンフォーレ甲府,6,1,2,3,5,7,3,-2,0.16666666666666666,0.3333333333333333,0.5,5,0.8333333333333334
アビスパ福岡,横浜フリューゲルス,6,0,0,6,6,14,3,-8,0.0,0.0,1.0,0,0.0
アビスパ福岡,大分トリニータ,4,1,1,2,2,4,2,-2,0.25,0.25,0.5,4,1.0
アビスパ福岡,ＦＣ町田ゼルビア,4,0,3,1,2,5,2,-3,0.0,0.75,0.25,3,0.75
アビスパ福岡,徳島ヴォルティス,2,2,0,0,5,1,1,4,1.0,0.0,0.0,6,3.0
アビスパ福岡,ファジアーノ岡山,2,1,1,0,2,1,1,1,0.5,0.5,0.0,4,2.0
アビスパ福岡,モンテディオ山形,2,1,0,1,5,2,1,3,0.5,0.0,0.5,3,1.5
アルビレックス新潟,横浜Ｆ・マリノス,34,12,9,13,32,43,17,-11,0.35294117647058826,0.2647058823529412,0.38235294117647056,45,1.3235294117647058
アルビレックス新潟,鹿島アントラーズ,34,7,9,18,37,65,17,-28,0.20588235294117646,0.2647058823529412,0.5294117647058824,30,0.8823529411764706
アルビレックス新潟,浦和レッズ,34,1,8,25,22,67,17,-45,0.029411764705882353,0.23529411764705882,0.7352941176470589,11,0.3235294117647059
アルビレックス新潟,名古屋グランパス,32,11,6,15,37,42,16,-5,0.34375,0.1875,0.46875,39,1.21875
アルビレックス新潟,川崎フロンターレ,32,11,4,17,39,60,16,-21,0.34375,0.125,0.53125,37,1.15625
アルビレックス新潟,ＦＣ東京,32,9,6,17,38,49,16,-11,0.28125,0.1875,0.53125,33,1.03125
アルビレックス新潟,サンフレッチェ広島,32,7,10,15,27,47,16,-20,0.21875,0.3125,0.46875,31,0.96875
アルビレックス新潟,ガンバ大阪,32,6,10,16,41,64,16,-23,0.1875,0.3125,0.5,28,0.875
アルビレックス新潟,ヴィッセル神戸,30,11,9,10,40,40,15,0,0.36666666666666664,0.3,0.3333333333333333,42,1.4
アルビレックス新潟,柏レイソル,30,5,14,11,28,40,15,-12,0.16666666666666666,0.4666666666666667,0.36666666666666664,29,0.9666666666666667
アルビレックス新潟,清水エスパルス,28,12,6,10,43,36,14,7,0.42857142857142855,0.21428571428571427,0.35714285714285715,42,1.5
アルビレックス新潟,ジュビロ磐田,26,6,8,12,32,49,13,-17,0.23076923076923078,0.3076923076923077,0.46153846153846156,26,1.0
アルビレックス新潟,大宮アルディージャ,24,9,9,6,29,25,12,4,0.375,0.375,0.25,36,1.5
アルビレックス新潟,セレッソ大阪,24,7,7,10,23,31,12,-8,0.2916666666666667,0.2916666666666667,0.4166666666666667,28,1.1666666666666667
アルビレックス新潟,サガン鳥栖,16,8,1,7,19,19,8,0,0.5,0.0625,0.4375,25,1.5625
アルビレックス新潟,ヴァンフォーレ甲府,16,6,6,4,20,14,8,6,0.375,0.375,0.25,24,1.5
アルビレックス新潟,ベガルタ仙台,16,7,2,7,17,21,8,-4,0.4375,0.125,0.4375,23,1.4375
アルビレックス新潟,湘南ベルマーレ,14,7,2,5,25,23,7,2,0.5,0.14285714285714285,0.35714285714285715,23,1.6428571428571428
アルビレックス新潟,大分トリニータ,14,5,4,5,19,20,7,-1,0.35714285714285715,0.2857142857142857,0.35714285714285715,19,1.3571428571428572
アルビレックス新潟,京都サンガF.C.,14,5,3,6,14,14,7,0,0.35714285714285715,0.21428571428571427,0.42857142857142855,18,1.2857142857142858
アルビレックス新潟,アビスパ福岡,12,7,0,5,18,12,6,6,0.5833333333333334,0.0,0.4166666666666667,21,1.75
アルビレックス新潟,ジェフユナイテッド千葉,12,3,5,4,18,18,6,0,0.25,0.4166666666666667,0.3333333333333333,14,1.1666666666666667
アルビレックス新潟,北海道コンサドーレ札幌,10,7,3,0,16,7,5,9,0.7,0.3,0.0,24,2.4
アルビレックス新潟,東京ヴェルディ,10,0,5,5,7,17,5,-10,0.0,0.5,0.5,5,0.5
アルビレックス新潟,モンテディオ山形,8,5,2,1,12,5,4,7,0.625,0.25,0.125,17,2.125
アルビレックス新潟,横浜ＦＣ,6,3,1,2,8,4,3,4,0.5,0.16666666666666666,0.3333333333333333,10,1.6666666666666667
アルビレックス新潟,ＦＣ町田ゼルビア,4,1,1,2,3,6,2,-3,0.25,0.25,0.5,4,1.0
アルビレックス新潟,松本山雅ＦＣ,2,2,0,0,4,1,1,3,1.0,0.0,0.0,6,3.0
アルビレックス新潟,徳島ヴォルティス,2,1,0,1,3,3,1,0,0.5,0.0,0.5,3,1.5
アルビレックス新潟,ファジアーノ岡山,2,0,1,1,2,3,1,-1,0.0,0.5,0.5,1,0.5
ガンバ大阪,横浜Ｆ・マリノス,70,22,12,36,97,113,35,-16,0.3142857142857143,0.17142857142857143,0.5142857142857142,78,1.1142857142857143
ガンバ大阪,鹿島アントラーズ,70,20,15,35,81,115,35,-34,0.2857142857142857,0.21428571428571427,0.5,75,1.0714285714285714
ガンバ大阪,名古屋グランパス,68,33,7,28,127,111,34,16,0.4852941176470588,0.10294117647058823,0.4117647058823529,106,1.5588235294117647
ガンバ大阪,浦和レッズ,68,29,13,26,92,91,34,1,0.4264705882352941,0.19117647058823528,0.38235294117647056,100,1.4705882352941178
ガンバ大阪,サンフレッチェ広島,66,27,11,28,98,106,33,-8,0.4090909090909091,0.16666666666666666,0.42424242424242425,92,1.393939393939394
ガンバ大阪,清水エスパルス,64,32,9,23,109,89,32,20,0.5,0.140625,0.359375,105,1.640625
ガンバ大阪,柏レイソル,56,23,6,27,85,98,28,-13,0.4107142857142857,0.10714285714285714,0.48214285714285715,75,1.3392857142857142
ガンバ大阪,ヴィッセル神戸,54,23,11,20,104,85,27,19,0.42592592592592593,0.2037037037037037,0.37037037037037035,80,1.4814814814814814
ガンバ大阪,ジュビロ磐田,54,22,8,24,89,87,27,2,0.4074074074074074,0.14814814814814814,0.4444444444444444,74,1.3703703703703705
ガンバ大阪,セレッソ大阪,50,25,7,18,86,64,25,22,0.5,0.14,0.36,82,1.64
ガンバ大阪,ＦＣ東京,48,17,12,19,69,65,24,4,0.3541666666666667,0.25,0.3958333333333333,63,1.3125
ガンバ大阪,川崎フロンターレ,42,18,9,15,77,79,21,-2,0.42857142857142855,0.21428571428571427,0.35714285714285715,63,1.5
ガンバ大阪,ジェフユナイテッド千葉,40,20,4,16,66,64,20,2,0.5,0.1,0.4,64,1.6
ガンバ大阪,湘南ベルマーレ,38,23,3,12,69,54,19,15,0.6052631578947368,0.07894736842105263,0.3157894736842105,72,1.894736842105263
ガンバ大阪,東京ヴェルディ,38,15,4,19,60,60,19,0,0.39473684210526316,0.10526315789473684,0.5,49,1.2894736842105263
ガンバ大阪,アルビレックス新潟,32,16,10,6,64,41,16,23,0.5,0.3125,0.1875,58,1.8125
ガンバ大阪,京都サンガF.C.,30,15,5,10,52,38,15,14,0.5,0.16666666666666666,0.3333333333333333,50,1.6666666666666667
ガンバ大阪,アビスパ福岡,28,14,5,9,41,30,14,11,0.5,0.17857142857142858,0.32142857142857145,47,1.6785714285714286
ガンバ大阪,ベガルタ仙台,26,13,6,7,47,29,13,18,0.5,0.23076923076923078,0.2692307692307692,45,1.7307692307692308
ガンバ大阪,北海道コンサドーレ札幌,26,11,6,9,38,29,13,9,0.4230769230769231,0.23076923076923078,0.34615384615384615,39,1.5
ガンバ大阪,サガン鳥栖,24,11,4,9,34,32,12,2,0.4583333333333333,0.16666666666666666,0.375,37,1.5416666666666667
ガンバ大阪,大宮アルディージャ,22,14,2,6,47,23,11,24,0.6363636363636364,0.09090909090909091,0.2727272727272727,44,2.0
ガンバ大阪,大分トリニータ,20,13,1,6,36,23,10,13,0.65,0.05,0.3,40,2.0
ガンバ大阪,横浜フリューゲルス,18,8,0,10,30,27,9,3,0.4444444444444444,0.0,0.5555555555555556,24,1.3333333333333333
ガンバ大阪,ヴァンフォーレ甲府,14,8,2,4,27,17,7,10,0.5714285714285714,0.14285714285714285,0.2857142857142857,26,1.8571428571428572
ガンバ大阪,横浜ＦＣ,10,5,4,1,15,10,5,5,0.5,0.4,0.1,19,1.9
ガンバ大阪,モンテディオ山形,8,6,1,1,20,7,4,13,0.75,0.125,0.125,19,2.375
ガンバ大阪,松本山雅ＦＣ,4,3,1,0,9,3,2,6,0.75,0.25,0.0,10,2.5
ガンバ大阪,徳島ヴォルティス,4,2,1,1,6,3,2,3,0.5,0.25,0.25,7,1.75
ガンバ大阪,ＦＣ町田ゼルビア,4,0,1,3,3,8,2,-5,0.0,0.25,0.75,1,0.25
ガンバ大阪,Ｖ・ファーレン長崎,2,1,0,1,2,4,1,-2,0.5,0.0,0.5,3,1.5
ガンバ大阪,ファジアーノ岡山,2,0,0,2,0,5,1,-5,0.0,0.0,1.0,0,0.0
サガン鳥栖,ＦＣ東京,26,12,6,8,39,31,13,8,0.46153846153846156,0.23076923076923078,0.3076923076923077,42,1.6153846153846154
サガン鳥栖,浦和レッズ,26,8,8,10,36,43,13,-7,0.3076923076923077,0.3076923076923077,0.38461538461538464,32,1.2307692307692308
サガン鳥栖,鹿島アントラーズ,26,8,6,12,26,37,13,-11,0.3076923076923077,0.23076923076923078,0.46153846153846156,30,1.1538461538461537
サガン鳥栖,横浜Ｆ・マリノス,26,7,6,13,23,35,13,-12,0.2692307692307692,0.23076923076923078,0.5,27,1.0384615384615385
サガン鳥栖,川崎フロンターレ,26,6,7,13,26,35,13,-9,0.23076923076923078,0.2692307692307692,0.5,25,0.9615384615384616
サガン鳥栖,サンフレッチェ広島,26,5,7,14,15,39,13,-24,0.19230769230769232,0.2692307692307692,0.5384615384615384,22,0.8461538461538461
サガン鳥栖,名古屋グランパス,24,9,8,7,24,26,12,-2,0.375,0.3333333333333333,0.2916666666666667,35,1.4583333333333333
サガン鳥栖,柏レイソル,24,9,8,7,35,34,12,1,0.375,0.3333333333333333,0.2916666666666667,35,1.4583333333333333
サガン鳥栖,ガンバ大阪,24,9,4,11,32,34,12,-2,0.375,0.16666666666666666,0.4583333333333333,31,1.2916666666666667
サガン鳥栖,ヴィッセル神戸,24,5,8,11,20,39,12,-19,0.20833333333333334,0.3333333333333333,0.4583333333333333,23,0.9583333333333334
サガン鳥栖,セレッソ大阪,22,7,4,11,23,29,11,-6,0.3181818181818182,0.18181818181818182,0.5,25,1.1363636363636365
サガン鳥栖,ベガルタ仙台,20,10,4,6,30,25,10,5,0.5,0.2,0.3,34,1.7
サガン鳥栖,清水エスパルス,20,5,10,5,27,26,10,1,0.25,0.5,0.25,25,1.25
サガン鳥栖,湘南ベルマーレ,20,5,7,8,25,29,10,-4,0.25,0.35,0.4,22,1.1
サガン鳥栖,北海道コンサドーレ札幌,18,7,4,7,28,25,9,3,0.3888888888888889,0.2222222222222222,0.3888888888888889,25,1.3888888888888888
サガン鳥栖,アルビレックス新潟,16,7,1,8,19,19,8,0,0.4375,0.0625,0.5,22,1.375
サガン鳥栖,ジュビロ磐田,16,6,4,6,22,19,8,3,0.375,0.25,0.375,22,1.375
サガン鳥栖,ヴァンフォーレ甲府,10,5,3,2,11,5,5,6,0.5,0.3,0.2,18,1.8
サガン鳥栖,大宮アルディージャ,10,3,5,2,13,9,5,4,0.3,0.5,0.2,14,1.4
サガン鳥栖,アビスパ福岡,10,2,5,3,6,10,5,-4,0.2,0.5,0.3,11,1.1
サガン鳥栖,大分トリニータ,8,2,4,2,12,13,4,-1,0.25,0.5,0.25,10,1.25
サガン鳥栖,横浜ＦＣ,6,3,2,1,10,5,3,5,0.5,0.3333333333333333,0.16666666666666666,11,1.8333333333333333
サガン鳥栖,京都サンガF.C.,6,3,0,3,10,10,3,0,0.5,0.0,0.5,9,1.5
サガン鳥栖,徳島ヴォルティス,4,3,0,1,8,3,2,5,0.75,0.0,0.25,9,2.25
サガン鳥栖,松本山雅ＦＣ,4,2,1,1,4,3,2,1,0.5,0.25,0.25,7,1.75
サガン鳥栖,モンテディオ山形,2,2,0,0,4,1,1,3,1.0,0.0,0.0,6,3.0
サガン鳥栖,Ｖ・ファーレン長崎,2,1,1,0,3,2,1,1,0.5,0.5,0.0,4,2.0
サガン鳥栖,ＦＣ町田ゼルビア,2,1,0,1,3,4,1,-1,0.5,0.0,0.5,3,1.5
サガン鳥栖,東京ヴェルディ,2,0,0,2,0,4,1,-4,0.0,0.0,1.0,0,0.0
サンフレッチェ広島,鹿島アントラーズ,68,24,12,32,86,98,34,-12,0.35294117647058826,0.17647058823529413,0.47058823529411764,84,1.2352941176470589
サンフレッチェ広島,横浜Ｆ・マリノス,68,22,8,38,96,120,34,-24,0.3235294117647059,0.11764705882352941,0.5588235294117647,74,1.088235294117647
サンフレッチェ広島,ガンバ大阪,66,28,11,27,106,98,33,8,0.42424242424242425,0.16666666666666666,0.4090909090909091,95,1.4393939393939394
サンフレッチェ広島,名古屋グランパス,66,24,12,30,92,81,33,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,84,1.2727272727272727
サンフレッチェ広島,浦和レッズ,66,23,8,35,81,101,33,-20,0.3484848484848485,0.12121212121212122,0.5303030303030303,77,1.1666666666666667
サンフレッチェ広島,清水エスパルス,62,24,11,27,82,74,31,8,0.3870967741935484,0.1774193548387097,0.43548387096774194,83,1.3387096774193548
サンフレッチェ広島,柏レイソル,54,19,14,21,71,67,27,4,0.35185185185185186,0.25925925925925924,0.3888888888888889,71,1.3148148148148149
サンフレッチェ広島,ジュビロ磐田,52,22,8,22,68,71,26,-3,0.4230769230769231,0.15384615384615385,0.4230769230769231,74,1.4230769230769231
サンフレッチェ広島,セレッソ大阪,50,25,8,17,73,69,25,4,0.5,0.16,0.34,83,1.66
サンフレッチェ広島,ヴィッセル神戸,50,22,13,15,75,61,25,14,0.44,0.26,0.3,79,1.58
サンフレッチェ広島,ＦＣ東京,46,18,11,17,59,56,23,3,0.391304347826087,0.2391304347826087,0.3695652173913043,65,1.4130434782608696
サンフレッチェ広島,川崎フロンターレ,42,12,9,21,47,76,21,-29,0.2857142857142857,0.21428571428571427,0.5,45,1.0714285714285714
サンフレッチェ広島,湘南ベルマーレ,40,22,6,12,58,45,20,13,0.55,0.15,0.3,72,1.8
サンフレッチェ広島,ジェフユナイテッド千葉,36,19,5,12,62,47,18,15,0.5277777777777778,0.1388888888888889,0.3333333333333333,62,1.7222222222222223
サンフレッチェ広島,東京ヴェルディ,34,19,2,13,55,51,17,4,0.5588235294117647,0.058823529411764705,0.38235294117647056,59,1.7352941176470589
サンフレッチェ広島,アルビレックス新潟,32,15,10,7,47,27,16,20,0.46875,0.3125,0.21875,55,1.71875
サンフレッチェ広島,アビスパ福岡,28,17,3,8,51,27,14,24,0.6071428571428571,0.10714285714285714,0.2857142857142857,54,1.9285714285714286
サンフレッチェ広島,サガン鳥栖,26,14,7,5,39,15,13,24,0.5384615384615384,0.2692307692307692,0.19230769230769232,49,1.8846153846153846
サンフレッチェ広島,京都サンガF.C.,26,15,3,8,48,24,13,24,0.5769230769230769,0.11538461538461539,0.3076923076923077,48,1.8461538461538463
サンフレッチェ広島,ベガルタ仙台,26,11,8,7,35,26,13,9,0.4230769230769231,0.3076923076923077,0.2692307692307692,41,1.5769230769230769
サンフレッチェ広島,北海道コンサドーレ札幌,24,11,7,6,44,30,12,14,0.4583333333333333,0.2916666666666667,0.25,40,1.6666666666666667
サンフレッチェ広島,大宮アルディージャ,22,11,5,6,32,24,11,8,0.5,0.22727272727272727,0.2727272727272727,38,1.7272727272727273
サンフレッチェ広島,大分トリニータ,18,10,4,4,22,14,9,8,0.5555555555555556,0.2222222222222222,0.2222222222222222,34,1.8888888888888888
サンフレッチェ広島,横浜フリューゲルス,18,7,0,11,28,33,9,-5,0.3888888888888889,0.0,0.6111111111111112,21,1.1666666666666667
サンフレッチェ広島,ヴァンフォーレ甲府,16,7,3,6,23,17,8,6,0.4375,0.1875,0.375,24,1.5
サンフレッチェ広島,横浜ＦＣ,10,6,2,2,17,6,5,11,0.6,0.2,0.2,20,2.0
サンフレッチェ広島,モンテディオ山形,8,7,0,1,21,9,4,12,0.875,0.0,0.125,21,2.625
サンフレッチェ広島,ＦＣ町田ゼルビア,4,4,0,0,8,3,2,5,1.0,0.0,0.0,12,3.0
サンフレッチェ広島,松本山雅ＦＣ,4,3,1,0,11,3,2,8,0.75,0.25,0.0,10,2.5
サンフレッチェ広島,徳島ヴォルティス,4,3,0,1,8,4,2,4,0.75,0.0,0.25,9,2.25
サンフレッチェ広島,Ｖ・ファーレン長崎,2,2,0,0,4,0,1,4,1.0,0.0,0.0,6,3.0
サンフレッチェ広島,ファジアーノ岡山,2,1,0,1,1,1,1,0,0.5,0.0,0.5,3,1.5
ジェフユナイテッド千葉,ガンバ大阪,40,16,4,20,64,66,20,-2,0.4,0.1,0.5,52,1.3
ジェフユナイテッド千葉,清水エスパルス,40,13,4,23,47,67,20,-20,0.325,0.1,0.575,43,1.075
ジェフユナイテッド千葉,名古屋グランパス,40,11,3,26,51,80,20,-29,0.275,0.075,0.65,36,0.9
ジェフユナイテッド千葉,横浜Ｆ・マリノス,40,10,5,25,57,72,20,-15,0.25,0.125,0.625,35,0.875
ジェフユナイテッド千葉,鹿島アントラーズ,40,11,2,27,48,84,20,-36,0.275,0.05,0.675,35,0.875
ジェフユナイテッド千葉,浦和レッズ,38,14,5,19,47,62,19,-15,0.3684210526315789,0.13157894736842105,0.5,47,1.236842105263158
ジェフユナイテッド千葉,サンフレッチェ広島,36,12,5,19,47,62,18,-15,0.3333333333333333,0.1388888888888889,0.5277777777777778,41,1.1388888888888888
ジェフユナイテッド千葉,ジュビロ磐田,36,11,7,18,53,75,18,-22,0.3055555555555556,0.19444444444444445,0.5,40,1.1111111111111112
ジェフユナイテッド千葉,東京ヴェルディ,34,14,1,19,45,59,17,-14,0.4117647058823529,0.029411764705882353,0.5588235294117647,43,1.2647058823529411
ジェフユナイテッド千葉,柏レイソル,30,12,8,10,44,39,15,5,0.4,0.26666666666666666,0.3333333333333333,44,1.4666666666666666
ジェフユナイテッド千葉,セレッソ大阪,24,12,1,11,40,37,12,3,0.5,0.041666666666666664,0.4583333333333333,37,1.5416666666666667
ジェフユナイテッド千葉,ヴィッセル神戸,24,9,4,11,46,45,12,1,0.375,0.16666666666666666,0.4583333333333333,31,1.2916666666666667
ジェフユナイテッド千葉,京都サンガF.C.,20,13,1,6,44,28,10,16,0.65,0.05,0.3,40,2.0
ジェフユナイテッド千葉,ＦＣ東京,20,7,7,6,36,35,10,1,0.35,0.35,0.3,28,1.4
ジェフユナイテッド千葉,横浜フリューゲルス,18,10,0,8,29,33,9,-4,0.5555555555555556,0.0,0.4444444444444444,30,1.6666666666666667
ジェフユナイテッド千葉,湘南ベルマーレ,16,9,0,7,30,27,8,3,0.5625,0.0,0.4375,27,1.6875
ジェフユナイテッド千葉,大分トリニータ,14,11,2,1,30,9,7,21,0.7857142857142857,0.14285714285714285,0.07142857142857142,35,2.5
ジェフユナイテッド千葉,アビスパ福岡,14,8,1,5,34,22,7,12,0.5714285714285714,0.07142857142857142,0.35714285714285715,25,1.7857142857142858
ジェフユナイテッド千葉,アルビレックス新潟,12,4,5,3,18,18,6,0,0.3333333333333333,0.4166666666666667,0.25,17,1.4166666666666667
ジェフユナイテッド千葉,川崎フロンターレ,12,3,3,6,11,16,6,-5,0.25,0.25,0.5,12,1.0
ジェフユナイテッド千葉,大宮アルディージャ,10,4,1,5,12,16,5,-4,0.4,0.1,0.5,13,1.3
ジェフユナイテッド千葉,北海道コンサドーレ札幌,8,4,0,4,13,14,4,-1,0.5,0.0,0.5,12,1.5
ジェフユナイテッド千葉,ベガルタ仙台,4,4,0,0,13,5,2,8,1.0,0.0,0.0,12,3.0
ジェフユナイテッド千葉,ヴァンフォーレ甲府,4,3,1,0,9,6,2,3,0.75,0.25,0.0,10,2.5
ジェフユナイテッド千葉,横浜ＦＣ,2,2,0,0,5,0,1,5,1.0,0.0,0.0,6,3.0
ジェフユナイテッド千葉,モンテディオ山形,2,0,0,2,1,3,1,-2,0.0,0.0,1.0,0,0.0
ジュビロ磐田,横浜Ｆ・マリノス,56,23,4,29,74,86,28,-12,0.4107142857142857,0.07142857142857142,0.5178571428571429,73,1.3035714285714286
ジュビロ磐田,鹿島アントラーズ,56,13,12,31,68,98,28,-30,0.23214285714285715,0.21428571428571427,0.5535714285714286,51,0.9107142857142857
ジュビロ磐田,ガンバ大阪,54,24,8,22,87,89,27,-2,0.4444444444444444,0.14814814814814814,0.4074074074074074,80,1.4814814814814814
ジュビロ磐田,浦和レッズ,54,24,6,24,74,84,27,-10,0.4444444444444444,0.1111111111111111,0.4444444444444444,78,1.4444444444444444
ジュビロ磐田,名古屋グランパス,54,21,8,25,72,82,27,-10,0.3888888888888889,0.14814814814814814,0.46296296296296297,71,1.3148148148148149
ジュビロ磐田,清水エスパルス,52,25,7,20,71,60,26,11,0.4807692307692308,0.1346153846153846,0.38461538461538464,82,1.5769230769230769
ジュビロ磐田,サンフレッチェ広島,52,22,8,22,71,68,26,3,0.4230769230769231,0.15384615384615385,0.4230769230769231,74,1.4230769230769231
ジュビロ磐田,柏レイソル,46,24,5,17,80,59,23,21,0.5217391304347826,0.10869565217391304,0.3695652173913043,77,1.673913043478261
ジュビロ磐田,ヴィッセル神戸,42,19,7,16,62,62,21,0,0.4523809523809524,0.16666666666666666,0.38095238095238093,64,1.5238095238095237
ジュビロ磐田,セレッソ大阪,42,18,9,15,80,74,21,6,0.42857142857142855,0.21428571428571427,0.35714285714285715,63,1.5
ジュビロ磐田,ＦＣ東京,38,17,9,12,59,43,19,16,0.4473684210526316,0.23684210526315788,0.3157894736842105,60,1.5789473684210527
ジュビロ磐田,ジェフユナイテッド千葉,36,18,7,11,75,53,18,22,0.5,0.19444444444444445,0.3055555555555556,61,1.6944444444444444
ジュビロ磐田,東京ヴェルディ,32,20,2,10,68,40,16,28,0.625,0.0625,0.3125,62,1.9375
ジュビロ磐田,川崎フロンターレ,32,10,7,15,56,63,16,-7,0.3125,0.21875,0.46875,37,1.15625
ジュビロ磐田,湘南ベルマーレ,30,14,4,12,48,42,15,6,0.4666666666666667,0.13333333333333333,0.4,46,1.5333333333333334
ジュビロ磐田,京都サンガF.C.,26,20,2,4,65,26,13,39,0.7692307692307693,0.07692307692307693,0.15384615384615385,62,2.3846153846153846
ジュビロ磐田,アルビレックス新潟,26,12,8,6,49,32,13,17,0.46153846153846156,0.3076923076923077,0.23076923076923078,44,1.6923076923076923
ジュビロ磐田,アビスパ福岡,22,14,5,3,49,23,11,26,0.6363636363636364,0.22727272727272727,0.13636363636363635,47,2.1363636363636362
ジュビロ磐田,大宮アルディージャ,22,9,6,7,27,22,11,5,0.4090909090909091,0.2727272727272727,0.3181818181818182,33,1.5
ジュビロ磐田,ベガルタ仙台,20,8,8,4,31,21,10,10,0.4,0.4,0.2,32,1.6
ジュビロ磐田,北海道コンサドーレ札幌,20,9,3,8,36,24,10,12,0.45,0.15,0.4,30,1.5
ジュビロ磐田,大分トリニータ,18,10,3,5,32,21,9,11,0.5555555555555556,0.16666666666666666,0.2777777777777778,33,1.8333333333333333
ジュビロ磐田,サガン鳥栖,16,6,4,6,19,22,8,-3,0.375,0.25,0.375,22,1.375
ジュビロ磐田,横浜フリューゲルス,14,9,0,5,30,17,7,13,0.6428571428571429,0.0,0.35714285714285715,27,1.9285714285714286
ジュビロ磐田,ヴァンフォーレ甲府,12,7,4,1,20,8,6,12,0.5833333333333334,0.3333333333333333,0.08333333333333333,25,2.0833333333333335
ジュビロ磐田,モンテディオ山形,6,1,2,3,8,11,3,-3,0.16666666666666666,0.3333333333333333,0.5,5,0.8333333333333334
ジュビロ磐田,横浜ＦＣ,2,2,0,0,5,1,1,4,1.0,0.0,0.0,6,3.0
ジュビロ磐田,松本山雅ＦＣ,2,1,1,0,2,1,1,1,0.5,0.5,0.0,4,2.0
ジュビロ磐田,ＦＣ町田ゼルビア,2,1,0,1,2,4,1,-2,0.5,0.0,0.5,3,1.5
ジュビロ磐田,Ｖ・ファーレン長崎,2,0,1,1,1,2,1,-1,0.0,0.5,0.5,1,0.5
セレッソ大阪,横浜Ｆ・マリノス,52,20,12,20,78,81,26,-3,0.38461538461538464,0.23076923076923078,0.38461538461538464,72,1.3846153846153846
セレッソ大阪,鹿島アントラーズ,52,15,7,30,46,73,26,-27,0.28846153846153844,0.1346153846153846,0.5769230769230769,52,1.0
セレッソ大阪,浦和レッズ,50,24,8,18,77,71,25,6,0.48,0.16,0.36,80,1.6
セレッソ大阪,ガンバ大阪,50,18,7,25,64,86,25,-22,0.36,0.14,0.5,61,1.22
