date,competition,season,home,away,home_goals,away_goals
2017-09-16,J3,2017,栃木ＳＣ,ガンバ大阪U-23,2,0
2017-09-16,J3,2017,藤枝ＭＹＦＣ,いわてグルージャ盛岡,0,2
2017-09-16,J3,2017,ＦＣ琉球,鹿児島ユナイテッドＦＣ,0,1
2017-09-17,J3,2017,アスルクラロ沼津,カターレ富山,2,0
2017-09-17,J3,2017,横浜スポーツ&カルチャークラブ,ブラウブリッツ秋田,2,1
2017-09-17,J3,2017,福島ユナイテッドＦＣ,ガイナーレ鳥取,2,0
2017-09-17,J3,2017,ＦＣ東京U-23,ＡＣ長野パルセイロ,1,0
2017-09-23,J3,2017,ギラヴァンツ北九州,カターレ富山,0,2
2017-09-23,J3,2017,栃木ＳＣ,ＦＣ東京U-23,4,1
2017-09-24,J3,2017,いわてグルージャ盛岡,アスルクラロ沼津,2,1
2017-09-24,J3,2017,ガイナーレ鳥取,藤枝ＭＹＦＣ,1,6
2017-09-24,J3,2017,セレッソ大阪U-23,福島ユナイテッドＦＣ,2,1
2017-09-24,J3,2017,ブラウブリッツ秋田,ＦＣ琉球,1,2
2017-09-24,J3,2017,ＡＣ長野パルセイロ,ガンバ大阪U-23,3,0
2017-09-24,J3,2017,ＳＣ相模原,横浜スポーツ&カルチャークラブ,1,2
2017-09-30,J3,2017,鹿児島ユナイテッドＦＣ,ブラウブリッツ秋田,1,1
2017-09-30,J3,2017,ＦＣ琉球,セレッソ大阪U-23,1,0
2017-10-01,J3,2017,アスルクラロ沼津,横浜スポーツ&カルチャークラブ,1,1
2017-10-01,J3,2017,カターレ富山,栃木ＳＣ,1,2
2017-10-01,J3,2017,ガンバ大阪U-23,藤枝ＭＹＦＣ,1,6
2017-10-01,J3,2017,ギラヴァンツ北九州,ＳＣ相模原,3,0
2017-10-01,J3,2017,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,2,0
2017-10-01,J3,2017,ＦＣ東京U-23,いわてグルージャ盛岡,3,1
2017-10-07,J3,2017,セレッソ大阪U-23,ガンバ大阪U-23,3,2
2017-10-07,J3,2017,ブラウブリッツ秋田,ＦＣ東京U-23,1,2
2017-10-08,J3,2017,ガイナーレ鳥取,鹿児島ユナイテッドＦＣ,1,2
2017-10-08,J3,2017,横浜スポーツ&カルチャークラブ,ギラヴァンツ北九州,2,1
2017-10-08,J3,2017,福島ユナイテッドＦＣ,カターレ富山,0,1
2017-10-08,J3,2017,藤枝ＭＹＦＣ,アスルクラロ沼津,2,2
2017-10-08,J3,2017,ＡＣ長野パルセイロ,いわてグルージャ盛岡,1,1
2017-10-08,J3,2017,ＳＣ相模原,ＦＣ琉球,4,2
2017-10-11,J3,2017,セレッソ大阪U-23,ギラヴァンツ北九州,2,2
2017-10-14,J3,2017,栃木ＳＣ,セレッソ大阪U-23,1,0
2017-10-14,J3,2017,横浜スポーツ&カルチャークラブ,ＡＣ長野パルセイロ,1,3
2017-10-14,J3,2017,ＳＣ相模原,ブラウブリッツ秋田,1,1
2017-10-15,J3,2017,いわてグルージャ盛岡,ＦＣ琉球,0,0
2017-10-15,J3,2017,カターレ富山,藤枝ＭＹＦＣ,4,2
2017-10-15,J3,2017,ガンバ大阪U-23,福島ユナイテッドＦＣ,1,2
2017-10-15,J3,2017,ギラヴァンツ北九州,鹿児島ユナイテッドＦＣ,0,4
2017-10-16,J3,2017,ＦＣ東京U-23,ガイナーレ鳥取,1,0
2017-10-21,J3,2017,鹿児島ユナイテッドＦＣ,アスルクラロ沼津,1,2
2017-10-21,J3,2017,ＦＣ琉球,ＦＣ東京U-23,1,1
2017-10-22,J3,2017,カターレ富山,いわてグルージャ盛岡,0,2
2017-10-22,J3,2017,ガイナーレ鳥取,ガンバ大阪U-23,0,0
2017-10-22,J3,2017,セレッソ大阪U-23,横浜スポーツ&カルチャークラブ,2,2
2017-10-22,J3,2017,ブラウブリッツ秋田,ギラヴァンツ北九州,1,0
2017-10-22,J3,2017,福島ユナイテッドＦＣ,栃木ＳＣ,0,2
2017-10-22,J3,2017,藤枝ＭＹＦＣ,ＳＣ相模原,1,1
2017-10-28,J3,2017,横浜スポーツ&カルチャークラブ,鹿児島ユナイテッドＦＣ,4,1
2017-10-28,J3,2017,ＦＣ東京U-23,福島ユナイテッドＦＣ,1,1
2017-10-29,J3,2017,アスルクラロ沼津,セレッソ大阪U-23,1,0
2017-10-29,J3,2017,ガイナーレ鳥取,ＦＣ琉球,2,3
2017-10-29,J3,2017,栃木ＳＣ,藤枝ＭＹＦＣ,0,0
2017-10-29,J3,2017,ＡＣ長野パルセイロ,ブラウブリッツ秋田,1,2
2017-10-29,J3,2017,ＳＣ相模原,カターレ富山,3,2
2017-10-30,J3,2017,ガンバ大阪U-23,ギラヴァンツ北九州,2,2
2017-11-05,J3,2017,アスルクラロ沼津,ＳＣ相模原,0,0
2017-11-05,J3,2017,カターレ富山,ブラウブリッツ秋田,0,4
2017-11-05,J3,2017,ガンバ大阪U-23,ＦＣ東京U-23,4,3
2017-11-05,J3,2017,ギラヴァンツ北九州,栃木ＳＣ,3,2
2017-11-05,J3,2017,セレッソ大阪U-23,ガイナーレ鳥取,2,0
2017-11-05,J3,2017,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,4,2
2017-11-05,J3,2017,鹿児島ユナイテッドＦＣ,いわてグルージャ盛岡,1,0
2017-11-05,J3,2017,ＦＣ琉球,横浜スポーツ&カルチャークラブ,2,1
2017-11-11,J3,2017,横浜スポーツ&カルチャークラブ,ガンバ大阪U-23,3,4
2017-11-11,J3,2017,福島ユナイテッドＦＣ,鹿児島ユナイテッドＦＣ,3,1
2017-11-11,J3,2017,ＦＣ東京U-23,藤枝ＭＹＦＣ,2,0
2017-11-11,J3,2017,ＦＣ琉球,栃木ＳＣ,0,0
2017-11-12,J3,2017,いわてグルージャ盛岡,ＳＣ相模原,0,2
2017-11-12,J3,2017,ガイナーレ鳥取,ギラヴァンツ北九州,3,4
2017-11-12,J3,2017,ブラウブリッツ秋田,セレッソ大阪U-23,0,3
2017-11-12,J3,2017,ＡＣ長野パルセイロ,アスルクラロ沼津,1,0
2017-11-19,J3,2017,アスルクラロ沼津,ＦＣ琉球,1,0
2017-11-19,J3,2017,カターレ富山,ＡＣ長野パルセイロ,1,2
2017-11-19,J3,2017,ガンバ大阪U-23,鹿児島ユナイテッドＦＣ,0,0
2017-11-19,J3,2017,セレッソ大阪U-23,藤枝ＭＹＦＣ,0,0
2017-11-19,J3,2017,ブラウブリッツ秋田,福島ユナイテッドＦＣ,2,1
2017-11-19,J3,2017,栃木ＳＣ,ガイナーレ鳥取,1,1
2017-11-19,J3,2017,横浜スポーツ&カルチャークラブ,いわてグルージャ盛岡,1,2
2017-11-19,J3,2017,ＳＣ相模原,ＦＣ東京U-23,0,0
2017-11-26,J3,2017,いわてグルージャ盛岡,セレッソ大阪U-23,2,3
2017-11-26,J3,2017,カターレ富山,ガイナーレ鳥取,1,1
2017-11-26,J3,2017,ギラヴァンツ北九州,アスルクラロ沼津,0,0
2017-11-26,J3,2017,栃木ＳＣ,ＡＣ長野パルセイロ,0,0
2017-11-26,J3,2017,福島ユナイテッドＦＣ,横浜スポーツ&カルチャークラブ,3,0
2017-11-26,J3,2017,藤枝ＭＹＦＣ,ブラウブリッツ秋田,3,0
2017-11-26,J3,2017,鹿児島ユナイテッドＦＣ,ＦＣ東京U-23,3,0
2017-11-26,J3,2017,ＳＣ相模原,ガンバ大阪U-23,2,2
2017-12-03,J3,2017,アスルクラロ沼津,栃木ＳＣ,1,1
2017-12-03,J3,2017,ガイナーレ鳥取,ブラウブリッツ秋田,0,3
2017-12-03,J3,2017,福島ユナイテッドＦＣ,いわてグルージャ盛岡,3,1
2017-12-03,J3,2017,藤枝ＭＹＦＣ,横浜スポーツ&カルチャークラブ,1,1
2017-12-03,J3,2017,鹿児島ユナイテッドＦＣ,ＳＣ相模原,5,2
2017-12-03,J3,2017,ＡＣ長野パルセイロ,ギラヴァンツ北九州,1,1
2017-12-03,J3,2017,ＦＣ東京U-23,セレッソ大阪U-23,2,1
2017-12-03,J3,2017,ＦＣ琉球,カターレ富山,1,0
2018-03-09,J3,2018,横浜スポーツ&カルチャークラブ,ＳＣ相模原,2,2
2018-03-10,J3,2018,セレッソ大阪U-23,ブラウブリッツ秋田,0,1
2018-03-10,J3,2018,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,1,0
2018-03-11,J3,2018,ガンバ大阪U-23,いわてグルージャ盛岡,3,2
2018-03-11,J3,2018,福島ユナイテッドＦＣ,ザスパ群馬,2,1
2018-03-11,J3,2018,鹿児島ユナイテッドＦＣ,ガイナーレ鳥取,0,2
2018-03-11,J3,2018,ＦＣ東京U-23,アスルクラロ沼津,0,3
2018-03-11,J3,2018,ＦＣ琉球,カターレ富山,4,3
2018-03-16,J3,2018,横浜スポーツ&カルチャークラブ,ＦＣ東京U-23,3,1
2018-03-17,J3,2018,アスルクラロ沼津,いわてグルージャ盛岡,1,0
2018-03-17,J3,2018,カターレ富山,藤枝ＭＹＦＣ,2,1
2018-03-17,J3,2018,ガイナーレ鳥取,福島ユナイテッドＦＣ,2,1
2018-03-17,J3,2018,ギラヴァンツ北九州,ＦＣ琉球,1,2
2018-03-17,J3,2018,ザスパ群馬,ブラウブリッツ秋田,1,0
2018-03-17,J3,2018,鹿児島ユナイテッドＦＣ,ガンバ大阪U-23,4,1
2018-03-17,J3,2018,ＳＣ相模原,ＡＣ長野パルセイロ,2,2
2018-03-21,J3,2018,いわてグルージャ盛岡,横浜スポーツ&カルチャークラブ,3,2
2018-03-21,J3,2018,カターレ富山,セレッソ大阪U-23,1,2
2018-03-21,J3,2018,ガンバ大阪U-23,ブラウブリッツ秋田,2,1
2018-03-21,J3,2018,福島ユナイテッドＦＣ,鹿児島ユナイテッドＦＣ,0,0
2018-03-21,J3,2018,藤枝ＭＹＦＣ,ギラヴァンツ北九州,1,2
2018-03-21,J3,2018,ＡＣ長野パルセイロ,ＦＣ東京U-23,1,0
2018-03-21,J3,2018,ＦＣ琉球,ガイナーレ鳥取,2,2
2018-03-25,J3,2018,ガイナーレ鳥取,いわてグルージャ盛岡,1,0
2018-03-25,J3,2018,ギラヴァンツ北九州,アスルクラロ沼津,0,2
2018-03-25,J3,2018,ザスパ群馬,ＦＣ琉球,0,2
2018-03-25,J3,2018,セレッソ大阪U-23,ＳＣ相模原,2,1
2018-03-25,J3,2018,ブラウブリッツ秋田,福島ユナイテッドＦＣ,0,1
2018-03-25,J3,2018,横浜スポーツ&カルチャークラブ,ガンバ大阪U-23,0,0
2018-03-25,J3,2018,鹿児島ユナイテッドＦＣ,藤枝ＭＹＦＣ,1,2
2018-03-25,J3,2018,ＦＣ東京U-23,カターレ富山,3,0
2018-04-01,J3,2018,いわてグルージャ盛岡,ザスパ群馬,1,1
2018-04-01,J3,2018,アスルクラロ沼津,カターレ富山,2,0
2018-04-01,J3,2018,ガンバ大阪U-23,藤枝ＭＹＦＣ,4,1
2018-04-01,J3,2018,セレッソ大阪U-23,ＦＣ東京U-23,2,0
2018-04-01,J3,2018,ブラウブリッツ秋田,横浜スポーツ&カルチャークラブ,2,0
2018-04-01,J3,2018,福島ユナイテッドＦＣ,ＦＣ琉球,2,1
2018-04-01,J3,2018,ＡＣ長野パルセイロ,ギラヴァンツ北九州,1,1
2018-04-01,J3,2018,ＳＣ相模原,ガイナーレ鳥取,2,4
2018-04-07,J3,2018,ザスパ群馬,鹿児島ユナイテッドＦＣ,0,2
2018-04-07,J3,2018,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,3,0
2018-04-07,J3,2018,ＦＣ琉球,セレッソ大阪U-23,1,1
2018-04-08,J3,2018,いわてグルージャ盛岡,ブラウブリッツ秋田,2,1
2018-04-08,J3,2018,カターレ富山,ガンバ大阪U-23,3,0
2018-04-08,J3,2018,ギラヴァンツ北九州,ＳＣ相模原,0,4
2018-04-08,J3,2018,藤枝ＭＹＦＣ,ガイナーレ鳥取,0,0
2018-04-08,J3,2018,ＡＣ長野パルセイロ,アスルクラロ沼津,2,2
2018-04-14,J3,2018,鹿児島ユナイテッドＦＣ,ＦＣ琉球,2,1
2018-04-14,J3,2018,ＦＣ東京U-23,ギラヴァンツ北九州,0,1
2018-04-15,J3,2018,ガイナーレ鳥取,横浜スポーツ&カルチャークラブ,1,4
2018-04-15,J3,2018,ガンバ大阪U-23,ＡＣ長野パルセイロ,1,1
2018-04-15,J3,2018,ザスパ群馬,藤枝ＭＹＦＣ,2,1
2018-04-15,J3,2018,セレッソ大阪U-23,福島ユナイテッドＦＣ,1,1
2018-04-15,J3,2018,ブラウブリッツ秋田,アスルクラロ沼津,1,0
2018-04-15,J3,2018,ＳＣ相模原,カターレ富山,1,0
2018-04-28,J3,2018,いわてグルージャ盛岡,鹿児島ユナイテッドＦＣ,1,4
2018-04-28,J3,2018,アスルクラロ沼津,ガイナーレ鳥取,1,0
2018-04-28,J3,2018,ＡＣ長野パルセイロ,セレッソ大阪U-23,1,2
2018-04-29,J3,2018,カターレ富山,ブラウブリッツ秋田,1,4
2018-04-29,J3,2018,ギラヴァンツ北九州,ザスパ群馬,0,1
2018-04-29,J3,2018,横浜スポーツ&カルチャークラブ,ＦＣ琉球,3,2
2018-04-29,J3,2018,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,2,0
2018-05-03,J3,2018,ガイナーレ鳥取,セレッソ大阪U-23,1,4
2018-05-03,J3,2018,ザスパ群馬,ＳＣ相模原,1,1
2018-05-03,J3,2018,ブラウブリッツ秋田,ギラヴァンツ北九州,1,0
2018-05-03,J3,2018,福島ユナイテッドＦＣ,カターレ富山,1,0
2018-05-03,J3,2018,藤枝ＭＹＦＣ,アスルクラロ沼津,0,1
2018-05-03,J3,2018,鹿児島ユナイテッドＦＣ,ＡＣ長野パルセイロ,2,2
2018-05-03,J3,2018,ＦＣ東京U-23,いわてグルージャ盛岡,2,0
2018-05-03,J3,2018,ＦＣ琉球,ガンバ大阪U-23,2,1
2018-05-06,J3,2018,カターレ富山,鹿児島ユナイテッドＦＣ,0,2
2018-05-06,J3,2018,ガンバ大阪U-23,アスルクラロ沼津,3,0
2018-05-06,J3,2018,セレッソ大阪U-23,ギラヴァンツ北九州,1,1
2018-05-06,J3,2018,藤枝ＭＹＦＣ,横浜スポーツ&カルチャークラブ,2,1
2018-05-06,J3,2018,ＡＣ長野パルセイロ,ザスパ群馬,2,2
2018-05-06,J3,2018,ＦＣ東京U-23,ガイナーレ鳥取,0,0
2018-05-06,J3,2018,ＦＣ琉球,ブラウブリッツ秋田,0,0
2018-05-06,J3,2018,ＳＣ相模原,いわてグルージャ盛岡,1,0
2018-05-19,J3,2018,ガイナーレ鳥取,カターレ富山,2,3
2018-05-19,J3,2018,横浜スポーツ&カルチャークラブ,セレッソ大阪U-23,1,1
2018-05-19,J3,2018,鹿児島ユナイテッドＦＣ,ＳＣ相模原,2,1
2018-05-20,J3,2018,いわてグルージャ盛岡,藤枝ＭＹＦＣ,0,4
2018-05-20,J3,2018,アスルクラロ沼津,福島ユナイテッドＦＣ,0,0
2018-05-20,J3,2018,ギラヴァンツ北九州,ガンバ大阪U-23,0,4
2018-05-20,J3,2018,ザスパ群馬,ＦＣ東京U-23,4,1
2018-05-20,J3,2018,ブラウブリッツ秋田,ＡＣ長野パルセイロ,1,2
2018-05-26,J3,2018,ガンバ大阪U-23,ＦＣ東京U-23,2,4
2018-06-01,J3,2018,横浜スポーツ&カルチャークラブ,ザスパ群馬,0,0
2018-06-02,J3,2018,ガイナーレ鳥取,ブラウブリッツ秋田,2,0
2018-06-02,J3,2018,セレッソ大阪U-23,ガンバ大阪U-23,1,1
2018-06-02,J3,2018,藤枝ＭＹＦＣ,ＳＣ相模原,2,1
2018-06-02,J3,2018,ＦＣ琉球,ＡＣ長野パルセイロ,2,0
2018-06-03,J3,2018,カターレ富山,ギラヴァンツ北九州,3,0
2018-06-03,J3,2018,福島ユナイテッドＦＣ,いわてグルージャ盛岡,0,0
2018-06-03,J3,2018,ＦＣ東京U-23,鹿児島ユナイテッドＦＣ,2,3
2018-06-09,J3,2018,カターレ富山,横浜スポーツ&カルチャークラブ,2,2
2018-06-09,J3,2018,ザスパ群馬,セレッソ大阪U-23,1,0
2018-06-10,J3,2018,いわてグルージャ盛岡,ギラヴァンツ北九州,2,0
2018-06-10,J3,2018,アスルクラロ沼津,鹿児島ユナイテッドＦＣ,0,0
2018-06-10,J3,2018,ガンバ大阪U-23,福島ユナイテッドＦＣ,1,1
2018-06-10,J3,2018,ブラウブリッツ秋田,ＦＣ東京U-23,0,0
2018-06-10,J3,2018,ＡＣ長野パルセイロ,ガイナーレ鳥取,0,1
2018-06-10,J3,2018,ＳＣ相模原,ＦＣ琉球,2,5
2018-06-16,J3,2018,いわてグルージャ盛岡,ＡＣ長野パルセイロ,3,0
2018-06-16,J3,2018,ガイナーレ鳥取,ガンバ大阪U-23,1,0
2018-06-16,J3,2018,ギラヴァンツ北九州,横浜スポーツ&カルチャークラブ,2,3
2018-06-16,J3,2018,藤枝ＭＹＦＣ,ブラウブリッツ秋田,0,1
2018-06-16,J3,2018,鹿児島ユナイテッドＦＣ,セレッソ大阪U-23,2,1
2018-06-16,J3,2018,ＦＣ東京U-23,ＦＣ琉球,1,1
2018-06-17,J3,2018,アスルクラロ沼津,ザスパ群馬,2,0
2018-06-17,J3,2018,福島ユナイテッドＦＣ,ＳＣ相模原,2,2
2018-06-23,J3,2018,カターレ富山,いわてグルージャ盛岡,1,3
2018-06-23,J3,2018,セレッソ大阪U-23,藤枝ＭＹＦＣ,1,2
2018-06-23,J3,2018,横浜スポーツ&カルチャークラブ,ＡＣ長野パルセイロ,0,1
2018-06-23,J3,2018,ＦＣ琉球,アスルクラロ沼津,1,0
2018-06-23,J3,2018,ＳＣ相模原,ＦＣ東京U-23,1,0
2018-06-24,J3,2018,ブラウブリッツ秋田,鹿児島ユナイテッドＦＣ,1,1
2018-06-24,J3,2018,福島ユナイテッドＦＣ,ギラヴァンツ北九州,2,2
2018-06-30,J3,2018,ギラヴァンツ北九州,ガイナーレ鳥取,3,0
2018-06-30,J3,2018,藤枝ＭＹＦＣ,ＦＣ東京U-23,1,1
2018-06-30,J3,2018,ＳＣ相模原,ガンバ大阪U-23,2,3
2018-07-01,J3,2018,いわてグルージャ盛岡,ＦＣ琉球,1,4
2018-07-01,J3,2018,アスルクラロ沼津,セレッソ大阪U-23,1,1
2018-07-01,J3,2018,ザスパ群馬,カターレ富山,0,1
2018-07-01,J3,2018,鹿児島ユナイテッドＦＣ,横浜スポーツ&カルチャークラブ,1,1
2018-07-01,J3,2018,ＡＣ長野パルセイロ,福島ユナイテッドＦＣ,1,1
2018-07-07,J3,2018,アスルクラロ沼津,横浜スポーツ&カルチャークラブ,1,0
2018-07-07,J3,2018,セレッソ大阪U-23,いわてグルージャ盛岡,1,2
2018-07-07,J3,2018,ＦＣ東京U-23,福島ユナイテッドＦＣ,2,3
2018-07-07,J3,2018,ＦＣ琉球,藤枝ＭＹＦＣ,3,0
2018-07-08,J3,2018,ブラウブリッツ秋田,ＳＣ相模原,1,2
2018-07-08,J3,2018,ＡＣ長野パルセイロ,カターレ富山,5,0
2018-07-15,J3,2018,いわてグルージャ盛岡,ＳＣ相模原,0,3
2018-07-15,J3,2018,ザスパ群馬,ＡＣ長野パルセイロ,0,1
2018-07-15,J3,2018,横浜スポーツ&カルチャークラブ,ギラヴァンツ北九州,0,0
2018-07-15,J3,2018,ＦＣ東京U-23,セレッソ大阪U-23,1,3
2018-07-16,J3,2018,カターレ富山,ガイナーレ鳥取,1,0
2018-07-16,J3,2018,ガンバ大阪U-23,鹿児島ユナイテッドＦＣ,0,0
2018-07-16,J3,2018,ブラウブリッツ秋田,ＦＣ琉球,0,1
2018-07-16,J3,2018,福島ユナイテッドＦＣ,アスルクラロ沼津,1,1
2018-07-21,J3,2018,アスルクラロ沼津,ＦＣ東京U-23,2,0
2018-07-21,J3,2018,セレッソ大阪U-23,ガイナーレ鳥取,0,4
2018-07-21,J3,2018,藤枝ＭＹＦＣ,カターレ富山,0,0
2018-07-21,J3,2018,ＦＣ琉球,横浜スポーツ&カルチャークラブ,1,1
2018-07-21,J3,2018,ＳＣ相模原,福島ユナイテッドＦＣ,1,1
2018-07-22,J3,2018,いわてグルージャ盛岡,ガンバ大阪U-23,2,1
2018-07-22,J3,2018,鹿児島ユナイテッドＦＣ,ザスパ群馬,0,2
2018-07-22,J3,2018,ＡＣ長野パルセイロ,ブラウブリッツ秋田,1,2
2018-07-28,J3,2018,ガイナーレ鳥取,ザスパ群馬,1,2
2018-08-18,J3,2018,ガンバ大阪U-23,ザスパ群馬,4,0
2018-08-18,J3,2018,ギラヴァンツ北九州,鹿児島ユナイテッドＦＣ,0,0
2018-08-25,J3,2018,カターレ富山,福島ユナイテッドＦＣ,3,1
2018-08-25,J3,2018,ガイナーレ鳥取,アスルクラロ沼津,2,2
2018-08-25,J3,2018,ギラヴァンツ北九州,ＡＣ長野パルセイロ,1,0
2018-08-25,J3,2018,ＦＣ東京U-23,ザスパ群馬,1,2
2018-08-25,J3,2018,ＦＣ琉球,いわてグルージャ盛岡,5,2
2018-08-26,J3,2018,ガンバ大阪U-23,横浜スポーツ&カルチャークラブ,3,0
2018-08-26,J3,2018,セレッソ大阪U-23,鹿児島ユナイテッドＦＣ,1,2
2018-08-26,J3,2018,ブラウブリッツ秋田,藤枝ＭＹＦＣ,4,0
2018-09-01,J3,2018,カターレ富山,ＦＣ東京U-23,0,1
2018-09-02,J3,2018,アスルクラロ沼津,ギラヴァンツ北九州,1,0
2018-09-02,J3,2018,ガイナーレ鳥取,ＳＣ相模原,7,0
2018-09-02,J3,2018,ザスパ群馬,ガンバ大阪U-23,1,0
2018-09-02,J3,2018,ブラウブリッツ秋田,いわてグルージャ盛岡,2,1
2018-09-02,J3,2018,横浜スポーツ&カルチャークラブ,鹿児島ユナイテッドＦＣ,0,4
2018-09-02,J3,2018,福島ユナイテッドＦＣ,セレッソ大阪U-23,1,0
2018-09-02,J3,2018,藤枝ＭＹＦＣ,ＦＣ琉球,0,1
2018-09-08,J3,2018,ギラヴァンツ北九州,カターレ富山,2,1
2018-09-08,J3,2018,セレッソ大阪U-23,ザスパ群馬,0,2
2018-09-08,J3,2018,横浜スポーツ&カルチャークラブ,アスルクラロ沼津,2,2
2018-09-08,J3,2018,鹿児島ユナイテッドＦＣ,福島ユナイテッドＦＣ,2,1
2018-09-08,J3,2018,ＦＣ琉球,ＦＣ東京U-23,3,2
2018-09-08,J3,2018,ＳＣ相模原,ブラウブリッツ秋田,0,1
2018-09-09,J3,2018,いわてグルージャ盛岡,ガイナーレ鳥取,3,3
2018-09-09,J3,2018,ＡＣ長野パルセイロ,藤枝ＭＹＦＣ,4,0
2018-09-12,J3,2018,ＳＣ相模原,アスルクラロ沼津,2,1
2018-09-15,J3,2018,ガンバ大阪U-23,ＦＣ琉球,2,0
2018-09-15,J3,2018,ブラウブリッツ秋田,ガイナーレ鳥取,2,2
2018-09-15,J3,2018,鹿児島ユナイテッドＦＣ,ギラヴァンツ北九州,1,0
2018-09-16,J3,2018,いわてグルージャ盛岡,アスルクラロ沼津,0,3
2018-09-16,J3,2018,カターレ富山,ザスパ群馬,0,1
2018-09-16,J3,2018,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,1,1
2018-09-16,J3,2018,藤枝ＭＹＦＣ,セレッソ大阪U-23,1,2
2018-09-16,J3,2018,ＦＣ東京U-23,ＳＣ相模原,3,0
2018-09-21,J3,2018,ザスパ群馬,いわてグルージャ盛岡,0,1
2018-09-22,J3,2018,アスルクラロ沼津,藤枝ＭＹＦＣ,2,1
2018-09-22,J3,2018,ガイナーレ鳥取,ＦＣ東京U-23,4,2
2018-09-22,J3,2018,ギラヴァンツ北九州,セレッソ大阪U-23,1,2
2018-09-22,J3,2018,ＦＣ琉球,鹿児島ユナイテッドＦＣ,4,0
2018-09-23,J3,2018,ブラウブリッツ秋田,ガンバ大阪U-23,1,1
2018-09-23,J3,2018,福島ユナイテッドＦＣ,横浜スポーツ&カルチャークラブ,0,1
2018-09-23,J3,2018,ＡＣ長野パルセイロ,ＳＣ相模原,2,1
2018-09-29,J3,2018,ギラヴァンツ北九州,藤枝ＭＹＦＣ,1,1
2018-09-29,J3,2018,セレッソ大阪U-23,ＡＣ長野パルセイロ,2,0
2018-09-29,J3,2018,横浜スポーツ&カルチャークラブ,カターレ富山,1,2
2018-09-29,J3,2018,鹿児島ユナイテッドＦＣ,ブラウブリッツ秋田,2,2
2018-09-30,J3,2018,いわてグルージャ盛岡,福島ユナイテッドＦＣ,2,2
2018-09-30,J3,2018,アスルクラロ沼津,ＦＣ琉球,1,4
2018-09-30,J3,2018,ＦＣ東京U-23,ガンバ大阪U-23,2,2
2018-09-30,J3,2018,ＳＣ相模原,ザスパ群馬,0,1
2018-10-06,J3,2018,ＦＣ琉球,ギラヴァンツ北九州,1,0
2018-10-07,J3,2018,カターレ富山,ＳＣ相模原,3,2
2018-10-07,J3,2018,ガンバ大阪U-23,ガイナーレ鳥取,2,0
2018-10-07,J3,2018,セレッソ大阪U-23,横浜スポーツ&カルチャークラブ,2,0
2018-10-07,J3,2018,ブラウブリッツ秋田,ザスパ群馬,0,1
2018-10-07,J3,2018,福島ユナイテッドＦＣ,ＦＣ東京U-23,0,2
2018-10-07,J3,2018,藤枝ＭＹＦＣ,いわてグルージャ盛岡,2,1
2018-10-07,J3,2018,ＡＣ長野パルセイロ,鹿児島ユナイテッドＦＣ,1,1
2018-10-13,J3,2018,藤枝ＭＹＦＣ,ガンバ大阪U-23,2,1
2018-10-13,J3,2018,ＦＣ琉球,福島ユナイテッドＦＣ,3,0
2018-10-13,J3,2018,ＳＣ相模原,ギラヴァンツ北九州,1,0
2018-10-14,J3,2018,いわてグルージャ盛岡,カターレ富山,2,1
2018-10-14,J3,2018,ガイナーレ鳥取,鹿児島ユナイテッドＦＣ,5,1
2018-10-14,J3,2018,ザスパ群馬,アスルクラロ沼津,2,2
2018-10-14,J3,2018,ＡＣ長野パルセイロ,横浜スポーツ&カルチャークラブ,0,1
2018-10-14,J3,2018,ＦＣ東京U-23,ブラウブリッツ秋田,1,0
2018-10-20,J3,2018,ガイナーレ鳥取,ＦＣ琉球,1,3
2018-10-20,J3,2018,横浜スポーツ&カルチャークラブ,藤枝ＭＹＦＣ,1,3
2018-10-20,J3,2018,鹿児島ユナイテッドＦＣ,いわてグルージャ盛岡,1,0
2018-10-21,J3,2018,アスルクラロ沼津,ガンバ大阪U-23,1,2
2018-10-21,J3,2018,カターレ富山,ＡＣ長野パルセイロ,1,1
2018-10-21,J3,2018,ギラヴァンツ北九州,ＦＣ東京U-23,0,0
2018-10-21,J3,2018,ザスパ群馬,福島ユナイテッドＦＣ,1,0
2018-10-21,J3,2018,ＳＣ相模原,セレッソ大阪U-23,2,1
2018-10-28,J3,2018,ガンバ大阪U-23,ＳＣ相模原,2,1
2018-10-28,J3,2018,ギラヴァンツ北九州,いわてグルージャ盛岡,2,1
2018-10-28,J3,2018,セレッソ大阪U-23,アスルクラロ沼津,0,0
2018-10-28,J3,2018,横浜スポーツ&カルチャークラブ,ブラウブリッツ秋田,3,1
2018-10-28,J3,2018,福島ユナイテッドＦＣ,ガイナーレ鳥取,3,4
2018-10-28,J3,2018,鹿児島ユナイテッドＦＣ,カターレ富山,1,2
2018-10-28,J3,2018,ＡＣ長野パルセイロ,ＦＣ琉球,1,1
2018-10-28,J3,2018,ＦＣ東京U-23,藤枝ＭＹＦＣ,2,1
2018-11-03,J3,2018,いわてグルージャ盛岡,ＦＣ東京U-23,0,2
