date,competition,season,home,away,home_goals,away_goals
2014-03-09,J3,2014,ガイナーレ鳥取,いわてグルージャ盛岡,0,0
2014-03-09,J3,2014,横浜スポーツ&カルチャークラブ,ブラウブリッツ秋田,1,1
2014-03-09,J3,2014,ＡＣ長野パルセイロ,福島ユナイテッドＦＣ,1,0
2014-03-09,J3,2014,ＦＣ琉球,Ｊリーグ・アンダー22選抜,3,0
2014-03-09,J3,2014,ＦＣ町田ゼルビア,藤枝ＭＹＦＣ,3,0
2014-03-09,J3,2014,ＳＣ相模原,ツエーゲン金沢,0,4
2014-03-16,J3,2014,ツエーゲン金沢,ガイナーレ鳥取,1,1
2014-03-16,J3,2014,福島ユナイテッドＦＣ,いわてグルージャ盛岡,0,2
2014-03-16,J3,2014,藤枝ＭＹＦＣ,Ｊリーグ・アンダー22選抜,2,4
2014-03-16,J3,2014,ＦＣ琉球,ブラウブリッツ秋田,2,0
2014-03-16,J3,2014,ＦＣ町田ゼルビア,ＡＣ長野パルセイロ,0,0
2014-03-16,J3,2014,ＳＣ相模原,横浜スポーツ&カルチャークラブ,2,0
2014-03-23,J3,2014,いわてグルージャ盛岡,Ｊリーグ・アンダー22選抜,6,1
2014-03-23,J3,2014,ガイナーレ鳥取,ＳＣ相模原,1,0
2014-03-23,J3,2014,ブラウブリッツ秋田,福島ユナイテッドＦＣ,2,2
2014-03-23,J3,2014,横浜スポーツ&カルチャークラブ,ＦＣ町田ゼルビア,1,1
2014-03-23,J3,2014,藤枝ＭＹＦＣ,ＦＣ琉球,2,2
2014-03-23,J3,2014,ＡＣ長野パルセイロ,ツエーゲン金沢,2,1
2014-03-29,J3,2014,ツエーゲン金沢,横浜スポーツ&カルチャークラブ,4,0
2014-03-30,J3,2014,ブラウブリッツ秋田,Ｊリーグ・アンダー22選抜,1,2
2014-03-30,J3,2014,福島ユナイテッドＦＣ,ガイナーレ鳥取,0,1
2014-03-30,J3,2014,ＡＣ長野パルセイロ,藤枝ＭＹＦＣ,1,4
2014-03-30,J3,2014,ＦＣ琉球,いわてグルージャ盛岡,0,1
2014-03-30,J3,2014,ＦＣ町田ゼルビア,ＳＣ相模原,2,0
2014-04-06,J3,2014,いわてグルージャ盛岡,ＦＣ町田ゼルビア,1,4
2014-04-06,J3,2014,ガイナーレ鳥取,ＡＣ長野パルセイロ,1,1
2014-04-06,J3,2014,横浜スポーツ&カルチャークラブ,Ｊリーグ・アンダー22選抜,0,2
2014-04-06,J3,2014,藤枝ＭＹＦＣ,福島ユナイテッドＦＣ,0,0
2014-04-06,J3,2014,ＳＣ相模原,ブラウブリッツ秋田,3,0
2014-04-13,J3,2014,ブラウブリッツ秋田,いわてグルージャ盛岡,2,1
2014-04-13,J3,2014,福島ユナイテッドＦＣ,Ｊリーグ・アンダー22選抜,0,1
2014-04-13,J3,2014,藤枝ＭＹＦＣ,ガイナーレ鳥取,0,2
2014-04-13,J3,2014,ＡＣ長野パルセイロ,横浜スポーツ&カルチャークラブ,0,0
2014-04-13,J3,2014,ＦＣ琉球,ＳＣ相模原,0,0
2014-04-13,J3,2014,ＦＣ町田ゼルビア,ツエーゲン金沢,0,0
2014-04-16,J3,2014,ツエーゲン金沢,ＦＣ琉球,2,1
2014-04-20,J3,2014,いわてグルージャ盛岡,ＡＣ長野パルセイロ,0,0
2014-04-20,J3,2014,ガイナーレ鳥取,Ｊリーグ・アンダー22選抜,1,0
2014-04-20,J3,2014,ツエーゲン金沢,ブラウブリッツ秋田,1,0
2014-04-20,J3,2014,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,0,1
2014-04-20,J3,2014,ＦＣ琉球,ＦＣ町田ゼルビア,1,7
2014-04-20,J3,2014,ＳＣ相模原,藤枝ＭＹＦＣ,2,1
2014-04-26,J3,2014,ツエーゲン金沢,いわてグルージャ盛岡,2,0
2014-04-26,J3,2014,ブラウブリッツ秋田,ガイナーレ鳥取,1,0
2014-04-26,J3,2014,福島ユナイテッドＦＣ,ＳＣ相模原,1,2
2014-04-26,J3,2014,藤枝ＭＹＦＣ,横浜スポーツ&カルチャークラブ,1,2
2014-04-26,J3,2014,ＡＣ長野パルセイロ,ＦＣ琉球,1,0
2014-04-26,J3,2014,ＦＣ町田ゼルビア,Ｊリーグ・アンダー22選抜,4,0
2014-04-29,J3,2014,いわてグルージャ盛岡,藤枝ＭＹＦＣ,4,1
2014-04-29,J3,2014,ガイナーレ鳥取,ＦＣ町田ゼルビア,0,1
2014-04-29,J3,2014,ブラウブリッツ秋田,ＡＣ長野パルセイロ,1,2
2014-04-29,J3,2014,横浜スポーツ&カルチャークラブ,ＦＣ琉球,1,4
2014-04-29,J3,2014,福島ユナイテッドＦＣ,ツエーゲン金沢,0,1
2014-04-29,J3,2014,ＳＣ相模原,Ｊリーグ・アンダー22選抜,0,1
2014-05-04,J3,2014,いわてグルージャ盛岡,ＳＣ相模原,2,3
2014-05-04,J3,2014,横浜スポーツ&カルチャークラブ,ガイナーレ鳥取,0,2
2014-05-04,J3,2014,藤枝ＭＹＦＣ,ツエーゲン金沢,0,0
2014-05-04,J3,2014,ＡＣ長野パルセイロ,Ｊリーグ・アンダー22選抜,1,0
2014-05-04,J3,2014,ＦＣ琉球,福島ユナイテッドＦＣ,1,3
2014-05-04,J3,2014,ＦＣ町田ゼルビア,ブラウブリッツ秋田,4,1
2014-05-10,J3,2014,いわてグルージャ盛岡,横浜スポーツ&カルチャークラブ,3,0
2014-05-11,J3,2014,ガイナーレ鳥取,ＦＣ琉球,0,0
2014-05-11,J3,2014,ツエーゲン金沢,Ｊリーグ・アンダー22選抜,2,0
2014-05-11,J3,2014,ブラウブリッツ秋田,藤枝ＭＹＦＣ,2,1
2014-05-11,J3,2014,福島ユナイテッドＦＣ,ＦＣ町田ゼルビア,1,0
2014-05-11,J3,2014,ＳＣ相模原,ＡＣ長野パルセイロ,2,2
2014-05-18,J3,2014,ガイナーレ鳥取,ブラウブリッツ秋田,1,4
2014-05-18,J3,2014,横浜スポーツ&カルチャークラブ,ＳＣ相模原,2,3
2014-05-18,J3,2014,藤枝ＭＹＦＣ,Ｊリーグ・アンダー22選抜,3,1
2014-05-18,J3,2014,ＡＣ長野パルセイロ,福島ユナイテッドＦＣ,3,0
2014-05-18,J3,2014,ＦＣ琉球,ツエーゲン金沢,1,0
2014-05-18,J3,2014,ＦＣ町田ゼルビア,いわてグルージャ盛岡,1,1
2014-05-24,J3,2014,ツエーゲン金沢,ＦＣ町田ゼルビア,0,1
2014-05-25,J3,2014,いわてグルージャ盛岡,福島ユナイテッドＦＣ,1,2
2014-05-25,J3,2014,ガイナーレ鳥取,Ｊリーグ・アンダー22選抜,1,0
2014-05-25,J3,2014,ブラウブリッツ秋田,ＳＣ相模原,1,0
2014-05-25,J3,2014,藤枝ＭＹＦＣ,横浜スポーツ&カルチャークラブ,2,1
2014-05-25,J3,2014,ＦＣ琉球,ＡＣ長野パルセイロ,0,2
2014-06-01,J3,2014,いわてグルージャ盛岡,ブラウブリッツ秋田,3,0
2014-06-01,J3,2014,ツエーゲン金沢,藤枝ＭＹＦＣ,3,1
2014-06-01,J3,2014,横浜スポーツ&カルチャークラブ,ＦＣ町田ゼルビア,0,1
2014-06-01,J3,2014,福島ユナイテッドＦＣ,ガイナーレ鳥取,2,0
2014-06-01,J3,2014,ＡＣ長野パルセイロ,Ｊリーグ・アンダー22選抜,4,0
2014-06-01,J3,2014,ＳＣ相模原,ＦＣ琉球,4,0
2014-06-08,J3,2014,いわてグルージャ盛岡,ツエーゲン金沢,0,1
2014-06-08,J3,2014,ガイナーレ鳥取,横浜スポーツ&カルチャークラブ,0,0
2014-06-08,J3,2014,ブラウブリッツ秋田,福島ユナイテッドＦＣ,0,1
2014-06-08,J3,2014,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,0,1
2014-06-08,J3,2014,ＦＣ琉球,Ｊリーグ・アンダー22選抜,0,6
2014-06-08,J3,2014,ＦＣ町田ゼルビア,ＳＣ相模原,2,1
2014-06-14,J3,2014,ツエーゲン金沢,Ｊリーグ・アンダー22選抜,0,0
2014-06-15,J3,2014,ブラウブリッツ秋田,横浜スポーツ&カルチャークラブ,3,4
2014-06-15,J3,2014,福島ユナイテッドＦＣ,ＦＣ町田ゼルビア,0,2
2014-06-15,J3,2014,藤枝ＭＹＦＣ,ＦＣ琉球,1,0
2014-06-15,J3,2014,ＡＣ長野パルセイロ,いわてグルージャ盛岡,3,2
2014-06-15,J3,2014,ＳＣ相模原,ガイナーレ鳥取,0,1
2014-06-21,J3,2014,ツエーゲン金沢,ＳＣ相模原,2,1
2014-06-22,J3,2014,いわてグルージャ盛岡,Ｊリーグ・アンダー22選抜,3,1
2014-06-22,J3,2014,ガイナーレ鳥取,藤枝ＭＹＦＣ,0,0
2014-06-22,J3,2014,ＦＣ琉球,ブラウブリッツ秋田,2,0
2014-06-22,J3,2014,ＦＣ町田ゼルビア,ＡＣ長野パルセイロ,1,0
2014-06-25,J3,2014,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,0,0
2014-07-19,J3,2014,ブラウブリッツ秋田,ＦＣ町田ゼルビア,1,4
2014-07-20,J3,2014,横浜スポーツ&カルチャークラブ,ツエーゲン金沢,0,3
2014-07-20,J3,2014,福島ユナイテッドＦＣ,ＦＣ琉球,2,2
2014-07-20,J3,2014,藤枝ＭＹＦＣ,いわてグルージャ盛岡,0,1
2014-07-20,J3,2014,ＡＣ長野パルセイロ,ガイナーレ鳥取,1,1
2014-07-20,J3,2014,ＳＣ相模原,Ｊリーグ・アンダー22選抜,2,3
2014-07-27,J3,2014,いわてグルージャ盛岡,横浜スポーツ&カルチャークラブ,1,1
2014-07-27,J3,2014,ツエーゲン金沢,福島ユナイテッドＦＣ,2,2
2014-07-27,J3,2014,ＡＣ長野パルセイロ,ブラウブリッツ秋田,2,0
2014-07-27,J3,2014,ＦＣ琉球,ガイナーレ鳥取,0,3
2014-07-27,J3,2014,ＦＣ町田ゼルビア,Ｊリーグ・アンダー22選抜,1,1
2014-07-27,J3,2014,ＳＣ相模原,藤枝ＭＹＦＣ,2,2
2014-08-02,J3,2014,横浜スポーツ&カルチャークラブ,ＡＣ長野パルセイロ,1,1
2014-08-03,J3,2014,いわてグルージャ盛岡,ＦＣ琉球,2,1
2014-08-03,J3,2014,ガイナーレ鳥取,ツエーゲン金沢,4,2
2014-08-03,J3,2014,ブラウブリッツ秋田,Ｊリーグ・アンダー22選抜,4,0
2014-08-03,J3,2014,福島ユナイテッドＦＣ,ＳＣ相模原,2,2
2014-08-03,J3,2014,藤枝ＭＹＦＣ,ＦＣ町田ゼルビア,1,2
2014-08-10,J3,2014,ブラウブリッツ秋田,藤枝ＭＹＦＣ,2,2
2014-08-10,J3,2014,福島ユナイテッドＦＣ,Ｊリーグ・アンダー22選抜,0,0
2014-08-10,J3,2014,ＡＣ長野パルセイロ,ツエーゲン金沢,1,2
2014-08-10,J3,2014,ＦＣ琉球,横浜スポーツ&カルチャークラブ,1,1
2014-08-10,J3,2014,ＦＣ町田ゼルビア,ガイナーレ鳥取,1,1
2014-08-10,J3,2014,ＳＣ相模原,いわてグルージャ盛岡,0,0
2014-08-17,J3,2014,いわてグルージャ盛岡,Ｊリーグ・アンダー22選抜,2,1
2014-08-24,J3,2014,ガイナーレ鳥取,いわてグルージャ盛岡,1,0
2014-08-24,J3,2014,ツエーゲン金沢,ブラウブリッツ秋田,1,0
2014-08-24,J3,2014,横浜スポーツ&カルチャークラブ,Ｊリーグ・アンダー22選抜,2,1
2014-08-24,J3,2014,ＦＣ町田ゼルビア,ＦＣ琉球,0,1
2014-08-24,J3,2014,ＳＣ相模原,ＡＣ長野パルセイロ,0,1
2014-08-30,J3,2014,横浜スポーツ&カルチャークラブ,ＳＣ相模原,2,4
2014-08-31,J3,2014,いわてグルージャ盛岡,ツエーゲン金沢,0,2
2014-08-31,J3,2014,ガイナーレ鳥取,福島ユナイテッドＦＣ,2,0
2014-08-31,J3,2014,ブラウブリッツ秋田,ＦＣ琉球,0,1
2014-08-31,J3,2014,藤枝ＭＹＦＣ,Ｊリーグ・アンダー22選抜,2,1
2014-08-31,J3,2014,ＡＣ長野パルセイロ,ＦＣ町田ゼルビア,2,0
2014-09-05,J3,2014,横浜スポーツ&カルチャークラブ,いわてグルージャ盛岡,0,0
2014-09-07,J3,2014,ツエーゲン金沢,福島ユナイテッドＦＣ,2,1
2014-09-07,J3,2014,ＡＣ長野パルセイロ,ブラウブリッツ秋田,3,0
2014-09-07,J3,2014,ＦＣ琉球,藤枝ＭＹＦＣ,0,0
2014-09-07,J3,2014,ＦＣ町田ゼルビア,Ｊリーグ・アンダー22選抜,3,0
2014-09-07,J3,2014,ＳＣ相模原,ガイナーレ鳥取,1,0
2014-09-13,J3,2014,福島ユナイテッドＦＣ,横浜スポーツ&カルチャークラブ,2,2
2014-09-14,J3,2014,ツエーゲン金沢,ＡＣ長野パルセイロ,3,2
2014-09-14,J3,2014,ブラウブリッツ秋田,ＦＣ町田ゼルビア,2,1
2014-09-14,J3,2014,藤枝ＭＹＦＣ,ＳＣ相模原,1,1
2014-09-14,J3,2014,ＦＣ琉球,ガイナーレ鳥取,0,0
2014-09-20,J3,2014,ブラウブリッツ秋田,ツエーゲン金沢,1,2
2014-09-21,J3,2014,ガイナーレ鳥取,藤枝ＭＹＦＣ,2,1
2014-09-21,J3,2014,福島ユナイテッドＦＣ,いわてグルージャ盛岡,0,1
2014-09-21,J3,2014,ＦＣ琉球,ＡＣ長野パルセイロ,0,1
2014-09-21,J3,2014,ＳＣ相模原,ＦＣ町田ゼルビア,1,2
2014-10-04,J3,2014,ツエーゲン金沢,横浜スポーツ&カルチャークラブ,2,1
2014-10-05,J3,2014,いわてグルージャ盛岡,藤枝ＭＹＦＣ,0,2
2014-10-05,J3,2014,福島ユナイテッドＦＣ,ブラウブリッツ秋田,2,0
2014-10-05,J3,2014,ＡＣ長野パルセイロ,Ｊリーグ・アンダー22選抜,5,0
2014-10-05,J3,2014,ＦＣ町田ゼルビア,ガイナーレ鳥取,1,2
2014-10-05,J3,2014,ＳＣ相模原,ＦＣ琉球,1,1
2014-10-11,J3,2014,ブラウブリッツ秋田,横浜スポーツ&カルチャークラブ,2,1
2014-10-12,J3,2014,ガイナーレ鳥取,ＡＣ長野パルセイロ,1,1
2014-10-12,J3,2014,藤枝ＭＹＦＣ,福島ユナイテッドＦＣ,0,2
2014-10-12,J3,2014,ＦＣ町田ゼルビア,ツエーゲン金沢,0,0
2014-10-12,J3,2014,ＳＣ相模原,Ｊリーグ・アンダー22選抜,1,5
2014-10-18,J3,2014,横浜スポーツ&カルチャークラブ,ＦＣ琉球,0,0
2014-10-18,J3,2014,福島ユナイテッドＦＣ,Ｊリーグ・アンダー22選抜,0,0
2014-10-19,J3,2014,いわてグルージャ盛岡,ＦＣ町田ゼルビア,1,1
2014-10-19,J3,2014,ガイナーレ鳥取,ブラウブリッツ秋田,1,2
2014-10-19,J3,2014,ツエーゲン金沢,藤枝ＭＹＦＣ,2,0
2014-10-19,J3,2014,ＡＣ長野パルセイロ,ＳＣ相模原,2,0
2014-10-25,J3,2014,ＦＣ琉球,いわてグルージャ盛岡,1,1
2014-10-26,J3,2014,横浜スポーツ&カルチャークラブ,Ｊリーグ・アンダー22選抜,1,1
2014-10-26,J3,2014,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,2,3
2014-11-01,J3,2014,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,2,2
2014-11-02,J3,2014,ガイナーレ鳥取,ツエーゲン金沢,0,1
2014-11-02,J3,2014,ブラウブリッツ秋田,いわてグルージャ盛岡,1,3
2014-11-02,J3,2014,ＦＣ琉球,Ｊリーグ・アンダー22選抜,4,2
2014-11-02,J3,2014,ＦＣ町田ゼルビア,横浜スポーツ&カルチャークラブ,2,1
2014-11-02,J3,2014,ＳＣ相模原,福島ユナイテッドＦＣ,1,0
2014-11-08,J3,2014,ツエーゲン金沢,Ｊリーグ・アンダー22選抜,3,0
2014-11-09,J3,2014,いわてグルージャ盛岡,ＳＣ相模原,0,3
2014-11-09,J3,2014,横浜スポーツ&カルチャークラブ,ガイナーレ鳥取,1,2
2014-11-09,J3,2014,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,0,1
2014-11-09,J3,2014,藤枝ＭＹＦＣ,ブラウブリッツ秋田,1,2
2014-11-09,J3,2014,ＦＣ町田ゼルビア,ＦＣ琉球,4,1
2014-11-16,J3,2014,ガイナーレ鳥取,Ｊリーグ・アンダー22選抜,1,2
2014-11-16,J3,2014,横浜スポーツ&カルチャークラブ,藤枝ＭＹＦＣ,2,0
2014-11-16,J3,2014,ＡＣ長野パルセイロ,いわてグルージャ盛岡,3,0
2014-11-16,J3,2014,ＦＣ琉球,ツエーゲン金沢,0,1
2014-11-16,J3,2014,ＦＣ町田ゼルビア,福島ユナイテッドＦＣ,2,0
2014-11-16,J3,2014,ＳＣ相模原,ブラウブリッツ秋田,2,1
2014-11-23,J3,2014,いわてグルージャ盛岡,ガイナーレ鳥取,1,1
2014-11-23,J3,2014,ツエーゲン金沢,ＳＣ相模原,4,0
2014-11-23,J3,2014,ブラウブリッツ秋田,Ｊリーグ・アンダー22選抜,1,1
2014-11-23,J3,2014,福島ユナイテッドＦＣ,ＦＣ琉球,2,1
2014-11-23,J3,2014,藤枝ＭＹＦＣ,ＦＣ町田ゼルビア,0,1
2014-11-23,J3,2014,ＡＣ長野パルセイロ,横浜スポーツ&カルチャークラブ,6,1
2015-03-15,J3,2015,カターレ富山,ブラウブリッツ秋田,1,0
2015-03-15,J3,2015,レノファ山口ＦＣ,ガイナーレ鳥取,2,1
2015-03-15,J3,2015,福島ユナイテッドＦＣ,藤枝ＭＹＦＣ,0,2
2015-03-15,J3,2015,ＦＣ琉球,横浜スポーツ&カルチャークラブ,0,1
2015-03-15,J3,2015,ＦＣ町田ゼルビア,ＡＣ長野パルセイロ,0,0
2015-03-15,J3,2015,ＳＣ相模原,Ｊリーグ・アンダー22選抜,3,0
2015-03-21,J3,2015,レノファ山口ＦＣ,Ｊリーグ・アンダー22選抜,8,0
2015-03-21,J3,2015,横浜スポーツ&カルチャークラブ,ＦＣ町田ゼルビア,0,1
2015-03-22,J3,2015,ガイナーレ鳥取,カターレ富山,2,1
2015-03-22,J3,2015,福島ユナイテッドＦＣ,いわてグルージャ盛岡,1,0
2015-03-22,J3,2015,藤枝ＭＹＦＣ,ＦＣ琉球,0,0
2015-03-22,J3,2015,ＡＣ長野パルセイロ,ＳＣ相模原,1,2
2015-03-29,J3,2015,いわてグルージャ盛岡,カターレ富山,0,0
2015-03-29,J3,2015,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,0,1
2015-03-29,J3,2015,藤枝ＭＹＦＣ,ＡＣ長野パルセイロ,0,1
2015-03-29,J3,2015,ＦＣ琉球,Ｊリーグ・アンダー22選抜,2,1
2015-03-29,J3,2015,ＦＣ町田ゼルビア,ブラウブリッツ秋田,0,1
2015-03-29,J3,2015,ＳＣ相模原,ガイナーレ鳥取,0,2
2015-04-05,J3,2015,カターレ富山,ＦＣ町田ゼルビア,1,2
2015-04-05,J3,2015,ガイナーレ鳥取,Ｊリーグ・アンダー22選抜,2,0
2015-04-05,J3,2015,ブラウブリッツ秋田,横浜スポーツ&カルチャークラブ,0,1
2015-04-05,J3,2015,レノファ山口ＦＣ,藤枝ＭＹＦＣ,3,0
2015-04-05,J3,2015,ＡＣ長野パルセイロ,ＦＣ琉球,2,1
2015-04-05,J3,2015,ＳＣ相模原,いわてグルージャ盛岡,1,1
2015-04-12,J3,2015,いわてグルージャ盛岡,Ｊリーグ・アンダー22選抜,1,2
2015-04-12,J3,2015,ブラウブリッツ秋田,レノファ山口ＦＣ,1,2
2015-04-12,J3,2015,横浜スポーツ&カルチャークラブ,ＡＣ長野パルセイロ,0,2
2015-04-12,J3,2015,藤枝ＭＹＦＣ,ＳＣ相模原,0,2
2015-04-12,J3,2015,ＦＣ琉球,福島ユナイテッドＦＣ,1,1
2015-04-12,J3,2015,ＦＣ町田ゼルビア,ガイナーレ鳥取,2,0
2015-04-18,J3,2015,福島ユナイテッドＦＣ,ブラウブリッツ秋田,1,1
2015-04-19,J3,2015,いわてグルージャ盛岡,横浜スポーツ&カルチャークラブ,2,2
2015-04-19,J3,2015,ガイナーレ鳥取,ＦＣ琉球,1,0
2015-04-19,J3,2015,レノファ山口ＦＣ,カターレ富山,1,0
2015-04-19,J3,2015,藤枝ＭＹＦＣ,Ｊリーグ・アンダー22選抜,1,1
2015-04-19,J3,2015,ＳＣ相模原,ＦＣ町田ゼルビア,2,1
2015-04-26,J3,2015,カターレ富山,藤枝ＭＹＦＣ,1,0
2015-04-26,J3,2015,ガイナーレ鳥取,福島ユナイテッドＦＣ,1,2
2015-04-26,J3,2015,ブラウブリッツ秋田,ＳＣ相模原,3,0
2015-04-26,J3,2015,ＡＣ長野パルセイロ,レノファ山口ＦＣ,2,1
2015-04-26,J3,2015,ＦＣ琉球,いわてグルージャ盛岡,3,1
2015-04-26,J3,2015,ＦＣ町田ゼルビア,Ｊリーグ・アンダー22選抜,6,0
2015-04-29,J3,2015,いわてグルージャ盛岡,ＦＣ町田ゼルビア,0,0
2015-04-29,J3,2015,カターレ富山,ＳＣ相模原,0,1
2015-04-29,J3,2015,レノファ山口ＦＣ,ＦＣ琉球,4,3
2015-04-29,J3,2015,横浜スポーツ&カルチャークラブ,Ｊリーグ・アンダー22選抜,0,0
2015-04-29,J3,2015,福島ユナイテッドＦＣ,ＡＣ長野パルセイロ,1,2
2015-04-29,J3,2015,藤枝ＭＹＦＣ,ブラウブリッツ秋田,0,2
2015-05-03,J3,2015,ガイナーレ鳥取,藤枝ＭＹＦＣ,2,0
2015-05-03,J3,2015,ブラウブリッツ秋田,いわてグルージャ盛岡,1,0
2015-05-03,J3,2015,横浜スポーツ&カルチャークラブ,レノファ山口ＦＣ,0,1
2015-05-03,J3,2015,ＡＣ長野パルセイロ,カターレ富山,0,1
2015-05-03,J3,2015,ＦＣ町田ゼルビア,ＦＣ琉球,1,0
2015-05-03,J3,2015,ＳＣ相模原,福島ユナイテッドＦＣ,2,0
2015-05-06,J3,2015,いわてグルージャ盛岡,ガイナーレ鳥取,0,1
2015-05-06,J3,2015,カターレ富山,横浜スポーツ&カルチャークラブ,2,0
2015-05-06,J3,2015,レノファ山口ＦＣ,ＳＣ相模原,2,0
2015-05-06,J3,2015,ＡＣ長野パルセイロ,Ｊリーグ・アンダー22選抜,2,0
2015-05-06,J3,2015,ＦＣ琉球,ブラウブリッツ秋田,2,0
2015-05-06,J3,2015,ＦＣ町田ゼルビア,福島ユナイテッドＦＣ,1,1
2015-05-10,J3,2015,いわてグルージャ盛岡,ＡＣ長野パルセイロ,0,2
2015-05-10,J3,2015,カターレ富山,Ｊリーグ・アンダー22選抜,2,1
2015-05-10,J3,2015,ブラウブリッツ秋田,ガイナーレ鳥取,1,2
2015-05-10,J3,2015,横浜スポーツ&カルチャークラブ,藤枝ＭＹＦＣ,0,1
2015-05-10,J3,2015,福島ユナイテッドＦＣ,レノファ山口ＦＣ,3,4
2015-05-10,J3,2015,ＳＣ相模原,ＦＣ琉球,0,1
2015-05-17,J3,2015,ガイナーレ鳥取,横浜スポーツ&カルチャークラブ,1,1
2015-05-17,J3,2015,レノファ山口ＦＣ,いわてグルージャ盛岡,4,0
2015-05-17,J3,2015,福島ユナイテッドＦＣ,Ｊリーグ・アンダー22選抜,1,4
2015-05-17,J3,2015,藤枝ＭＹＦＣ,ＦＣ町田ゼルビア,1,1
2015-05-17,J3,2015,ＡＣ長野パルセイロ,ブラウブリッツ秋田,1,0
2015-05-17,J3,2015,ＦＣ琉球,カターレ富山,0,0
2015-05-24,J3,2015,いわてグルージャ盛岡,藤枝ＭＹＦＣ,2,0
2015-05-24,J3,2015,カターレ富山,福島ユナイテッドＦＣ,1,2
2015-05-24,J3,2015,ガイナーレ鳥取,ＡＣ長野パルセイロ,0,1
2015-05-24,J3,2015,ブラウブリッツ秋田,Ｊリーグ・アンダー22選抜,1,0
2015-05-24,J3,2015,横浜スポーツ&カルチャークラブ,ＳＣ相模原,0,4
2015-05-24,J3,2015,ＦＣ町田ゼルビア,レノファ山口ＦＣ,1,0
2015-05-31,J3,2015,いわてグルージャ盛岡,ＦＣ琉球,2,1
2015-05-31,J3,2015,ブラウブリッツ秋田,ＦＣ町田ゼルビア,0,1
2015-05-31,J3,2015,レノファ山口ＦＣ,Ｊリーグ・アンダー22選抜,3,0
2015-05-31,J3,2015,横浜スポーツ&カルチャークラブ,福島ユナイテッドＦＣ,0,1
2015-05-31,J3,2015,ＡＣ長野パルセイロ,カターレ富山,1,0
2015-05-31,J3,2015,ＳＣ相模原,ガイナーレ鳥取,2,1
2015-06-07,J3,2015,カターレ富山,横浜スポーツ&カルチャークラブ,1,1
2015-06-07,J3,2015,ガイナーレ鳥取,Ｊリーグ・アンダー22選抜,1,1
2015-06-07,J3,2015,福島ユナイテッドＦＣ,いわてグルージャ盛岡,1,1
2015-06-07,J3,2015,藤枝ＭＹＦＣ,レノファ山口ＦＣ,0,4
2015-06-07,J3,2015,ＦＣ町田ゼルビア,ＡＣ長野パルセイロ,2,0
2015-06-07,J3,2015,ＳＣ相模原,ＦＣ琉球,1,1
2015-06-14,J3,2015,いわてグルージャ盛岡,ＳＣ相模原,2,3
2015-06-14,J3,2015,ブラウブリッツ秋田,福島ユナイテッドＦＣ,2,3
2015-06-14,J3,2015,レノファ山口ＦＣ,ＦＣ町田ゼルビア,1,2
2015-06-14,J3,2015,横浜スポーツ&カルチャークラブ,藤枝ＭＹＦＣ,1,2
2015-06-14,J3,2015,ＡＣ長野パルセイロ,ガイナーレ鳥取,2,0
2015-06-14,J3,2015,ＦＣ琉球,Ｊリーグ・アンダー22選抜,2,1
2015-06-20,J3,2015,レノファ山口ＦＣ,横浜スポーツ&カルチャークラブ,6,1
2015-06-21,J3,2015,カターレ富山,Ｊリーグ・アンダー22選抜,0,0
2015-06-21,J3,2015,福島ユナイテッドＦＣ,ＦＣ町田ゼルビア,1,1
2015-06-21,J3,2015,藤枝ＭＹＦＣ,ＦＣ琉球,0,1
2015-06-21,J3,2015,ＡＣ長野パルセイロ,いわてグルージャ盛岡,0,1
2015-06-21,J3,2015,ＳＣ相模原,ブラウブリッツ秋田,3,1
2015-06-28,J3,2015,カターレ富山,レノファ山口ＦＣ,2,5
2015-06-28,J3,2015,ブラウブリッツ秋田,ＡＣ長野パルセイロ,1,2
2015-06-28,J3,2015,福島ユナイテッドＦＣ,Ｊリーグ・アンダー22選抜,1,1
2015-06-28,J3,2015,ＦＣ琉球,ガイナーレ鳥取,2,1
2015-06-28,J3,2015,ＦＣ町田ゼルビア,横浜スポーツ&カルチャークラブ,2,1
2015-06-28,J3,2015,ＳＣ相模原,藤枝ＭＹＦＣ,5,0
2015-07-05,J3,2015,いわてグルージャ盛岡,Ｊリーグ・アンダー22選抜,5,0
2015-07-05,J3,2015,ガイナーレ鳥取,ＦＣ町田ゼルビア,0,0
2015-07-05,J3,2015,レノファ山口ＦＣ,ブラウブリッツ秋田,3,1
2015-07-05,J3,2015,横浜スポーツ&カルチャークラブ,ＳＣ相模原,0,1
2015-07-05,J3,2015,藤枝ＭＹＦＣ,カターレ富山,1,4
2015-07-05,J3,2015,ＦＣ琉球,福島ユナイテッドＦＣ,1,2
2015-07-12,J3,2015,いわてグルージャ盛岡,藤枝ＭＹＦＣ,0,2
2015-07-12,J3,2015,ブラウブリッツ秋田,カターレ富山,1,1
2015-07-12,J3,2015,レノファ山口ＦＣ,ＡＣ長野パルセイロ,3,2
