match_id,year,date,beta_elo,home,away,actual_home_goal,actual_away_goal,home_elo,away_elo,elo_diff,elo_factor,lambda_home_base,lambda_away_base,lambda_home,lambda_away
J1_2024_258,2024,2024-08-11,0.3,ＦＣ町田ゼルビア,湘南ベルマーレ,0,1,1660.305,1479.715,180.59000000000015,1.1450433539486478,2.1699294240144167,1.095685822374233,2.484663265505325,0.9568946176542514
J1_2024_259,2024,2024-08-12,0.3,アルビレックス新潟,京都サンガF.C.,2,0,1544.937,1461.401,83.53599999999983,1.064656274373278,1.2515698446443964,0.9510257418108204,1.3324916879170452,0.8932702175363149
J1_2024_260,2024,2024-08-16,0.3,北海道コンサドーレ札幌,サガン鳥栖,5,3,1436.565,1510.494,-73.92899999999986,0.9460624001519571,1.380991318877631,1.1693046272443528,1.3065039617263883,1.2359698758311697
J1_2024_261,2024,2024-08-17,0.3,アビスパ福岡,アルビレックス新潟,0,1,1580.175,1544.937,35.238000000000056,1.0267808298077084,0.9002747235812362,1.1387984035606578,0.9243848277336469,1.10909589515216
J1_2024_262,2024,2024-08-17,0.3,セレッソ大阪,京都サンガF.C.,3,5,1594.838,1461.401,133.4369999999999,1.105256848455028,1.4287057132438068,0.803105644331632,1.579086773989543,0.7266235404505704
J1_2024_263,2024,2024-08-17,0.3,ヴィッセル神戸,ガンバ大阪,2,2,1673.505,1584.206,89.2990000000002,1.0692679441705393,0.8783999217248535,0.5203747494873293,0.9392448784622967,0.4866645000669111
J1_2024_264,2024,2024-08-17,0.3,名古屋グランパス,サンフレッチェ広島,1,2,1568.795,1658.003,-89.20799999999986,0.9352831138175242,0.6161109824909059,1.184595912265202,0.5762381981612685,1.2665639898383958
J1_2024_265,2024,2024-08-17,0.3,川崎フロンターレ,横浜Ｆ・マリノス,1,3,1575.083,1619.274,-44.1909999999998,0.9673999696171147,2.227848460770188,1.4214318528650496,2.1552205332606156,1.4693321247752729
J1_2024_266,2024,2024-08-17,0.3,湘南ベルマーレ,柏レイソル,1,2,1479.715,1493.159,-13.444000000000187,0.989967663023099,1.256535555422573,1.2506089495187083,1.2439295673071162,1.2632826265250723
J1_2024_267,2024,2024-08-17,0.3,鹿島アントラーズ,浦和レッズ,0,0,1652.977,1598.541,54.43600000000015,1.0416718807211172,2.0222582048180127,1.065486813399977,2.1065295075164894,1.0228622209350353
J1_2024_268,2024,2024-08-17,0.3,ＦＣ東京,東京ヴェルディ,0,0,1577.004,1584.284,-7.2800000000002,0.994554878708434,1.5527395851096026,1.4126329906170774,1.5442847297344648,1.420367061545739
J1_2024_269,2024,2024-08-17,0.3,ＦＣ町田ゼルビア,ジュビロ磐田,4,0,1660.305,1543.88,116.42499999999995,1.0912444584592302,1.8482749491903663,1.2047464199056444,2.0169197960130028,1.1040114894206856
J1_2024_270,2024,2024-08-24,0.3,ガンバ大阪,アビスパ福岡,2,2,1584.206,1580.175,4.030999999999949,1.0030278246292021,0.8710555213202802,0.8006717243522012,0.8736929246811362,0.7982547489629137
J1_2024_271,2024,2024-08-24,0.3,京都サンガF.C.,ＦＣ東京,3,0,1461.401,1577.004,-115.60299999999984,0.916950076876443,0.9326544353302803,2.310366834644273,0.8551975561752561,2.519621179938665
J1_2024_272,2024,2024-08-24,0.3,横浜Ｆ・マリノス,セレッソ大阪,4,0,1619.274,1594.838,24.435999999999922,1.0184959701245815,1.110959640667315,0.9530973676115045,1.1315079169907134,0.9357890414577905
J1_2024_273,2024,2024-08-24,0.3,湘南ベルマーレ,名古屋グランパス,0,1,1479.715,1568.795,-89.08000000000015,0.935372905306373,0.9200706384855678,1.5492318182969202,0.8606091462073351,1.6562718563987946
J1_2024_274,2024,2024-08-25,0.3,アルビレックス新潟,ＦＣ町田ゼルビア,0,0,1544.937,1660.305,-115.36800000000017,0.9171117035704263,0.6215956120450093,1.9263786735998822,0.5700726106945003,2.100484233382104
J1_2024_275,2024,2024-08-25,0.3,サンフレッチェ広島,柏レイソル,2,0,1658.003,1493.159,164.84399999999982,1.1316004974002358,2.3123931585021045,0.8415966403795113,2.616705248345884,0.7437224023080709
J1_2024_276,2024,2024-08-25,0.3,ジュビロ磐田,北海道コンサドーレ札幌,0,2,1543.88,1436.565,107.31500000000005,1.0838139440980648,1.946873331377129,0.9151472074381414,2.1100484639391848,0.8443766685431552
J1_2024_277,2024,2024-08-25,0.3,ヴィッセル神戸,サガン鳥栖,2,0,1673.505,1510.494,163.0110000000002,1.1300458984537274,1.7915028981354375,0.7092377808231453,2.024480502105917,0.6276185611519095
J1_2024_278,2024,2024-08-25,0.3,東京ヴェルディ,鹿島アントラーズ,2,1,1584.284,1652.977,-68.69299999999998,0.949784891525353,1.4458413043334506,1.6541543330367234,1.373238226399221,1.7416094399860944
J1_2024_279,2024,2024-08-31,0.3,サガン鳥栖,湘南ベルマーレ,1,2,1510.494,1479.715,30.778999999999996,1.0233527533848812,1.959168971626088,1.3835900873019966,2.004920961459783,1.3520167730292223
J1_2024_280,2024,2024-08-31,0.3,サンフレッチェ広島,ＦＣ東京,3,2,1658.003,1577.004,80.99900000000002,1.0626324256968536,2.0942013437299036,1.2210782561810536,2.225366253785318,1.1491069034339831
J1_2024_281,2024,2024-08-31,0.3,柏レイソル,東京ヴェルディ,2,3,1493.159,1584.284,-91.125,0.9339393767311036,1.0079041768387895,1.2917213177879394,0.9413213987214951,1.383089041934514
J1_2024_282,2024,2024-08-31,0.3,ＦＣ町田ゼルビア,浦和レッズ,2,2,1660.305,1598.541,61.764000000000124,1.0474126706176707,1.9780298549555084,1.1932447849262648,2.071813532940433,1.1392308097844523
J1_2024_283,2024,2024-09-01,0.3,アビスパ福岡,ヴィッセル神戸,0,2,1580.175,1673.505,-93.33000000000015,0.9323961508934117,0.5006529582387492,1.3390696942974458,0.46680689119520974,1.4361596120000755
J1_2024_284,2024,2024-09-01,0.3,北海道コンサドーレ札幌,川崎フロンターレ,2,0,1436.565,1575.083,-138.51800000000003,0.9013257896442045,1.1241012398064936,1.3574823753701413,1.013181437608617,1.5060951222820365
J1_2024_285,2024,2024-09-13,0.3,ヴィッセル神戸,セレッソ大阪,2,1,1673.505,1594.838,78.66700000000014,1.0607755059340025,0.8356604730103797,0.7978858288161137,0.8864481610466334,0.7521721837964037
J1_2024_286,2024,2024-09-13,0.3,川崎フロンターレ,サガン鳥栖,3,2,1575.083,1510.494,64.58900000000017,1.0496342288457232,2.660243276168606,0.8586513927641857,2.792282399723255,0.8180482011418775
J1_2024_287,2024,2024-09-13,0.3,横浜Ｆ・マリノス,京都サンガF.C.,1,2,1619.274,1461.401,157.87299999999982,1.1256996461040416,1.6065868501216403,0.6893118660089862,1.8085342486173375,0.6123408392235359
J1_2024_288,2024,2024-09-14,0.3,アビスパ福岡,ＦＣ町田ゼルビア,0,3,1580.175,1660.305,-80.13000000000011,0.9416727160184032,0.45060624157841905,1.4676484975346018,0.4243236033619946,1.5585547638463377
J1_2024_289,2024,2024-09-14,0.3,アルビレックス新潟,湘南ベルマーレ,3,1,1544.937,1479.715,65.22199999999998,1.0501326610018389,1.7009855849206406,1.5143253876426925,1.7862605186184817,1.442032463020442
J1_2024_290,2024,2024-09-14,0.3,ガンバ大阪,浦和レッズ,0,1,1584.206,1598.541,-14.335000000000036,0.9893063381220765,1.7475470652906198,0.9949877844465438,1.7288593878586442,1.005742858511603
J1_2024_291,2024,2024-09-14,0.3,北海道コンサドーレ札幌,東京ヴェルディ,0,2,1436.565,1584.284,-147.71900000000005,0.895127377146368,1.0203390732603639,1.5402197553076233,0.9133334384475054,1.7206710403806273
J1_2024_292,2024,2024-09-14,0.3,柏レイソル,ジュビロ磐田,0,2,1493.159,1543.88,-50.721000000000004,0.9626737111381699,1.0652473382039163,1.396939871209611,1.0254856083488213,1.4511042059702741
J1_2024_293,2024,2024-09-14,0.3,鹿島アントラーズ,サンフレッチェ広島,2,2,1652.977,1658.003,-5.02599999999984,0.9962375956466452,1.0724580847340721,0.9942730797328403,1.068423063767278,0.9980280648688733
J1_2024_294,2024,2024-09-14,0.3,ＦＣ東京,名古屋グランパス,4,1,1577.004,1568.795,8.208999999999833,1.0061757417410766,1.1618973995537887,1.3618512998239232,1.1690729778230613,1.3534924798200652
J1_2024_295,2024,2024-09-18,0.3,名古屋グランパス,アルビレックス新潟,3,0,1568.795,1544.937,23.858000000000175,1.0180545478067329,0.9304930985718624,1.1505788294293782,0.9472927307038631,1.1301740480489495
J1_2024_296,2024,2024-09-21,0.3,ジュビロ磐田,アビスパ福岡,0,0,1543.88,1580.175,-36.294999999999845,0.9731459091716695,0.7097372579690663,1.0759534233493329,0.6906779091793148,1.1056445012086336
J1_2024_297,2024,2024-09-21,0.3,浦和レッズ,ＦＣ東京,0,2,1598.541,1577.004,21.537000000000035,1.0162839109178372,1.6007585763568621,1.1817352912893868,1.6268251864152212,1.1628003539110694
J1_2024_298,2024,2024-09-21,0.3,鹿島アントラーズ,柏レイソル,0,0,1652.977,1493.159,159.81799999999998,1.1273429587625587,1.8270982166312513,0.7741244097546172,2.0597663094868692,0.6866804850622777
J1_2024_299,2024,2024-09-21,0.3,ＦＣ町田ゼルビア,北海道コンサドーレ札幌,0,0,1660.305,1436.565,223.74,1.182705960497855,2.7045180912773117,0.8167022929127983,3.1986496668279583,0.690537056707663
J1_2024_300,2024,2024-09-22,0.3,アルビレックス新潟,ヴィッセル神戸,2,3,1544.937,1673.505,-128.5680000000002,0.9080770928183645,0.6906333141512888,1.7576111077630132,0.6271482921180146,1.9355307183313943
J1_2024_301,2024,2024-09-22,0.3,サンフレッチェ広島,横浜Ｆ・マリノス,6,2,1658.003,1619.274,38.72900000000004,1.029472721199876,2.5647771363400467,1.359103926656669,2.6403680978192132,1.3201942107534423
J1_2024_302,2024,2024-09-22,0.3,京都サンガF.C.,ガンバ大阪,2,2,1461.401,1584.206,-122.80499999999984,0.9120105235446339,0.668747914085751,1.1397387103453143,0.6099051352447276,1.2496990779400095
J1_2024_303,2024,2024-09-22,0.3,名古屋グランパス,川崎フロンターレ,2,0,1568.795,1575.083,-6.288000000000011,0.9952951028674353,1.1315627961272274,1.0445310429378531,1.1262389095724115,1.0494686851453099
J1_2024_304,2024,2024-09-22,0.3,東京ヴェルディ,サガン鳥栖,2,0,1584.284,1510.494,73.79000000000019,1.0569025418125049,2.176916248930821,1.0405116762371325,2.3007883168079286,0.9844916017069433
