match_id,year,date,cutoff_matches,beta_elo,home,away,actual_home_goal,actual_away_goal,home_elo,away_elo,elo_diff,elo_factor,lambda_home_base,lambda_away_base,lambda_home,lambda_away
J1_2023_065,2023,2023-04-15,5,0.0,サガン鳥栖,柏レイソル,1,1,1507.597,1490.264,17.333000000000084,1.0,0.613033843221376,0.5312066330368048,0.613033843221376,0.5312066330368048
J1_2023_066,2023,2023-04-15,5,0.0,京都サンガF.C.,ガンバ大阪,2,1,1564.689,1504.167,60.52200000000016,1.0,2.0695169343558604,0.8195107857993046,2.0695169343558604,0.8195107857993046
J1_2023_067,2023,2023-04-15,5,0.0,川崎フロンターレ,名古屋グランパス,1,2,1668.761,1593.768,74.99299999999994,1.0,0.3315976109241783,1.0515756722340863,0.3315976109241783,1.0515756722340863
J1_2023_068,2023,2023-04-15,5,0.0,横浜ＦＣ,サンフレッチェ広島,0,3,1473.452,1610.727,-137.2750000000001,1.0,0.6691326166281198,2.8807803224501587,0.6691326166281198,2.8807803224501587
J1_2023_069,2023,2023-04-15,5,0.0,浦和レッズ,北海道コンサドーレ札幌,4,1,1598.507,1564.173,34.33400000000006,1.0,2.0365216071650183,1.0939438788993727,2.0365216071650183,1.0939438788993727
J1_2023_070,2023,2023-04-15,5,0.0,湘南ベルマーレ,横浜Ｆ・マリノス,1,1,1548.091,1693.719,-145.62800000000016,1.0,1.1318291499409712,1.901548633565741,1.1318291499409712,1.901548633565741
J1_2023_071,2023,2023-04-15,5,0.0,鹿島アントラーズ,ヴィッセル神戸,1,5,1606.558,1611.437,-4.878999999999905,1.0,0.31265909327686153,1.5626875947092729,0.31265909327686153,1.5626875947092729
J1_2023_072,2023,2023-04-15,5,0.0,ＦＣ東京,セレッソ大阪,1,2,1575.293,1564.017,11.27599999999984,1.0,2.377422159205771,0.3855217865639986,2.377422159205771,0.3855217865639986
J1_2023_073,2023,2023-04-22,5,0.0,サンフレッチェ広島,ＦＣ東京,1,2,1610.727,1575.293,35.4340000000002,1.0,0.734644275151428,0.30510254583550134,0.734644275151428,0.30510254583550134
J1_2023_074,2023,2023-04-22,5,0.0,ヴィッセル神戸,横浜Ｆ・マリノス,2,3,1611.437,1693.719,-82.28200000000015,1.0,1.8354170350476633,0.4730715363054518,1.8354170350476633,0.4730715363054518
J1_2023_075,2023,2023-04-23,5,0.0,アルビレックス新潟,鹿島アントラーズ,0,2,1604.608,1606.558,-1.9500000000000455,1.0,1.231685794749947,1.4816303480044561,1.231685794749947,1.4816303480044561
J1_2023_076,2023,2023-04-23,5,0.0,ガンバ大阪,横浜ＦＣ,1,1,1504.167,1473.452,30.714999999999918,1.0,2.2261178435470343,1.984857535461995,2.2261178435470343,1.984857535461995
J1_2023_077,2023,2023-04-23,5,0.0,セレッソ大阪,柏レイソル,1,0,1564.017,1490.264,73.75300000000016,1.0,1.524590278426296,0.5030310399425462,1.524590278426296,0.5030310399425462
J1_2023_078,2023,2023-04-23,5,0.0,京都サンガF.C.,サガン鳥栖,2,3,1564.689,1507.597,57.0920000000001,1.0,1.2132691579479569,0.8598988815451055,1.2132691579479569,0.8598988815451055
J1_2023_079,2023,2023-04-23,5,0.0,北海道コンサドーレ札幌,アビスパ福岡,2,2,1564.173,1553.467,10.705999999999904,1.0,0.7211206648406884,0.5264792232564198,0.7211206648406884,0.5264792232564198
J1_2023_080,2023,2023-04-23,5,0.0,名古屋グランパス,湘南ベルマーレ,2,2,1593.768,1548.091,45.677000000000135,1.0,0.5670842107901984,0.6299570761942042,0.5670842107901984,0.6299570761942042
J1_2023_081,2023,2023-04-23,5,0.0,川崎フロンターレ,浦和レッズ,1,1,1668.761,1598.507,70.2539999999999,1.0,1.0294989786000426,0.38857999934910153,1.0294989786000426,0.38857999934910153
J1_2023_082,2023,2023-04-29,5,0.0,アビスパ福岡,川崎フロンターレ,1,3,1553.467,1668.761,-115.29399999999987,1.0,1.3239271051990733,0.7654780320854737,1.3239271051990733,0.7654780320854737
J1_2023_083,2023,2023-04-29,5,0.0,セレッソ大阪,サンフレッチェ広島,0,1,1564.017,1610.727,-46.710000000000036,1.0,1.5901796896863023,1.7563176254547617,1.5901796896863023,1.7563176254547617
J1_2023_084,2023,2023-04-29,5,0.0,ヴィッセル神戸,湘南ベルマーレ,2,0,1611.437,1548.091,63.346000000000004,1.0,1.5877088014878438,0.6833008361518843,1.5877088014878438,0.6833008361518843
J1_2023_085,2023,2023-04-29,5,0.0,柏レイソル,京都サンガF.C.,1,1,1490.264,1564.689,-74.42500000000018,1.0,0.5941805976410998,2.7752627593448493,0.5941805976410998,2.7752627593448493
J1_2023_086,2023,2023-04-29,5,0.0,横浜Ｆ・マリノス,名古屋グランパス,1,1,1693.719,1593.768,99.95100000000002,1.0,0.5701183121152211,0.6907874596985664,0.5701183121152211,0.6907874596985664
J1_2023_087,2023,2023-04-29,5,0.0,横浜ＦＣ,北海道コンサドーレ札幌,1,4,1473.452,1564.173,-90.721,1.0,0.8225230087351446,2.6031947678692693,0.8225230087351446,2.6031947678692693
J1_2023_088,2023,2023-04-29,5,0.0,鹿島アントラーズ,ガンバ大阪,4,0,1606.558,1504.167,102.39100000000008,1.0,1.3126188236423861,0.8618537567325151,1.3126188236423861,0.8618537567325151
J1_2023_089,2023,2023-04-29,5,0.0,ＦＣ東京,アルビレックス新潟,2,1,1575.293,1604.608,-29.315000000000055,1.0,2.7675946614786096,0.8464142557659576,2.7675946614786096,0.8464142557659576
J1_2023_090,2023,2023-05-03,5,0.0,アビスパ福岡,ＦＣ東京,1,0,1553.467,1575.293,-21.825999999999794,1.0,1.3237268532201054,0.32095313903431255,1.3237268532201054,0.32095313903431255
J1_2023_091,2023,2023-05-03,5,0.0,ガンバ大阪,セレッソ大阪,1,2,1504.167,1564.017,-59.850000000000136,1.0,1.2671349224449526,0.9684023296860006,1.2671349224449526,0.9684023296860006
J1_2023_092,2023,2023-05-03,5,0.0,サガン鳥栖,横浜Ｆ・マリノス,1,3,1507.597,1693.719,-186.12200000000007,1.0,0.8531029122824636,1.6057941430450389,0.8531029122824636,1.6057941430450389
J1_2023_093,2023,2023-05-03,5,0.0,京都サンガF.C.,川崎フロンターレ,0,1,1564.689,1668.761,-104.07199999999989,1.0,0.8404276481489517,0.9496823476897093,0.8404276481489517,0.9496823476897093
