model_version,target_years,prev_weight,prev_decay,elo_lambda_weight,compat_weight,current_decay,shrinkage,draw_factor,max_match_draw_prob,lambda_cap,goal_adjust_name,goal_adjust_mode,goal_cap_for_strength,promoted_prior_name,n_sim,mean_mae,std_mae,mean_prob_actual_position,mean_sim_draw_rate,mean_title_contender_error,mean_bottom3_error,mae_2023,prob_actual_position_2023,sim_draw_rate_2023,mae_2024,prob_actual_position_2024,sim_draw_rate_2024,mae_2025,prob_actual_position_2025,sim_draw_rate_2025
v1.5,"2023,2024,2025",0.2,0.995,0.2,0.2,1.0,1.0,1.2,0.33,3.5,cap4,cap,4,none,3000,2.2929888888888885,0.277799932672045,0.13878333333333334,0.2905643962848297,1.8292222222222219,1.9632962962962965,2.033333333333333,0.17233333333333334,0.2769019607843137,2.5859333333333336,0.09535,0.28563508771929824,2.2596999999999996,0.14866666666666667,0.3091561403508772
