target_year,previous_year,prev_weight,prev_decay,elo_lambda_weight,compat_weight,current_decay,shrinkage,draw_factor,max_match_draw_prob_label,max_match_draw_prob,lambda_cap_label,lambda_cap,matchup_prior_n,matchup_time_decay,compat_factor_min,compat_factor_max,goal_adjust_name,goal_adjust_mode,goal_cap_for_strength,n_sim,n_teams,n_previous_matches,n_target_matches,n_train_matches,n_test_matches,mae,mean_prob_actual_position,sim_draw_rate,京都_actual_position,京都_avg_pred_position,京都_error,柏_actual_position,柏_avg_pred_position,柏_error,川崎F_actual_position,川崎F_avg_pred_position,川崎F_error,神戸_actual_position,神戸_avg_pred_position,神戸_error,横浜FM_actual_position,横浜FM_avg_pred_position,横浜FM_error,名古屋_actual_position,名古屋_avg_pred_position,名古屋_error,G大阪_actual_position,G大阪_avg_pred_position,G大阪_error,浦和_actual_position,浦和_avg_pred_position,浦和_error,prev_setting_name,町田_actual_position,町田_avg_pred_position,町田_error,清水_actual_position,清水_avg_pred_position,清水_error
2023,2022,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3.5,3.5,30,0.97,0.95,1.05,cap4,cap,4,10000,18,306,306,153,153,2.027366666666667,0.17269444444444443,0.27587058823529415,13,14.6686,1.6685999999999996,17,16.1481,0.8519000000000005,8,7.7642999999999995,0.23570000000000046,1,2.5302000000000002,1.5302000000000002,2,1.5612,0.4388000000000001,6,3.5441,2.4559,16,13.908100000000001,2.091899999999999,4,4.385699999999999,0.38569999999999904,prev020_decay0995,,,,,,
2024,2023,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3.5,3.5,30,0.97,0.95,1.05,cap4,cap,4,10000,20,306,380,190,190,2.57698,0.09626499999999999,0.2858873684210526,14,18.713,4.713000000000001,17,15.341500000000002,1.6584999999999983,8,12.387899999999998,4.387899999999998,1,3.7477000000000005,2.7477000000000005,9,7.972899999999998,1.0271000000000017,11,9.4687,1.5312999999999999,4,4.6708,0.6707999999999998,13,9.246,3.7539999999999996,prev020_decay0995,3.0,1.5727999999999998,1.4272000000000002,,,
2025,2024,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3.5,3.5,30,0.97,0.95,1.05,cap4,cap,4,10000,20,380,380,190,190,2.25565,0.15028999999999998,0.31050578947368423,3,4.680899999999999,1.6808999999999994,2,5.4488,3.4488000000000003,8,4.652000000000001,3.347999999999999,5,5.339199999999999,0.33919999999999906,15,18.1702,3.1702000000000012,16,11.6273,4.3727,9,11.5427,2.5427,7,6.127900000000002,0.8720999999999979,prev020_decay0995,6.0,10.1352,4.135199999999999,14.0,9.944799999999999,4.055200000000001
2023,2022,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3,3.0,30,0.97,0.95,1.05,cap4,cap,4,10000,18,306,306,153,153,2.036944444444444,0.17147222222222222,0.2765679738562091,13,14.663499999999999,1.663499999999999,17,16.1387,0.8613,8,7.782300000000001,0.2176999999999989,1,2.5351,1.5351,2,1.6005999999999996,0.3994000000000004,6,3.498,2.502,16,13.849800000000002,2.150199999999998,4,4.366499999999999,0.3664999999999994,prev020_decay0995,,,,,,
2024,2023,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3,3.0,30,0.97,0.95,1.05,cap4,cap,4,10000,20,306,380,190,190,2.57642,0.09633499999999998,0.2863942105263158,14,18.6993,4.699300000000001,17,15.302999999999997,1.6970000000000027,8,12.386000000000003,4.386000000000003,1,3.7178,2.7178,9,7.935100000000002,1.064899999999998,11,9.532399999999999,1.467600000000001,4,4.667199999999999,0.6671999999999993,13,9.208,3.792,prev020_decay0995,3.0,1.5743,1.4257,,,
2025,2024,0.2,0.995,0.2,0.2,1.0,1.0,1.2,cap033,0.33,cap3,3.0,30,0.97,0.95,1.05,cap4,cap,4,10000,20,380,380,190,190,2.2485400000000006,0.14923000000000003,0.31051894736842106,3,4.685,1.6849999999999996,2,5.4439,3.4439,8,4.6192,3.3808,5,5.3212,0.32120000000000015,15,18.1815,3.1814999999999998,16,11.650699999999999,4.349300000000001,9,11.497300000000001,2.497300000000001,7,6.115800000000001,0.884199999999999,prev020_decay0995,6.0,10.121800000000002,4.121800000000002,14.0,9.928999999999998,4.0710000000000015
