event_id,season,team,old_manager,new_manager,effective_change_date,window,window_start,window_end,n_matches,n_events,mean_expected_points,mean_actual_points,mean_points_residual,sum_expected_points,sum_actual_points,sum_points_residual,points_residual_ci_low,points_residual_ci_high,mean_lambda_for,mean_actual_goals_for,mean_goal_for_residual,mean_lambda_against,mean_actual_goals_against,mean_goals_against_improvement,mean_team_win_prob,mean_team_draw_prob,mean_team_loss_prob,home_match_rate
E003,2024,横浜FM,ハリー キューウェル,ジョン ハッチンソン,2024-07-20,after_1_3,1,3,3,1,1.4941986796678164,2.0,0.5058013203321835,4.482596039003449,6.0,1.5174039609965506,-1.0333709986930537,2.016197318634371,1.7332876371505754,2.0,0.2667123628494245,1.404545834443649,1.6666666666666667,-0.2621208322230177,0.4155697116100305,0.247489544837725,0.3369407435522445,0.6666666666666666
E003,2024,横浜FM,ハリー キューウェル,ジョン ハッチンソン,2024-07-20,after_1_5,1,5,5,1,1.370384730711098,2.4,1.029615269288902,6.85192365355549,12.0,5.14807634644451,-0.10465343527395818,1.9410670402741677,1.5560412771398398,2.6,1.0439587228601601,1.4846794564461794,1.2,0.2846794564461793,0.36877454355484485,0.26406110004656325,0.36716435639859185,0.6
E003,2024,横浜FM,ハリー キューウェル,ジョン ハッチンソン,2024-07-20,after_4_6,4,6,3,1,1.4614069657160933,2.0,0.5385930342839066,4.38422089714828,6.0,1.6157791028517199,-2.01489328259624,2.042268178654137,1.4373999567087974,2.6666666666666665,1.2292667099578694,1.3105143944842126,1.0,0.31051439448421253,0.39198576300991683,0.28544967668634275,0.3225645603037404,0.6666666666666666
E003,2024,横浜FM,ハリー キューウェル,ジョン ハッチンソン,2024-07-20,after_7_10,7,10,4,1,1.4610306855077613,0.25,-1.2110306855077613,5.844122742031045,1.0,-4.844122742031045,-1.666579209574329,-0.7554821614411937,1.641354474711721,0.75,-0.8913544747117211,1.5294699559417417,2.5,-0.970530044058258,0.39782871401818276,0.2675445434532133,0.3346267425286039,0.5
E004,2024,浦和,ペアマティアス ヘグモ,池田 伸康,2024-08-31,after_1_10,1,10,10,1,1.3312991515378352,1.2,-0.13129915153783508,13.312991515378352,12.0,-1.312991515378351,-0.8972350213215291,0.6902708454831086,1.3735617641527114,0.9,-0.4735617641527112,1.4292241283993705,0.9,0.5292241283993706,0.3502318139291996,0.2806037097502362,0.36916447632056404,0.5
E004,2024,浦和,ペアマティアス ヘグモ,池田 伸康,2024-08-31,after_1_3,1,3,3,1,1.1384824454505384,1.3333333333333333,0.1948508878827949,3.4154473363516153,4.0,0.5845526636483847,-1.7051688788537769,2.148905987324607,1.2834204846465358,1.0,-0.28342048464653585,1.6562421139330228,1.3333333333333333,0.32290878059968947,0.2885966499030083,0.2726924957415133,0.4387108543554783,0.3333333333333333
E004,2024,浦和,ペアマティアス ヘグモ,池田 伸康,2024-08-31,after_1_5,1,5,5,1,1.170536333009764,0.8,-0.37053633300976385,5.85268166504882,4.0,-1.8526816650488191,-1.4626226102379973,0.9764729276595198,1.1921577054298624,0.6,-0.5921577054298626,1.4955239315233417,1.2,0.2955239315233417,0.293271128413683,0.2907229477687145,0.41600592381760243,0.4
E004,2024,浦和,ペアマティアス ヘグモ,池田 伸康,2024-08-31,after_4_6,4,6,3,1,1.2008464960827856,0.0,-1.2008464960827856,3.602539488248357,0.0,-3.602539488248357,-1.4655409647852295,-0.971693363911974,1.22984698300922,0.3333333333333333,-0.8965136496758866,1.479921967169082,1.3333333333333333,0.14658863383574885,0.3004441398161759,0.2995140766342578,0.40004178354956627,0.3333333333333333
E004,2024,浦和,ペアマティアス ヘグモ,池田 伸康,2024-08-31,after_7_10,7,10,4,1,1.5737511726945947,2.0,0.42624882730540536,6.295004690778379,8.0,1.7049953092216215,-0.5361094909679647,1.2944415252473827,1.548953809639961,1.25,-0.2989538096399611,1.2209372601718478,0.25,0.9709372601718478,0.4337989425336108,0.2723543450937623,0.29384671237262683,0.75
E005,2024,鳥栖,川井 健太,木谷 公亮,2024-08-11,after_1_10,1,10,10,1,1.0445123947423105,0.6,-0.4445123947423107,10.445123947423106,6.0,-4.445123947423107,-1.0271211458821163,0.3000079064610219,1.2155694008356204,1.0,-0.21556940083562015,1.756298811610193,1.9,-0.14370118838980694,0.2598988184992589,0.264815939244534,0.47528524225620716,0.4
E005,2024,鳥栖,川井 健太,木谷 公亮,2024-08-11,after_1_3,1,3,3,1,1.1295311541313007,0.3333333333333333,-0.7961978207979673,3.388593462393902,1.0,-2.388593462393902,-1.217721511494428,-0.5346183068027668,1.249405235029722,1.3333333333333333,0.08392809830361125,1.6067187633388738,2.6666666666666665,-1.059947903327793,0.2831393177421068,0.28011320090498004,0.436747481352913,0.3333333333333333
E005,2024,鳥栖,川井 健太,木谷 公亮,2024-08-11,after_1_5,1,5,5,1,1.121857981688931,0.2,-0.9218579816889308,5.609289908444654,1.0,-4.609289908444654,-1.3878200616709837,-0.5463769694406371,1.3364402181004211,1.4,0.06355978189957892,1.7632680605386717,2.6,-0.8367319394613283,0.28843174847024455,0.2565627362781969,0.45500551525155836,0.4
E005,2024,鳥栖,川井 健太,木谷 公亮,2024-08-11,after_4_6,4,6,3,1,0.9782278933563343,0.0,-0.9782278933563343,2.934683680069003,0.0,-2.934683680069003,-1.7289201633525744,-0.4917762826981777,1.3516999890226653,1.0,-0.35169998902266536,2.104786960253197,2.3333333333333335,-0.2285463730801364,0.2518264644724378,0.22274849993902093,0.5254250355885413,0.3333333333333333
E005,2024,鳥栖,川井 健太,木谷 公亮,2024-08-11,after_7_10,7,10,4,1,1.0304617012400503,1.25,0.21953829875994968,4.121846804960201,5.0,0.8781531950397987,-1.094869778162911,1.6971487796433566,1.0880945840497598,0.75,-0.33809458404975984,1.6071177363314293,1.0,0.6071177363314295,0.24852270958723868,0.2848935724783343,0.4665837179344271,0.5
E006,2024,鹿島,ランコ ポポビッチ,中後 雅喜,2024-10-19,after_1_10,1,10,6,1,1.529227109105273,2.0,0.4707728908947269,9.175362654631638,12.0,2.8246373453683615,-0.5481900375384788,1.4483521056260056,1.498432631481033,1.3333333333333333,-0.16509929814769966,1.173789031860099,0.3333333333333333,0.8404556985267657,0.41352146585356225,0.2886627115445863,0.29781582260185147,0.5
E006,2024,鹿島,ランコ ポポビッチ,中後 雅喜,2024-10-19,after_1_3,1,3,3,1,1.409705616317136,1.6666666666666667,0.25696105034953054,4.229116848951408,5.0,0.7708831510485916,-0.5634272192537215,1.8167579990511171,1.2626310290962854,1.0,-0.2626310290962854,1.1821936552571648,0.3333333333333333,0.8488603219238314,0.36509623188908086,0.3144169206498934,0.3204868474610257,0.6666666666666666
E006,2024,鹿島,ランコ ポポビッチ,中後 雅喜,2024-10-19,after_1_5,1,5,5,1,1.627754200088568,1.8,0.17224579991143174,8.13877100044284,9.0,0.8612289995571587,-0.8719529644558671,1.2704848007839482,1.6320028250142364,1.0,-0.6320028250142364,1.160511439224821,0.2,0.9605114392248211,0.4491196487450216,0.2803952538535035,0.2704850974014749,0.4
E006,2024,鹿島,ランコ ポポビッチ,中後 雅喜,2024-10-19,after_4_6,4,6,3,1,1.6487486018934099,2.3333333333333335,0.6845847314399234,4.946245805680229,7.0,2.05375419431977,-1.3752313775115441,1.963408345811203,1.7342342338657808,1.6666666666666667,-0.06756756719911398,1.165384408463033,0.3333333333333333,0.8320510751296997,0.46194669981804354,0.26290850243927916,0.27514479774267725,0.3333333333333333
E007,2025,新潟,樹森 大介,入江 徹,2025-06-25,after_1_10,1,10,10,1,0.8432608708241116,0.1,-0.7432608708241115,8.432608708241116,1.0,-7.432608708241116,-0.9530380011235586,-0.49927606658695317,0.9034095301972289,0.5,-0.403409530197229,1.717435769202888,2.0,-0.28256423079711224,0.18788613649559718,0.2796024613373199,0.5325114021670829,0.5
E007,2025,新潟,樹森 大介,入江 徹,2025-06-25,after_1_3,1,3,3,1,0.7071763681213558,0.0,-0.7071763681213558,2.1215291043640674,0.0,-2.1215291043640674,-0.7909346046727911,-0.5956870178785322,0.7903729094689699,0.6666666666666666,-0.1237062428023032,1.8408861665712006,3.0,-1.1591138334287994,0.14575003389407146,0.2699262664391413,0.5843236996667873,0.3333333333333333
E007,2025,新潟,樹森 大介,入江 徹,2025-06-25,after_1_5,1,5,5,1,0.7362734678805551,0.0,-0.7362734678805551,3.681367339402776,0.0,-3.681367339402776,-0.7865284098114164,-0.6628804399765542,0.7897951407322604,0.6,-0.18979514073226042,1.7732620712847198,2.8,-1.0267379287152802,0.15255108488479027,0.27862021322618435,0.5688287018890253,0.4
E007,2025,新潟,樹森 大介,入江 徹,2025-06-25,after_4_6,4,6,3,1,0.7986882437172286,0.3333333333333333,-0.46535491038389526,2.396064731151686,1.0,-1.3960647311516858,-0.7924336644344302,0.16377350388702272,0.9611191534686014,0.6666666666666666,-0.2944524868019347,1.8746367910005863,2.0,-0.1253632089994138,0.1752547977813801,0.2729238503730883,0.5518213518455316,0.6666666666666666
E007,2025,新潟,樹森 大介,入江 徹,2025-06-25,after_7_10,7,10,4,1,0.9787537181813406,0.0,-0.9787537181813406,3.9150148727253624,0.0,-3.9150148727253624,-1.226476565326536,-0.7310308710361453,0.944904778289894,0.25,-0.694904778289894,1.5069472048283794,1.25,0.2569472048283793,0.22896171748240432,0.2918685657341275,0.4791697167834681,0.5
E008,2025,横浜FC,四方田 修平,三浦 文丈,2025-08-09,after_1_10,1,10,10,1,1.1588946490372465,1.3,0.14110535096275392,11.588946490372464,13.0,1.4110535096275392,-0.4962916277018232,0.8658299570388366,0.6790079531567959,0.9,0.2209920468432042,0.9039894004495878,0.9,0.003989400449587688,0.27634321008139545,0.32986501879305963,0.39379177112554486,0.5
E008,2025,横浜FC,四方田 修平,三浦 文丈,2025-08-09,after_1_3,1,3,3,1,0.9089575717107783,1.0,0.09104242828922178,2.726872715132335,3.0,0.27312728486766535,-1.1903776853215438,2.177618065278646,0.5795908476180601,1.3333333333333333,0.7537424857152732,1.1333395951590048,1.6666666666666667,-0.5333270715076618,0.19313583635574863,0.3295500626435321,0.4773141010007193,0.3333333333333333
E008,2025,横浜FC,四方田 修平,三浦 文丈,2025-08-09,after_1_5,1,5,5,1,1.0628203601771973,1.0,-0.06282036017719714,5.314101800885986,5.0,-0.3141018008859857,-0.8817220401176435,1.1210248246793868,0.6196943401475314,1.0,0.3803056598524685,0.9786844479687422,1.2,-0.22131555203125766,0.24436344086369255,0.32973003758611924,0.42590652155018816,0.4
E008,2025,横浜FC,四方田 修平,三浦 文丈,2025-08-09,after_4_6,4,6,3,1,1.3762002886906017,1.6666666666666667,0.29046637797606506,4.128600866071805,5.0,0.8713991339281952,-0.46386503621950137,1.4586282196818463,0.7309039892815354,0.6666666666666666,-0.0642373226148687,0.7028999678351124,0.3333333333333333,0.3695666345017791,0.3487334295635338,0.33,0.32126657043646606,0.6666666666666666
E008,2025,横浜FC,四方田 修平,三浦 文丈,2025-08-09,after_7_10,7,10,4,1,1.1833682272920805,1.25,0.06663177270791959,4.733472909168322,5.0,0.26652709083167836,-0.7441449561418425,0.9583941647948352,0.714648755217293,0.75,0.035351244782707014,0.8827938288783812,0.75,0.13279382887838126,0.28445607576402676,0.33,0.3855439242359731,0.5
E009,2025,横浜FM,スティーブ ホーランド,パトリック キスノーボ,2025-04-20,after_1_10,1,10,3,1,1.4594881511058133,0.0,-1.4594881511058133,4.37846445331744,0.0,-4.37846445331744,-1.68514650402261,-1.308738861936526,1.3398531635437416,0.0,-1.3398531635437416,1.2253948547119349,1.6666666666666667,-0.4412718119547317,0.3856725100361713,0.3024706209972993,0.3118568689665293,0.6666666666666666
E010,2025,横浜FM,パトリック キスノーボ,大島 秀夫,2025-06-21,after_1_10,1,10,10,1,1.175533672798553,1.1,-0.07553367279855298,11.755336727985531,11.0,-0.7553367279855299,-0.8753977837370442,0.7862124903255294,1.0837259324728472,0.8,-0.2837259324728475,1.3733848210186343,1.1,0.2733848210186343,0.28942539483251883,0.3072574883009964,0.4033171168664847,0.5
E010,2025,横浜FM,パトリック キスノーボ,大島 秀夫,2025-06-21,after_1_3,1,3,3,1,1.4431076579161317,0.3333333333333333,-1.1097743245827985,4.329322973748395,1.0,-3.329322973748395,-1.68514650402261,-0.2595973823674813,1.1062945073138728,0.3333333333333333,-0.7729611739805394,0.992520348002042,1.6666666666666667,-0.6741463186646245,0.3729462505476162,0.3242689062732829,0.30278484317910087,0.6666666666666666
E010,2025,横浜FM,パトリック キスノーボ,大島 秀夫,2025-06-21,after_1_5,1,5,5,1,1.4092089466004534,1.4,-0.009208946600453415,7.046044733002267,7.0,-0.04604473300226708,-1.2798097130258619,1.261391819824955,1.1229293880615563,1.0,-0.12292938806155633,1.0387358635428758,1.0,0.0387358635428761,0.3613956848486087,0.3250218920546273,0.313582423096764,0.6
E010,2025,横浜FM,パトリック キスノーボ,大島 秀夫,2025-06-21,after_4_6,4,6,3,1,1.2869830628518466,2.0,0.7130169371481534,3.86094918855554,6.0,2.13905081144446,-1.1442274293016677,1.742050599088221,1.0996252329001097,1.3333333333333333,0.23370810043322368,1.165125215012291,0.3333333333333333,0.8317918816789577,0.3198496052335835,0.32743424715109587,0.35271614761532044,0.3333333333333333
E009,2025,横浜FM,スティーブ ホーランド,パトリック キスノーボ,2025-04-20,after_7_10,7,10,3,1,1.4594881511058133,0.0,-1.4594881511058133,4.37846445331744,0.0,-4.37846445331744,-1.68514650402261,-1.308738861936526,1.3398531635437416,0.0,-1.3398531635437416,1.2253948547119349,1.6666666666666667,-0.4412718119547317,0.3856725100361713,0.3024706209972993,0.3118568689665293,0.6666666666666666
E010,2025,横浜FM,パトリック キスノーボ,大島 秀夫,2025-06-21,after_7_10,7,10,4,1,0.8912661414203987,1.0,0.10873385857960133,3.565064565681595,4.0,0.4349354343184053,-0.9441101160781241,1.3708827827423464,1.054875026021632,0.75,-0.3048750260216319,1.815227880285836,1.25,0.5652278802858359,0.2039665952453972,0.27936635568420687,0.5166670490703958,0.5
