competition,competition_id,season,match_id,match_url,date,home,away,home_goal,away_goal,home_manager,away_manager,manager_parse_method,page_title
J1,1001,2024,20241103004,https://soccer-db.net/result/20241103004,2024-11-03,鳥栖,町田,,,木谷 公亮,黒田 剛,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/03 サガン鳥栖 - ＦＣ町田ゼルビア 試合結果,スタメン"
J1,1001,2024,20241103005,https://soccer-db.net/result/20241103005,2024-11-03,福岡,柏,,,長谷部 茂利,井原 正巳,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/03 アビスパ福岡 - 柏レイソル 試合結果,スタメン"
J1,1001,2024,20241109001,https://soccer-db.net/result/20241109001,2024-11-09,鹿島,名古屋,,,中後 雅喜,長谷川 健太,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 鹿島アントラーズ - 名古屋グランパス 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109002,https://soccer-db.net/result/20241109002,2024-11-09,鳥栖,横浜FM,,,木谷 公亮,ジョン ハッチンソン,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 サガン鳥栖 - 横浜Ｆ・マリノス 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109003,https://soccer-db.net/result/20241109003,2024-11-09,京都,川崎F,,,チョウ キジェ,鬼木 達,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 京都サンガF.C. - 川崎フロンターレ 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109004,https://soccer-db.net/result/20241109004,2024-11-09,町田,FC東京,,,黒田 剛,ピーター クラモフスキー,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 ＦＣ町田ゼルビア - ＦＣ東京 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109005,https://soccer-db.net/result/20241109005,2024-11-09,湘南,札幌,,,山口 智,ミハイロ ペトロビッチ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 湘南ベルマーレ - 北海道コンサドーレ札幌 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109006,https://soccer-db.net/result/20241109006,2024-11-09,柏,新潟,,,井原 正巳,松橋 力蔵,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 柏レイソル - アルビレックス新潟 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109007,https://soccer-db.net/result/20241109007,2024-11-09,C大阪,福岡,,,小菊 昭雄,長谷部 茂利,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 セレッソ大阪 - アビスパ福岡 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241109008,https://soccer-db.net/result/20241109008,2024-11-09,磐田,G大阪,,,横内 昭展,ダニエル ポヤトス,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/09 ジュビロ磐田 - ガンバ大阪 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241110001,https://soccer-db.net/result/20241110001,2024-11-10,東京V,神戸,,,城福 浩,吉田 孝行,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/10 東京ヴェルディ - ヴィッセル神戸 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241110002,https://soccer-db.net/result/20241110002,2024-11-10,浦和,広島,,,マチェイ スコルジャ,ミヒャエル スキッベ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/10 浦和レッズ - サンフレッチェ広島 試合結果,スタメン,フォーメーション"
J1,1001,2024,20241116001,https://soccer-db.net/result/20241116001,2024-11-16,磐田,横浜FM,,,横内 昭展,ジョン ハッチンソン,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/16 ジュビロ磐田 - 横浜Ｆ・マリノス 試合結果,スタメン"
J1,1001,2024,20241117001,https://soccer-db.net/result/20241117001,2024-11-17,京都,鹿島,,,チョウ キジェ,中後 雅喜,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/17 京都サンガF.C. - 鹿島アントラーズ 試合結果,スタメン"
J1,1001,2024,20241122001,https://soccer-db.net/result/20241122001,2024-11-22,浦和,川崎F,,,マチェイ スコルジャ,鬼木 達,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/22 浦和レッズ - 川崎フロンターレ 試合結果,スタメン"
J1,1001,2024,20241130001,https://soccer-db.net/result/20241130001,2024-11-30,柏,神戸,,,井原 正巳,吉田 孝行,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 柏レイソル - ヴィッセル神戸 試合結果,スタメン"
J1,1001,2024,20241130002,https://soccer-db.net/result/20241130002,2024-11-30,C大阪,鹿島,,,小菊 昭雄,中後 雅喜,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 セレッソ大阪 - 鹿島アントラーズ 試合結果,スタメン"
J1,1001,2024,20241130003,https://soccer-db.net/result/20241130003,2024-11-30,新潟,G大阪,,,松橋 力蔵,ダニエル ポヤトス,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 アルビレックス新潟 - ガンバ大阪 試合結果,スタメン"
J1,1001,2024,20241130004,https://soccer-db.net/result/20241130004,2024-11-30,磐田,FC東京,,,横内 昭展,ピーター クラモフスキー,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 ジュビロ磐田 - ＦＣ東京 試合結果,スタメン"
J1,1001,2024,20241130005,https://soccer-db.net/result/20241130005,2024-11-30,東京V,川崎F,,,城福 浩,鬼木 達,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 東京ヴェルディ - 川崎フロンターレ 試合結果,スタメン"
J1,1001,2024,20241130006,https://soccer-db.net/result/20241130006,2024-11-30,湘南,横浜FM,,,山口 智,ジョン ハッチンソン,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 湘南ベルマーレ - 横浜Ｆ・マリノス 試合結果,スタメン"
J1,1001,2024,20241130007,https://soccer-db.net/result/20241130007,2024-11-30,名古屋,鳥栖,,,長谷川 健太,木谷 公亮,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 名古屋グランパス - サガン鳥栖 試合結果,スタメン"
J1,1001,2024,20241130008,https://soccer-db.net/result/20241130008,2024-11-30,福岡,浦和,,,長谷部 茂利,マチェイ スコルジャ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 アビスパ福岡 - 浦和レッズ 試合結果,スタメン"
J1,1001,2024,20241130009,https://soccer-db.net/result/20241130009,2024-11-30,町田,京都,,,黒田 剛,チョウ キジェ,text,"Soccer D.B. : 2024 明治安田 Ｊ１リーグ 24/11/30 ＦＣ町田ゼルビア - 京都サンガF.C. 試合結果,スタメン"
