expected_points_bucket_after_1_3,n_events,mean_sum_points_residual_after_1_3,median_sum_points_residual_after_1_3,mean_sum_points_residual_after_1_5,mean_goal_for_residual_after_1_3,mean_goals_against_improvement_after_1_3,boost_rate_after_1_3,strong_boost_rate_after_1_3,strong_negative_rate_after_1_3
Q1_low_expected,30,1.4022699573224942,1.0040237886364345,1.285163748239423,0.43853060620364887,0.24884966270156042,0.5666666666666667,0.4,0.13333333333333333
Q4_high_expected,30,-0.865711732457999,-1.114234358501084,-0.48250528882781957,-0.15477465428497608,-0.3980601622229342,0.36666666666666664,0.06666666666666667,0.3333333333333333
Q2_mid_low_expected,29,-0.35121919159050174,-0.1746254254961914,-0.3162615686921545,-0.13110937648656665,-0.05297515013201439,0.41379310344827586,0.06896551724137931,0.2413793103448276
Q3_mid_high_expected,29,0.7105443421082793,0.2871941582273625,1.1264529603159301,0.18326651305828306,0.031659340348713476,0.5862068965517241,0.3448275862068966,0.13793103448275862
