elo_bucket,n_events,mean_sum_points_residual_after_1_3,median_sum_points_residual_after_1_3,mean_sum_points_residual_after_1_5,mean_goal_for_residual_after_1_3,mean_goals_against_improvement_after_1_3,boost_rate_after_1_3,strong_boost_rate_after_1_3,strong_negative_rate_after_1_3
Q1_low_elo,30,0.8473824786510845,0.4667237089579327,1.012553345388971,0.17596314035712377,0.07510057609588658,0.5666666666666667,0.3,0.2
Q4_high_elo,30,-0.14236595262963245,-0.31580778608942484,-0.07980803920983039,0.013598605889235801,-0.20164307219554634,0.4666666666666667,0.16666666666666666,0.2
Q2_mid_low_elo,29,-0.13438565458176147,-1.0195720695337651,0.05807174571770489,-0.003679328409959177,0.0678140862714287,0.41379310344827586,0.20689655172413793,0.27586206896551724
Q3_mid_high_elo,29,0.3194435970061355,-0.0939511908726112,0.6175470458017216,0.15327874671165476,-0.11257955476684765,0.4827586206896552,0.20689655172413793,0.1724137931034483
