model_version,target_year,previous_year,match_index_in_test,date,home,away,actual_home_goal,actual_away_goal,lambda_home,lambda_away,home_win_prob,draw_prob,away_win_prob,home_expected_points,away_expected_points,home_actual_points,away_actual_points,home_points_residual,away_points_residual,home_goal_residual,away_goal_residual,score_grid_expected_home_goals,score_grid_expected_away_goals,home_elo,away_elo,home_matchup_effect,away_matchup_effect
v1.5,2023,2022,55,2023-08-18,福岡,新潟,0,1,1.1593436259704102,0.7567909972680625,0.4379670296150413,0.32999999999999996,0.23203297038495868,1.6439010888451238,1.0260989111548762,0,3,-1.6439010888451238,1.9739010888451238,-1.1593436259704102,0.24320900273193746,1.1422764435046018,0.752778373733838,1446.4903029050529,1440.4461953650673,-0.020031114653134903,0.020031114653134903
v1.5,2023,2022,56,2023-08-18,浦和,名古屋,1,0,1.2164966433897375,1.129478111681038,0.35482770096224364,0.32999999999999996,0.3151722990377564,1.3944831028867308,1.275516897113269,3,0,1.6055168971132692,-1.275516897113269,-0.2164966433897375,-1.129478111681038,1.1928373570263748,1.111857694662495,1557.3234991779466,1567.8706549714868,-0.04224737311643164,0.04224737311643164
v1.5,2023,2022,57,2023-08-19,広島,川崎F,3,2,1.5534110806203387,1.003263607884328,0.46668605955909964,0.30544839491647335,0.22786554552442717,1.7055065735937722,0.9890450314897549,3,0,1.2944934264062278,-0.9890450314897549,1.4465889193796613,0.996736392115672,1.5125093494112711,0.9999387140539057,1557.838679637829,1578.255514608496,-0.026615021715883428,0.026615021715883428
v1.5,2023,2022,58,2023-08-19,神戸,柏,1,1,1.6942623834458905,0.5054778867400701,0.626821679965262,0.27373595807764944,0.09944236195708835,2.1542009979734353,0.5720630439489145,1,1,-1.1542009979734353,0.4279369560510855,-0.6942623834458905,0.4945221132599299,1.6308467653083436,0.5123415633778757,1581.3188621947713,1426.229179760879,-0.05919867371119469,0.05919867371119469
v1.5,2023,2022,59,2023-08-19,G大阪,湘南,2,1,1.3769696236089222,1.2968138405344745,0.3616043807617719,0.3112837321403422,0.3271118870978857,1.396096874425658,1.2926193934339993,3,0,1.603903125574342,-1.2926193934339993,0.6230303763910778,-0.29681384053447446,1.353760758889279,1.2792210440749499,1452.455192640851,1451.2254606675106,-0.006456105816982203,0.006456105816982203
v1.5,2023,2022,60,2023-08-19,横浜FM,FC東京,2,1,2.915859019160245,0.566204320221476,0.8268273729766368,0.128091132615525,0.04508149440783815,2.6085732515454354,0.2633356158390394,3,0,0.3914267484545646,-0.2633356158390394,-0.9158590191602451,0.43379567977852396,2.868002217999466,0.5763910508909941,1654.9664878390527,1474.3075807527803,-0.03311318550118094,0.03311318550118094
v1.5,2023,2022,61,2023-08-19,鹿島,鳥栖,2,1,1.181117440856425,1.1358659461838032,0.3454018652743305,0.33000000000000007,0.32459813472566956,1.3662055958229915,1.3037944041770086,3,0,1.6337944041770085,-1.3037944041770086,0.8188825591435751,-0.1358659461838032,1.159876990370401,1.117629518089538,1541.7221522140278,1492.560956580837,-0.034015257211558125,0.034015257211558125
v1.5,2023,2022,62,2023-08-19,京都,札幌,3,0,1.1052862333583042,2.56495649020014,0.13740310169735426,0.2018380784147906,0.6607588198878553,0.6140473835068534,2.1841145380783566,3,0,2.385952616493147,-2.1841145380783566,1.8947137666416958,-2.56495649020014,1.1173677597804217,2.5173632715122527,1435.0035369045336,1508.8331728929727,0.03184510503937243,-0.03184510503937243
v1.5,2023,2022,63,2023-08-20,横浜FC,C大阪,0,1,0.6340318307831035,2.3707474214640722,0.07823434275216273,0.18859748075102023,0.7331681764968172,0.42330050900750843,2.3881020102414716,0,3,-0.42330050900750843,0.6118979897585284,-0.6340318307831035,-1.3707474214640722,0.645121261344467,2.316737830536905,1420.8505167370859,1556.9340998880539,-0.027716546887213447,0.027716546887213447
v1.5,2023,2022,64,2023-08-25,湘南,浦和,0,1,0.6995639731378404,1.2205440505003435,0.20378910530910108,0.33000000000000007,0.4662108946908988,0.9413673159273033,1.7286326840726964,0,3,-0.9413673159273033,1.2713673159273036,-0.6995639731378404,-0.22054405050034354,0.696287603433004,1.195760509979961,1451.2254606675106,1557.3234991779466,0.012735585689517612,-0.012735585689517612
v1.5,2023,2022,65,2023-08-26,鳥栖,G大阪,1,1,1.8349342229183045,1.0602916364270558,0.5222404095015266,0.2735604437523864,0.20419914674608708,1.8402816722569664,0.8861578839906477,1,1,-0.8402816722569664,0.11384211600935235,-0.8349342229183045,-0.06029163642705582,1.791871543999397,1.0630091728811355,1492.560956580837,1452.455192640851,0.030190394984735018,-0.030190394984735018
v1.5,2023,2022,66,2023-08-26,C大阪,名古屋,3,1,0.926261282530834,1.2785736228878488,0.2524587430912763,0.33,0.41754125690872385,1.087376229273829,1.5826237707261717,3,0,1.912623770726171,-1.5826237707261717,2.073738717469166,-0.2785736228878488,0.9176040731981663,1.2477448535601883,1556.9340998880539,1567.8706549714868,-0.07047875326582131,0.07047875326582131
v1.5,2023,2022,67,2023-08-26,京都,福岡,2,0,0.9279056768211538,1.0456106568370847,0.30491347780536077,0.32999999999999996,0.3650865221946391,1.2447404334160823,1.4252595665839172,3,0,1.7552595665839177,-1.4252595665839172,1.0720943231788462,-1.0456106568370847,0.9208755381018364,1.0352099703646793,1435.0035369045336,1446.4903029050529,-0.018707702838516797,0.018707702838516797
v1.5,2023,2022,68,2023-08-26,川崎F,札幌,2,2,1.7602155872284746,1.4037357115074862,0.43243327616638316,0.2782873661278326,0.28927935770578406,1.5755871946269822,1.1461254392451847,1,1,-0.5755871946269822,-0.14612543924518473,0.2397844127715254,0.5962642884925138,1.7317439912313535,1.3968098295105333,1578.255514608496,1508.8331728929727,-0.001961318542923404,0.001961318542923404
v1.5,2023,2022,69,2023-08-26,柏,広島,0,0,0.9853036401427417,1.7464922984318094,0.19874867130955887,0.28272741281850106,0.51852391587194,0.8789734267471776,1.838299160434321,1,1,0.1210265732528224,-0.8382991604343211,-0.9853036401427417,-1.7464922984318094,0.9874620607338034,1.7017063542804018,1426.229179760879,1557.838679637829,0.022353620669261443,-0.022353620669261443
v1.5,2023,2022,70,2023-08-26,横浜FC,横浜FM,4,1,0.8157305552064115,2.924159474140952,0.07261886266083764,0.14960887031506084,0.7777722670241014,0.36746545829757377,2.482925671387365,3,0,2.632534541702426,-2.482925671387365,3.1842694447935886,-1.9241594741409518,0.8284092043412528,2.874854318578908,1420.8505167370859,1654.9664878390527,0.024970440220791867,-0.024970440220791867
v1.5,2023,2022,71,2023-08-26,鹿島,新潟,2,0,1.5156476915583543,0.9357149613047335,0.4722140218508797,0.3110325269241113,0.216753451225009,1.7276745924767503,0.9612928805991383,3,0,1.2723254075232497,-0.9612928805991383,0.4843523084416457,-0.9357149613047335,1.472208470467192,0.9328625997001379,1541.7221522140278,1440.4461953650673,-0.020516312066342485,0.020516312066342485
v1.5,2023,2022,72,2023-08-26,FC東京,神戸,2,2,1.5018191417620483,2.0455236916702213,0.26817578004854714,0.25617001748082613,0.4756542024706268,1.0606973576264676,1.6831326248927065,1,1,-0.06069735762646755,-0.6831326248927065,0.49818085823795166,-0.0455236916702213,1.500342512478305,2.0144497818545344,1474.3075807527803,1581.3188621947713,0.002594585593413726,-0.002594585593413726
v1.5,2023,2022,73,2023-09-02,鳥栖,広島,0,2,0.9782046251478995,1.2474190203845716,0.2719474722726326,0.33000000000000007,0.39805252772736727,1.145842416817898,1.524157583182102,0,3,-1.145842416817898,1.475842416817898,-0.9782046251478995,0.7525809796154284,0.9675413265988738,1.2201202951172232,1492.560956580837,1557.838679637829,0.002089225742077405,-0.002089225742077405
v1.5,2023,2022,74,2023-09-02,C大阪,川崎F,3,0,1.54208826586526,1.4241749398915726,0.37789866376058057,0.2929334667942779,0.3291678694451415,1.4266294580760195,1.2804370751297025,3,0,1.5733705419239805,-1.2804370751297025,1.45791173413474,-1.4241749398915726,1.51975143332756,1.4094574675605025,1556.9340998880539,1578.255514608496,0.047259070223530805,-0.047259070223530805
