window,window_start,window_end,n_matches,n_events,mean_expected_points,mean_actual_points,mean_points_residual,sum_expected_points,sum_actual_points,sum_points_residual,points_residual_ci_low,points_residual_ci_high,mean_lambda_for,mean_actual_goals_for,mean_goal_for_residual,mean_lambda_against,mean_actual_goals_against,mean_goals_against_improvement,goals_against_improvement_ci_low,goals_against_improvement_ci_high,mean_goal_diff_residual,mean_team_win_prob,mean_team_draw_prob,mean_team_loss_prob,home_match_rate,mean_team_games_in_train_at_cutoff
after_1_3,1,3,348,116,1.1446537960289893,1.235632183908046,0.09097838787905664,398.3395210180883,430.0,31.66047898191171,-0.04698021961981212,0.2289369953779254,1.1049660248341597,1.25,0.1450339751658403,1.4701083943435347,1.4942528735632183,-0.02414447921968354,-0.16386217582418364,0.11557321738481655,0.12088949594615675,0.2866365273844957,0.2847442138755023,0.42861925874000195,0.5028735632183908,18.06896551724138
after_1_5,1,5,580,116,1.1399879218072186,1.2155172413793103,0.07552931957209148,661.1929946481869,705.0,43.80700535181306,-0.030226957238481372,0.18128559638266434,1.0963704205891143,1.196551724137931,0.10018130354881662,1.4667875330323412,1.4758620689655173,-0.009074535933176123,-0.11545859523529772,0.09730952336894547,0.09110676761564053,0.28512080305720394,0.2846255126356069,0.4302536843071891,0.5137931034482759,18.06896551724138
after_1_10,1,10,1074,116,1.143487645521585,1.2495344506517692,0.10604680513018394,1228.1057312901823,1342.0,113.89426870981755,0.027321757227086463,0.18477185303328142,1.0962766211467536,1.196461824953445,0.1001852038066914,1.4562971699322422,1.4394785847299814,0.016818585202260674,-0.06223339832763858,0.09587056873215993,0.11700378900895206,0.2863124074096032,0.2845504232927757,0.42913716929762113,0.5,17.61731843575419
after_4_6,4,6,340,116,1.1167962966178258,1.2441176470588236,0.12732135044099777,379.71074085006074,423.0,43.28925914993924,-0.010556802773290214,0.2651995036552858,1.0746126635190867,1.1411764705882352,0.06656380706914887,1.4861464778826767,1.3764705882352941,0.10967588964738255,-0.02733026834721923,0.24668204764198431,0.1762396967165314,0.2778218523845647,0.2833307394641316,0.4388474081513037,0.5029411764705882,17.958823529411763
after_7_10,7,10,386,103,1.1659468119741796,1.266839378238342,0.10089256626416218,450.05546942203335,489.0,38.9445305779666,-0.03268884443509554,0.2344739769634199,1.1075248934529442,1.1968911917098446,0.08936629825690032,1.417553463200953,1.4455958549222798,-0.028042391721327022,-0.16193907584865647,0.10585429240600241,0.061323906535573264,0.2934989228428945,0.2854500434454962,0.42105103371160923,0.4948186528497409,16.909326424870468
