event_id,season,team,old_manager,new_manager,effective_change_date,window,window_start,window_end,n_matches,n_events,mean_expected_points,mean_actual_points,mean_points_residual,sum_expected_points,sum_actual_points,sum_points_residual,points_residual_ci_low,points_residual_ci_high,mean_lambda_for,mean_actual_goals_for,mean_goal_for_residual,mean_lambda_against,mean_actual_goals_against,mean_goals_against_improvement,goals_against_improvement_ci_low,goals_against_improvement_ci_high,mean_goal_diff_residual,mean_team_win_prob,mean_team_draw_prob,mean_team_loss_prob,home_match_rate,mean_team_games_in_train_at_cutoff
PSEUDO_0060,2017,新潟,no_change_control,no_change_control,2017-09-23,after_4_6,4,6,3,1,0.8894054168913629,2.3333333333333335,1.4439279164419705,2.6682162506740887,7.0,4.331783749325911,0.38264685498794493,2.505208977895996,0.7320973778566429,1.3333333333333333,0.6012359554766905,1.4130237836240058,0.6666666666666666,0.7463571169573394,-0.052741442639355984,1.5454556765540348,1.34759307243403,0.19547871770474026,0.30296926377714223,0.5015520185181176,0.6666666666666666,26.0
PSEUDO_0060,2017,新潟,no_change_control,no_change_control,2017-09-23,after_7_10,7,10,2,1,0.8201136667537345,3.0,2.1798863332462655,1.640227333507469,6.0,4.359772666492531,1.3062628684153061,3.053509798077225,0.9435807727503541,2.0,1.0564192272496458,1.9729675061517216,1.0,0.9729675061517217,-2.2323735415740646,4.178308553877508,2.0293867334013678,0.19260609302262652,0.24229538768585512,0.5650985192915184,0.5,26.0
PSEUDO_0061,2017,札幌,no_change_control,no_change_control,2017-06-17,after_1_3,1,3,3,1,0.8360112481660265,1.0,0.16398875183397355,2.5080337444980794,3.0,0.49196625550192064,-1.5778886235379272,1.9058661272058743,0.8123056434362348,0.6666666666666666,-0.14563897676956808,1.6234089535878837,1.6666666666666667,-0.043257713078782865,-2.0202231697032214,1.9337077435456556,-0.18889668984835092,0.18515130260341203,0.2805573403557904,0.5342913570407978,0.3333333333333333,14.0
PSEUDO_0061,2017,札幌,no_change_control,no_change_control,2017-06-17,after_1_5,1,5,5,1,0.8990113432961587,1.4,0.5009886567038413,4.495056716480794,7.0,2.5049432835192063,-0.7056568737697979,1.7076341871774805,0.8152974591715753,1.2,0.3847025408284247,1.4923616147348953,1.4,0.09236161473489521,-1.2290238319636737,1.413747061433464,0.47706415556331994,0.2006340465207545,0.29710920373389527,0.5022567497453504,0.4,14.0
PSEUDO_0061,2017,札幌,no_change_control,no_change_control,2017-06-17,after_1_10,1,10,10,1,0.957531321980581,1.1,0.142468678019419,9.57531321980581,11.0,1.42468678019419,-0.6406073234230332,0.9255446794618711,0.8709772141994925,1.0,0.12902278580050736,1.6505481440624223,1.5,0.15054814406242245,-0.5903514966981965,0.8914477848230414,0.27957092986292986,0.23111207641909215,0.2641950927233045,0.5046928308576033,0.5,14.0
PSEUDO_0061,2017,札幌,no_change_control,no_change_control,2017-06-17,after_4_6,4,6,3,1,0.6984753525988624,1.3333333333333333,0.6348579807344709,2.0954260577965873,4.0,1.9045739422034127,-0.7084130791900202,1.978129040658962,0.6362730018364923,1.6666666666666667,1.0303936648301744,1.9687606010736738,1.6666666666666667,0.30209393440700705,-1.0483272115807545,1.6525150803947686,1.3324875992371814,0.15345769370483134,0.23810227148436844,0.6084400348108003,0.3333333333333333,14.0
PSEUDO_0061,2017,札幌,no_change_control,no_change_control,2017-06-17,after_7_10,7,10,4,1,1.2429633543777858,1.0,-0.24296335437778582,4.971853417511143,4.0,-0.9718534175111433,-1.5682100650515565,1.0822833562959848,1.0910090515441864,0.75,-0.3410090515441863,1.4322431941598879,1.25,0.182243194159888,-0.9093432069462631,1.2738295952660392,-0.15876585738429821,0.3238234438165479,0.27149302292814215,0.4046835332553099,0.75,14.0
PSEUDO_0062,2017,清水,no_change_control,no_change_control,2017-09-09,after_1_3,1,3,3,1,1.03679348747226,1.0,-0.03679348747225997,3.1103804624167797,3.0,-0.1103804624167799,-1.463327783637463,1.389740808692943,1.0636106921348123,0.6666666666666666,-0.39694402546814556,1.6917822894492325,2.0,-0.3082177105507677,-1.3722671095102794,0.7558316884087439,-0.7051617360189133,0.2570166799253013,0.2657434476963561,0.4772398723783426,0.6666666666666666,24.0
PSEUDO_0062,2017,清水,no_change_control,no_change_control,2017-09-09,after_1_5,1,5,5,1,1.0678473814903882,0.8,-0.2678473814903882,5.339236907451941,4.0,-1.3392369074519412,-1.09960634379951,0.5639115808187336,1.0857172024760782,0.4,-0.6857172024760783,1.648888613066605,1.8,-0.1511113869333952,-0.9780336495596363,0.6758108756928459,-0.8368285894094735,0.2681311473665028,0.26345393939088,0.4684149132426173,0.6,24.0
PSEUDO_0062,2017,清水,no_change_control,no_change_control,2017-09-09,after_1_10,1,10,10,1,1.2611944112814575,0.9,-0.36119441128145746,12.611944112814575,9.0,-3.611944112814575,-1.061329723942504,0.3389409013795889,1.2676619401082163,0.7,-0.5676619401082162,1.4634344436881146,1.5,-0.036565556311885364,-0.7343326876604779,0.6612015750367071,-0.6042274964201018,0.32629498727454376,0.2823094494578262,0.39139556326763003,0.5,24.0
PSEUDO_0062,2017,清水,no_change_control,no_change_control,2017-09-09,after_4_6,4,6,3,1,1.3083714595198497,0.6666666666666666,-0.641704792853183,3.9251143785595493,2.0,-1.9251143785595493,-0.77427766256923,-0.5091319231371361,1.3201858582523138,0.0,-1.3201858582523138,1.4486345096960933,1.0,0.44863450969609325,-0.7914651214498716,1.6887341408420582,-0.8715513485562206,0.34664809245588707,0.26842718215218836,0.3849247253919246,0.3333333333333333,24.0
