window,window_start,window_end,n_matches,n_events,mean_expected_points,mean_actual_points,mean_points_residual,sum_expected_points,sum_actual_points,sum_points_residual,points_residual_ci_low,points_residual_ci_high,mean_lambda_for,mean_actual_goals_for,mean_goal_for_residual,mean_lambda_against,mean_actual_goals_against,mean_goals_against_improvement,goals_against_improvement_ci_low,goals_against_improvement_ci_high,mean_goal_diff_residual,mean_team_win_prob,mean_team_draw_prob,mean_team_loss_prob,home_match_rate,mean_team_games_in_train_at_cutoff
after_1_3,1,3,346,118,1.1834763696215307,1.260115606936416,0.07663923731488556,409.48282388904966,436.0,26.517176110950405,-0.06458132656604063,0.21785980119581175,1.172094831867685,1.2427745664739884,0.07067973460630352,1.4792244949375788,1.5202312138728324,-0.041006718935253664,-0.18788922323351331,0.10587578536300597,0.02967301567104985,0.30153556832044653,0.27886966466019103,0.4195947670193625,0.5,18.21965317919075
after_1_5,1,5,556,118,1.175224273130508,1.2607913669064748,0.08556709377596687,653.4246958605625,701.0,47.57530413943758,-0.024472148304361327,0.19560633585629505,1.1620254689610425,1.2428057553956835,0.08078028643464087,1.4752230486930216,1.4766187050359711,-0.0013956563429496716,-0.11394705719149191,0.11115574450559255,0.0793846300916912,0.2982178458356432,0.28057073562357837,0.4212114185407784,0.5017985611510791,17.97482014388489
after_1_10,1,10,1004,118,1.1688405894117029,1.2081673306772909,0.039326741265588064,1173.5159517693496,1213.0,39.484048230650416,-0.04261553160220012,0.12126901413337625,1.1609599829091133,1.2171314741035857,0.05617149119447231,1.4874941048477384,1.4432270916334662,0.04426701321427214,-0.03793003853429499,0.12646406496283927,0.10043850440874444,0.29633541017453596,0.2798343588880948,0.4238302309373692,0.499003984063745,17.564741035856574
after_4_6,4,6,306,109,1.1677105889140813,1.2189542483660132,0.051243659451931746,357.3194402077089,373.0,15.680559792291113,-0.09517122587143084,0.19765854477529432,1.1461976408445544,1.2516339869281046,0.10543634608355017,1.4628508233769917,1.4150326797385622,0.04781814363842949,-0.0971401856718769,0.19277647294873587,0.1532544897219797,0.2947143937932814,0.28356740753423704,0.42171819867248145,0.5228758169934641,17.486928104575163
after_7_10,7,10,352,92,1.1554366127062248,1.1477272727272727,-0.007709339978952023,406.7136876725911,404.0,-2.713687672591112,-0.14636217416270125,0.13094349420479723,1.1628481048752761,1.1619318181818181,-0.0009162866934579184,1.517045608140249,1.3920454545454546,0.12500015359479424,-0.00991053720703472,0.2599108443966232,0.1240838669013363,0.29263307010118045,0.2775374024026834,0.4298295274961361,0.4772727272727273,16.988636363636363
