window,true_mean_event_sum_points_residual,pseudo_mean_event_sum_points_residual,diff_true_minus_pseudo_mean_event_sum_points_residual,true_median_event_sum_points_residual,pseudo_median_event_sum_points_residual,diff_true_minus_pseudo_median_event_sum_points_residual,true_mean_match_points_residual,pseudo_mean_match_points_residual,diff_true_minus_pseudo_mean_match_points_residual,true_mean_goal_for_residual,pseudo_mean_goal_for_residual,diff_true_minus_pseudo_mean_goal_for_residual,true_mean_goals_against_improvement,pseudo_mean_goals_against_improvement,diff_true_minus_pseudo_mean_goals_against_improvement,true_boost_rate,pseudo_boost_rate,diff_true_minus_pseudo_boost_rate,true_strong_boost_rate,pseudo_strong_boost_rate,diff_true_minus_pseudo_strong_boost_rate,true_strong_negative_rate,pseudo_strong_negative_rate,diff_true_minus_pseudo_strong_negative_rate
after_1_10,0.334610578225851,0.9818471440501513,-0.6472365658243002,0.16395359078895438,1.3179043085958138,-1.1539507178068593,0.04212122835649013,0.10177469065871507,-0.05965346230222494,0.06129755208691918,0.09696396537643166,-0.035666413289512484,0.042931545503225546,0.02177210236363106,0.021159443139594485,0.5084745762711864,0.5948275862068966,-0.08635300993571016,0.3644067796610169,0.3879310344827586,-0.023524254821741697,0.3050847457627119,0.27586206896551724,0.029222676797194647
after_1_3,0.22472183144873226,0.27293516363716985,-0.048213332188437596,-0.127675136009977,0.1341820178905864,-0.2618571539005634,0.07234842298420863,0.09097838787905663,-0.018629964894848,0.0849596230350844,0.1450339751658403,-0.06007435213075589,-0.04317350397760122,-0.024144479219683535,-0.019029024757917682,0.4830508474576271,0.5172413793103449,-0.034190531852717754,0.22033898305084745,0.2413793103448276,-0.021040327293980143,0.211864406779661,0.20689655172413793,0.004967855055523079
after_1_5,0.40318054355455585,0.37764659786045734,0.025533945694098503,0.0928449434188527,-0.11117621705749005,0.20402116047634275,0.08432269595004183,0.07552931957209147,0.008793376377950357,0.09350794192204356,0.10018130354881662,-0.006673361626773053,0.00010925871528523308,-0.009074535933176139,0.009183794648461372,0.5084745762711864,0.49137931034482757,0.01709526592635885,0.3135593220338983,0.27586206896551724,0.037697253068381065,0.2796610169491525,0.22413793103448276,0.055523085914669756
after_4_6,0.14385834671826708,0.3731832685339589,-0.2293249218156918,0.0228050396920713,0.17991920742153325,-0.15711416772946196,0.059192922878500996,0.12572132332795663,-0.06652840044945563,0.09787035000794025,0.06534395721873755,0.032526392789202704,0.06664961682018201,0.11652882837419906,-0.04987921155401705,0.5045871559633027,0.5431034482758621,-0.038516292312559375,0.1926605504587156,0.23275862068965517,-0.04009807023093956,0.1834862385321101,0.1206896551724138,0.0627965833596963
after_7_10,-0.029496605136859894,0.37810223862103504,-0.4075988437578949,-0.01289008614257215,0.04508561180812,-0.05797569795069215,-0.0304873861519399,0.10881978589273957,-0.13930717204467946,-0.01437732862302376,0.09530818449311546,-0.10968551311613922,0.11692688898665617,-0.04073900631367426,0.15766589530033043,0.5,0.5048543689320388,-0.004854368932038833,0.2391304347826087,0.32038834951456313,-0.08125791473195443,0.25,0.18446601941747573,0.06553398058252427
