target_year,previous_year,prev_weight,prev_decay,elo_lambda_weight,compat_weight,matchup_prior_n,matchup_time_decay,compat_factor_min,compat_factor_max,goal_adjust_name,goal_adjust_mode,goal_cap_for_strength,n_sim,n_teams,n_previous_matches,n_target_matches,n_train_matches,n_test_matches,mae,mean_prob_actual_position,sim_draw_rate,京都_actual_position,京都_avg_pred_position,京都_error,柏_actual_position,柏_avg_pred_position,柏_error,川崎F_actual_position,川崎F_avg_pred_position,川崎F_error,神戸_actual_position,神戸_avg_pred_position,神戸_error,横浜FM_actual_position,横浜FM_avg_pred_position,横浜FM_error,名古屋_actual_position,名古屋_avg_pred_position,名古屋_error,G大阪_actual_position,G大阪_avg_pred_position,G大阪_error,浦和_actual_position,浦和_avg_pred_position,浦和_error,prev_setting_name,町田_actual_position,町田_avg_pred_position,町田_error,清水_actual_position,清水_avg_pred_position,清水_error
2023,2022,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,18,306,306,153,153,2.0333333333333337,0.1727037037037037,0.28812636165577343,13,14.707,1.7070000000000007,17,16.165,0.8350000000000009,8,7.788333333333334,0.211666666666666,1,2.4783333333333335,1.4783333333333335,2,1.5633333333333335,0.43666666666666654,6,3.4619999999999997,2.5380000000000003,16,13.893666666666668,2.106333333333332,4,4.394666666666666,0.39466666666666583,prev020_decay0995,,,,,,
2024,2023,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,306,380,190,190,2.577,0.09501666666666668,0.2969438596491228,14,18.721333333333334,4.721333333333334,17,15.359333333333334,1.6406666666666663,8,12.37366666666667,4.37366666666667,1,3.7860000000000005,2.7860000000000005,9,8.035333333333332,0.9646666666666679,11,9.417666666666667,1.5823333333333327,4,4.699,0.6989999999999998,13,9.162999999999998,3.8370000000000015,prev020_decay0995,3.0,1.5510000000000002,1.4489999999999998,,,
2025,2024,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,380,380,190,190,2.2744,0.14823333333333333,0.3346,3,4.610999999999999,1.6109999999999989,2,5.431333333333332,3.431333333333332,8,4.563666666666665,3.4363333333333346,5,5.475333333333333,0.4753333333333334,15,18.169,3.1690000000000005,16,11.603333333333332,4.396666666666668,9,11.483333333333333,2.4833333333333325,7,6.023333333333334,0.9766666666666657,prev020_decay0995,6.0,10.139999999999999,4.139999999999999,14.0,9.793333333333333,4.206666666666667
2023,2022,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,18,306,306,153,153,2.044185185185186,0.1716111111111111,0.2817276688453159,13,14.627000000000002,1.6270000000000024,17,16.168,0.8320000000000007,8,7.737666666666666,0.2623333333333342,1,2.501333333333333,1.5013333333333332,2,1.5446666666666666,0.45533333333333337,6,3.516333333333334,2.483666666666666,16,13.91933333333333,2.0806666666666693,4,4.458,0.4580000000000002,prev020_decay0995,,,,,,
2024,2023,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,306,380,190,190,2.5740333333333334,0.09601666666666667,0.28791052631578945,14,18.695666666666668,4.695666666666668,17,15.305,1.6950000000000003,8,12.347666666666667,4.347666666666667,1,3.7219999999999995,2.7219999999999995,9,8.055000000000001,0.9449999999999985,11,9.432333333333334,1.5676666666666659,4,4.7366666666666655,0.7366666666666655,13,9.196333333333332,3.8036666666666683,prev020_decay0995,3.0,1.5793333333333335,1.4206666666666665,,,
2025,2024,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,380,380,190,190,2.272599999999999,0.1518,0.3273473684210526,3,4.627999999999999,1.6279999999999992,2,5.480333333333332,3.4803333333333324,8,4.606333333333332,3.393666666666668,5,5.3233333333333315,0.3233333333333315,15,18.153999999999996,3.1539999999999964,16,11.402666666666669,4.5973333333333315,9,11.433666666666666,2.4336666666666655,7,6.127666666666667,0.8723333333333327,prev020_decay0995,6.0,10.178999999999998,4.1789999999999985,14.0,9.885666666666669,4.114333333333331
2023,2022,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,18,306,306,153,153,2.0160370370370373,0.1747777777777778,0.27291503267973855,13,14.648666666666665,1.6486666666666654,17,16.064666666666668,0.9353333333333325,8,7.765999999999999,0.23400000000000087,1,2.4890000000000003,1.4890000000000003,2,1.565,0.43500000000000005,6,3.5403333333333333,2.4596666666666667,16,13.910333333333332,2.089666666666668,4,4.380333333333333,0.38033333333333275,prev020_decay0995,,,,,,
2024,2023,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,306,380,190,190,2.5716666666666663,0.09778333333333333,0.28157894736842104,14,18.677333333333333,4.677333333333333,17,15.360333333333333,1.6396666666666668,8,12.321333333333332,4.321333333333332,1,3.7616666666666667,2.7616666666666667,9,7.870333333333333,1.129666666666667,11,9.453333333333333,1.5466666666666669,4,4.689,0.6890000000000001,13,9.242333333333333,3.757666666666667,prev020_decay0995,3.0,1.5953333333333337,1.4046666666666663,,,
2025,2024,0.2,0.995,0.2,0.2,30,0.97,0.95,1.05,cap4,cap,4,3000,20,380,380,190,190,2.265566666666667,0.1482,0.317978947368421,3,4.6163333333333325,1.6163333333333325,2,5.572666666666667,3.5726666666666667,8,4.574333333333333,3.4256666666666673,5,5.318333333333334,0.31833333333333425,15,18.204,3.2040000000000006,16,11.567666666666668,4.432333333333332,9,11.467333333333334,2.4673333333333343,7,6.086333333333332,0.9136666666666677,prev020_decay0995,6.0,10.081999999999999,4.081999999999999,14.0,9.812333333333333,4.187666666666667
