target_year,previous_year,prev_weight,prev_decay,n_sim,n_teams,n_previous_matches,n_target_matches,n_train_matches,n_test_matches,mae,mean_prob_actual_position,sim_draw_rate,京都_actual_position,京都_avg_pred_position,京都_error,柏_actual_position,柏_avg_pred_position,柏_error,川崎F_actual_position,川崎F_avg_pred_position,川崎F_error,神戸_actual_position,神戸_avg_pred_position,神戸_error,横浜FM_actual_position,横浜FM_avg_pred_position,横浜FM_error,名古屋_actual_position,名古屋_avg_pred_position,名古屋_error,G大阪_actual_position,G大阪_avg_pred_position,G大阪_error,浦和_actual_position,浦和_avg_pred_position,浦和_error,町田_actual_position,町田_avg_pred_position,町田_error,清水_actual_position,清水_avg_pred_position,清水_error
2025,2024,0.0,0.95,1000,20,380,380,190,190,2.3905000000000003,0.15250000000000002,0.2779,3,4.271,1.271,2,4.831,2.8310000000000004,8,4.3500000000000005,3.6499999999999995,5,6.025999999999999,1.025999999999999,15,18.346,3.346,16,11.051,4.949,9,12.094000000000001,3.094000000000001,7,6.007,0.9930000000000003,6.0,10.655000000000001,4.655000000000001,14.0,9.718000000000002,4.281999999999998
2023,2022,0.2,1.0,1000,18,306,306,153,153,2.0523333333333333,0.17955555555555555,0.24162745098039215,13,14.639000000000001,1.6390000000000011,17,16.137,0.8629999999999995,8,7.801,0.19899999999999984,1,2.4779999999999993,1.4779999999999993,2,1.561,0.43900000000000006,6,3.62,2.38,16,14.046,1.9540000000000006,4,4.318,0.3179999999999996,,,,,,
2024,2023,0.2,1.0,1000,20,306,380,190,190,2.6056999999999997,0.09645,0.2483421052631579,14,18.746000000000002,4.746000000000002,17,15.267,1.7330000000000005,8,12.918999999999997,4.918999999999997,1,3.578,2.578,9,7.8480000000000025,1.1519999999999975,11,9.377,1.6229999999999993,4,4.782,0.782,13,9.308000000000002,3.6919999999999984,3.0,1.645,1.355,,,
2025,2024,0.2,1.0,1000,20,380,380,190,190,2.2969999999999997,0.14899999999999997,0.2814315789473684,3,4.697000000000001,1.697000000000001,2,5.683999999999999,3.6839999999999993,8,4.674000000000001,3.3259999999999987,5,5.137,0.13699999999999957,15,18.062,3.062000000000001,16,11.357000000000001,4.642999999999999,9,11.956,2.9559999999999995,7,6.144,0.8559999999999999,6.0,9.993000000000002,3.993000000000002,14.0,9.65,4.35
2023,2022,0.2,0.995,1000,18,306,306,153,153,2.0684444444444443,0.178,0.24038562091503268,13,14.567000000000002,1.567000000000002,17,16.105999999999998,0.8940000000000019,8,7.7379999999999995,0.26200000000000045,1,2.4809999999999994,1.4809999999999994,2,1.5440000000000003,0.45599999999999974,6,3.584,2.416,16,14.028,1.9719999999999995,4,4.344,0.3440000000000003,,,,,,
2024,2023,0.2,0.995,1000,20,306,380,190,190,2.5885999999999996,0.09674999999999999,0.24826842105263158,14,18.735,4.734999999999999,17,15.317,1.6829999999999998,8,12.779999999999998,4.779999999999998,1,3.5240000000000005,2.5240000000000005,9,7.831,1.1689999999999996,11,9.342,1.6579999999999995,4,4.787000000000001,0.7870000000000008,13,9.371,3.6289999999999996,3.0,1.636,1.364,,,
2025,2024,0.2,0.995,1000,20,380,380,190,190,2.271399999999999,0.15125000000000002,0.28226842105263156,3,4.749,1.7489999999999997,2,5.479999999999999,3.4799999999999986,8,4.5790000000000015,3.4209999999999985,5,5.199999999999999,0.1999999999999993,15,18.153,3.1529999999999987,16,11.411000000000001,4.588999999999999,9,11.709999999999999,2.709999999999999,7,6.2010000000000005,0.7989999999999995,6.0,10.030999999999999,4.030999999999999,14.0,9.797,4.202999999999999
2023,2022,0.2,0.99,1000,18,306,306,153,153,2.0585555555555555,0.1748888888888889,0.23892156862745098,13,14.615000000000002,1.615000000000002,17,16.213,0.786999999999999,8,7.642999999999998,0.357000000000002,1,2.489,1.4889999999999999,2,1.5610000000000002,0.43899999999999983,6,3.5520000000000005,2.4479999999999995,16,13.966,2.0340000000000007,4,4.226999999999999,0.22699999999999942,,,,,,
2024,2023,0.2,0.99,1000,20,306,380,190,190,2.5951,0.09664999999999999,0.24683684210526316,14,18.642,4.6419999999999995,17,15.402,1.5980000000000008,8,12.832,4.832000000000001,1,3.469,2.469,9,8.113,0.8870000000000005,11,9.403,1.5969999999999995,4,4.762,0.7619999999999996,13,9.391000000000002,3.608999999999998,3.0,1.582,1.418,,,
2025,2024,0.2,0.99,1000,20,380,380,190,190,2.2968000000000006,0.1504,0.28093684210526315,3,4.792000000000002,1.7920000000000016,2,5.473999999999999,3.4739999999999993,8,4.593,3.407,5,5.349000000000001,0.3490000000000011,15,18.051,3.0509999999999984,16,11.504999999999999,4.495000000000001,9,11.737000000000002,2.737000000000002,7,6.072999999999999,0.9270000000000014,6.0,10.15,4.15,14.0,9.725999999999997,4.274000000000003
