rank,prev_setting_name,prev_weight,prev_decay,elo_lambda_weight,goal_adjust_name,goal_adjust_mode,goal_cap_for_strength,mean_mae,std_mae,mean_prob_actual_position,mean_sim_draw_rate,mae_2023,mae_2024,mae_2025,delta_vs_raw,delta_vs_cap4,delta_vs_cap3
1,prev020_decay0995,0.2,0.995,0.2,cap4,cap,4.0,2.291023703703704,0.26967342372464925,0.1399203703703704,0.2547352356381149,2.036711111111112,2.5738,2.26256,,0.0,-0.016078888888888976
2,prev020_decay0995,0.2,0.995,0.2,cap3,cap,3.0,2.3071025925925928,0.2526931032303112,0.13634092592592592,0.254924959293659,2.062577777777778,2.5672400000000004,2.2914899999999996,,0.016078888888888976,0.0
