season,league,league_level,team,team_std,stat_key,stat_label,stat_category,higher_is_better,rank,value,source_url,scraped_at
2019,j1,1,湘南ベルマーレ,湘南,xg,ゴール期待値,attack,True,11,45.9,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,サンフレッチェ広島,広島,xg,ゴール期待値,attack,True,12,45.7,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,清水エスパルス,清水,xg,ゴール期待値,attack,True,13,44.6,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,サガン鳥栖,鳥栖,xg,ゴール期待値,attack,True,14,44.0,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,ＦＣ東京,FC東京,xg,ゴール期待値,attack,True,15,44.0,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,浦和レッズ,浦和,xg,ゴール期待値,attack,True,16,39.5,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,松本山雅ＦＣ,松本,xg,ゴール期待値,attack,True,17,33.3,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,大分トリニータ,大分,xg,ゴール期待値,attack,True,18,30.9,https://www.jleague.jp/stats/j1/club/2019/expected_goals/,2026-06-18T18:40:33
2019,j1,1,湘南ベルマーレ,湘南,xga,被ゴール期待値,defense,False,1,59.0,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,清水エスパルス,清水,xga,被ゴール期待値,defense,False,2,57.4,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,ヴィッセル神戸,神戸,xga,被ゴール期待値,defense,False,3,53.9,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,ベガルタ仙台,仙台,xga,被ゴール期待値,defense,False,4,53.5,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,ガンバ大阪,G大阪,xga,被ゴール期待値,defense,False,5,51.3,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,浦和レッズ,浦和,xga,被ゴール期待値,defense,False,6,50.8,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,松本山雅ＦＣ,松本,xga,被ゴール期待値,defense,False,7,50.5,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,北海道コンサドーレ札幌,札幌,xga,被ゴール期待値,defense,False,8,50.1,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,サガン鳥栖,鳥栖,xga,被ゴール期待値,defense,False,9,49.4,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,名古屋グランパス,名古屋,xga,被ゴール期待値,defense,False,10,49.4,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,大分トリニータ,大分,xga,被ゴール期待値,defense,False,11,47.2,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,ジュビロ磐田,磐田,xga,被ゴール期待値,defense,False,12,46.5,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,鹿島アントラーズ,鹿島,xga,被ゴール期待値,defense,False,13,46.2,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,セレッソ大阪,C大阪,xga,被ゴール期待値,defense,False,14,41.3,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,横浜Ｆ・マリノス,横浜FM,xga,被ゴール期待値,defense,False,15,41.2,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,川崎フロンターレ,川崎F,xga,被ゴール期待値,defense,False,16,36.8,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,ＦＣ東京,FC東京,xga,被ゴール期待値,defense,False,17,36.7,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,サンフレッチェ広島,広島,xga,被ゴール期待値,defense,False,18,32.7,https://www.jleague.jp/stats/j1/club/2019/expected_goals_against/,2026-06-18T18:40:33
2019,j1,1,横浜Ｆ・マリノス,横浜FM,chance_create,チャンスクリエイト総数,attack,True,1,524.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,名古屋グランパス,名古屋,chance_create,チャンスクリエイト総数,attack,True,2,481.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,ヴィッセル神戸,神戸,chance_create,チャンスクリエイト総数,attack,True,3,469.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,川崎フロンターレ,川崎F,chance_create,チャンスクリエイト総数,attack,True,4,464.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,ガンバ大阪,G大阪,chance_create,チャンスクリエイト総数,attack,True,5,449.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,北海道コンサドーレ札幌,札幌,chance_create,チャンスクリエイト総数,attack,True,6,443.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,サンフレッチェ広島,広島,chance_create,チャンスクリエイト総数,attack,True,7,423.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,セレッソ大阪,C大阪,chance_create,チャンスクリエイト総数,attack,True,8,405.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,鹿島アントラーズ,鹿島,chance_create,チャンスクリエイト総数,attack,True,9,395.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,ジュビロ磐田,磐田,chance_create,チャンスクリエイト総数,attack,True,10,388.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
2019,j1,1,ＦＣ東京,FC東京,chance_create,チャンスクリエイト総数,attack,True,11,379.0,https://www.jleague.jp/stats/j1/club/2019/chance_create/,2026-06-18T18:40:33
