date,home,away,home_goals,away_goals,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url,error,source_file,basic_refilled,basic_refill_status,home_possession,away_possession,home_pass_success,away_pass_success,home_offside,away_offside,manual_completed,manual_note
2026-04-05,今治,愛媛,0,1,0,1,0,0,18,10,5,4,17,11,今治,愛媛,17,10,6,2,2.5,0.89,True,https://www.jleague.jp/match/j2j3/2026/040509/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,富山,奈良,5,2,3,1,2,1,26,11,8,5,7,11,富山,奈良,25,11,8,6,3.07,1.05,True,https://www.jleague.jp/match/j2j3/2026/040510/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,徳島,FC大阪,1,0,1,0,0,0,11,15,5,7,14,6,徳島,FC大阪,11,11,4,4,1.02,1.17,True,https://www.jleague.jp/match/j2j3/2026/040511/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,高知,讃岐,2,0,0,0,2,0,10,10,2,8,11,8,高知,讃岐,9,11,3,3,1.7,1.18,True,https://www.jleague.jp/match/j2j3/2026/040512/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,鳥栖,大分,0,1,0,1,0,0,7,12,5,2,16,14,鳥栖,大分,8,12,2,3,0.46,1.21,True,https://www.jleague.jp/match/j2j3/2026/040514/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,宮崎,山口,3,0,1,0,2,0,16,10,8,7,7,11,宮崎,山口,16,10,7,3,1.53,0.74,True,https://www.jleague.jp/match/j2j3/2026/040515/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-05,鹿児島,北九州,1,1,1,0,0,1,18,4,15,1,3,15,鹿児島,北九州,18,5,7,1,3.11,0.48,True,https://www.jleague.jp/match/j2j3/2026/040516/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-08,栃木SC,八戸,0,3,0,1,0,2,7,14,3,5,7,12,栃木SC,八戸,8,14,3,5,0.49,1.65,True,https://www.jleague.jp/match/j2j3/2026/040802/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-11,甲府,札幌,2,1,1,1,1,0,7,19,2,8,3,14,甲府,札幌,7,16,3,6,0.49,2.26,True,https://www.jleague.jp/match/j2j3/2026/041110/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-11,岐阜,藤枝,1,2,1,1,0,1,11,10,2,3,15,15,岐阜,藤枝,10,10,1,4,0.85,1.47,True,https://www.jleague.jp/match/j2j3/2026/041111/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-11,FC大阪,富山,1,2,0,0,1,2,17,12,6,6,14,12,FC大阪,富山,17,11,4,5,1.8,1.64,True,https://www.jleague.jp/match/j2j3/2026/041112/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-11,大分,山口,1,2,1,1,0,1,11,13,6,8,10,5,大分,山口,10,13,2,4,1.31,1.7,True,https://www.jleague.jp/match/j2j3/2026/041113/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,秋田,湘南,0,1,0,0,0,1,13,6,9,1,16,8,秋田,湘南,13,6,2,3,1.5,0.39,True,https://www.jleague.jp/match/j2j3/2026/041203/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,山形,横浜FC,1,0,0,0,1,0,9,16,2,5,17,15,山形,横浜FC,9,15,4,4,0.39,1.25,True,https://www.jleague.jp/match/j2j3/2026/041204/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,栃木SC,群馬,5,1,4,1,1,0,18,12,3,6,8,12,栃木SC,群馬,18,11,7,4,1.65,1.38,True,https://www.jleague.jp/match/j2j3/2026/041205/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,栃木C,八戸,2,4,2,3,0,1,11,11,5,7,8,6,栃木C,八戸,9,11,5,9,0.73,1.7,True,https://www.jleague.jp/match/j2j3/2026/041206/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,相模原,仙台,0,3,0,1,0,2,8,17,4,6,11,17,相模原,仙台,8,16,3,5,0.85,1.48,True,https://www.jleague.jp/match/j2j3/2026/041207/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,長野,磐田,1,1,1,1,0,0,12,7,6,1,8,14,長野,磐田,13,8,3,1,1.24,1.18,True,https://www.jleague.jp/match/j2j3/2026/041208/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-12,福島,いわき,2,3,1,2,1,1,10,19,5,8,16,5,福島,いわき,9,19,6,6,1.45,2.1,True,https://www.jleague.jp/match/j2j3/2026/041209/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,松本,大宮,4,1,3,1,1,0,15,13,4,4,9,15,松本,大宮,17,13,8,1,1.25,1.09,True,https://www.jleague.jp/match/j2j3/2026/041210/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,讃岐,徳島,0,5,0,4,0,1,14,12,7,4,11,8,讃岐,徳島,13,12,2,7,0.86,1.94,True,https://www.jleague.jp/match/j2j3/2026/041211/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,愛媛,奈良,3,2,2,0,1,2,19,14,7,5,11,12,愛媛,奈良,19,14,8,4,2.23,1.74,True,https://www.jleague.jp/match/j2j3/2026/041212/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,高知,新潟,2,1,2,1,0,0,17,5,7,2,11,15,高知,新潟,17,4,7,1,2.44,0.36,True,https://www.jleague.jp/match/j2j3/2026/041213/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,金沢,今治,0,0,0,0,0,0,13,15,4,4,11,14,金沢,今治,12,15,2,5,1.26,0.86,True,https://www.jleague.jp/match/j2j3/2026/041214/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-12,滋賀,琉球,2,1,1,0,1,1,12,15,5,6,9,14,滋賀,琉球,13,15,3,5,1.4,1.17,True,https://www.jleague.jp/match/j2j3/2026/041215/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,北九州,鳥栖,0,1,0,1,0,0,2,18,2,8,12,8,北九州,鳥栖,2,18,1,7,0.25,1.46,True,https://www.jleague.jp/match/j2j3/2026/041216/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,熊本,宮崎,0,5,0,1,0,4,4,15,4,2,7,11,熊本,宮崎,3,13,0,6,0.1,1.13,True,https://www.jleague.jp/match/j2j3/2026/041217/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-12,鹿児島,鳥取,3,1,2,1,1,0,19,6,7,0,5,7,鹿児島,鳥取,18,6,7,2,1.44,0.56,True,https://www.jleague.jp/match/j2j3/2026/041218/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-17,FC大阪,愛媛,0,1,0,1,0,0,9,6,7,2,10,10,FC大阪,愛媛,9,6,3,3,1.08,0.43,True,https://www.jleague.jp/match/j2j3/2026/041701/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,仙台,栃木C,5,0,2,0,3,0,24,3,7,2,16,11,仙台,栃木C,24,3,10,0,3.04,0.24,True,https://www.jleague.jp/match/j2j3/2026/041808/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,湘南,群馬,1,2,1,0,0,2,16,16,6,3,13,6,湘南,群馬,16,16,5,6,1.68,1.85,True,https://www.jleague.jp/match/j2j3/2026/041809/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,札幌,松本,2,1,1,0,1,1,11,10,7,5,15,9,札幌,松本,11,10,4,4,1.7,0.8,True,https://www.jleague.jp/match/j2j3/2026/041810/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,大宮,磐田,1,2,1,0,0,2,21,14,5,3,11,14,大宮,磐田,21,14,4,5,1.64,2.0,True,https://www.jleague.jp/match/j2j3/2026/041811/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,甲府,藤枝,0,1,0,0,0,1,8,13,2,5,14,17,甲府,藤枝,7,12,1,3,0.82,1.19,True,https://www.jleague.jp/match/j2j3/2026/041812/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,新潟,今治,1,0,1,0,0,0,8,15,4,9,8,13,新潟,今治,8,15,3,7,0.43,0.62,True,https://www.jleague.jp/match/j2j3/2026/041813/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,奈良,讃岐,1,1,0,1,1,0,10,8,7,3,13,10,奈良,讃岐,10,7,2,3,0.98,0.6,True,https://www.jleague.jp/match/j2j3/2026/041814/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-18,徳島,金沢,2,1,2,1,0,0,8,10,4,5,16,7,徳島,金沢,7,8,3,3,0.82,0.64,True,https://www.jleague.jp/match/j2j3/2026/041815/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,山口,鹿児島,2,1,1,1,1,0,8,11,1,10,14,18,山口,鹿児島,7,12,5,1,0.93,1.17,True,https://www.jleague.jp/match/j2j3/2026/041816/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-18,琉球,北九州,0,2,0,0,0,2,8,10,4,5,10,10,琉球,北九州,8,10,3,4,0.65,0.99,True,https://www.jleague.jp/match/j2j3/2026/041817/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,秋田,横浜FC,1,3,0,2,1,1,6,14,1,8,9,18,秋田,横浜FC,5,13,1,5,0.45,2.69,True,https://www.jleague.jp/match/j2j3/2026/041905/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,山形,八戸,1,0,1,0,0,0,13,2,9,1,19,8,山形,八戸,13,2,5,0,1.74,0.05,True,https://www.jleague.jp/match/j2j3/2026/041906/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,栃木SC,相模原,0,2,0,2,0,0,8,12,9,8,10,16,栃木SC,相模原,7,12,1,5,0.85,1.28,True,https://www.jleague.jp/match/j2j3/2026/041907/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,福島,岐阜,1,2,1,1,0,1,9,18,5,3,12,9,福島,岐阜,10,18,2,8,0.77,1.67,True,https://www.jleague.jp/match/j2j3/2026/041908/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,いわき,長野,1,0,1,0,0,0,20,4,4,2,10,18,いわき,長野,19,4,6,1,1.8,0.23,True,https://www.jleague.jp/match/j2j3/2026/041909/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,富山,高知,4,0,2,0,2,0,18,12,6,7,6,8,富山,高知,18,10,6,2,1.71,0.83,True,https://www.jleague.jp/match/j2j3/2026/041910/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,滋賀,大分,0,3,0,2,0,1,14,12,7,3,11,10,滋賀,大分,13,12,1,6,1.24,1.31,True,https://www.jleague.jp/match/j2j3/2026/041911/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,鳥取,宮崎,0,1,0,1,0,0,3,18,1,5,8,16,鳥取,宮崎,4,19,1,6,0.36,1.86,True,https://www.jleague.jp/match/j2j3/2026/041912/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-19,熊本,鳥栖,0,2,0,1,0,1,6,10,4,2,9,9,熊本,鳥栖,5,10,2,3,0.25,0.66,True,https://www.jleague.jp/match/j2j3/2026/041913/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,仙台,山形,1,0,0,0,1,0,17,10,8,2,15,17,仙台,山形,16,10,4,2,1.63,0.86,True,https://www.jleague.jp/match/j2j3/2026/042508/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,栃木C,栃木SC,2,1,0,0,2,1,13,14,4,6,23,14,栃木C,栃木SC,12,14,4,5,0.91,1.03,True,https://www.jleague.jp/match/j2j3/2026/042509/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,群馬,横浜FC,3,1,2,1,1,0,8,24,4,9,11,16,群馬,横浜FC,8,24,5,6,1.14,3.04,True,https://www.jleague.jp/match/j2j3/2026/042510/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,相模原,湘南,1,1,1,0,0,1,14,11,8,9,10,15,相模原,湘南,13,10,3,2,1.21,1.55,True,https://www.jleague.jp/match/j2j3/2026/042511/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-25,磐田,岐阜,1,0,1,0,0,0,11,10,5,5,13,9,磐田,岐阜,11,10,4,3,2.19,1.16,True,https://www.jleague.jp/match/j2j3/2026/042512/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,札幌,いわき,2,1,0,0,2,1,14,19,1,7,19,7,札幌,いわき,14,18,4,8,1.56,1.25,True,https://www.jleague.jp/match/j2j3/2026/042513/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,福島,甲府,0,1,0,0,0,1,8,12,5,8,11,11,福島,甲府,9,13,3,2,0.88,1.63,True,https://www.jleague.jp/match/j2j3/2026/042514/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,藤枝,大宮,1,1,0,0,1,1,14,11,5,6,10,13,藤枝,大宮,14,10,3,3,1.78,1.08,True,https://www.jleague.jp/match/j2j3/2026/042515/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-25,新潟,FC大阪,1,0,0,0,1,0,12,9,6,8,12,9,新潟,FC大阪,12,9,4,2,0.82,0.61,True,https://www.jleague.jp/match/j2j3/2026/042516/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,今治,富山,1,2,0,2,1,0,21,15,6,6,16,10,今治,富山,21,14,5,6,1.59,1.35,True,https://www.jleague.jp/match/j2j3/2026/042517/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,金沢,奈良,1,0,1,0,0,0,15,12,5,7,6,7,金沢,奈良,15,13,7,2,1.51,1.13,True,https://www.jleague.jp/match/j2j3/2026/042518/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,鳥取,熊本,0,2,0,0,0,2,10,15,3,6,8,7,鳥取,熊本,10,13,1,3,0.98,1.19,True,https://www.jleague.jp/match/j2j3/2026/042519/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,北九州,山口,2,2,1,2,1,0,16,15,5,2,16,11,北九州,山口,15,16,5,4,1.5,1.64,True,https://www.jleague.jp/match/j2j3/2026/042520/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-25,鳥栖,滋賀,2,0,1,0,1,0,9,6,6,5,7,6,鳥栖,滋賀,10,5,5,1,0.61,0.61,True,https://www.jleague.jp/match/j2j3/2026/042521/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,宮崎,鹿児島,1,0,0,0,1,0,6,7,6,5,16,11,宮崎,鹿児島,7,7,3,0,0.76,0.34,True,https://www.jleague.jp/match/j2j3/2026/042522/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-25,琉球,大分,0,0,0,0,0,0,4,9,2,3,16,11,琉球,大分,4,9,0,3,0.24,0.74,True,https://www.jleague.jp/match/j2j3/2026/042523/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-26,八戸,秋田,1,0,0,0,1,0,10,4,3,7,13,15,八戸,秋田,11,4,1,1,1.16,0.41,True,https://www.jleague.jp/match/j2j3/2026/042602/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-26,松本,長野,0,1,0,0,0,1,13,12,6,5,7,10,松本,長野,14,11,1,5,1.19,1.01,True,https://www.jleague.jp/match/j2j3/2026/042603/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-26,高知,徳島,2,1,0,0,2,1,15,10,5,5,7,8,高知,徳島,15,9,3,5,0.92,0.92,True,https://www.jleague.jp/match/j2j3/2026/042604/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-26,愛媛,讃岐,3,0,0,0,3,0,16,11,7,6,9,10,愛媛,讃岐,17,11,4,1,1.85,1.14,True,https://www.jleague.jp/match/j2j3/2026/042605/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,秋田,山形,2,0,1,0,1,0,14,7,5,3,16,11,秋田,山形,12,7,5,3,0.95,0.49,True,https://www.jleague.jp/match/j2j3/2026/042912/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,栃木SC,湘南,1,1,1,1,0,0,21,5,7,5,8,16,栃木SC,湘南,19,4,7,2,1.35,0.72,True,https://www.jleague.jp/match/j2j3/2026/042913/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-29,群馬,仙台,1,3,1,0,0,3,6,13,4,2,14,11,群馬,仙台,5,13,3,6,0.21,2.06,True,https://www.jleague.jp/match/j2j3/2026/042914/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,横浜FC,八戸,4,1,2,0,2,1,23,5,4,2,17,10,横浜FC,八戸,24,5,10,2,3.07,0.41,True,https://www.jleague.jp/match/j2j3/2026/042915/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,相模原,栃木C,1,0,1,0,0,0,10,12,5,10,16,20,相模原,栃木C,9,12,2,4,0.94,0.96,True,https://www.jleague.jp/match/j2j3/2026/042916/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,いわき,岐阜,0,1,0,0,0,1,9,22,0,4,10,12,いわき,岐阜,9,19,2,3,1.02,1.87,True,https://www.jleague.jp/match/j2j3/2026/042917/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,札幌,藤枝,2,1,1,0,1,1,5,16,0,3,12,12,札幌,藤枝,5,14,4,4,1.16,3.09,True,https://www.jleague.jp/match/j2j3/2026/042918/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,大宮,甲府,1,2,0,2,1,0,17,13,8,4,17,12,大宮,甲府,17,12,7,5,2.25,1.01,True,https://www.jleague.jp/match/j2j3/2026/042919/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,松本,磐田,1,1,1,0,0,1,12,8,9,5,12,20,松本,磐田,11,7,4,1,0.64,1.38,True,https://www.jleague.jp/match/j2j3/2026/042920/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-29,長野,福島,1,3,0,2,1,1,9,19,3,9,11,15,長野,福島,9,18,1,8,0.73,1.55,True,https://www.jleague.jp/match/j2j3/2026/042921/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,富山,新潟,2,0,1,0,1,0,19,6,3,5,13,19,富山,新潟,18,5,4,1,1.36,0.17,True,https://www.jleague.jp/match/j2j3/2026/042922/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,FC大阪,徳島,2,2,1,1,1,1,21,9,12,1,12,14,FC大阪,徳島,18,9,11,4,1.7,0.82,True,https://www.jleague.jp/match/j2j3/2026/042923/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-29,奈良,高知,0,0,0,0,0,0,10,8,5,3,8,13,奈良,高知,10,7,4,2,1.1,0.36,True,https://www.jleague.jp/match/j2j3/2026/042924/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-04-29,讃岐,金沢,0,1,0,0,0,1,14,15,0,4,10,15,讃岐,金沢,14,15,1,1,1.6,1.22,True,https://www.jleague.jp/match/j2j3/2026/042925/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,愛媛,今治,0,2,0,1,0,1,12,13,7,5,7,14,愛媛,今治,11,11,2,4,0.9,1.08,True,https://www.jleague.jp/match/j2j3/2026/042926/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,滋賀,鳥取,1,3,1,2,0,1,14,14,1,5,12,11,滋賀,鳥取,14,12,2,6,1.41,1.13,True,https://www.jleague.jp/match/j2j3/2026/042927/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,山口,琉球,2,0,2,0,0,0,18,11,8,8,11,14,山口,琉球,16,11,7,3,2.66,0.64,True,https://www.jleague.jp/match/j2j3/2026/042928/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,大分,熊本,0,1,0,1,0,0,12,10,7,1,12,5,大分,熊本,12,10,2,2,1.02,0.87,True,https://www.jleague.jp/match/j2j3/2026/042929/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,宮崎,北九州,3,0,2,0,1,0,15,17,5,4,9,15,宮崎,北九州,14,15,4,4,1.35,0.93,True,https://www.jleague.jp/match/j2j3/2026/042930/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-04-29,鹿児島,鳥栖,1,1,1,0,0,1,8,12,5,4,10,12,鹿児島,鳥栖,8,10,3,2,0.5,0.73,True,https://www.jleague.jp/match/j2j3/2026/042931/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,仙台,秋田,1,3,0,2,1,1,16,12,9,8,12,14,仙台,秋田,17,11,3,7,1.75,2.08,True,https://www.jleague.jp/match/j2j3/2026/050207/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-02,横浜FC,相模原,3,3,0,3,3,0,30,10,10,0,22,15,横浜FC,相模原,29,8,7,5,4.48,0.54,True,https://www.jleague.jp/match/j2j3/2026/050208/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,湘南,栃木C,1,2,1,2,0,0,17,10,6,4,12,20,湘南,栃木C,14,10,4,3,1.37,0.8,True,https://www.jleague.jp/match/j2j3/2026/050209/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-02,磐田,いわき,1,1,1,0,0,1,7,14,3,5,17,11,磐田,いわき,7,14,1,2,0.65,1.88,True,https://www.jleague.jp/match/j2j3/2026/050210/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,岐阜,札幌,0,3,0,0,0,3,11,12,1,1,15,16,岐阜,札幌,10,11,3,7,0.84,2.62,True,https://www.jleague.jp/match/j2j3/2026/050211/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-02,長野,藤枝,0,0,0,0,0,0,7,11,3,9,6,9,長野,藤枝,7,10,3,1,1.17,0.7,True,https://www.jleague.jp/match/j2j3/2026/050212/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,徳島,愛媛,0,6,0,2,0,4,11,12,7,2,10,13,徳島,愛媛,11,11,3,8,0.89,2.03,True,https://www.jleague.jp/match/j2j3/2026/050213/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-02,高知,FC大阪,0,0,0,0,0,0,5,18,3,8,9,9,高知,FC大阪,5,18,1,3,1.02,1.37,True,https://www.jleague.jp/match/j2j3/2026/050214/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,鳥栖,宮崎,1,1,0,1,1,0,11,11,6,3,12,12,鳥栖,宮崎,10,11,1,4,0.75,0.6,True,https://www.jleague.jp/match/j2j3/2026/050215/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-02,鳥取,山口,4,1,3,0,1,1,16,12,9,1,12,9,鳥取,山口,12,11,12,4,1.24,2.23,True,https://www.jleague.jp/match/j2j3/2026/050216/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,八戸,群馬,0,1,0,0,0,1,9,10,7,3,9,14,八戸,群馬,9,9,2,6,0.81,0.77,True,https://www.jleague.jp/match/j2j3/2026/050305/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,山形,栃木SC,2,2,1,1,1,1,6,16,3,8,13,10,山形,栃木SC,6,18,4,4,0.66,1.12,True,https://www.jleague.jp/match/j2j3/2026/050306/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-03,松本,甲府,0,1,0,0,0,1,16,3,8,0,16,15,松本,甲府,13,3,3,1,0.97,0.39,True,https://www.jleague.jp/match/j2j3/2026/050307/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,福島,大宮,1,2,0,0,1,2,14,14,7,4,16,13,福島,大宮,14,14,3,6,1.29,1.33,True,https://www.jleague.jp/match/j2j3/2026/050308/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,新潟,讃岐,2,1,1,0,1,1,16,4,6,2,14,7,新潟,讃岐,15,4,7,1,0.85,0.22,True,https://www.jleague.jp/match/j2j3/2026/050309/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,今治,奈良,1,2,1,2,0,0,20,4,5,0,12,8,今治,奈良,20,4,5,3,2.55,0.42,True,https://www.jleague.jp/match/j2j3/2026/050310/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,北九州,大分,2,1,2,1,0,0,16,18,3,5,15,12,北九州,大分,15,16,4,1,1.12,1.37,True,https://www.jleague.jp/match/j2j3/2026/050311/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,熊本,滋賀,2,0,0,0,2,0,10,8,4,5,7,19,熊本,滋賀,10,8,4,0,0.78,0.76,True,https://www.jleague.jp/match/j2j3/2026/050312/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-03,琉球,鹿児島,1,1,1,1,0,0,5,14,3,12,12,10,琉球,鹿児島,4,16,2,6,0.37,1.14,True,https://www.jleague.jp/match/j2j3/2026/050313/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-03,金沢,富山,0,1,0,1,0,0,16,17,6,8,14,22,金沢,富山,13,15,3,8,0.92,1.89,True,https://www.jleague.jp/match/j2j3/2026/050318/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,八戸,湘南,0,1,0,1,0,0,14,6,1,3,10,13,八戸,湘南,13,6,2,1,0.75,0.29,True,https://www.jleague.jp/match/j2j3/2026/050611/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,仙台,栃木SC,2,1,1,1,1,0,13,12,4,5,20,15,仙台,栃木SC,13,13,2,6,1.06,1.29,True,https://www.jleague.jp/match/j2j3/2026/050612/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
