date,home,away,home_goals,away_goals,home_first_half_goals,away_first_half_goals,home_second_half_goals,away_second_half_goals,home_shots_official,away_shots_official,home_ck,away_ck,home_fk,away_fk,home_livetxt,away_livetxt,home_shots_livetxt,away_shots_livetxt,home_shots_on_target,away_shots_on_target,home_xg,away_xg,livetxt_found,url,error,source_file,basic_refilled,basic_refill_status,home_possession,away_possession,home_pass_success,away_pass_success,home_offside,away_offside,manual_completed,manual_note
2026-05-06,山形,群馬,1,2,0,1,1,1,15,15,5,3,12,15,山形,群馬,15,12,3,5,1.53,1.95,True,https://www.jleague.jp/match/j2j3/2026/050613/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,栃木C,横浜FC,2,2,1,2,1,0,16,22,4,2,10,19,栃木C,横浜FC,15,22,8,5,0.99,2.63,True,https://www.jleague.jp/match/j2j3/2026/050614/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-06,秋田,相模原,0,1,0,1,0,0,15,15,6,10,14,11,秋田,相模原,15,15,5,4,1.25,1.99,True,https://www.jleague.jp/match/j2j3/2026/050615/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,札幌,長野,2,0,1,0,1,0,17,7,9,1,18,12,札幌,長野,17,7,3,2,1.42,0.23,True,https://www.jleague.jp/match/j2j3/2026/050616/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,大宮,いわき,3,2,2,1,1,1,23,11,9,6,19,9,大宮,いわき,22,10,12,3,2.55,1.04,True,https://www.jleague.jp/match/j2j3/2026/050617/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,甲府,磐田,1,2,1,0,0,2,10,7,4,5,15,21,甲府,磐田,10,6,3,3,1.16,0.85,True,https://www.jleague.jp/match/j2j3/2026/050618/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,藤枝,福島,1,1,1,1,0,0,19,17,5,2,11,13,藤枝,福島,19,15,6,6,1.75,1.9,True,https://www.jleague.jp/match/j2j3/2026/050619/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-06,岐阜,松本,0,3,0,1,0,2,7,19,4,9,13,13,岐阜,松本,7,18,4,6,1.01,1.98,True,https://www.jleague.jp/match/j2j3/2026/050620/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,新潟,徳島,1,0,1,0,0,0,11,10,2,4,14,8,新潟,徳島,11,10,3,4,0.82,0.91,True,https://www.jleague.jp/match/j2j3/2026/050621/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,富山,讃岐,1,1,1,0,0,1,17,13,6,2,10,10,富山,讃岐,16,11,7,4,1.31,1.05,True,https://www.jleague.jp/match/j2j3/2026/050622/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-06,奈良,FC大阪,1,3,0,2,1,1,8,21,5,5,13,13,奈良,FC大阪,8,18,3,4,0.81,2.21,True,https://www.jleague.jp/match/j2j3/2026/050623/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,今治,高知,1,0,0,0,1,0,17,5,10,5,8,6,今治,高知,16,5,1,0,1.41,0.28,True,https://www.jleague.jp/match/j2j3/2026/050624/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,金沢,愛媛,0,2,0,1,0,1,10,16,7,6,10,14,金沢,愛媛,8,18,2,7,0.9,1.88,True,https://www.jleague.jp/match/j2j3/2026/050625/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,滋賀,山口,1,4,0,2,1,2,11,18,6,7,10,13,滋賀,山口,10,17,2,7,1.05,2.22,True,https://www.jleague.jp/match/j2j3/2026/050626/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,北九州,熊本,1,2,0,1,1,1,15,18,4,5,17,10,北九州,熊本,15,18,7,7,1.42,1.46,True,https://www.jleague.jp/match/j2j3/2026/050627/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,鳥栖,鳥取,4,0,3,0,1,0,11,9,2,6,8,6,鳥栖,鳥取,11,9,7,0,1.25,1.03,True,https://www.jleague.jp/match/j2j3/2026/050628/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,宮崎,琉球,1,0,1,0,0,0,17,13,5,3,12,14,宮崎,琉球,16,13,7,2,1.05,1.17,True,https://www.jleague.jp/match/j2j3/2026/050629/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-06,鹿児島,大分,0,1,0,0,0,1,11,4,7,3,9,12,鹿児島,大分,11,4,1,1,0.56,0.27,True,https://www.jleague.jp/match/j2j3/2026/050630/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-09,群馬,栃木C,0,0,0,0,0,0,4,19,3,8,20,9,群馬,栃木C,3,19,0,3,0.24,1.8,True,https://www.jleague.jp/match/j2j3/2026/050903/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-09,札幌,大宮,4,3,3,1,1,2,13,18,3,4,10,16,札幌,大宮,13,19,5,7,1.31,2.61,True,https://www.jleague.jp/match/j2j3/2026/050904/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-09,いわき,甲府,0,1,0,1,0,0,17,6,4,3,7,17,いわき,甲府,16,6,2,3,2.02,0.5,True,https://www.jleague.jp/match/j2j3/2026/050905/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-09,長野,岐阜,2,3,1,0,1,3,14,17,5,6,13,10,長野,岐阜,15,16,3,6,0.82,1.99,True,https://www.jleague.jp/match/j2j3/2026/050906/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-09,FC大阪,今治,1,2,0,1,1,1,10,9,7,2,11,9,FC大阪,今治,10,9,2,3,1.12,1.71,True,https://www.jleague.jp/match/j2j3/2026/050907/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-09,山口,宮崎,0,1,0,1,0,0,16,7,3,6,18,9,山口,宮崎,13,7,1,1,0.97,0.82,True,https://www.jleague.jp/match/j2j3/2026/050908/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,八戸,仙台,1,1,1,0,0,1,9,13,4,7,14,13,八戸,仙台,9,13,3,4,0.91,0.96,True,https://www.jleague.jp/match/j2j3/2026/051009/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-10,山形,相模原,2,3,2,1,0,2,14,21,2,6,9,13,山形,相模原,13,20,5,5,1.02,2.5,True,https://www.jleague.jp/match/j2j3/2026/051010/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,栃木SC,秋田,0,0,0,0,0,0,9,7,4,9,12,7,栃木SC,秋田,9,9,4,2,0.72,0.99,True,https://www.jleague.jp/match/j2j3/2026/051011/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-10,湘南,横浜FC,0,1,0,1,0,0,9,15,3,2,12,14,湘南,横浜FC,10,15,1,2,0.57,1.04,True,https://www.jleague.jp/match/j2j3/2026/051012/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,福島,磐田,4,2,1,1,3,1,8,16,1,7,18,14,福島,磐田,7,16,4,7,0.56,1.88,True,https://www.jleague.jp/match/j2j3/2026/051013/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,松本,藤枝,0,0,0,0,0,0,12,12,3,5,13,14,松本,藤枝,11,10,4,1,1.37,0.85,True,https://www.jleague.jp/match/j2j3/2026/051014/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-10,讃岐,高知,0,3,0,2,0,1,8,15,4,5,8,8,讃岐,高知,8,14,2,6,0.71,1.86,True,https://www.jleague.jp/match/j2j3/2026/051015/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,徳島,奈良,1,2,0,1,1,1,14,8,4,5,11,6,徳島,奈良,14,9,3,3,1.87,1.08,True,https://www.jleague.jp/match/j2j3/2026/051016/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,愛媛,富山,0,2,0,0,0,2,11,21,2,6,16,11,愛媛,富山,11,20,2,9,0.68,2.16,True,https://www.jleague.jp/match/j2j3/2026/051017/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,金沢,新潟,1,1,1,0,0,1,12,17,4,5,9,14,金沢,新潟,12,16,4,5,0.94,1.66,True,https://www.jleague.jp/match/j2j3/2026/051018/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-10,滋賀,鹿児島,1,0,0,0,1,0,3,20,0,8,15,11,滋賀,鹿児島,3,20,1,6,0.89,2.11,True,https://www.jleague.jp/match/j2j3/2026/051019/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,鳥取,北九州,1,1,1,0,0,1,7,22,1,6,14,10,鳥取,北九州,6,22,2,5,0.39,2.3,True,https://www.jleague.jp/match/j2j3/2026/051020/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-10,熊本,琉球,0,1,0,1,0,0,12,12,5,1,15,12,熊本,琉球,11,11,5,7,0.64,0.84,True,https://www.jleague.jp/match/j2j3/2026/051021/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-10,大分,鳥栖,0,1,0,1,0,0,8,11,2,1,10,8,大分,鳥栖,8,11,0,1,0.5,0.87,True,https://www.jleague.jp/match/j2j3/2026/051022/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-13,鳥取,滋賀,3,2,1,1,2,1,13,13,5,6,6,8,鳥取,滋賀,12,13,6,4,1.51,1.22,True,https://www.jleague.jp/match/j2j3/2026/051303/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,栃木C,山形,3,0,0,0,3,0,18,12,6,3,13,16,栃木C,山形,18,12,8,4,2.41,0.9,True,https://www.jleague.jp/match/j2j3/2026/051604/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,湘南,仙台,0,2,0,0,0,2,6,13,2,3,12,18,湘南,仙台,6,13,0,5,0.23,0.94,True,https://www.jleague.jp/match/j2j3/2026/051605/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,相模原,八戸,1,1,1,0,0,1,11,17,3,6,16,14,相模原,八戸,11,17,3,4,0.9,1.48,True,https://www.jleague.jp/match/j2j3/2026/051606/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-16,福島,札幌,0,3,0,1,0,2,15,12,4,3,15,11,福島,札幌,15,12,2,3,1.25,1.38,True,https://www.jleague.jp/match/j2j3/2026/051607/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,磐田,藤枝,0,3,0,1,0,2,9,13,1,5,15,13,磐田,藤枝,9,13,2,6,0.62,1.45,True,https://www.jleague.jp/match/j2j3/2026/051608/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,甲府,岐阜,2,2,1,1,1,1,6,13,4,7,13,8,甲府,岐阜,5,13,1,6,0.54,1.01,True,https://www.jleague.jp/match/j2j3/2026/051609/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-16,新潟,奈良,2,1,0,0,2,1,19,6,10,2,9,6,新潟,奈良,17,6,10,3,1.87,0.39,True,https://www.jleague.jp/match/j2j3/2026/051610/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-16,鳥栖,山口,1,1,0,0,1,1,16,13,7,2,8,8,鳥栖,山口,16,13,4,5,1.31,1.07,True,https://www.jleague.jp/match/j2j3/2026/051611/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-17,秋田,群馬,3,1,1,0,2,1,23,10,6,4,11,13,秋田,群馬,23,10,8,1,2.71,0.86,True,https://www.jleague.jp/match/j2j3/2026/051708/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,横浜FC,栃木SC,1,0,0,0,1,0,8,17,3,7,11,12,横浜FC,栃木SC,8,17,2,6,0.46,1.26,True,https://www.jleague.jp/match/j2j3/2026/051709/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,いわき,松本,1,1,0,1,1,0,24,9,13,4,13,13,いわき,松本,23,9,4,3,2.52,0.47,True,https://www.jleague.jp/match/j2j3/2026/051710/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-17,大宮,長野,1,2,0,0,1,2,13,11,2,4,11,10,大宮,長野,13,12,3,5,0.74,1.25,True,https://www.jleague.jp/match/j2j3/2026/051711/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,富山,徳島,2,2,2,1,0,1,18,19,5,3,15,9,富山,徳島,17,19,6,8,2.17,1.78,True,https://www.jleague.jp/match/j2j3/2026/051712/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-17,FC大阪,金沢,1,1,0,1,1,0,14,9,3,2,12,10,FC大阪,金沢,14,9,2,4,1.61,0.6,True,https://www.jleague.jp/match/j2j3/2026/051713/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-17,今治,讃岐,1,2,1,0,0,2,12,13,5,2,11,9,今治,讃岐,12,10,5,3,1.47,0.9,True,https://www.jleague.jp/match/j2j3/2026/051714/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,高知,愛媛,0,1,0,1,0,0,6,8,7,4,16,12,高知,愛媛,6,8,1,3,0.47,0.48,True,https://www.jleague.jp/match/j2j3/2026/051715/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,大分,宮崎,1,2,0,1,1,1,8,15,3,8,10,13,大分,宮崎,8,15,2,5,0.64,1.6,True,https://www.jleague.jp/match/j2j3/2026/051716/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,鹿児島,熊本,2,1,0,0,2,1,17,4,6,5,14,9,鹿児島,熊本,17,4,5,1,1.62,0.16,True,https://www.jleague.jp/match/j2j3/2026/051717/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,琉球,鳥取,1,3,1,2,0,1,15,7,12,5,11,17,琉球,鳥取,14,7,4,6,0.84,0.67,True,https://www.jleague.jp/match/j2j3/2026/051718/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-17,滋賀,北九州,1,0,0,0,1,0,9,10,8,6,10,13,滋賀,北九州,9,10,2,1,1.25,0.92,True,https://www.jleague.jp/match/j2j3/2026/051719/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,仙台,横浜FC,0,3,0,2,0,1,10,12,5,1,11,16,仙台,横浜FC,11,12,3,6,0.66,1.12,True,https://www.jleague.jp/match/j2j3/2026/052306/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,群馬,相模原,7,2,2,0,5,2,20,16,5,3,14,9,群馬,相模原,20,15,10,8,2.05,1.22,True,https://www.jleague.jp/match/j2j3/2026/052307/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,札幌,磐田,0,1,0,1,0,0,10,5,3,5,16,21,札幌,磐田,10,5,1,2,0.46,0.99,True,https://www.jleague.jp/match/j2j3/2026/052308/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,藤枝,いわき,0,0,0,0,0,0,15,10,9,5,9,10,藤枝,いわき,15,10,1,4,1.14,0.82,True,https://www.jleague.jp/match/j2j3/2026/052309/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-23,岐阜,大宮,0,2,0,1,0,1,21,9,3,3,15,8,岐阜,大宮,21,9,1,3,1.67,1.84,True,https://www.jleague.jp/match/j2j3/2026/052310/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,長野,甲府,0,0,0,0,0,0,11,10,9,4,9,13,長野,甲府,10,10,3,4,1.26,0.6,True,https://www.jleague.jp/match/j2j3/2026/052311/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-23,新潟,愛媛,2,1,0,0,2,1,11,15,9,9,12,11,新潟,愛媛,11,15,5,3,0.82,0.94,True,https://www.jleague.jp/match/j2j3/2026/052312/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,奈良,富山,5,1,3,0,2,1,10,27,0,4,12,8,奈良,富山,10,26,7,8,0.78,1.78,True,https://www.jleague.jp/match/j2j3/2026/052313/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-23,山口,熊本,1,1,1,0,0,1,6,11,8,9,6,10,山口,熊本,6,11,2,3,0.49,0.64,True,https://www.jleague.jp/match/j2j3/2026/052314/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-23,鳥栖,琉球,2,2,0,0,2,2,20,14,4,5,6,10,鳥栖,琉球,19,14,3,3,1.65,1.1,True,https://www.jleague.jp/match/j2j3/2026/052315/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,八戸,栃木SC,0,0,0,0,0,0,10,4,7,2,14,12,八戸,栃木SC,9,4,2,0,0.81,0.3,True,https://www.jleague.jp/match/j2j3/2026/052405/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,秋田,栃木C,1,0,0,0,1,0,20,12,4,3,12,16,秋田,栃木C,19,12,4,4,1.09,0.62,True,https://www.jleague.jp/match/j2j3/2026/052406/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-24,山形,湘南,3,1,3,0,0,1,16,10,3,5,12,13,山形,湘南,16,11,7,1,1.76,0.75,True,https://www.jleague.jp/match/j2j3/2026/052407/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-24,松本,福島,3,3,1,1,2,2,18,15,3,6,10,17,松本,福島,18,13,5,4,2.34,1.01,True,https://www.jleague.jp/match/j2j3/2026/052408/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,讃岐,FC大阪,2,2,1,1,1,1,6,14,2,7,10,15,讃岐,FC大阪,9,15,4,5,0.81,3.07,True,https://www.jleague.jp/match/j2j3/2026/052409/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,徳島,今治,1,1,1,1,0,0,10,9,5,4,12,7,徳島,今治,10,7,3,2,0.98,1.14,True,https://www.jleague.jp/match/j2j3/2026/052410/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,鳥取,大分,0,0,0,0,0,0,14,9,5,3,15,17,鳥取,大分,13,9,3,3,0.88,0.82,True,https://www.jleague.jp/match/j2j3/2026/052411/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,北九州,鹿児島,1,5,1,2,0,3,5,20,3,9,9,11,北九州,鹿児島,5,21,2,9,0.31,2.02,True,https://www.jleague.jp/match/j2j3/2026/052412/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-24,宮崎,滋賀,2,2,1,1,1,1,16,10,8,4,7,14,宮崎,滋賀,15,10,5,6,2.19,0.8,True,https://www.jleague.jp/match/j2j3/2026/052413/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-24,金沢,高知,2,0,1,0,1,0,8,8,9,0,11,10,金沢,高知,7,7,2,2,0.86,0.25,True,https://www.jleague.jp/match/j2j3/2026/052414/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-30,仙台,甲府,1,0,0,0,1,0,16,12,4,6,16,10,仙台,甲府,14,12,4,1,1.05,0.95,True,https://www.jleague.jp/match/j2j3/2026/053008/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-30,栃木C,磐田,2,2,1,1,1,1,16,18,7,7,14,21,栃木C,磐田,19,16,8,5,1.46,2.0,True,https://www.jleague.jp/match/j2j3/2026/053009/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,横浜FC,大宮,2,1,1,0,1,1,16,7,5,4,15,14,横浜FC,大宮,15,7,4,2,1.33,0.92,True,https://www.jleague.jp/match/j2j3/2026/053010/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-30,湘南,いわき,1,1,0,1,1,0,12,21,10,7,16,21,湘南,いわき,14,17,4,8,1.43,1.56,True,https://www.jleague.jp/match/j2j3/2026/053011/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,相模原,藤枝,1,1,1,1,0,0,17,19,10,8,10,16,相模原,藤枝,18,19,8,5,2.43,1.62,True,https://www.jleague.jp/match/j2j3/2026/053012/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,新潟,鹿児島,0,0,0,0,0,0,6,16,4,9,19,12,新潟,鹿児島,4,17,0,5,0.31,1.94,True,https://www.jleague.jp/match/j2j3/2026/053013/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,FC大阪,滋賀,0,0,0,0,0,0,26,19,8,10,19,20,FC大阪,滋賀,26,19,5,5,1.74,2.13,True,https://www.jleague.jp/match/j2j3/2026/053014/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,奈良,大分,3,3,0,3,3,0,21,17,7,7,22,16,奈良,大分,19,17,12,5,1.92,1.65,True,https://www.jleague.jp/match/j2j3/2026/053015/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,徳島,鳥栖,3,1,1,1,2,0,4,18,1,8,9,12,徳島,鳥栖,4,15,3,6,0.36,1.12,True,https://www.jleague.jp/match/j2j3/2026/053016/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-30,高知,山口,2,2,0,2,2,0,15,15,7,2,19,18,高知,山口,13,14,5,5,1.18,1.81,True,https://www.jleague.jp/match/j2j3/2026/053017/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-30,愛媛,熊本,0,1,0,0,0,1,21,4,6,3,13,11,愛媛,熊本,19,4,5,1,2.66,0.14,True,https://www.jleague.jp/match/j2j3/2026/053018/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-30,富山,宮崎,1,0,1,0,0,0,8,7,3,3,10,14,富山,宮崎,8,6,3,2,0.58,0.43,True,https://www.jleague.jp/match/j2j3/2026/053026/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-31,秋田,札幌,1,1,0,0,1,1,14,24,4,10,14,26,秋田,札幌,15,23,3,6,1.46,1.81,True,https://www.jleague.jp/match/j2j3/2026/053103/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-31,山形,松本,1,1,0,0,1,1,21,22,7,10,15,13,山形,松本,19,21,1,4,1.28,1.45,True,https://www.jleague.jp/match/j2j3/2026/053104/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-31,栃木SC,長野,0,0,0,0,0,0,8,8,5,3,12,18,栃木SC,長野,7,8,4,2,0.94,0.5,True,https://www.jleague.jp/match/j2j3/2026/053105/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-05-31,群馬,岐阜,0,1,0,1,0,0,5,14,2,7,19,6,群馬,岐阜,5,12,1,3,0.25,1.11,True,https://www.jleague.jp/match/j2j3/2026/053106/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-31,讃岐,北九州,3,1,2,0,1,1,15,7,7,3,8,12,讃岐,北九州,15,7,6,5,2.16,1.17,True,https://www.jleague.jp/match/j2j3/2026/053107/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-31,今治,琉球,1,2,1,0,0,2,17,8,3,3,8,16,今治,琉球,17,7,2,3,1.6,0.85,True,https://www.jleague.jp/match/j2j3/2026/053108/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-05-31,金沢,鳥取,1,3,0,1,1,2,12,10,3,4,10,11,金沢,鳥取,12,9,2,4,0.96,2.22,True,https://www.jleague.jp/match/j2j3/2026/053109/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-01,八戸,福島,0,1,0,1,0,0,15,9,3,2,12,20,八戸,福島,15,9,4,3,0.84,0.69,True,https://www.jleague.jp/match/j2j3/2026/060101/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-05,讃岐,長野,0,0,0,0,0,0,10,13,2,12,12,13,讃岐,長野,10,14,1,3,1.15,0.87,True,https://www.jleague.jp/match/j2j3/2026/060501/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-06-06,栃木C,滋賀,3,1,1,0,2,1,22,15,5,5,14,12,栃木C,滋賀,20,15,8,4,3.05,1.78,True,https://www.jleague.jp/match/j2j3/2026/060617/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,大宮,高知,2,1,0,0,2,1,8,11,4,3,7,14,大宮,高知,8,12,3,5,1.04,0.85,True,https://www.jleague.jp/match/j2j3/2026/060618/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,藤枝,愛媛,1,0,1,0,0,0,10,11,4,1,12,11,藤枝,愛媛,10,11,5,1,0.86,0.75,True,https://www.jleague.jp/match/j2j3/2026/060619/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,松本,奈良,0,2,0,2,0,0,14,9,6,0,10,18,松本,奈良,14,8,4,3,1.12,0.43,True,https://www.jleague.jp/match/j2j3/2026/060620/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,宮崎,甲府,2,1,0,0,2,1,16,16,6,5,20,15,宮崎,甲府,16,15,6,4,2.37,2.03,True,https://www.jleague.jp/match/j2j3/2026/060621/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,岐阜,鳥取,1,1,0,0,1,1,27,14,11,2,9,11,岐阜,鳥取,26,14,6,4,2.63,1.32,True,https://www.jleague.jp/match/j2j3/2026/060622/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-06-06,磐田,FC大阪,1,1,0,0,1,1,15,13,5,3,19,15,磐田,FC大阪,16,13,4,4,0.95,0.79,True,https://www.jleague.jp/match/j2j3/2026/060623/live/,,j2j3_2026_match_stats_0406.csv,True,filled,,,,,,,,
2026-06-06,鳥栖,湘南,1,0,0,0,1,0,18,7,6,4,16,6,鳥栖,湘南,17,7,6,3,1.31,0.54,True,https://www.jleague.jp/match/j2j3/2026/060624/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,横浜FC,山口,2,1,1,0,1,1,18,9,8,1,14,4,横浜FC,山口,17,9,3,4,2.23,1.23,True,https://www.jleague.jp/match/j2j3/2026/060625/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
2026-06-06,相模原,熊本,3,0,1,0,2,0,21,13,7,1,10,18,相模原,熊本,20,14,8,4,2.59,1.05,True,https://www.jleague.jp/match/j2j3/2026/060626/live/,,j2j3_2026_match_stats_0406.csv,False,,,,,,,,,
